----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |        Ritz        |         Rel. |    Aki     | Acc. |          Ei           Ek          |              Lower level              |              Upper level              |  gi   gk  |Type|                     TP  |        Line  |
          |     Wavelength     |     Wavelength     |         Int. |   (s^-1)   |      |         (eV)         (eV)         |---------------------------------------|---------------------------------------|           |    |                    Ref. |        Ref.  |
          |      Air (nm)      |      Air (nm)      |              |            |      |                                   | Conf.                  | Term  | J    | Conf.                  | Term  | J    |           |    |                         |              |
Cr I      |         416.391    |         416.38986  |           7w |            |      |     3.83921777  -      6.8159774  | 3d4.(5D).4s.4p.(3P*)   | z 5F* | 3    | 3d4.4s.5s              | e 3D  | 2    |   7 - 5   |    |                         |        L808  |
Cr I      |         416.55149  |         416.55153  |            6 | 7.5e+07    | D    |     4.4490806   -      7.4246849  | 3d5.(2H).4s            | b 3H  | 5    | 3d4.(3H).4s.4p.(1P*)   | w 3I* | 6    |  11 - 13  |    |                  T1621n |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         416.644    |         416.6395   |           1h |            |      |     2.54410012  -      5.519076   | 3d5.(4G).4s            | a 5G  | 6    | 3d4.(3H).4s.4p.(3P*)   | z 5I* | 7    |  13 - 15  |    |                         |        L808  |
Cr I      |         416.7811   |         416.78058  |           12 |            |      |     2.98256886  -      5.9565379  | 3d4.4s2                | a 3H  | 5    |                        | *     | 4    |  11 - 9   |    |                         |        L808  |
Cr I      |         416.8309   |         416.8303   |            8 |            |      |     3.84462236  -      6.818237   | 3d5.(2D3).4s           | b 3D  | 3    | 3d5.(2D1).4p           | v 3F* | 2    |   7 - 5   |    |                         |        L808  |
Cr I      |         416.9841   |         416.9829   |           65 |            |      |     4.1055150   -      7.078041   | 3d5.(2F1).4s           | b 3F  | 4    | 3d4.(3F1).4s.4p.(1P*)  | u 3G* | 5    |   9 - 11  |    |                         |        L808  |
Cr I      |         417.0214   |         417.0208   |           50 |            |      |     4.0989995   -      7.071255   | 3d5.(2F1).4s           | b 3F  | 3    | 3d4.(3F1).4s.4p.(1P*)  | u 3G* | 4    |   7 - 9   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         417.075    |         417.07782  |           4w |            |      |     3.01062750  -      5.9824772  | 3d5.(4D).4s            | b 5D  | 4    | 3d4.(3F1).4s.4p.(3P*)  | 3D*   | 3    |   9 - 7   |    |                         |        L808  |
Cr I      |         417.1676   |         417.1658   |           40 |            |      |     3.84701379  -      6.818237   | 3d5.(2D3).4s           | b 3D  | 2    | 3d5.(2D1).4p           | v 3F* | 2    |   5 - 5   |    |                         |        L808  |
Cr II     |         417.19104  |         417.190897 |            5 |            |      |     3.10490644  -      6.07595062 | 3d5                    | b 4D  | 3/2  | 3d4.(5D).4p            | z 4P* | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr I      |         417.2517   |         417.24941  |         10w* |            |      |     3.82599755  -      6.7966251  | 3d4.(5D).4s.4p.(3P*)   | z 5F* | 2    | 3d4.4s.5s              | g 5D  | 2    |   5 - 5   |    |                         |        L808  |
Cr I      |         417.2517   |         417.25114  |         10w* |            |      |     4.5326696   -      7.5032848  | 3d5.(2F2).4s           | d 3F  | 2    | 3d5.(2G1).4p           | s 3G* | 3    |   5 - 7   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         417.26003  |         417.259763 |            6 |            |      |     3.10539678  -      6.07595062 | 3d5                    | b 4D  | 5/2  | 3d4.(5D).4p            | z 4P* | 3/2  |   6 - 4   |    |                         |      L18847  |
Cr I      |         417.27677  |         417.27679  |          25* |            |      |     4.6163561   -      7.5867887  | 3d5.(2G2).4s           | c 3G  | 5    | 3d5.(2G1).4p           | s 3H* | 6    |  11 - 13  |    |                         |      L14866  |
Cr I      |         417.27677  |         417.2768   |          25* |            |      |     3.965856    -      6.9362887  | 3d4.4s2                | a 1G  | 4    | 3d5.(2I).4p            | y 1H* | 5    |   9 - 11  |    |                         |      L14866  |
Cr I      |         417.3877   |         417.38793  |            7 |            |      |     4.5318871   -      7.5015288  | 3d5.(2F2).4s           | d 3F  | 3    | 3d5.(2G1).4p           | s 3G* | 4    |   7 - 9   |    |                         |        L808  |
Cr I      |         417.4159   |         417.41510  |            7 |            |      |     4.4552365   -      7.4246849  | 3d5.(2H).4s            | b 3H  | 6    | 3d4.(3H).4s.4p.(1P*)   | w 3I* | 6    |  13 - 13  |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         417.496    |         417.4942   |           25 |            |      |     4.0964340   -      7.065320   | 3d5.(2F1).4s           | b 3F  | 2    | 3d4.(3F1).4s.4p.(1P*)  | 3G*   | 3    |   5 - 7   |    |                         |        L808  |
Cr I      |         417.5235   |         417.5228   |           35 |            |      |     3.84955420  -      6.818237   | 3d5.(2D3).4s           | b 3D  | 1    | 3d5.(2D1).4p           | v 3F* | 2    |   3 - 5   |    |                         |        L808  |
Cr I      |         417.59493  |         417.59493  |           74 |            |      |     3.00044213  -      5.9686118  | 3d4.4s2                | a 3H  | 6    | 3d4.(3G).4s.4p.(3P*)   | x 5H* | 7    |  13 - 15  |    |                         |      L14866  |
Cr I      |         417.66688  |         417.66687  |           10 |            |      |     4.4473699   -      7.4150284  | 3d5.(2H).4s            | b 3H  | 4    | 3d4.(3H).4s.4p.(1P*)   | w 3I* | 5    |   9 - 11  |    |                         |      L14866  |
Cr I      |         417.7166   |         417.71602  |            4 |            |      |     3.00997113  -      5.9772804  | 3d5.(4D).4s            | b 5D  | 0    | 3d4.(3F1).4s.4p.(3P*)  | 3D*   | 1    |   1 - 3   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         417.746    |         417.74505  |            4 |            |      |     3.01114739  -      5.9782504  | 3d5.(4D).4s            | b 5D  | 1    | 3d4.(3F1).4s.4p.(3P*)  | 3D*   | 2    |   3 - 5   |    |                         |        L808  |
Cr I      |         417.784    |         417.7895   |         50h* |            |      |     3.87826471  -      6.845052   | 3d4.(5D).4s.4p.(3P*)   | z 5F* | 5    | 3d4.4s.5s              | g 5D  | 4    |  11 - 9   |    |                         |        L808  |
Cr I      |         417.784    |         417.7904   |         50h* |            |      |     3.965856    -      6.932637   | 3d4.4s2                | a 1G  | 4    | 3d4.(1I).4s.4p.(3P*)   | u 3H* | 4    |   9 - 9   |    |                         |        L808  |
Cr I      |         417.798    |         417.7995   |           7: |            |      |     3.84701379  -      6.813730   | 3d5.(2D3).4s           | b 3D  | 2    | 3d4.(3D).4s.4p.(3P*)   | v 3D* | 1    |   5 - 3   |    |                         |       L9365  |
Cr I      |         417.807    |         417.80457  |          25w |            |      |     4.6163561   -      7.5830364  | 3d5.(2G2).4s           | c 3G  | 5    | 3d5.(2H).4p            | r 3G* | 5    |  11 - 11  |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         417.836    |         417.83312  |            2 |            |      |     4.5350511   -      7.5015288  | 3d5.(2F2).4s           | d 3F  | 4    | 3d5.(2G1).4p           | s 3G* | 4    |   9 - 9   |    |                         |        L808  |
Cr I      |         417.852    |         417.8553   |           4w |            |      |     4.0989995   -      7.065320   | 3d5.(2F1).4s           | b 3F  | 3    | 3d4.(3F1).4s.4p.(1P*)  | 3G*   | 3    |   7 - 7   |    |                         |        L808  |
Cr I      |         417.878    |         417.88168  |           4w |            |      |     3.01114739  -      5.9772804  | 3d5.(4D).4s            | b 5D  | 1    | 3d4.(3F1).4s.4p.(3P*)  | 3D*   | 1    |   3 - 3   |    |                         |        L808  |
Cr I      |         417.90362  |         417.90361  |            8 |            |      |     3.84945605  -      6.8154334  | 3d5.(2I).4s            | a 3I  | 7    | 3d5.(2I).4p            | z 1K* | 7    |  15 - 15  |    |                         |      L14866  |
Cr I      |         417.92558  |         417.92559  |          150 |            |      |     3.84961206  -      6.8154334  | 3d5.(2I).4s            | a 3I  | 6    | 3d5.(2I).4p            | z 1K* | 7    |  13 - 15  |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         417.942    |         417.9370   |           20 |            |      |     4.1055150   -      7.071255   | 3d5.(2F1).4s           | b 3F  | 4    | 3d4.(3F1).4s.4p.(1P*)  | u 3G* | 4    |   9 - 9   |    |                         |        L808  |
Cr II     |         417.94210  |         417.942111 |           24 |            |      |     3.82670193  -      6.79240603 | 3d4.(a 3P).4s          | b 4P  | 5/2  | 3d4.(5D).4p            | z 4D* | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr I      |         417.978    |         417.97735  |            2 |            |      |     3.01279639  -      5.9782504  | 3d5.(4D).4s            | b 5D  | 2    | 3d4.(3F1).4s.4p.(3P*)  | 3D*   | 2    |   5 - 5   |    |                         |        L808  |
Cr I      |         418.052    |         418.04833  |           8h |            |      |     3.01329984  -      5.9782504  | 3d5.(4D).4s            | b 5D  | 3    | 3d4.(3F1).4s.4p.(3P*)  | 3D*   | 2    |   7 - 5   |    |                         |        L808  |
Cr I      |         418.154    |         418.1576   |           4h |            |      |     3.84955420  -      6.813730   | 3d5.(2D3).4s           | b 3D  | 1    | 3d4.(3D).4s.4p.(3P*)   | v 3D* | 1    |   3 - 3   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr XXIII  |                    |         418.3      |              |            |      | [7028.01]       -  [7030.97]      | 1s.4p                  | 3P*   | 1    | 1s.4d                  | 3D    | 1    |   3 - 3   |    |                         |      L11926  |
Cr I      |         418.3071   |         418.30644  |           30 |            |      |     3.0922395   -      6.0553607  | 3d4.4s2                | a 3F  | 2    | 3d4.(3P1).4s.4p.(3P*)  | x 3D* | 1    |   5 - 3   |    |                         |        L808  |
Cr I      |         418.4662   |         418.46263  |           20 |            |      |     4.5350511   -      7.4970663  | 3d5.(2F2).4s           | d 3F  | 4    | 3d5.(2G1).4p           | s 3G* | 5    |   9 - 11  |    |                         |        L808  |
Cr I      |         418.49001  |         418.49007  |           55 |            |      |     3.08689203  -      6.0487130  | 3d5.(4G).4s            | a 3G  | 4    |                        | x 3G* | 5    |   9 - 11  |    |                         |      L14866  |
Cr I      |         418.504    |         418.5014   |           12 |            |      |     3.965856    -      6.9275969  | 3d4.4s2                | a 1G  | 4    | 3d4.(1I).4s.4p.(3P*)   | u 3H* | 5    |   9 - 11  |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         418.53454  |         418.53455  |           25 |            |      |     2.98256886  -      5.9440751  | 3d4.4s2                | a 3H  | 5    | 3d4.(3G).4s.4p.(3P*)   | x 5H* | 6    |  11 - 13  |    |                         |      L14866  |
Cr I      |         418.6343   |         418.6337   |          45* |            |      |     3.85669175  -      6.817497   | 3d4.(5D).4s.4p.(3P*)   | z 5F* | 4    | 3d4.4s.5s              | g 5D  | 3    |   9 - 7   |    |                         |       L9190  |
Cr I      |         418.6343   |         418.6347   |          45* |            |      |     3.84961206  -      6.810410   | 3d5.(2I).4s            | a 3I  | 6    | 3d5.(4G).5p            | v 3H* | 5    |  13 - 11  |    |                         |       L9190  |
Cr I      |         418.659    |         418.65827  |           7w |            |      |     4.6176688   -      7.5782999  | 3d5.(2G2).4s           | c 3G  | 4    | 3d5.(2H).4p            | r 3G* | 4    |   9 - 9   |    |                         |        L808  |
Cr I      |         418.6888   |         418.689160 |           10 |            |      |     2.70991376  -      5.67032639 | 3d5.(4P).4s            | a 5P  | 1    | 3d5.(4P).4p            | y 3P* | 2    |   3 - 5   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         418.99596  |         418.99589  |            8 |            |      |     2.96741994  -      5.9256654  | 3d4.4s2                | a 3H  | 4    | 3d4.(3G).4s.4p.(3P*)   | x 5H* | 5    |   9 - 11  |    |                         |      L14866  |
Cr I      |         419.0132   |         419.0136   |           40 |            |      |     3.81713641  -      6.775257   | 3d4.(5D).4s.4p.(3P*)   | z 5F* | 1    | 3d4.4s.5s              | g 5D  | 0    |   3 - 1   |    |                         |       L9190  |
Cr I      |         419.06586  |         419.06594  |            7 |            |      |     2.54383612  -      5.5015871  | 3d5.(4G).4s            | a 5G  | 2    | 3d4.(3F1).4s.4p.(3P*)  | y 5G* | 3    |   5 - 7   |    |                         |      L14866  |
Cr I      |         419.12711  |         419.12710  |          180 |            |      |     2.54426768  -      5.5015871  | 3d5.(4G).4s            | a 5G  | 3    | 3d4.(3F1).4s.4p.(3P*)  | y 5G* | 3    |   7 - 7   |    |                         |      L14866  |
Cr I      |         419.17502  |         419.17500  |           52 |            |      |     2.54460567  -      5.5015871  | 3d5.(4G).4s            | a 5G  | 4    | 3d4.(3F1).4s.4p.(3P*)  | y 5G* | 3    |   9 - 7   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         419.21049  |         419.21050  |           43 |            |      |     3.9795577   -      6.9362887  | 3d4.4s2                | a 1I  | 6    | 3d5.(2I).4p            | y 1H* | 5    |  13 - 11  |    |                         |      L14866  |
Cr I      |         419.36619  |         419.36618  |           53 |            |      |     3.84945605  -      6.8050895  | 3d5.(2I).4s            | a 3I  | 7    | 3d4.(3H).4s.4p.(1P*)   | w 3H* | 6    |  15 - 13  |    |                         |      L14866  |
Cr I      |         419.38829  |         419.38832  |            4 |            |      |     3.84961206  -      6.8050895  | 3d5.(2I).4s            | a 3I  | 6    | 3d4.(3H).4s.4p.(1P*)   | w 3H* | 6    |  13 - 13  |    |                         |      L14866  |
Cr I      |         419.49502  |         419.49500  |           40 |            |      |     3.85036368  -      6.8050895  | 3d5.(2I).4s            | a 3I  | 5    | 3d4.(3H).4s.4p.(1P*)   | w 3H* | 6    |  11 - 13  |    |                         |      L14866  |
Cr II     |         419.54152  |         419.54155  |            6 |            |      |     5.31866856  -      8.27306655 | 3d4.(3D).4s            | b 2D  | 5/2  | 3d4.(a 3P).4p          | y 4P* | 5/2  |   6 - 6   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         419.559    |         419.5600   |           2w |            |      |     3.43483022  -      6.389098   | 3d4.4s2                | b 3G  | 4    | 3d5.(6S).8p            | 7P*   | 3    |   9 - 7   |    |                         |        L808  |
Cr I      |         419.72328  |         419.72326  |           45 |            |      |     3.84945605  -      6.8025750  | 3d5.(2I).4s            | a 3I  | 7    | 3d5.(4G).5p            | v 3H* | 6    |  15 - 13  |    |                         |      L14866  |
Cr I      |         419.745    |         419.74544  |           10 |            |      |     3.84961206  -      6.8025750  | 3d5.(2I).4s            | a 3I  | 6    | 3d5.(4G).5p            | v 3H* | 6    |  13 - 13  |    |                         |        L808  |
Cr I      |         419.7824   |         419.78347  |            8 |            |      |     4.5318871   -      7.4845826  | 3d5.(2F2).4s           | d 3F  | 3    |                        | q 3F* | 4    |   7 - 9   |    |                         |        L808  |
Cr I      |         419.802    |         419.80323  |            2 |            |      |     3.89227271  -      6.8448292  | 3d5.(4F).4s            | a 5F  | 5    | 3d5.(2D1).4p           | v 3F* | 4    |  11 - 9   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         419.85230  |         419.85230  |           54 |            |      |     3.85036368  -      6.8025750  | 3d5.(2I).4s            | a 3I  | 5    | 3d5.(4G).5p            | v 3H* | 6    |  11 - 13  |    |                         |      L14866  |
Cr I      |         420.01008  |         420.01010  |           41 |            |      |     3.07899823  -      6.03010045 | 3d5.(4G).4s            | a 3G  | 3    | 3d4.(3F1).4s.4p.(3P*)  | 3F*   | 3    |   7 - 7   |    |                         |      L14866  |
Cr I      |         420.305    |         420.30422  |           2w |            |      |     3.00044213  -      5.9494793  | 3d4.4s2                | a 3H  | 6    | 3d5.(4G).4p            | u 5F* | 5    |  13 - 11  |    |                         |        L808  |
Cr I      |         420.35890  |         420.35890  |          130 | 5.7e+06    | D    |     2.54383612  -      5.4924897  | 3d5.(4G).4s            | a 5G  | 2    | 3d4.(3F1).4s.4p.(3P*)  | y 5G* | 2    |   5 - 5   |    |                  T1621n |      L14866  |
Cr I      |         420.42042  |         420.42044  |           32 |            |      |     2.54426768  -      5.4924897  | 3d5.(4G).4s            | a 5G  | 3    | 3d4.(3F1).4s.4p.(3P*)  | y 5G* | 2    |   7 - 5   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         420.44650  |         420.44650  |           49 | 3.1e+07    | D    |     3.9795577   -      6.9275969  | 3d4.4s2                | a 1I  | 6    | 3d4.(1I).4s.4p.(3P*)   | u 3H* | 5    |  13 - 11  |    |                   T4288 |      L14866  |
Cr I      |         420.504    |         420.50210  |            8 |            |      |     4.6163561   -      7.5640055  | 3d5.(2G2).4s           | c 3G  | 5    | 3d5.(2G1).4p           | s 3H* | 5    |  11 - 11  |    |                         |        L808  |
Cr I      |         420.622    |         420.6257   |           2w |            |      |     4.5326696   -      7.479453   | 3d5.(2F2).4s           | d 3F  | 2    |                        | q 3F* | 3    |   5 - 7   |    |                         |        L808  |
Cr I      |         420.68952  |         420.68946  |           20 |            |      |     4.6176688   -      7.5640055  | 3d5.(2G2).4s           | c 3G  | 4    | 3d5.(2G1).4p           | s 3H* | 5    |   9 - 11  |    |                         |      L14866  |
Cr II     |         420.73628  |         420.736315 |            6 |            |      |     3.82670193  -      6.77271050 | 3d4.(a 3P).4s          | b 4P  | 5/2  | 3d4.(5D).4p            | z 4D* | 5/2  |   6 - 6   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         420.7503   |         420.75033  |            5 |            |      |     3.01062750  -      5.9565379  | 3d5.(4D).4s            | b 5D  | 4    |                        | *     | 4    |   9 - 9   |    |                         |        L808  |
Cr I      |         420.810    |         420.8129   |            4 |            |      |     3.64772227  -      6.593194   | 3d4.(5D).4s.4p.(3P*)   | y 5P* | 1    | 3d4.4s.4d              | e 7G  | 2    |   3 - 5   |    |                         |        L808  |
Cr I      |         420.83535  |         420.83528  |           10 |            |      |     3.85036368  -      6.7956795  | 3d5.(2I).4s            | a 3I  | 5    | 3d5.(4G).5p            | v 3H* | 4    |  11 - 9   |    |                         |      L14866  |
Cr I      |         420.850    |         420.85431  |            2 |            |      |     4.6129376   -      7.5581202  | 3d5.(2G2).4s           | c 3G  | 3    | 3d5.(2F2).4p           | p 3F* | 4    |   7 - 9   |    |                         |        L808  |
Cr I      |         420.91734  |         420.91727  |            5 |            |      |     3.84961206  -      6.7943541  | 3d5.(2I).4s            | a 3I  | 6    | 3d4.(1I).4s.4p.(3P*)   | 3K*   | 6    |  13 - 13  |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         420.93643  |         420.93626  |            5 |            |      |     3.84961206  -      6.7942213  | 3d5.(2I).4s            | a 3I  | 6    | 3d4.(3H).4s.4p.(1P*)   | w 3H* | 5    |  13 - 11  |    |                         |      L14866  |
Cr I      |         420.97548  |         420.97548  |           84 |            |      |     3.10437809  -      6.0487130  | 3d5.(4G).4s            | a 3G  | 5    |                        | x 3G* | 5    |  11 - 11  |    |                         |      L14866  |
Cr I      |         421.042    |         421.04373  |          3ws |            |      |     3.85036368  -      6.7942213  | 3d5.(2I).4s            | a 3I  | 5    | 3d4.(3H).4s.4p.(1P*)   | w 3H* | 5    |  11 - 11  |    |                         |        L808  |
Cr I      |         421.07591  |         421.07587  |            7 |            |      |     3.00044213  -      5.9440751  | 3d4.4s2                | a 3H  | 6    | 3d4.(3G).4s.4p.(3P*)   | x 5H* | 6    |  13 - 13  |    |                         |      L14866  |
Cr I      |         421.13237  |         421.13237  |           12 |            |      |     3.01329984  -      5.9565379  | 3d5.(4D).4s            | b 5D  | 3    |                        | *     | 4    |   7 - 9   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         421.13663  |         421.13661  |           36 |            |      |     3.08689203  -      6.03010045 | 3d5.(4G).4s            | a 3G  | 4    | 3d4.(3F1).4s.4p.(3P*)  | 3F*   | 3    |   9 - 7   |    |                         |      L14866  |
Cr I      |         421.15272  |         421.15262  |            4 | 7.1e+05    | D    |     2.98256886  -      5.9256654  | 3d4.4s2                | a 3H  | 5    | 3d4.(3G).4s.4p.(3P*)   | x 5H* | 5    |  11 - 11  |    |                   T4288 |      L14866  |
Cr I      |         421.31754  |         421.31753  |           27 | 7.9e+06    | D    |     3.07899823  -      6.0209428  | 3d5.(4G).4s            | a 3G  | 3    |                        | x 3G* | 4    |   7 - 9   |    |                  T1621n |      L14866  |
Cr I      |         421.41446  |         421.41442  |           15 |            |      |     2.54460567  -      5.4858739  | 3d5.(4G).4s            | a 5G  | 4    | 3d4.(3H).4s.4p.(3P*)   | z 5I* | 4    |   9 - 9   |    |                         |      L14866  |
Cr I      |         421.41915  |         421.41923  |            6 |            |      |     2.54463926  -      5.4858739  | 3d5.(4G).4s            | a 5G  | 5    | 3d4.(3H).4s.4p.(3P*)   | z 5I* | 4    |  11 - 9   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         421.500    |         421.49899  |          2wh |            |      |     2.70878627  -      5.6494644  | 3d5.(4P).4s            | a 5P  | 2    | 3d5.(4G).4p            | y 5H* | 3    |   5 - 7   |    |                         |        L808  |
Cr I      |         421.531    |         421.53148  |           1w |            |      |     4.6176688   -      7.5581202  | 3d5.(2G2).4s           | c 3G  | 4    | 3d5.(2F2).4p           | p 3F* | 4    |   9 - 9   |    |                         |        L808  |
Cr II     |         421.57406  |         421.574250 |            4 |            |      |     3.10398700  -      6.04414009 | 3d5                    | b 4D  | 1/2  | 3d4.(5D).4p            | z 4P* | 1/2  |   2 - 2   |    |                         |      L18847  |
Cr I      |         421.620    |         421.624877 |           2h |            |      |     2.96741994  -      5.90722001 | 3d4.4s2                | a 3H  | 4    | 3d4.(5D).4s.5p.(3P*)   | v 5F* | 5    |   9 - 11  |    |                         |        L808  |
Cr I      |         421.63583  |         421.635834 |           19 |            |      |     3.01329984  -      5.95302351 | 3d5.(4D).4s            | b 5D  | 3    | 3d5.(4G).4p            | u 5F* | 4    |   7 - 9   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         421.76083  |         421.76093  |           33 |            |      |     3.01062750  -      5.9494793  | 3d5.(4D).4s            | b 5D  | 4    | 3d5.(4G).4p            | u 5F* | 5    |   9 - 11  |    |                         |      L14866  |
Cr XXIII  |                    |         421.8      |              |            |      | [7028.01]       -  [7030.95]      | 1s.4p                  | 3P*   | 1    | 1s.4d                  | 3D    | 2    |   3 - 5   |    |                         |      L11926  |
Cr I      |         421.903    |         421.90318  |            1 |            |      |     3.0922395   -      6.03010045 | 3d4.4s2                | a 3F  | 2    | 3d4.(3F1).4s.4p.(3P*)  | 3F*   | 3    |   5 - 7   |    |                         |        L808  |
Cr I      |         421.961    |         421.960945 |            3 |            |      |     3.01062750  -      5.94808623 | 3d5.(4D).4s            | b 5D  | 4    | 3d5.(4G).4p            | u 5F* | 3    |   9 - 7   |    |                         |        L808  |
Cr I      |         422.04466  |         422.04459  |            3 |            |      |     2.96741994  -      5.9042965  | 3d4.4s2                | a 3H  | 4    | 3d4.(3G).4s.4p.(3P*)   | x 5H* | 3    |   9 - 7   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         422.15707  |         422.1571   |           5* |            |      |     3.07899823  -      6.015092   | 3d5.(4G).4s            | a 3G  | 3    |                        | x 3G* | 3    |   7 - 7   |    |                         |      L14866  |
Cr I      |         422.15707  |         422.1571   |           5* |            |      |     3.85036368  -      6.786458   | 3d5.(2I).4s            | a 3I  | 5    | 3d4.(3H).4s.4p.(1P*)   | w 3H* | 4    |  11 - 9   |    |                         |      L14866  |
Cr I      |         422.27280  |         422.272739 |           17 | 5.6e+06    | D    |     3.01279639  -      5.94808623 | 3d5.(4D).4s            | b 5D  | 2    | 3d5.(4G).4p            | u 5F* | 3    |   5 - 7   |    |                   T4288 |      L14866  |
Cr I      |         422.3468   |         422.345180 |           10 |            |      |     3.01329984  -      5.94808623 | 3d5.(4D).4s            | b 5D  | 3    | 3d5.(4G).4p            | u 5F* | 3    |   7 - 7   |    |                         |        L808  |
Cr II     |         422.35732  |         422.35720  |            3 |            |      |    11.6548236   -     14.5895265  | 3d4.(5D).5p            | 6P*   | 3/2  | 3d4.(5D).6d            | 6S    | 5/2  |   4 - 6   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         422.45104  |         422.45107  |          17* |            |      |     3.08689203  -      6.0209428  | 3d5.(4G).4s            | a 3G  | 4    |                        | x 3G* | 4    |   9 - 9   |    |                         |      L14866  |
Cr I      |         422.45104  |         422.45117  |          17* |            |      |     4.6129376   -      7.5469877  | 3d5.(2G2).4s           | c 3G  | 3    | 3d5.(2G1).4p           | s 3H* | 4    |   7 - 9   |    |                         |      L14866  |
Cr II     |         422.48538  |         422.48534  |           21 |            |      |     5.32965854  -      8.26347131 | 3d4.(3D).4s            | b 2D  | 3/2  | 3d4.(a 3P).4p          | z 2P* | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr I      |         422.67503  |         422.67505  |          120 |            |      |     2.96741994  -      5.8999160  | 3d4.4s2                | a 3H  | 4    | 3d4.(3H).4s.4p.(3P*)   | z 3I* | 5    |   9 - 11  |    |                         |      L14866  |
Cr I      |         423.02796  |         423.02788  |            3 |            |      |     2.98256886  -      5.9126190  | 3d4.4s2                | a 3H  | 5    | 3d4.(3G).4s.4p.(3P*)   | x 5H* | 4    |  11 - 9   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         423.04708  |         423.04705  |           10 | 5.1e+06    | D    |     3.01114739  -      5.94106481 | 3d5.(4D).4s            | b 5D  | 1    | 3d5.(4G).4p            | u 5F* | 2    |   3 - 5   |    |                   T3963 |      L14866  |
Cr I      |         423.103    |         423.0976   |            5 |            |      |     3.88866922  -      6.818237   | 3d5.(4F).4s            | a 5F  | 3    | 3d5.(2D1).4p           | v 3F* | 2    |   7 - 5   |    |                         |        L808  |
Cr I      |         423.1335   |         423.13350  |           18 |            |      |     4.6176688   -      7.5469877  | 3d5.(2G2).4s           | c 3G  | 4    | 3d5.(2G1).4p           | s 3H* | 4    |   9 - 9   |    |                         |        L808  |
Cr I      |         423.1515   |         423.1485   |            1 |            |      |     5.0940418   -      8.023257   | 3d4.(5D).4s.4p.(1P*)   | y 5F* | 3    | 3d4.4s.5s              | e 5H  | 3    |   7 - 7   |    |                         |        L808  |
Cr I      |         423.165    |         423.16534  |            3 |            |      |     4.44641601  -      7.3755144  | 3d5.(4F).4s            | c 3F  | 4    | 3d4.(3F1).4s.4p.(1P*)  | r 3F* | 4    |   9 - 9   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
