------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed      |       Ritz        |      Rel. |    Aki     | Acc. |         Ei           Ek         |              Lower level              |              Upper level               |  gi   gk  |Type|                 TP  |        Line  |
          |    Wavelength     |    Wavelength     |      Int. |   (s^-1)   |      |        (eV)         (eV)        |---------------------------------------|----------------------------------------|           |    |                Ref. |        Ref.  |
          |     Air (nm)      |     Air (nm)      |           |            |      |                                 | Conf.                 | Term    | J   | Conf.                 | Term    | J    |           |    |                     |              |
Al II     |         365.4998  |         365.5004+ |        50 |            |      |    13.076729   -     16.467939  | 3s.4p                 | 3P*     | 2   | 3s.5d                 | 3D      | 3    |   5 - 7   |    |                     |    L3515c14  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |         365.5016  |           | 5.64e+06   | C+   |    13.076729   -     16.467928  | 3s.4p                 | 3P*     | 2   | 3s.5d                 | 3D      | 2    |   5 - 5   |    |          T6298c4,LS |              |
Al II     |         365.6319  |         365.6309  |         2 |            |      |    15.062034   -     18.45203   | 3s.4d                 | 3D      | 3   | 3s.12f                | 3F*     | 4    |   7 - 9   |    |                     |       L3471  |
Al III    |         365.83    |         365.8790  |       1d* |            |      |    23.548131   -     26.935833  | 2p6.5g                | 2G      | 7/2 | 2p6.9h                | 2H*     | 9/2  |   8 - 10  |    |                     |       L3473  |
Al III    |         365.83    |         365.8815  |         * |            |      |    23.548155   -     26.935833  | 2p6.5g                | 2G      | 9/2 | 2p6.9h                | 2H*     | 11/2 |  10 - 12  |    |                     |       L3473  |
Al III    |                   |         366.0510  |           |            |      |    23.548131   -     26.934241  | 2p6.5g                | 2G      | 7/2 | 2p6.9f                | 2F*     | 5/2  |   8 - 6   |    |                     |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |                   |         366.0535  |           |            |      |    23.548155   -     26.934241  | 2p6.5g                | 2G      | 9/2 | 2p6.9f                | 2F*     | 7/2  |  10 - 8   |    |                     |              |
Al IV     |         366.201   |         366.203   |         1 |            |      |   102.37866    -    105.76337   | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d | 2[7/2]* | 3    |   5 - 7   |    |                     |       L2829  |
Al IV     |         366.288   |         366.295   |         2 |            |      |   102.32142    -    105.70527   | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]  | 1   | 2s2.2p5.(2P*<3/2>).4d | 2[3/2]* | 2    |   3 - 5   |    |                     |       L2829  |
Al III    |         370.2106  |         370.2106  |        10 | 1.13e+08   | A+   |    17.808269   -     21.156335  | 2p6.4p                | 2P*     | 1/2 | 2p6.5s                | 2S      | 1/2  |   2 - 2   |    |                 c32 |        L277  |
Al II     |         370.3219  |         370.3225  |        30 | 3.23e+07   | B+   |    13.256460   -     16.6035134 | 3s.4p                 | 1P*     | 1   | 3s.5d                 | 1D      | 2    |   3 - 5   |    |               T6533 |       L4575  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |         371.3123  |         371.3123  |        11 | 2.27e+08   | A+   |    17.818203   -     21.156335  | 2p6.4p                | 2P*     | 3/2 | 2p6.5s                | 2S      | 1/2  |   4 - 2   |    |                 c32 |        L277  |
Al IV     |         372.592   |         372.599   |       300 |            |      |   102.37866    -    105.70527   | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d | 2[3/2]* | 2    |   5 - 5   |    |                     |       L2829  |
Al II     |         373.1952  |         373.1954  |        10 | 4.95e+06   | C+   |    13.071346   -     16.3926348 | 3s.4p                 | 3P*     | 0   | 3s.6s                 | 3S      | 1    |   1 - 3   |    |          T6298c4,LS |       L4575  |
Al II     |         373.3908  |         373.3903  |        20 | 1.48e+07   | C+   |    13.073080   -     16.3926348 | 3s.4p                 | 3P*     | 1   | 3s.6s                 | 3S      | 1    |   3 - 3   |    |          T6298c4,LS |       L4575  |
Al II     |         373.4567  |         373.4522  |         3 |            |      |    15.062034   -     18.381039  | 3s.4d                 | 3D      | 3   | 3s.11f                | 3F*     | 4    |   7 - 9   |    |                     |       L3471  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |         373.4715  |         373.4658  |        2* |            |      |    15.062086   -     18.380970  | 3s.4d                 | 3D      | 2   | 3s.11f                | 3F*     | 3    |   5 - 7   |    |                     |       L3471  |
Al II     |         373.4715  |         373.4726  |        2* |            |      |    15.0621275  -     18.380951  | 3s.4d                 | 3D      | 1   | 3s.11f                | 3F*     | 2    |   3 - 5   |    |                     |       L3471  |
Al II     |         373.8015  |         373.8012  |        50 | 2.46e+07   | C+   |    13.076729   -     16.3926348 | 3s.4p                 | 3P*     | 2   | 3s.6s                 | 3S      | 1    |   5 - 3   |    |          T6298c4,LS |       L4575  |
Al IX     |                   |         374.4     |           | 5.09e+06   | B+   |   210.045      -    213.356     | 2s.2p.(3P*).3s        | 2P*     | 3/2 | 2s.2p.(3P*).3p        | 2P      | 1/2  |   4 - 2   |    |          T7192c4,LS |              |
Al II     |         375.310   |         375.3002  |         2 |            |      |    15.0475560  -     18.350218  | 3s.5s                 | 1S      | 0   | 3s.12p                | 1P*     | 1    |   1 - 3   |    |                     |       L3471  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |         377.1207  |           |            |      |    14.8896242  -     18.176344  | 3s.5s                 | 3S      | 1   | 3s.10p                | 3P*     | 2    |   3 - 5   |    |                     |              |
Al II     |                   |         377.1939  |           |            |      |    14.8896242  -     18.175705  | 3s.5s                 | 3S      | 1   | 3s.10p                | 3P*     | 1    |   3 - 3   |    |                     |              |
Al II     |                   |         377.2238  |           |            |      |    14.8896242  -     18.175445  | 3s.5s                 | 3S      | 1   | 3s.10p                | 3P*     | 0    |   3 - 1   |    |                     |              |
Al VIII   |                   |         377.7     |           | 6.03e+06   | C+   |   186.569      -    189.851     | 2s.2p2.(4P).3s        | 3P      | 1?  | 2s.2p2.(4P).3p        | 3S*?    | 1?   |   3 - 3   |    |          T5520c4,LS |              |
Al IV     |         380.581   |         380.585   |        10 |            |      |   102.37866    -    105.63547   | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]  | 2   | 2s2.2p5.(2P*<3/2>).4d | 2[1/2]* | 1    |   5 - 3   |    |                     |       L2829  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |         384.2037  |         384.2016  |         6 |            |      |    15.062034   -     18.288180  | 3s.4d                 | 3D      | 3   | 3s.10f                | 3F*     | 4    |   7 - 9   |    |                     |       L3471  |
Al II     |         384.2213  |         384.2204  |         4 |            |      |    15.062086   -     18.288075  | 3s.4d                 | 3D      | 2   | 3s.10f                | 3F*     | 3    |   5 - 7   |    |                     |       L3471  |
Al II     |         384.2317  |         384.2328  |         2 |            |      |    15.0621275  -     18.288011  | 3s.4d                 | 3D      | 1   | 3s.10f                | 3F*     | 2    |   3 - 5   |    |                     |       L3471  |
Al II     |         385.933   |         385.9299  |         6 |            |      |    15.0475560  -     18.259254  | 3s.5s                 | 1S      | 0   | 3s.11p                | 1P*     | 1    |   1 - 3   |    |                     |       L3471  |
Al II     |         386.6160  |         386.6168  |         8 | 4.26e+07   | B    |    13.256460   -     16.4624522 | 3s.4p                 | 1P*     | 1   | 3s.6s                 | 1S      | 0    |   3 - 1   |    |               T6533 |       L4575  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al IX     |                   |         388.8     |           | 7.24e+07   | A+   |   277.710?     -    280.897?    | 2s.2p.(3P*).4p        | 2D      | 5/2 | 2s.2p.(3P*).4d        | 2F*     | 7/2  |   6 - 8   |    |          T7192c4,LS |              |
Al VI     |                   |         389.53    |           | 1.74e+06   | B+   |   119.16       -    122.3433    | 2s2.2p3.(2D*).3s      | 3D*     | 1   | 2s2.2p3.(4S*).3p      | 3P      | 0    |   3 - 1   |    |             T7370c8 |              |
Al IX     |                   |         389.6     |           | 6.71e+07   | A+   |   277.345?     -    280.527?    | 2s.2p.(3P*).4p        | 2D      | 3/2 | 2s.2p.(3P*).4d        | 2F*     | 5/2  |   4 - 6   |    |          T7192c4,LS |              |
Al II     |         390.0675  |         390.0675  |       100 | 4.8e+05    | E    |     7.420705   -     10.598337  | 3s.3p                 | 1P*     | 1   | 3p2                   | 1D      | 2    |   3 - 5   |    |             T6298c4 |       L4575  |
Al VI     |                   |         390.42    |           | 2.76e+04   | B+   |   119.16       -    122.3360    | 2s2.2p3.(2D*).3s      | 3D*     | 1   | 2s2.2p3.(4S*).3p      | 3P      | 2    |   3 - 5   |    |             T7370c8 |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al VI     |                   |         390.42    |           | 3.55e+05   | B+   |   119.16       -    122.3360    | 2s2.2p3.(2D*).3s      | 3D*     | 2   | 2s2.2p3.(4S*).3p      | 3P      | 2    |   5 - 5   |    |             T7370c8 |              |
Al VI     |                   |         390.42    |           | 1.54e+06   | A    |   119.16       -    122.3360    | 2s2.2p3.(2D*).3s      | 3D*     | 3   | 2s2.2p3.(4S*).3p      | 3P      | 2    |   7 - 5   |    |             T7370c8 |              |
Al VI     |                   |         391.39    |           | 5.04e+05   | B+   |   119.16       -    122.3281    | 2s2.2p3.(2D*).3s      | 3D*     | 1   | 2s2.2p3.(4S*).3p      | 3P      | 1    |   3 - 3   |    |             T7370c8 |              |
Al VI     |                   |         391.39    |           | 1.25e+06   | B+   |   119.16       -    122.3281    | 2s2.2p3.(2D*).3s      | 3D*     | 2   | 2s2.2p3.(4S*).3p      | 3P      | 1    |   5 - 3   |    |             T7370c8 |              |
Al I      |         393.1996  |         393.19962 |         5 |            |      |     5.2368176  -      8.3891377 | 3s2.4d                | 2D      | 5/2 | 3s.3p.(3P*).3d        | 2D*     | 5/2  |   6 - 6   |    |                     |       L4737  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |         393.5677  |         393.56789 |         4 |            |      |     5.2363166  -      8.3856871 | 3s2.4d                | 2D      | 3/2 | 3s.3p.(3P*).3d        | 2D*     | 3/2  |   4 - 4   |    |                     |       L4737  |
Al I      |         394.40058 |         394.40060 |       24g | 4.99e+07   | B+   |     0.0000000  -      3.1427212 | 3s2.3p                | 2P*     | 1/2 | 3s2.4s                | 2S      | 1/2  |   2 - 2   |    |           c40,T7070 |       L4737  |
Al I      |         396.15200 |         396.15201 |       26g | 9.85e+07   | B+   |     0.0138938  -      3.1427212 | 3s2.3p                | 2P*     | 3/2 | 3s2.4s                | 2S      | 1/2  |   4 - 2   |    |                 c40 |       L4737  |
Al II     |                   |         397.9988  |           |            |      |    15.062034   -     18.176344  | 3s.4d                 | 3D      | 3   | 3s.10p                | 3P*     | 2    |   7 - 5   |    |                     |              |
Al III    |                   |         398.0097  |           | 1.55e+06   | A    |    23.417834   -     26.532058  | 2p6.5d                | 2D      | 5/2 | 2p6.8f                | 2F*     | 5/2  |   6 - 6   |    |                 c32 |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |         398.014   |         398.0097  |       5d* | 2.33e+07   | A+   |    23.417834   -     26.532058  | 2p6.5d                | 2D      | 5/2 | 2p6.8f                | 2F*     | 7/2  |   6 - 8   |    |                 c32 |        L277  |
Al III    |         398.014   |         398.0200  |       5d* | 2.17e+07   | A    |    23.417915   -     26.532058  | 2p6.5d                | 2D      | 3/2 | 2p6.8f                | 2F*     | 5/2  |   4 - 6   |    |                 c32 |        L277  |
Al II     |                   |         398.0871  |           |            |      |    15.062086   -     18.175705  | 3s.4d                 | 3D      | 2   | 3s.10p                | 3P*     | 1    |   5 - 3   |    |                     |              |
Al II     |                   |         398.1256  |           |            |      |    15.0621275  -     18.175445  | 3s.4d                 | 3D      | 1   | 3s.10p                | 3P*     | 0    |   3 - 1   |    |                     |              |
Al II     |                   |         398.8249  |           |            |      |    14.8896242  -     17.997483  | 3s.5s                 | 3S      | 1   | 3s.9p                 | 3P*     | 2    |   3 - 5   |    |                     |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |         398.9591  |           |            |      |    14.8896242  -     17.996438  | 3s.5s                 | 3S      | 1   | 3s.9p                 | 3P*     | 1    |   3 - 3   |    |                     |              |
Al II     |                   |         399.0422  |           |            |      |    14.8896242  -     17.995790  | 3s.5s                 | 3S      | 1   | 3s.9p                 | 3P*     | 0    |   3 - 1   |    |                     |              |
Al II     |         399.5838  |         399.5837  |        40 | 7.05e+06   | C    |    15.062034   -     18.163991  | 3s.4d                 | 3D      | 3   | 3s.9f                 | 3F*     | 4    |   7 - 9   |    |          T6298c4,LS |       L4575  |
Al II     |         399.6075  |         399.6074  |        10 | 7.85e+05   | E    |    15.062034   -     18.163808  | 3s.4d                 | 3D      | 3   | 3s.9f                 | 3F*     | 3    |   7 - 7   |    |          T6298c4,LS |       L3471  |
Al II     |         399.6143  |         399.6141  |        30 | 6.26e+06   | D    |    15.062086   -     18.163808  | 3s.4d                 | 3D      | 2   | 3s.9f                 | 3F*     | 3    |   5 - 7   |    |          T6298c4,LS |       L4575  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |         399.6182  |         399.6194  |         5 |            |      |    15.0621275  -     18.163808  | 3s.4d                 | 3D      | 1   | 3s.9f                 | 3F*     | 3    |   3 - 7   |    |                     |       L3471  |
Al II     |                   |         399.6248  |           | 3.10e+04   | E    |    15.062034   -     18.163673  | 3s.4d                 | 3D      | 3   | 3s.9f                 | 3F*     | 2    |   7 - 5   |    |          T6298c4,LS |              |
Al II     |         399.6323  |         399.6315  |         5 | 1.10e+06   | E    |    15.062086   -     18.163673  | 3s.4d                 | 3D      | 2   | 3s.9f                 | 3F*     | 2    |   5 - 5   |    |          T6298c4,LS |       L3471  |
Al II     |         399.6370  |         399.6368  |        20 | 5.91e+06   | D    |    15.0621275  -     18.163673  | 3s.4d                 | 3D      | 1   | 3s.9f                 | 3F*     | 2    |   3 - 5   |    |          T6298c4,LS |       L4575  |
Al III    |         399.8164  |         399.8167  |         2 | 3.11e+05   | A    |    21.156335   -     24.256484  | 2p6.5s                | 2S      | 1/2 | 2p6.6p                | 2P*     | 3/2  |   2 - 4   |    |                 c32 |        L277  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |         400.1376  |         400.1371  |         1 | 3.59e+05   | A    |    21.156335   -     24.254002  | 2p6.5s                | 2S      | 1/2 | 2p6.6p                | 2P*     | 1/2  |   2 - 2   |    |                 c32 |        L277  |
Al II     |         400.57    |         400.5748  |         2 |            |      |    15.472500   -     18.56678   | 3s.4d                 | 1D      | 2   | 3s.16p                | 1P*     | 1    |   5 - 3   |    |                     |       L3471  |
Al II     |         400.958   |         400.9584  |         2 |            |      |    15.0475560  -     18.138878  | 3s.5s                 | 1S      | 0   | 3s.10p                | 1P*     | 1    |   1 - 3   |    |                     |       L3471  |
Al II     |         402.65    |         402.6318  |        20 | 1.16e+07   | C+   |    13.649399   -     16.727874  | 3s.3d                 | 1D      | 2   | 3s.6p                 | 1P*     | 1    |   5 - 3   |    |               T6533 |       L3471  |
Al II     |         405.68    |         405.6795  |         2 |            |      |    15.472500   -     18.527848  | 3s.4d                 | 1D      | 2   | 3s.15p                | 1P*     | 1    |   5 - 3   |    |                     |       L3471  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |         408.2450  |         408.2452  |         5 | 1.78e+07   | A    |    22.122926   -     25.159072  | 2p6.5p                | 2P*     | 1/2 | 2p6.7s                | 2S      | 1/2  |   2 - 2   |    |                 c32 |        L277  |
Al II     |                   |         408.4141  |           | 6.04e+05   | C    |    15.062034   -     18.096924  | 3s.4d                 | 3D      | 3   | 3p.4s                 | 3P*     | 2    |   7 - 5   |    |          T6298c4,LS |              |
Al II     |                   |         408.4212  |           | 1.08e+05   | D    |    15.062086   -     18.096924  | 3s.4d                 | 3D      | 2   | 3p.4s                 | 3P*     | 2    |   5 - 5   |    |          T6298c4,LS |              |
Al II     |                   |         408.4267  |           | 7.17e+03   | E    |    15.0621275  -     18.096924  | 3s.4d                 | 3D      | 1   | 3p.4s                 | 3P*     | 2    |   3 - 5   |    |          T6298c4,LS |              |
Al III    |         408.8611  |         408.8611  |         6 | 3.55e+07   | A    |    22.127499   -     25.159072  | 2p6.5p                | 2P*     | 3/2 | 2p6.7s                | 2S      | 1/2  |   4 - 2   |    |                 c32 |        L277  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |         410.5486  |           | 5.30e+05   | C    |    15.062086   -     18.081198  | 3s.4d                 | 3D      | 2   | 3p.4s                 | 3P*     | 1    |   5 - 3   |    |          T6298c4,LS |              |
Al II     |                   |         410.5542  |           | 1.77e+05   | D    |    15.0621275  -     18.081198  | 3s.4d                 | 3D      | 1   | 3p.4s                 | 3P*     | 1    |   3 - 3   |    |          T6298c4,LS |              |
Al II     |                   |         411.5438  |           | 7.01e+05   | D    |    15.0621275  -     18.073939  | 3s.4d                 | 3D      | 1   | 3p.4s                 | 3P*     | 0    |   3 - 1   |    |          T6298c4,LS |              |
Al III    |         414.237   |         414.2343  |       5d* |            |      |    23.541636   -     26.533885  | 2p6.5f                | 2F*     | 5/2 | 2p6.8g                | 2G      | 7/2  |   6 - 8   |    |                     |        L277  |
Al III    |         414.237   |         414.2398  |       5d* |            |      |    23.541676   -     26.533885  | 2p6.5f                | 2F*     | 7/2 | 2p6.8g                | 2G      | 9/2  |   8 - 10  |    |                     |        L277  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |         414.9915  |         414.9913  |        12 | 2.05e+08   | A+   |    20.554884   -     23.541676  | 2p6.4d                | 2D      | 5/2 | 2p6.5f                | 2F*     | 7/2  |   6 - 8   |    |                 c32 |        L277  |
Al III    |                   |         414.9968  |           | 1.37e+07   | A+   |    20.554884   -     23.541636  | 2p6.4d                | 2D      | 5/2 | 2p6.5f                | 2F*     | 5/2  |   6 - 6   |    |                 c32 |              |
Al III    |         415.0173  |         415.0173  |        12 | 1.91e+08   | A+   |    20.555031   -     23.541636  | 2p6.4d                | 2D      | 3/2 | 2p6.5f                | 2F*     | 5/2  |   4 - 6   |    |                 c32 |        L277  |
Al III    |         415.091   |         415.0888  |       bl* |            |      |    23.548131   -     26.534221  | 2p6.5g                | 2G      | 7/2 | 2p6.8h                | 2H*     | 9/2  |   8 - 10  |    |                     |        L277  |
Al III    |         415.091   |         415.0921  |         * |            |      |    23.548155   -     26.534221  | 2p6.5g                | 2G      | 9/2 | 2p6.8h                | 2H*     | 11/2 |  10 - 12  |    |                     |        L277  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |         415.091   |         415.0921  |         * |            |      |    23.548155   -     26.534221  | 2p6.5g                | 2G      | 9/2 | 2p6.8h                | 2H*     | 9/2  |  10 - 10  |    |                     |        L277  |
Al III    |                   |         415.3898  |           |            |      |    23.548131   -     26.532058  | 2p6.5g                | 2G      | 7/2 | 2p6.8f                | 2F*     | 5/2  |   8 - 6   |    |                     |              |
Al III    |                   |         415.3930  |           |            |      |    23.548155   -     26.532058  | 2p6.5g                | 2G      | 9/2 | 2p6.8f                | 2F*     | 7/2  |  10 - 8   |    |                     |              |
Al VIII   |                   |         415.9     |           | 7.52e+06   | C+   |   186.870      -    189.851     | 2s.2p2.(4P).3s        | 3P      | 2?  | 2s.2p2.(4P).3p        | 3S*?    | 1?   |   5 - 3   |    |          T5520c4,LS |              |
Al III    |         418.973   |         418.9699  |       bl* | 7.58e+04   | B+   |    23.541636   -     26.500065  | 2p6.5f                | 2F*     | 5/2 | 2p6.8d                | 2D      | 5/2  |   6 - 6   |    |                 c32 |        L277  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |         418.973   |         418.9699  |       bl* | 1.59e+06   | A    |    23.541636   -     26.500065  | 2p6.5f                | 2F*     | 5/2 | 2p6.8d                | 2D      | 3/2  |   6 - 4   |    |                 c32 |        L277  |
Al III    |         418.973   |         418.9755  |         * | 1.52e+06   | A    |    23.541676   -     26.500065  | 2p6.5f                | 2F*     | 7/2 | 2p6.8d                | 2D      | 5/2  |   8 - 6   |    |                 c32 |        L277  |
Al IV     |         419.041   |         419.041   |        10 |            |      |    99.42073    -    102.37866   | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]  | 2    |   5 - 5   |    |                     |       L2829  |
Al II     |         422.6813  |         422.6816  |        50 | 9.37e+06   | C+   |    15.062034   -     17.994485  | 3s.4d                 | 3D      | 3   | 3s.8f                 | 3F*     | 4    |   7 - 9   |    |          T6298c4,LS |       L4575  |
Al II     |         422.6918  |         422.6891  |         2 |            |      |    15.062086   -     17.994485  | 3s.4d                 | 3D      | 2   | 3s.8f                 | 3F*     | 4    |   5 - 9   |    |                     |       L3515  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |         422.7420  |         422.7420  |        10 | 1.04e+06   | D    |    15.062034   -     17.994066  | 3s.4d                 | 3D      | 3   | 3s.8f                 | 3F*     | 3    |   7 - 7   |    |          T6298c4,LS |       L3515  |
Al II     |         422.7492  |         422.7495  |        50 | 8.31e+06   | C+   |    15.062086   -     17.994066  | 3s.4d                 | 3D      | 2   | 3s.8f                 | 3F*     | 3    |   5 - 7   |    |          T6298c4,LS |       L4575  |
Al II     |         422.7545  |         422.7554  |         5 |            |      |    15.0621275  -     17.994066  | 3s.4d                 | 3D      | 1   | 3s.8f                 | 3F*     | 3    |   3 - 7   |    |                     |       L3515  |
Al II     |         422.7875  |         422.7853  |         2 | 4.11e+04   | E    |    15.062034   -     17.993766  | 3s.4d                 | 3D      | 3   | 3s.8f                 | 3F*     | 2    |   7 - 5   |    |          T6298c4,LS |       L3515  |
Al II     |         422.7945  |         422.7928  |         5 | 1.46e+06   | D    |    15.062086   -     17.993766  | 3s.4d                 | 3D      | 2   | 3s.8f                 | 3F*     | 2    |   5 - 5   |    |          T6298c4,LS |       L3515  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |         422.7999  |         422.7987  |        50 | 7.85e+06   | C    |    15.0621275  -     17.993766  | 3s.4d                 | 3D      | 1   | 3s.8f                 | 3F*     | 2    |   3 - 5   |    |          T6298c4,LS |       L3515  |
Al II     |         424.0708  |         424.0700  |        10 |            |      |    15.0475560  -     17.970406  | 3s.5s                 | 1S      | 0   | 3s.9p                 | 1P*     | 1    |   1 - 3   |    |                     |       L4575  |
Al I      |         425.512   |         425.5188  |         2 |            |      |     5.4762390  -      8.3891377 | 3s2.5d                | 2D      | 5/2 | 3s.3p.(3P*).3d        | 2D*     | 5/2  |   6 - 6   |    |                     |       L3514  |
Al II     |         428.297   |         428.2960  |         2 |            |      |    15.472500   -     18.36651   | 3s.4d                 | 1D      | 2   | 3s.11f                | 1F*     | 3    |   5 - 7   |    |                     |       L3471  |
Al II     |                   |         429.3943  |           | 4.85e+05   | C+   |    13.841265   -     16.727874  | 3p2                   | 1S      | 0   | 3s.6p                 | 1P*     | 1    |   1 - 3   |    |               T6533 |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |         430.7203  |         430.7209  |         5 |            |      |    15.472500   -     18.350218  | 3s.4d                 | 1D      | 2   | 3s.12p                | 1P*     | 1    |   5 - 3   |    |                     |       L4575  |
Al II     |         433.20    |         433.2078  |         2 |            |      |    14.8896242  -     17.750823  | 3s.5s                 | 3S      | 1   | 3s.8p                 | 3P*     | 2    |   3 - 5   |    |                     |       L3471  |
Al II     |         434.6866  |         434.690+  |         2 |            |      |    15.301941   -     18.15338   | 3s.4f                 | 3F*     | 2   | 3s.9g                 | 3G      | 3    |   5 - 7   |    |                     |    L3471c14  |
Al II     |         434.6897  |         434.6903  |      5hfs | 4.18e+06   | D    |    15.301941   -     18.15338   | 3s.4f                 | 3F*     | 2   | 3s.9g                 | 3G      | 3    |   5 - 7   |    |          T6298c4,LS |   L3471c150  |
Al II     |         434.6918  |         434.690+  |         3 |            |      |    15.301941   -     18.15338   | 3s.4f                 | 3F*     | 2   | 3s.9g                 | 3G      | 3    |   5 - 7   |    |                     |    L3471c14  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |         434.7275  |           | 4.28e+06   | D    |    15.302185   -     18.15338   | 3s.4f                 | 3F*     | 3   | 3s.9g                 | 3G      | 4    |   7 - 9   |    |          T6298c4,LS |              |
Al II     |                   |         434.7275  |           | 3.67e+05   | E    |    15.302185   -     18.15338   | 3s.4f                 | 3F*     | 3   | 3s.9g                 | 3G      | 3    |   7 - 7   |    |          T6298c4,LS |              |
Al II     |                   |         434.7825  |           | 2.85e+05   | E    |    15.302546   -     18.15338   | 3s.4f                 | 3F*     | 4   | 3s.9g                 | 3G      | 4    |   9 - 9   |    |          T6298c4,LS |              |
Al II     |                   |         434.7825  |           | 5.58e+03   | E    |    15.302546   -     18.15338   | 3s.4f                 | 3F*     | 4   | 3s.9g                 | 3G      | 3    |   9 - 7   |    |          T6298c4,LS |              |
Al II     |                   |         434.7825  |           | 4.56e+06   | C    |    15.302546   -     18.15338   | 3s.4f                 | 3F*     | 4   | 3s.9g                 | 3G      | 5    |   9 - 11  |    |          T6298c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |         435.7562  |         435.757   |        4d | 7.40e+06   | A+   |    22.122926   -     24.967387  | 2p6.5p                | 2P*     | 1/2 | 2p6.6d                | 2D      | 3/2  |   2 - 4   |    |                 c32 |        L277  |
Al III    |                   |         436.459   |           | 1.44e+06   | A    |    22.127499   -     24.967387  | 2p6.5p                | 2P*     | 3/2 | 2p6.6d                | 2D      | 3/2  |   4 - 4   |    |                 c32 |              |
Al III    |         436.4642  |         436.466   |        5d | 8.67e+06   | A+   |    22.127499   -     24.967343  | 2p6.5p                | 2P*     | 3/2 | 2p6.6d                | 2D      | 5/2  |   4 - 6   |    |                 c32 |        L277  |
Al IV     |         437.858   |         437.857   |        10 |            |      |    99.54784    -    102.37866   | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]  | 2    |   3 - 5   |    |                     |       L2829  |
Al IX     |                   |         440       |           | 3.32e+06   | B+   |   277.710?     -    280.527?    | 2s.2p.(3P*).4p        | 2D      | 5/2 | 2s.2p.(3P*).4d        | 2F*     | 5/2  |   6 - 6   |    |          T7192c4,LS |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |         441.138   |         441.136   |         5 |            |      |    99.42073    -    102.23051   | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 2    |   5 - 5   |    |                     |       L2829  |
Al VIII   |                   |         442       |           | 1.56e+04   | E    |   184.063      -    186.870     | 2s2.2p.3d             | 3D*     | 1   | 2s.2p2.(4P).3s        | 3P      | 2?   |   3 - 5   |    |          T5520c4,LS |              |
