-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed     |       Ritz       |         Rel. |    Aki     | Acc. |     Ei           Ek     |           Lower level           |           Upper level           |  gi   gk  |Type|    TP  |            Line  |
          |    Wavelength    |    Wavelength    |         Int. |   (s^-1)   |      |    (eV)         (eV)    |---------------------------------|---------------------------------|           |    |   Ref. |            Ref.  |
          |     Air (nm)     |     Air (nm)     |              |            |      |                         | Conf.           | Term   | J    | Conf.           | Term   | J    |           |    |        |                  |
Ta I      |        399.9283  |        399.9280+ |          100 | 1.83e+06   | B+   |  0.752449  -   3.851735 | 5d3.6s2         | a 4P   | 3/2  | 5d3.6s.(5P).6p  | z 6P*  | 3/2  |   4 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        400.3704  |        400.3688+ |           65 | 3.1e+05    | B    |  0.696920  -   3.792794 | 5d3.6s2         | a 4F   | 9/2  |                 | 305*   | 7/2  |  10 - 8   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        400.6835  |        400.6825+ |          190 | 7.6e+05    | B    |  0.249221  -   3.342671 | 5d3.6s2         | a 4F   | 5/2  |                 | 269*   | 7/2  |   6 - 8   |    |  T4976 |     L7593,L3475  |
Ta I      |        402.6944  |        402.6936+ |          190 | 3.60e+06   | B+   |  0.752449  -   3.830451 | 5d3.6s2         | a 4P   | 3/2  | 5d3.6s.(5P).6p  | z 4S*  | 3/2  |   4 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        402.994   |        402.9928+ |          140 | 2.8e+06    | C+   |  1.325431  -   4.401148 | 5d3.6s2         | a 2G   | 9/2  |                 | 354*   | 9/2  |  10 - 10  |    |  T4976 |      L182,L3475  |
Ta I      |        403.0668  |        403.0675+ |           50 | 2.3e+05    | C+   |  0.491463  -   3.566610 | 5d3.6s2         | a 4F   | 7/2  | 5d3.6s.(5F).6p  | z 6D*  | 9/2  |   8 - 10  |    |  T4976 |           L7593  |
Ta I      |        404.087   |        404.0866+ |          120 | 7.3e+05    | C+   |  0.696920  -   3.764311 | 5d3.6s2         | a 4F   | 9/2  | 5d3.6s.(5F).6p  | z 6F*  | 11/2 |  10 - 12  |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        406.1399  |        406.1377+ |          410 | 6.5e+06    | B+   |  0.750032  -   3.801933 | 5d3.6s2         | a 4P   | 1/2  | 5d3.6s.(5P).6p  | y 6D*  | 3/2  |   2 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        406.463   |        406.4595+ |          210 | 3.83e+06   | B+   |  0.752449  -   3.801933 | 5d3.6s2         | a 4P   | 3/2  | 5d3.6s.(5P).6p  | y 6D*  | 3/2  |   4 - 4   |    |  T4976 |      L182,L3475  |
Ta I      |        406.7235  |        406.7211+ |          100 | 6.8e+05    | C+   |  0.249221  -   3.296744 | 5d3.6s2         | a 4F   | 5/2  | 5d2.6s2.(3P).6p | z 4P*? | 3/2  |   6 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        406.7908  |        406.7890+ |          310 | 8.4e+05    | C+   |  0.249221  -   3.296235 | 5d3.6s2         | a 4F   | 5/2  | 5d3.6s.(5F).6p  | z 6F*  | 7/2  |   6 - 8   |    |  T4976 |     L7593,L3475  |
Ta I      |        409.7188  |        409.7177+ |           40 | 2.1e+05    | D+   |  0.696920  -   3.722154 | 5d3.6s2         | a 4F   | 9/2  |                 | 300*   | 9/2  |  10 - 10  |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        410.5021  |        410.5012+ |          120 | 1.13e+06   | B    |  0.249221  -   3.268681 | 5d3.6s2         | a 4F   | 5/2  | 5d3.6s.(5F).6p  | y 4D*  | 3/2  |   6 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        412.9378  |        412.9394+ |          210 |            |      |  1.655369  -   4.657001 | 5d4.(5D).6s     | a 6D   | 9/2  |                 | 375*   | 7/2  |  10 - 8   |    |        |     L7593,L3475  |
Ta I      |        413.6198  |        413.6201+ |          230 | 1.82e+06   | B+   |  0.491463  -   3.488157 | 5d3.6s2         | a 4F   | 7/2  | 5d3.6s.(5F).6p  | y 4D*  | 5/2  |   8 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        414.7891  |        414.7879+ |          230 | 1.79e+06   | B+   |  0.696920  -   3.685176 | 5d3.6s2         | a 4F   | 9/2  |                 | 297*   | 7/2  |  10 - 8   |    |  T4976 |     L7593,L3475  |
Ta I      |        417.5206  |        417.5179+ |          210 | 2.75e+06   | B+   |  1.147279  -   4.115996 | 5d3.6s2         | a 4P   | 5/2  | 5d3.6s.(5P).6p  | z 6P*  | 7/2  |   6 - 8   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        417.7919  |        417.787+  |          100 |            |      |  1.462038  -   4.42884  | 5d3.6s2         | a 2P   | 1/2  |                 | 357*   | 3/2  |   2 - 4   |    |        |     L7593,L3475  |
Ta I      |        418.1152  |        418.1153+ |          130 |            |      |  1.203314  -   4.167790 | 5d3.6s2         | a 2G   | 7/2  |                 | 336*   | 9/2  |   8 - 10  |    |        |     L7593,L3475  |
Ta I      |        420.5876  |        420.589+  |          300 | 8.9e+05    | C+   |  0.491463  -   3.438507 | 5d3.6s2         | a 4F   | 7/2  | 5d3.6s.(5F).6p  | z 6F*  | 9/2  |   8 - 10  |    |  T4976 |     L7593,L3475  |
Ta I      |        420.6404  |        420.640+  |          120 |            |      |  2.155422  -   5.102106 | 5d3.6s.(5F).6p  | z 6G*  | 3/2  | 5d3.6s.(5F).7s  | e 6F   | 1/2  |   4 - 2   |    |        |     L7593,L3475  |
Ta I      |        424.5350  |        424.534+  |          130 |            |      |  1.394032  -   4.313685 | 5d4.(5D).6s     | a 6D   | 5/2  |                 | 347*   | 5/2  |   6 - 6   |    |        |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        426.8255  |        426.826+  |          130 |            |      |  2.549147  -   5.453126 | 5d3.6s.(5F).6p  | z 6G*  | 7/2  | 5d3.6s.(5F).7s  | e 6F   | 7/2  |   8 - 8   |    |        |     L7593,L3475  |
Ta I      |        430.2978  |        430.295+  |         160c | 2.08e+06   | B+   |  1.147279  -   4.027844 | 5d3.6s2         | a 4P   | 5/2  | 5d3.6s.(5P).6p  | y 6D*  | 5/2  |   6 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        435.5145  |        435.510+  |          110 |            |      |  2.812174  -   5.658246 | 5d3.6s.(5F).6p  | z 6G*  | 9/2  | 5d3.6s.(5F).7s  | e 6F   | 9/2  |  10 - 10  |    |        |     L7593,L3475  |
Ta I      |        437.8822  |        437.881+  |          100 | 4.8e+05    | C+   |  0.491463  -   3.322127 | 5d3.6s2         | a 4F   | 7/2  | 5d3.6s.(5F).6p  | z 6D*  | 5/2  |   8 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        438.6068  |        438.606+  |          150 | 1.03e+06   | B+   |  0.752449  -   3.578433 | 5d3.6s2         | a 4P   | 3/2  |                 | 288*   | 5/2  |   4 - 6   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        439.8449  |        439.844+  |          110 | 4.6e+05    | B+   |  0.249221  -   3.067249 | 5d3.6s2         | a 4F   | 5/2  | 5d3.6s.(5F).6p  | z 6D*  | 3/2  |   6 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        440.2498  |        440.250+  |          180 | 2.28e+06   | B+   |  1.147279  -   3.962711 | 5d3.6s2         | a 4P   | 5/2  | 5d3.6s.(5P).6p  | z 6P*  | 5/2  |   6 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        441.5741  |        441.574+  |          130 | 2.53e+06   | B+   |  0.750032  -   3.557021 | 5d3.6s2         | a 4P   | 1/2  |                 | 286*   | 3/2  |   2 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        444.1029  |        444.104+  |           55 | 7.5e+05    | B+   |  1.236843  -   4.027844 | 5d4.(5D).6s     | a 6D   | 3/2  | 5d3.6s.(5P).6p  | y 6D*  | 5/2  |   4 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        444.1678  |        444.173+  |           75 | 9.0e+05    | B+   |  1.325431  -   4.115996 | 5d3.6s2         | a 2G   | 9/2  | 5d3.6s.(5P).6p  | z 6P*  | 7/2  |  10 - 8   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        447.3515  |        447.351+  |           95 | 1.36e+06   | B+   |  1.147279  -   3.918018 | 5d3.6s2         | a 4P   | 5/2  |                 | 316*   | 7/2  |   6 - 8   |    |  T4976 |     L7593,L3475  |
Ta I      |        451.0982  |        451.097+  |         360c | 1.56e+06   | B    |  0.696920  -   3.44465? | 5d3.6s2         | a 4F   | 9/2  |                 | 277*   | 11/2 |  10 - 12  |    |  T4976 |     L7593,L3475  |
Ta I      |        451.1503  |        451.146+  |           75 | 3.6e+05    | C+   |  0.696920  -   3.444358 | 5d3.6s2         | a 4F   | 9/2  | 5d3.6s.(5F).6p  | z 6D*  | 7/2  |  10 - 8   |    |  T4976 |     L7593,L3475  |
Ta I      |        451.418   |        451.418+  |            : | 3.1e+05    | C+   |  1.655369  -   4.401148 | 5d4.(5D).6s     | a 6D   | 9/2  |                 | 354*   | 9/2  |  10 - 10  |    |  T4976 |                  |
Ta I      |        452.1094  |        452.108+  |           55 | 2.3e+05    | C+   |  0.696920  -   3.438507 | 5d3.6s2         | a 4F   | 9/2  | 5d3.6s.(5F).6p  | z 6F*  | 9/2  |  10 - 10  |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        453.0846  |        453.080+  |          190 | 2.42e+06   | B+   |  0.752449  -   3.488157 | 5d3.6s2         | a 4P   | 3/2  | 5d3.6s.(5F).6p  | y 4D*  | 5/2  |   4 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        454.7149  |        454.715+  |           28 | 5.3e+05    | B+   |  1.236843  -   3.962711 | 5d4.(5D).6s     | a 6D   | 3/2  | 5d3.6s.(5P).6p  | z 6P*  | 5/2  |   4 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        455.1950  |        455.196+  |          130 |            |      |  0.491463  -   3.214456 | 5d3.6s2         | a 4F   | 7/2  | 5d3.6s.(5F).6p  | z 4F*  | 9/2  |   8 - 10  |    |        |     L7593,L3475  |
Ta I      |        455.3694  |        455.368+  |           45 | 9.5e+05    | B+   |  1.394032  -   4.115996 | 5d4.(5D).6s     | a 6D   | 5/2  | 5d3.6s.(5P).6p  | z 6P*  | 7/2  |   6 - 8   |    |  T4976 |     L7593,L3475  |
Ta I      |        456.5850  |        456.585+  |          170 | 2.50e+06   | B+   |  1.203314  -   3.918018 | 5d3.6s2         | a 2G   | 7/2  |                 | 316*   | 7/2  |   8 - 8   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        457.4306  |        457.432+  |          340 | 1.23e+06   | B+   |  0.000000  -   2.709683 | 5d3.6s2         | a 4F   | 3/2  | 5d3.6s.(5F).6p  | z 4F*  | 3/2  |   4 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        458.069   |        458.069+  |           28 | 2.10e+05   | B    |  1.203314  -   3.909224 | 5d3.6s2         | a 2G   | 7/2  |                 | 315*   | 9/2  |   8 - 10  |    |  T4976 |     L7606,L3475  |
Ta I      |        461.9512  |        461.951+  |          260 | 5.3e+06    | B+   |  1.147279  -   3.830451 | 5d3.6s2         | a 4P   | 5/2  | 5d3.6s.(5P).6p  | z 4S*  | 3/2  |   6 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        463.306   |        463.304+  |           45 | 1.23e+06   | B+   |  1.236843  -   3.912184 | 5d4.(5D).6s     | a 6D   | 3/2  |                 | 315*   | 3/2  |   4 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        466.9143  |        466.914+  |          130 | 2.85e+06   | B+   |  1.147279  -   3.801933 | 5d3.6s2         | a 4P   | 5/2  | 5d3.6s.(5P).6p  | y 6D*  | 3/2  |   6 - 4   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        468.1875  |        468.187+  |          450 | 1.52e+06   | B+   |  0.249221  -   2.896654 | 5d3.6s2         | a 4F   | 5/2  | 5d3.6s.(5F).6p  | z 4F*  | 5/2  |   6 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        468.4867  |        468.485+  |           45 | 2.75e+05   | B    |  0.696920  -   3.342671 | 5d3.6s2         | a 4F   | 9/2  |                 | 269*   | 7/2  |  10 - 8   |    |  T4976 |     L7593,L3475  |
Ta I      |        468.5266  |        468.527+  |           40 | 3.38e+05   | B+   |  1.147279  -   3.792794 | 5d3.6s2         | a 4P   | 5/2  |                 | 305*   | 7/2  |   6 - 8   |    |  T4976 |     L7593,L3475  |
Ta I      |        469.1900  |        469.190+  |          130 | 4.08e+06   | B+   |  1.209958  -   3.851735 | 5d4.(5D).6s     | a 6D   | 1/2  | 5d3.6s.(5P).6p  | z 6P*  | 3/2  |   2 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        470.6091  |        470.609+  |           65 | 1.40e+06   | B+   |  1.394032  -   4.027844 | 5d4.(5D).6s     | a 6D   | 5/2  | 5d3.6s.(5P).6p  | y 6D*  | 5/2  |   6 - 6   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        474.0163  |        474.014+  |          150 | 5.0e+06    | B+   |  1.236843  -   3.851735 | 5d4.(5D).6s     | a 6D   | 3/2  | 5d3.6s.(5P).6p  | z 6P*  | 3/2  |   4 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        475.6506  |        475.651+  |          220 |            |      |  0.491463  -   3.097355 | 5d3.6s2         | a 4F   | 7/2  | 5d3.6s.(5F).6p  | z 4F*  | 7/2  |   8 - 8   |    |        |     L7593,L3475  |
Ta I      |        475.8033  |        475.804+  |           45 | 7.5e+05    | B+   |  1.357654  -   3.962711 | 5d3.6s2         | a 2P   | 3/2  | 5d3.6s.(5P).6p  | z 6P*  | 5/2  |   4 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        476.8983  |        476.898+  |          120 | 2.75e+06   | B+   |  1.516917  -   4.115996 | 5d4.(5D).6s     | a 6D   | 7/2  | 5d3.6s.(5P).6p  | z 6P*  | 7/2  |   8 - 8   |    |  T4976 |     L7593,L3475  |
Ta I      |        478.0935  |        478.092+  |           85 | 2.16e+06   | B+   |  1.325431  -   3.918018 | 5d3.6s2         | a 2G   | 9/2  |                 | 316*   | 7/2  |  10 - 8   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        481.2749  |        481.275+  |          220 | 1.20e+06   | B    |  0.000000  -   2.575439 | 5d3.6s2         | a 4F   | 3/2  | 5d2.6s2.(3P).6p | z 2D*  | 3/2  |   4 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        482.5429  |        482.542+  |           85 | 2.63e+06   | B+   |  1.394032  -   3.962711 | 5d4.(5D).6s     | a 6D   | 5/2  | 5d3.6s.(5P).6p  | z 6P*  | 5/2  |   6 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        483.2185  |        483.217+  |           55 | 1.70e+06   | B+   |  1.236843  -   3.801933 | 5d4.(5D).6s     | a 6D   | 3/2  | 5d3.6s.(5P).6p  | y 6D*  | 3/2  |   4 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        485.2166  |        485.215+  |           30 | 1.65e+06   | B+   |  1.357654  -   3.912184 | 5d3.6s2         | a 2P   | 3/2  |                 | 315*   | 3/2  |   4 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        488.3950  |        488.395+  |           75 | 1.11e+06   | B+   |  1.147279  -   3.685176 | 5d3.6s2         | a 4P   | 5/2  |                 | 297*   | 7/2  |   6 - 8   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        490.4591  |        490.456+  |           65 | 1.95e+06   | C+   |  1.873915  -   4.401148 | 5d3.6s2         | a 2H   | 11/2 |                 | 354*   | 9/2  |  12 - 10  |    |  T4976 |     L7593,L3475  |
Ta I      |        492.0108  |        492.013+  |          110 |            |      |  1.595177  -   4.114412 | 5d3.6s2         | a 2D   | 5/2  |                 | 331*   | 5/2  |   6 - 6   |    |        |     L7593,L3475  |
Ta I      |        492.0882  |        492.090+  |            5 | 2.1e+05    | C+   |  1.203314  -   3.722154 | 5d3.6s2         | a 2G   | 7/2  |                 | 300*   | 9/2  |   8 - 10  |    |  T4976 |           L7593  |
Ta I      |        492.1271  |        492.127+  |          100 | 1.18e+06   | B    |  0.750032  -   3.268681 | 5d3.6s2         | a 4P   | 1/2  | 5d3.6s.(5F).6p  | y 4D*  | 3/2  |   2 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        492.6005  |        492.600+  |          110 | 1.53e+06   | B    |  0.752449  -   3.268681 | 5d3.6s2         | a 4P   | 3/2  | 5d3.6s.(5F).6p  | y 4D*  | 3/2  |   4 - 4   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        493.6421  |        493.641+  |          150 | 4.5e+06    | B+   |  1.516917  -   4.027844 | 5d4.(5D).6s     | a 6D   | 7/2  | 5d3.6s.(5P).6p  | y 6D*  | 5/2  |   8 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        496.9693  |        496.975+  |           45 | 1.00e+06   | B    |  1.357654  -   3.851735 | 5d3.6s2         | a 2P   | 3/2  | 5d3.6s.(5P).6p  | z 6P*  | 3/2  |   4 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        501.2524  |        501.253+  |           75 | 1.88e+06   | B+   |  1.357654  -   3.830451 | 5d3.6s2         | a 2P   | 3/2  | 5d3.6s.(5P).6p  | z 4S*  | 3/2  |   4 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        503.7368  |        503.732+  |         200* | 4.4e+06    | B+   |  1.655369  -   4.115996 | 5d4.(5D).6s     | a 6D   | 9/2  | 5d3.6s.(5P).6p  | z 6P*  | 7/2  |  10 - 8   |    |  T4976 |     L7593,L3475  |
Ta I      |        503.7368  |        503.738+  |         200* |            |      |  4.779058  -   7.239655 |                 | 385*   | 3/2  |                 | 583    | 3/2  |   4 - 4   |    |        |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        504.3321  |        504.331+  |           90 | 2.73e+06   | B+   |  1.394032  -   3.851735 | 5d4.(5D).6s     | a 6D   | 5/2  | 5d3.6s.(5P).6p  | z 6P*  | 3/2  |   6 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        506.7870  |        506.787+  |          100 | 2.92e+06   | B+   |  1.516917  -   3.962711 | 5d4.(5D).6s     | a 6D   | 7/2  | 5d3.6s.(5P).6p  | z 6P*  | 5/2  |   8 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        506.9882  |        506.988+  |            5 | 1.67e+05   | B    |  1.655369  -   4.100192 | 5d4.(5D).6s     | a 6D   | 9/2  |                 | 330*   | 11/2 |  10 - 12  |    |  T4976 |           L7593  |
Ta I      |        508.2253  |        508.223+  |           30 | 1.92e+05   | C+   |  1.325431  -   3.764311 | 5d3.6s2         | a 2G   | 9/2  | 5d3.6s.(5F).6p  | z 6F*  | 11/2 |  10 - 12  |    |  T4976 |     L7593,L3475  |
Ta I      |        508.7366  |        508.737+  |           65 | 1.50e+06   | B+   |  1.394032  -   3.830451 | 5d4.(5D).6s     | a 6D   | 5/2  | 5d3.6s.(5P).6p  | z 4S*  | 3/2  |   6 - 4   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        509.0710  |        509.073+  |           90 | 9.5e+05    | B    |  1.203314  -   3.638125 | 5d3.6s2         | a 2G   | 7/2  |                 | 293*   | 5/2  |   8 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        509.527   |        509.53+   |          40* |            |      |  2.964820  -   5.39744  | 5d4.(3G).6s     | a 4G   | 9/2  |                 | 435*   | 7/2  |  10 - 8   |    |        |           L3475  |
Ta I      |        509.527   |        509.522+  |          40* | 5.0e+05    | B+   |  1.595177  -   4.027844 | 5d3.6s2         | a 2D   | 5/2  | 5d3.6s.(5P).6p  | y 6D*  | 5/2  |   6 - 6   |    |  T4976 |           L3475  |
Ta I      |        511.5843  |        511.578+  |          110 |            |      |  3.294883  -   5.717771 | 5d4.(5D).6s     | a 4D   | 7/2  |                 | 461*   | 5/2  |   8 - 6   |    |        |     L7593,L3475  |
Ta I      |        513.6467  |        513.647+  |           30 | 4.5e+06    | B+   |  0.750032  -   3.163163 | 5d3.6s2         | a 4P   | 1/2  | 5d3.6s.(5F).6p  | y 4D*  | 1/2  |   2 - 2   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        514.1620  |        514.162+  |          100 | 1.20e+06   | B+   |  0.752449  -   3.163163 | 5d3.6s2         | a 4P   | 3/2  | 5d3.6s.(5F).6p  | y 4D*  | 1/2  |   4 - 2   |    |  T4976 |     L7593,L3475  |
Ta I      |        514.3687  |        514.369+  |          100 | 1.68e+06   | B+   |  1.147279  -   3.557021 | 5d3.6s2         | a 4P   | 5/2  |                 | 286*   | 3/2  |   6 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        514.762   |        514.762+  |           75 | 9.0e+05    | B    |  1.394032  -   3.801933 | 5d4.(5D).6s     | a 6D   | 5/2  | 5d3.6s.(5P).6p  | y 6D*  | 3/2  |   6 - 4   |    |  T4976 |     L7607,L3475  |
Ta I      |        515.6562  |        515.645+  |          330 |            |      |  0.696920  -   3.100700 | 5d3.6s2         | a 4F   | 9/2  | 5d3.6s.(5F).6p  | z 6G*  | 11/2 |  10 - 12  |    |        |     L7593,L3475  |
Ta I      |        516.1814  |        516.181+  |           75 | 6.3e+05    | C+   |  1.236843  -   3.638125 | 5d4.(5D).6s     | a 6D   | 3/2  |                 | 293*   | 5/2  |   4 - 6   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        521.2741  |        521.273+  |          110 |            |      |  0.000000  -   2.377825 | 5d3.6s2         | a 4F   | 3/2  | 5d3.6s.(5F).6p  | z 6G*  | 5/2  |   4 - 6   |    |        |     L7593,L3475  |
Ta I      |        521.8452  |        521.843+  |         110D | 8.8e+04    | B    |  0.249221  -   2.624449 | 5d3.6s2         | a 4F   | 5/2  | 5d2.6s2.(3F).6p | z 4D*  | 5/2  |   6 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        521.8660  |        521.867+  |           40 | 8.2e+05    | B    |  1.203314  -   3.578433 | 5d3.6s2         | a 2G   | 7/2  |                 | 288*   | 5/2  |   8 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        523.5393  |        523.539+  |           30 | 4.7e+05    | B+   |  1.595177  -   3.962711 | 5d3.6s2         | a 2D   | 5/2  | 5d3.6s.(5P).6p  | z 6P*  | 5/2  |   6 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        529.5009  |        529.501+  |           90 | 7.5e+05    | B+   |  1.147279  -   3.488157 | 5d3.6s2         | a 4P   | 5/2  | 5d3.6s.(5F).6p  | y 4D*  | 5/2  |   6 - 6   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        533.6127  |        533.612+  |           30 | 5.5e+05    | B+   |  1.595177  -   3.918018 | 5d3.6s2         | a 2D   | 5/2  |                 | 316*   | 7/2  |   6 - 8   |    |  T4976 |     L7593,L3475  |
Ta I      |        534.1049  |        534.103+  |          140 |            |      |  0.491463  -   2.812174 | 5d3.6s2         | a 4F   | 7/2  | 5d3.6s.(5F).6p  | z 6G*  | 9/2  |   8 - 10  |    |        |     L7593,L3475  |
Ta I      |        534.9575  |        534.956+  |           50 | 2.15e+06   | B+   |  1.595177  -   3.912184 | 5d3.6s2         | a 2D   | 5/2  |                 | 315*   | 3/2  |   6 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        535.4679  |        535.466+  |           65 | 6.5e+05    | B    |  0.752449  -   3.067249 | 5d3.6s2         | a 4P   | 3/2  | 5d3.6s.(5F).6p  | z 6D*  | 3/2  |   4 - 4   |    |  T4976 |     L7593,L3475  |
Ta I      |        539.5986  |        539.597+  |           40 | 2.5e+05    | C    |  1.147279  -   3.444358 | 5d3.6s2         | a 4P   | 5/2  | 5d3.6s.(5F).6p  | z 6D*  | 7/2  |   6 - 8   |    |  T4976 |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        540.2507  |        540.252+  |          200 | 1.35e+06   | B+   |  0.000000  -   2.294293 | 5d3.6s2         | a 4F   | 3/2  | 5d2.6s2.(3F).6p | z 4D*  | 1/2  |   4 - 2   |    |  T4976 |     L7593,L3475  |
Ta I      |        541.919   |        541.920+  |          130 |            |      |  0.752449  -   3.039682 | 5d3.6s2         | a 4P   | 3/2  | 5d3.6s.(5F).6p  | z 6D*  | 1/2  |   4 - 2   |    |        |           L3475  |
Ta I      |        543.5267  |        543.527+  |           65 | 1.07e+06   | C+   |  1.357654  -   3.638125 | 5d3.6s2         | a 2P   | 3/2  |                 | 293*   | 5/2  |   4 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        549.9442  |        549.945+  |           50 | 6.1e+05    | C+   |  1.655369  -   3.909224 | 5d4.(5D).6s     | a 6D   | 9/2  |                 | 315*   | 9/2  |  10 - 10  |    |  T4976 |     L7593,L3475  |
Ta I      |        550.0684  |        550.068+  |           18 |            |      |  0.752449  -   3.005801 | 5d3.6s2         | a 4P   | 3/2  | 5d3.6s.(5F).6p  | z 6F*  | 3/2  |   4 - 4   |    |        |     L7593,L3475  |
          |                  |                  |              |            |      |                         |                 |        |      |                 |        |      |           |    |        |                  |
Ta I      |        550.5655  |        550.566+  |           20 | 1.9e+05    | C+   |  1.236843  -   3.488157 | 5d4.(5D).6s     | a 6D   | 3/2  | 5d3.6s.(5F).6p  | y 4D*  | 5/2  |   4 - 6   |    |  T4976 |     L7593,L3475  |
Ta I      |        551.6275  |                  |          15c |            |      |                         |                 |        |      |                 |        |      |           |    |        |     L7593,L3475  |
Ta I      |        551.891   |        551.890+  |           90 | 3.8e+06    | C+   |  2.155232  -   4.401148 | 5d3.6s2         | a 2F   | 7/2  |                 | 354*   | 9/2  |   8 - 10  |    |  T4976 |      L182,L3475  |
Ta I      |        552.1154  |        552.113+  |            9 |            |      |  2.559845  -   4.804853 | 5d4.(3H).6s     | a 4H   | 7/2  |                 | 387*   | 5/2  |   8 - 6   |    |        |     L7593,L3475  |
