-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |   Unc.    |        Ritz        |   Unc.    |            Rel. |    Aki     | Acc. |           Ei           Ek           |             Lower level              |               Upper level               |  gi   gk  |   Type|         TP  |            Line  |
          |     Wavelength     |    (nm)   |     Wavelength     |    (nm)   |            Int. |   (s^-1)   |      |          (eV)         (eV)          |--------------------------------------|-----------------------------------------|           |       |        Ref. |            Ref.  |
          |      Air (nm)      |           |      Air (nm)      |           |                 |            |      |                                     | Conf.                 | Term  | J    | Conf.                 | Term     | J    |           |       |             |                  |
V II      |         338.6294   |  0.0007   |         338.62901  |  0.00005  |            1100 | 4.1e+07    | D+   |     6.4957754    -     10.1560823   | 3d3.(2D2).4p          | x 3F* | 3    | 3d3.(4P).5s           | 3P       | 2    |   7 - 5   |       |       T9770 |      L10089c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         338.691    |  0.004    |         338.68877  |  0.00003  |           9500h |            |      |     1.21809837   -      4.87775951  | 3d3.4s2               | a 4P  | 5/2  | 3d4.(3F2).4p          | u 4F*    | 7/2  |   6 - 8   |       |             |          L14162  |
V I       |         338.73719  |  0.00018  |         338.73717  |  0.00003  |           25000 |            |      |     1.94955591   -      5.6086941   | 3d4.(3F2).4s          | b 4F  | 7/2  | 3d3.(4F).4s.5p        | q 4F*    | 9/2  |   8 - 10  |       |             |          L15916  |
V II      |         338.8712   |  0.0007   |         338.87076  |  0.00013  |            1400 | 1.5e+07    | D+   |     6.8367459    -     10.4944417   | 3d3.(2D2).4p          | y 1F* | 3    | 3d3.(2G).4d           | 1F       | 3    |   7 - 7   |       |       T9770 |      L10089c179  |
V I       |         338.950    |  0.003    |         338.94813  |  0.00003  |            200* |            |      |     1.8038233    -      5.4606841   | 3d3.4s2               | 2D2   | 5/2  | 3d4.(3D).4p           | 4F*      | 5/2  |   6 - 6   |       |             |          L14162  |
V I       |         338.950    |  0.003    |         338.95012  |  0.00016  |            200* |            |      |     1.94218778   -      5.5990272   | 3d4.(3F2).4s          | b 4F  | 3/2  | 45159o                | 2P*      | 1/2  |   4 - 2   |       |             |          L14162  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         338.9610   |  0.0009   |         338.96064  |  0.00008  |             280 |            |      |     6.86914836   -     10.5258743   | 3d3.(2H).4p           | z 1I* | 6    | 3d3.(2G).4d           | 1H       | 5    |  13 - 11  |       |             |      L10089c179  |
V II      |         338.97924  |  0.00020  |         338.97924  |  0.00003  |            1500 |            |      |     5.8497277    -      9.5062529   | 3d3.(4P).4p           | y 5D* | 3    | 3d3.(4F).4d           | 5D       | 4    |   7 - 9   |       |             |          L18516  |
V II      |         338.9955   |  0.0009   |         338.99598  |  0.00008  |             200 |            |      |     6.4776453    -     10.1339900   | 3d3.(2D2).4p          | x 3F* | 2    | 3d3.(4P).5s           | 3P       | 1    |   5 - 3   |       |             |      L10089c179  |
V I       |         339.0375   |  0.0002   |         339.03793  |  0.00006  |           22000 |            |      |     1.37629849   -      5.0321908   | 3d3.4s2               | a 2G  | 9/2  | 3d4.(3G).4p           | 2F*      | 7/2  |  10 - 8   |       |             |          L15916  |
V I       |         339.07590  |  0.00015  |         339.07587  |  0.00003  |           71000 | 5.5e+06    | B    |     1.05091907   -      4.70640232  | 3d4.(5D).4s           | a 4D  | 3/2  | 3d4.(3P2).4p          | t 4D*    | 5/2  |   4 - 6   |       |       T9399 |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         339.1002   |  0.0020   |         339.10082  |  0.00003  |             650 |            |      |     2.5097359    -      6.16495013  | 3d3.(2H).4s           | b 3H  | 4    | 3d3.(2G).4p           | z 1G*    | 4    |   9 - 9   |       |             |       L8201c179  |
V I       |         339.161    |  0.006    |         339.159170 |  0.000020 |          8100h* |            |      |     1.86948171   -      5.5240672   | 3d4.(3P2).4s          | b 4P  | 1/2  | 3d4.(3D).4p           | p 4D*    | 3/2  |   2 - 4   |       |             |          L14162  |
V I       |         339.161    |  0.006    |         339.162725 |  0.000020 |          8100h* |            |      |     1.21809837   -      4.87264554  | 3d3.4s2               | a 4P  | 5/2  | 3d4.(3F2).4p          | u 4F*    | 5/2  |   6 - 6   |       |             |          L14162  |
V II      |         339.2370   |  0.0003   |         339.23687  |  0.00003  |            1300 |            |      |     5.8336906    -      9.4874390   | 3d3.(4P).4p           | z 5P* | 3    | 3d3.(4F).4d           | 5D       | 3    |   7 - 7   |       |             |          L18516  |
V I       |         339.2431   |  0.0003   |         339.243361 |  0.000020 |           19000 |            |      |     1.94517096   -      5.5988495   | 3d4.(3F2).4s          | b 4F  | 5/2  | 3d3.(4F).4s.5p        | q 4F*    | 7/2  |   6 - 8   |       |             |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         339.26457  |  0.00005  |         339.264548 |  0.000022 |            4200 | 6.4e+06    | C    |     2.36970126   -      6.02315163  | 3d3.(2G).4s           | b 1G  | 4    | 3d3.(2G).4p           | y 3G*    | 3    |   9 - 7   |       |       T9770 |          L18516  |
V I       |         339.27247  |  0.00010  |         339.27243  |  0.00003  |            9300 |            |      |     1.95532862   -      5.6086941   | 3d4.(3F2).4s          | b 4F  | 9/2  | 3d3.(4F).4s.5p        | q 4F*    | 9/2  |  10 - 10  |       |             |           L4235  |
V II      |         339.4913   |  0.0020   |         339.49339  |  0.00003  |             540 |            |      |     2.3721639    -      6.02315163  | 3d3.(2P).4s           | b 3P  | 2    | 3d3.(2G).4p           | y 3G*    | 3    |   5 - 7   |       |             |       L8201c179  |
V II      |         339.5455   |  0.0009   |         339.54436  |  0.00003  |             300 |            |      |     5.81236819   -      9.4628080   | 3d3.(4P).4p           | z 5P* | 2    | 3d3.(4F).4d           | 5D       | 1    |   5 - 3   |       |             |      L10089c179  |
V I       |         339.5526   |  0.0002   |         339.55276  |  0.00003  |           17000 | 1.77e+06   | C+   |     1.21809837   -      4.8684478   | 3d3.4s2               | a 4P  | 5/2  | 3d4.(3F2).4p          | u 4F*    | 3/2  |   6 - 4   |       |       T9399 |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         339.622    |  0.002    |         339.62062  |  0.00005  |            2000 |            |      |     1.86948171   -      5.5191017   | 3d4.(3P2).4s          | b 4P  | 1/2  | 3d4.(3D).4p           | p 4D*    | 1/2  |   2 - 2   |       |             |          L14162  |
V I       |         339.6509   |  0.0003   |         339.65062  |  0.00006  |          28000* |            |      |     2.29536941   -      5.9446671   | 3d3.(4F).4s.4p.(3P*)  | z 6F* | 9/2  | 47946e                | 4F       | 9/2  |  10 - 10  |       |             |          L15916  |
V I       |         339.6509   |  0.0003   |         339.65100  |  0.00003  |          28000* |            |      |     1.94955591   -      5.5988495   | 3d4.(3F2).4s          | b 4F  | 7/2  | 3d3.(4F).4s.5p        | q 4F*    | 7/2  |   8 - 8   |       |             |          L15916  |
V I       |         339.75764  |  0.00012  |         339.757621 |  0.000020 |          110000 | 1.26e+07   | B+   |     1.21809837   -      4.86624684  | 3d3.4s2               | a 4P  | 5/2  | 3d4.(3P2).4p          | w 4P*    | 3/2  |   6 - 4   |       |       T9399 |          L15916  |
V I       |         339.78360  |  0.00018  |         339.78356  |  0.00003  |           63000 | 5.7e+06    | C+   |     1.04308017   -      4.69095017  | 3d4.(5D).4s           | a 4D  | 1/2  | 3d4.(3P2).4p          | t 4D*    | 3/2  |   2 - 4   |       |       T9399 |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         339.81396  |  0.00021  |         339.81395  |  0.00003  |            1500 |            |      |     5.83989523   -      9.4874390   | 3d3.(4P).4p           | y 5D* | 2    | 3d3.(4F).4d           | 5D       | 3    |   5 - 7   |       |             |          L18516  |
V II      |                    |           |         339.81659  |  0.00008  |                 | 1.63e+01   | B    |     1.12799448   -      4.7755099   | 3d3.(4F).4s           | a 3F  | 4    | 3d2.4s2               | e 3F     | 4    |   9 - 9   | E2    |       T9770 |                  |
V I       |         339.82633  |  0.00018  |         339.82634  |  0.00008  |           28000 |            |      |     1.94517096   -      5.5925817   | 3d4.(3F2).4s          | b 4F  | 5/2  | 3d3.(4F).4s.5p        | q 4F*    | 5/2  |   6 - 6   |       |             |          L15916  |
V II      |                    |           |         339.88382  |  0.00010  |                 | 1.9e+00    | D+   |     2.22067038   -      5.8674644   | 3d4                   | a 1G2 | 4    | 3d3.(2D1).4s          | d 1D     | 2    |   9 - 5   | E2    |       T9770 |                  |
V I       |         339.9181   |           |         339.91810  |  0.00003  |               : | 3.3e+05    | C+   |     0.28657323   -      3.93299943  | 3d4.(5D).4s           | a 6D  | 7/2  | 3d3.(4F).4s.4p.(1P*)  | x 4G*    | 9/2  |   8 - 10  |       |       T9399 |          L18972  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         340.0189   |  0.0002   |         340.01897  |  0.00020  |           21000 |            |      |     1.94218778   -      5.5875322   | 3d4.(3F2).4s          | b 4F  | 3/2  | 3d3.4s.(5F).5p        | q 4F*    | 3/2  |   4 - 4   |       |             |          L15916  |
V I       |         340.03921  |  0.00012  |         340.03920  |  0.00003  |          690000 | 1.91e+07   | B    |     1.08061490   -      4.72574249† | 3d4.(5D).4s           | a 4D  | 7/2  | 3d4.(3P2).4p          | t 4D*    | 7/2  |   8 - 8   |       |       T9399 |          L15916  |
V II      |         340.0669   |  0.0005   |         340.06701  |  0.00008  |            1100 | 1.5e+07    | D+   |     6.88104472   -     10.5258743   | 3d3.(2H).4p           | y 1H* | 5    | 3d3.(2G).4d           | 1H       | 5    |  11 - 11  |       |       T9770 |          L18516  |
V I       |         340.13367  |  0.00018  |         340.13366  |  0.00007  |           48000 |            |      |     1.8726305    -      5.5167459   | 3d3.4s2               | a 2H  | 9/2  | 3d4.(1G2).4p          | s 2G*    | 7/2  |  10 - 8   |       |             |          L15916  |
V II      |         340.1731   |  0.0009   |         340.17339  |  0.00006  |             150 |            |      |     2.52221644   -      6.1659062   | 3d3.(4P).4s           | c 3P  | 2    | 3d3.(4P).4p           | z 5S*    | 2    |   5 - 5   |       |             |      L10089c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         340.189    |  0.003    |         340.189156 |  0.000020 |           580bl |            |      |     1.95532862   -      5.5988495   | 3d4.(3F2).4s          | b 4F  | 9/2  | 3d3.(4F).4s.5p        | q 4F*    | 7/2  |  10 - 8   |       |             |           L3353  |
V II      |         340.1990   |  0.0007   |         340.198159 |  0.000024 |             370 |            |      |     2.22067038   -      5.86409484  | 3d4                   | a 1G2 | 4    | 3d3.(2G).4p           | z 3H*    | 5    |   9 - 11  |       |             |      L10089c179  |
V I       |         340.237    |  0.002    |         340.23539  |  0.00008  |            2000 |            |      |     1.94955591   -      5.5925817   | 3d4.(3F2).4s          | b 4F  | 7/2  | 3d3.(4F).4s.5p        | q 4F*    | 5/2  |   8 - 6   |       |             |          L14162  |
V I       |         340.25657  |  0.00012  |         340.25660  |  0.00003  |          230000 | 1.49e+07   | B    |     1.06360364   -      4.70640232  | 3d4.(5D).4s           | a 4D  | 5/2  | 3d4.(3P2).4p          | t 4D*    | 5/2  |   6 - 6   |       |       T9399 |          L15916  |
V I       |         340.298    |  0.002    |         340.29747  |  0.00020  |            8100 |            |      |     1.94517096   -      5.5875322   | 3d4.(3F2).4s          | b 4F  | 5/2  | 3d3.4s.(5F).5p        | q 4F*    | 3/2  |   6 - 4   |       |             |          L14162  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         340.3153   |  0.0007   |         340.31497  |  0.00005  |             380 |            |      |     2.5444220    -      6.18659594  | 3d3.(2D2).4s          | b 3D  | 1    | 3d3.(2P).4p           | z 1D*    | 2    |   3 - 5   |       |             |      L10089c179  |
V I       |         340.33590  |  0.00015  |         340.335894 |  0.000018 |           85000 |            |      |     1.95532862   -      5.5972786   | 3d4.(3F2).4s          | b 4F  | 9/2  | 3d3.4s.(5F).5p        | 4G*      | 9/2  |  10 - 10  |       |             |          L15916  |
V II      |         340.43878  |  0.00008  |         340.43881  |  0.00006  |            5200 | 4.3e+07    | B    |     4.5161089    -      8.1569579   | 3d4                   | c 1G1 | 4    | 3d3.(2F).4p           | x 1G*    | 4    |   9 - 9   |       |       T9770 |          L18516  |
V I       |         340.4950   |  0.0002   |         340.49511  |  0.00009  |           34000 |            |      |     1.7996004    -      5.4398475   | 3d3.4s2               | 2D2   | 3/2  | 3d4.(1G2).4p          | t 2F*    | 5/2  |   4 - 6   |       |             |          L15916  |
V I       |         340.51531  |  0.00012  |         340.51531  |  0.00003  |          100000 | 1.02e+07   | C+   |     1.05091907   -      4.69095017  | 3d4.(5D).4s           | a 4D  | 3/2  | 3d4.(3P2).4p          | t 4D*    | 3/2  |   4 - 4   |       |       T9399 |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         340.6056   |  0.0007   |         340.60588  |  0.00003  |            1500 |            |      |     2.5097359    -      6.14879909  | 3d3.(2H).4s           | b 3H  | 4    | 3d3.(2G).4p           | z 1H*    | 5    |   9 - 11  |       |             |      L10089c179  |
V II      |                    |           |         340.60649  |  0.00008  |                 | 1.12e+01   | C+   |     1.09627456   -      4.7353313   | 3d3.(4F).4s           | a 3F  | 3    | 3d2.4s2               | e 3F     | 3    |   7 - 7   | E2    |       T9770 |                  |
V I       |         340.61887  |  0.00012  |         340.61891  |  0.00006  |          190000 |            |      |     1.8726305    -      5.5115546   | 3d3.4s2               | a 2H  | 9/2  | 3d4.(1I).4p           | 2I*      | 11/2 |  10 - 12  |       |             |          L15916  |
V I       |         340.662    |  0.002    |         340.659977 |  0.000020 |           41000 |            |      |     1.89331085   -      5.5317962   | 3d4.(3P2).4s          | b 4P  | 3/2  | 3d4.(3D).4p           | p 4D*    | 5/2  |   4 - 6   |       |             |          L14162  |
V I       |         340.6840   |  0.0002   |         340.68394  |  0.00013  |           64000 | 1.44e+07   | B+   |     1.04308017   -      4.6813097   | 3d4.(5D).4s           | a 4D  | 1/2  | 3d4.(3P2).4p          | t 4D*    | 1/2  |   2 - 2   |       |       T9399 |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         340.7321   |  0.0007   |         340.73247  |  0.00003  |             590 |            |      |     5.8497277    -      9.4874390   | 3d3.(4P).4p           | y 5D* | 3    | 3d3.(4F).4d           | 5D       | 3    |   7 - 7   |       |             |      L10089c179  |
V I       |         340.80000  |  0.00018  |         340.79996  |  0.00005  |           35000 |            |      |     1.94955591   -      5.5865468   | 3d4.(3F2).4s          | b 4F  | 7/2  | 3d3.4s.(5F).5p        | 4G*      | 7/2  |   8 - 8   |       |             |          L15916  |
V II      |         340.8953   |  0.0007   |         340.89558  |  0.00003  |            2300 | 2.6e+06    | D+   |     2.5097359    -      6.14570663  | 3d3.(2H).4s           | b 3H  | 4    | 3d3.(2G).4p           | z 1F*    | 3    |   9 - 7   |       |       T9770 |      L10089c179  |
V I       |         340.90905  |  0.00015  |         340.90900  |  0.00006  |           54000 |            |      |     1.8038233    -      5.4396509   | 3d3.4s2               | 2D2   | 5/2  | 3d4.(1G2).4p          | t 2F*    | 7/2  |   6 - 8   |       |             |          L15916  |
V II      |         341.0453   |  0.0020   |         341.04586  |  0.00003  |             320 |            |      |     2.51443043   -      6.14879909  | 3d3.(2H).4s           | b 3H  | 5    | 3d3.(2G).4p           | z 1H*    | 5    |  11 - 11  |       |             |       L8201c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         341.0983   |  0.0003   |         341.098091 |  0.000019 |           15000 |            |      |     1.94218778   -      5.5760000   | 3d4.(3F2).4s          | b 4F  | 3/2  | 3d3.4s.(5F).5p        | 4G*      | 5/2  |   4 - 6   |       |             |          L15916  |
V II      |                    |           |         341.23004  |  0.00013  |                 | 1.38e+01   | C+   |     1.07126861   -      4.7036757   | 3d3.(4F).4s           | a 3F  | 2    | 3d2.4s2               | e 3F     | 2    |   5 - 5   | E2    |       T9770 |                  |
V II      |         341.2505   |  0.0009   |         341.25038  |  0.00003  |             290 |            |      |     5.8406574    -      9.4728480   | 3d3.(4P).4p           | z 3P* | 1    | 3d3.(4F).4d           | 5D       | 2    |   3 - 5   |       |             |      L10089c179  |
V II      |         341.2725   |  0.0009   |         341.27273  |  0.00014  |             330 |            |      |     6.8624890    -     10.4944417   | 3d3.(2H).4p           | x 3G* | 3    | 3d3.(2G).4d           | 1F       | 3    |   7 - 7   |       |             |      L10089c179  |
V I       |         341.3784   |  0.0003   |         341.378355 |  0.000020 |           19000 |            |      |     1.94517096   -      5.5760000   | 3d4.(3F2).4s          | b 4F  | 5/2  | 3d3.4s.(5F).5p        | 4G*      | 5/2  |   6 - 6   |       |             |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         341.4186   |  0.0007   |         341.41826  |  0.00003  |            2200 | 5.4e+06    | C    |     2.5561913    -      6.18659594  | 3d3.(2D2).4s          | b 3D  | 2    | 3d3.(2P).4p           | z 1D*    | 2    |   5 - 5   |       |       T9770 |      L10089c179  |
V I       |         341.41946  |  0.00015  |         341.41958  |  0.00013  |   75000bl(V II) | 1.58e+07   | B    |     1.05091907   -      4.6813097   | 3d4.(5D).4s           | a 4D  | 3/2  | 3d4.(3P2).4p          | t 4D*    | 1/2  |   4 - 2   |       |       T9399 |          L15916  |
V I       |                    |           |         341.47456  |  0.00004  |           m(Ni) |            |      |     1.05091907   -      4.6807252   | 3d4.(5D).4s           | a 4D  | 3/2  | 3d4.(3F2).4p          | w 2D*    | 5/2  |   4 - 6   |       |             |          L14162  |
V II      |         341.4870   |  0.0009   |         341.48721  |  0.00005  |             220 |            |      |     2.5569243    -      6.18659594  | 3d3.(2D2).4s          | b 3D  | 3    | 3d3.(2P).4p           | z 1D*    | 2    |   7 - 5   |       |             |      L10089c179  |
V II      |         341.5903   |  0.0020   |         341.59151  |  0.00004  |             580 |            |      |     2.90013312   -      6.5286965   | 3d3.(2H).4s           | a 1H  | 5    | 3d3.(2D2).4p          | x 3F*    | 4    |  11 - 9   |       |             |       L8201c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         341.70609  |  0.00018  |         341.70611  |  0.00004  |          230000 | 9.2e+06    | C+   |     1.06360364   -      4.69095017  | 3d4.(5D).4s           | a 4D  | 5/2  | 3d4.(3P2).4p          | t 4D*    | 3/2  |   6 - 4   |       |       T9399 |          L15916  |
V II      |         341.74871  |  0.00012  |         341.74879  |  0.00004  |            3000 |            |      |     5.87935939   -      9.5062529   | 3d3.(4P).4p           | y 5D* | 4    | 3d3.(4F).4d           | 5D       | 4    |   9 - 9   |       |             |          L18516  |
V I       |         341.8530   |  0.0002   |         341.85305  |  0.00005  |          180000 |            |      |     1.08061490   -      4.70640232  | 3d4.(5D).4s           | a 4D  | 7/2  | 3d4.(3P2).4p          | t 4D*    | 5/2  |   8 - 6   |       |             |          L15916  |
V II      |         342.0087   |  0.0003   |         342.00880  |  0.00008  |            1300 | 1.4e+07    | D+   |     6.47850262   -     10.1026389   | 3d3.(2H).4p           | y 3H* | 6    | 3d3.(2G).5s           | 3G       | 5    |  13 - 11  |       |       T9770 |          L18516  |
V II      |         342.0143   |  0.0020   |         342.01533  |  0.00004  |             470 |            |      |     2.5247320    -      6.14879909  | 3d3.(2H).4s           | b 3H  | 6    | 3d3.(2G).4p           | z 1H*    | 5    |  13 - 11  |       |             |       L8201c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         342.0699   |  0.0007   |         342.069784 |  0.000025 |             740 |            |      |     2.52221644   -      6.14570663  | 3d3.(4P).4s           | c 3P  | 2    | 3d3.(2G).4p           | z 1F*    | 3    |   5 - 7   |       |             |      L10089c179  |
V IV      |                    |           |         342.099    |  0.010    |                 | 3.9e-01    | E    |     1.64145      -      5.26463     | 3p6.3d2               | 3P    | 1    | 3p6.3d2               | 1S       | 0    |   3 - 1   | M1    |       T1610 |                  |
V II      |         342.1041   |  0.0007   |         342.10470  |  0.00004  |             570 |            |      |     5.8497277    -      9.4728480   | 3d3.(4P).4p           | y 5D* | 3    | 3d3.(4F).4d           | 5D       | 2    |   7 - 5   |       |             |      L10089c179  |
V II      |         342.1235   |  0.0009   |         342.12431  |  0.00004  |             230 |            |      |     5.83989523   -      9.4628080   | 3d3.(4P).4p           | y 5D* | 2    | 3d3.(4F).4d           | 5D       | 1    |   5 - 3   |       |             |      L10089c179  |
V II      |         342.2007   |  0.0004   |         342.20043  |  0.00006  |            1700 |            |      |     6.5339755    -     10.1560823   | 3d3.(4P).4p           | x 3D* | 2    | 3d3.(4P).5s           | 3P       | 2    |   5 - 5   |       |             |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         342.2252   |  0.0007   |         342.2249   |  0.0004   |            1200 | 6.2e+06    | C    |     6.100599     -      9.722447    | 3d2.4s2               | e 3P  | 2    | 3d3.(2D1).4p          | v 3P*    | 2    |   5 - 5   |       |       T9770 |      L10089c179  |
V I       |         342.333    |  0.004    |         342.33487  |  0.00005  |           3500h |            |      |     0.00000000   -      3.6206845   | 3d3.4s2               | a 4F  | 3/2  | 3d3.(4P).4s.4p.(3P*)  | y 6P*    | 3/2  |   4 - 4   |       |             |          L14162  |
V I       |         342.38599  |  0.00015  |         342.38595  |  0.00007  |           70000 |            |      |     1.8925979    -      5.5127422   | 3d3.4s2               | a 2H  | 11/2 | 3d4.(1G2).4p          | s 2G*    | 9/2  |  12 - 10  |       |             |          L15916  |
V II      |         342.4905   |  0.0007   |         342.49068  |  0.00004  |            1200 | 1.3e+07    | D+   |     6.46621086   -     10.0852482   | 3d3.(2H).4p           | y 3H* | 5    | 3d3.(2G).5s           | 3G       | 4    |  11 - 9   |       |       T9770 |      L10089c179  |
V I       |         342.50644  |  0.00012  |         342.50645  |  0.00011  |          360000 |            |      |     1.8925979    -      5.5114687   | 3d3.4s2               | a 2H  | 11/2 | 3d4.(1I).4p           | 2I*      | 13/2 |  12 - 14  |       |             |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         342.59360  |  0.00012  |         342.59355  |  0.00009  |           12000 |            |      |     6.4574547    -     10.0754054   | 3d3.(2H).4p           | y 3H* | 4    | 3d3.(2G).5s           | 3G       | 3    |   9 - 7   |       |             |          L18516  |
V I       |         342.6722   |  0.0003   |         342.67208  |  0.00004  |           17000 |            |      |     1.06360364   -      4.6807252   | 3d4.(5D).4s           | a 4D  | 5/2  | 3d4.(3F2).4p          | w 2D*    | 5/2  |   6 - 6   |       |             |          L15916  |
V I       |         342.709    |  0.002    |         342.710461 |  0.000020 |           22000 |            |      |     1.7123346    -      5.3290511   | 3d3.4s2               | a 2P  | 1/2  | 3d4.(5D).5p           | s 4F*    | 3/2  |   2 - 4   |       |             |          L14162  |
V I       |         342.7486   |  0.0015   |         342.74807  |  0.00013  |            4900 |            |      |     1.7111742    -      5.3274938   | 3d3.4s2               | a 2P  | 3/2  | 3d3.(4P).4s.4p.(1P*)  | w 4S*    | 3/2  |   4 - 4   |       |             |           L3353  |
V I       |         342.852    |  0.007    |         342.848436 |  0.000020 |           9400* |            |      |     0.01703332   -      3.63229436  | 3d3.4s2               | a 4F  | 5/2  | 3d3.(4P).4s.4p.(3P*)  | y 6P*    | 5/2  |   6 - 6   |       |             |           L4235  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         342.852    |  0.007    |         342.85809  |  0.00013  |           9400* |            |      |     1.7123346    -      5.3274938   | 3d3.4s2               | a 2P  | 1/2  | 3d3.(4P).4s.4p.(1P*)  | w 4S*    | 3/2  |   2 - 4   |       |             |           L4235  |
V II      |         342.99064  |  0.00010  |         342.99068  |  0.00005  |            6100 |            |      |     6.5423206    -     10.1560823   | 3d3.(4P).4p           | x 3D* | 3    | 3d3.(4P).5s           | 3P       | 2    |   7 - 5   |       |             |          L18516  |
V II      |         343.1677   |  0.0004   |         343.16770  |  0.00008  |            2200 |            |      |     6.5220922    -     10.1339900   | 3d3.(4P).4p           | x 3D* | 1    | 3d3.(4P).5s           | 3P       | 1    |   3 - 3   |       |             |          L18516  |
V I       |         343.2026   |  0.0010   |         343.20095  |  0.00008  |         63000bl |            |      |     1.93068626   -      5.5422341   | 3d4.(3P2).4s          | b 4P  | 5/2  | 3d4.(3D).4p           | p 4D*    | 7/2  |   6 - 8   |       |             |           L4235  |
V I       |         343.2859   |  0.0003   |         343.28578  |  0.00009  |            8600 |            |      |     2.61626358   -      6.2269190   | 3d4.(3G).4s           | 2G    | 7/2  | 50223o                | 2G*      | 7/2  |   8 - 8   |       |             |          L15916  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V IV      |         343.352    |  0.010    |         343.352+   |  0.017    |                 | 5.7e+07    | D    |    31.59416      -     35.20412     | 3p6.3d.5p             | 3D*   | 1    | 3p6.3d.5d             | 3D       | 2    |   3 - 5   |       |       T2757 |            L147  |
V II      |         343.3757   |  0.0009   |         343.37522  |  0.00006  |             140 |            |      |     2.5561913    -      6.1659062   | 3d3.(2D2).4s          | b 3D  | 2    | 3d3.(4P).4p           | z 5S*    | 2    |   5 - 5   |       |             |      L10089c179  |
V II      |         343.4019   |  0.0007   |         343.40172  |  0.00004  |             360 |            |      |     2.49079907   -      6.10023541  | 3d3.(4P).4s           | c 3P  | 1    | 3d3.(2G).4p           | y 3F*    | 2    |   3 - 5   |       |             |      L10089c179  |
V II      |         343.4454   |  0.0020   |         343.44496  |  0.00006  |             160 |            |      |     2.5569243    -      6.1659062   | 3d3.(2D2).4s          | b 3D  | 3    | 3d3.(4P).4p           | z 5S*    | 2    |   7 - 5   |       |             |       L8201c179  |
V II      |         343.53064  |  0.00018  |         343.53085  |  0.00004  |             900 |            |      |     5.87935939   -      9.4874390   | 3d3.(4P).4p           | y 5D* | 4    | 3d3.(4F).4d           | 5D       | 3    |   9 - 7   |       |             |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         343.5355   |  0.0007   |         343.53597  |  0.00004  |            1100 |            |      |     2.5569243    -      6.16495013  | 3d3.(2D2).4s          | b 3D  | 3    | 3d3.(2G).4p           | z 1G*    | 4    |   7 - 9   |       |             |      L10089c179  |
V II      |                    |           |         343.59547  |  0.00013  |                 | 6.0e+00    | C+   |     1.09627456   -      4.7036757   | 3d3.(4F).4s           | a 3F  | 3    | 3d2.4s2               | e 3F     | 2    |   7 - 5   | E2    |       T9770 |                  |
V II      |                    |           |         343.60159  |  0.00008  |                 | 4.4e+00    | C+   |     1.12799448   -      4.7353313   | 3d3.(4F).4s           | a 3F  | 4    | 3d2.4s2               | e 3F     | 3    |   9 - 7   | E2    |       T9770 |                  |
V I       |         343.608    |  0.002    |         343.60687  |  0.00004  |           35000 |            |      |     0.04010046   -      3.64738187  | 3d3.4s2               | a 4F  | 7/2  | 3d3.(4P).4s.4p.(3P*)  | y 6P*    | 7/2  |   8 - 8   |       |             |          L14162  |
