-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |   Unc.    |        Ritz        |   Unc.    |            Rel. |    Aki     | Acc. |           Ei           Ek           |             Lower level              |               Upper level               |  gi   gk  |   Type|         TP  |            Line  |
          |     Wavelength     |    (nm)   |     Wavelength     |    (nm)   |            Int. |   (s^-1)   |      |          (eV)         (eV)          |--------------------------------------|-----------------------------------------|           |       |        Ref. |            Ref.  |
          |      Air (nm)      |           |      Air (nm)      |           |                 |            |      |                                     | Conf.                 | Term  | J    | Conf.                 | Term     | J    |           |       |             |                  |
V IV      |         206.0113   |  0.0010   |         206.013+   |  0.006    |                 | 4.3e+07    | D    |    26.77534      -     32.79169     | 3p6.3d.4d             | 1F    | 3    | 3p6.3d.4f             | 1D*      | 2    |   7 - 5   |       |       T2757 |            L147  |
V II      |         206.1606   |  0.0008   |         206.160734 |  0.000022 |             560 |            |      |     1.6855312    -      7.6975667   | 3d3.(4P).4s           | a 5P  | 2    | 3d3.(2F).4p           | w 3F*    | 2    |   5 - 5   |       |             |      L10089c179  |
V II      |         206.2005   |  0.0020   |         206.20094  |  0.00006  |            5100 |            |      |     4.65196940   -     10.6628329   | 3d3.(4F).4p           | z 5D* | 3    | 3d3.(4P).4d           | 3F       | 2    |   7 - 5   |       |             |       L8201c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         206.2960   |  0.0006   |         206.2957   |  0.0004   |            1700 | 3.3e+07    | D+   |     4.7353313    -     10.743434    | 3d2.4s2               | e 3F  | 3    | 3d2.(3F).4s.4p.(1P*)  | q 3D*    | 3    |   7 - 7   |       |       T9770 |      L10089c179  |
V II      |         206.31300  |  0.00024  |         206.313021 |  0.000022 |           11000 |            |      |     2.52221644   -      8.5298148   | 3d3.(4P).4s           | c 3P  | 2    | 3d2.(3F).4s.4p.(3P*)  | u 3D*    | 2    |   5 - 5   |       |             |          L18516  |
V IV      |         206.3563   |  0.0010   |         206.357+   |  0.006    |               2 |            |      |    26.77534      -     32.78166     | 3p6.3d.4d             | 1F    | 3    | 3p6.3d.4f             | 3H*      | 4    |   7 - 9   |       |             |            L147  |
V II      |         206.4751   |  0.0016   |         206.47570  |  0.00003  |            750h |            |      |     2.52221644   -      8.5250822   | 3d3.(4P).4s           | c 3P  | 2    | 3d2.(3F).4s.4p.(3P*)  | u 3D*    | 1    |   5 - 3   |       |             |      L10089c179  |
V II      |         206.57538  |  0.00004  |         206.575370 |  0.000017 |            8200 | 3.3e+07    | C    |     2.22067038   -      8.2206402   | 3d4                   | a 1G2 | 4    | 3d3.(2F).4p           | x 1F*    | 3    |   9 - 7   |       |       T9770 |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         206.6810   |  0.0016   |         206.67943  |  0.00007  |           3300h | 4.8e+07    | D+   |     4.7036757    -     10.7006249   | 3d2.4s2               | e 3F  | 2    | 3d2.(3F).4s.4p.(1P*)  | q 3D*    | 2    |   5 - 5   |       |       T9770 |      L10089c179  |
V II      |         206.85338  |  0.00008  |         206.853446 |  0.000018 |            7600 | 6.7e+06    | D+   |     2.5561913    -      8.5480963   | 3d3.(2D2).4s          | b 3D  | 2    | 3d2.(3F).4s.4p.(3P*)  | u 3D*    | 3    |   5 - 7   |       |       T9770 |          L18516  |
V II      |         206.87877  |  0.00003  |         206.878755 |  0.000018 |           24000 | 4.9e+07    | D+   |     2.5569243    -      8.5480963   | 3d3.(2D2).4s          | b 3D  | 3    | 3d2.(3F).4s.4p.(3P*)  | u 3D*    | 3    |   7 - 7   |       |       T9770 |          L18516  |
V II      |         207.0790   |  0.0016   |         207.07853  |  0.00003  |           5000h | 8.e+06     | D+   |     2.5444220    -      8.5298148   | 3d3.(2D2).4s          | b 3D  | 1    | 3d2.(3F).4s.4p.(3P*)  | u 3D*    | 2    |   3 - 5   |       |       T9770 |      L10089c179  |
V I       |         207.216    |  0.003    |         207.21416  |  0.00010  |            1100 |            |      |     0.28657323   -      6.268049    | 3d4.(5D).4s           | a 6D  | 7/2  | 50555o                | r 2F*    | 7/2  |   8 - 8   |       |             |           L3353  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         207.24243  |  0.00005  |         207.24242  |  0.00003  |            9000 | 3.9e+07    | D+   |     2.5444220    -      8.5250822   | 3d3.(2D2).4s          | b 3D  | 1    | 3d2.(3F).4s.4p.(3P*)  | u 3D*    | 1    |   3 - 3   |       |       T9770 |          L18516  |
V II      |         207.48668  |  0.00009  |         207.486574 |  0.000022 |           11000 | 2.8e+07    | D+   |     2.5561913    -      8.5298148   | 3d3.(2D2).4s          | b 3D  | 2    | 3d2.(3F).4s.4p.(3P*)  | u 3D*    | 2    |   5 - 5   |       |       T9770 |          L18516  |
V II      |         207.51208  |  0.00016  |         207.512039 |  0.000026 |            8900 | 8.e+06     | D+   |     2.5569243    -      8.5298148   | 3d3.(2D2).4s          | b 3D  | 3    | 3d2.(3F).4s.4p.(3P*)  | u 3D*    | 2    |   7 - 5   |       |       T9770 |          L18516  |
V II      |         207.6524   |  0.0023   |         207.65111  |  0.00003  |            150? | 1.0e+07    | D+   |     2.5561913    -      8.5250822   | 3d3.(2D2).4s          | b 3D  | 2    | 3d2.(3F).4s.4p.(3P*)  | u 3D*    | 1    |   5 - 3   |       |       T9770 |       L8201c179  |
V II      |         207.6856   |  0.0016   |         207.6847   |  0.0004   |          66000D | 5.6e+08    | B+   |     4.7755099    -     10.743434    | 3d2.4s2               | e 3F  | 4    | 3d2.(3F).4s.4p.(1P*)  | q 3D*    | 3    |   9 - 7   |       |       T9770 |      L10089c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         207.700    |  0.003    |         207.70261  |  0.00010  |           17000 |            |      |     0.30063800   -      6.268049    | 3d4.(5D).4s           | a 6D  | 9/2  | 50555o                | r 2F*    | 7/2  |  10 - 8   |       |             |           L3353  |
V II      |         207.75430  |  0.00007  |         207.75431  |  0.00007  |            5500 | 5.8e+08    | B    |     4.7036757    -     10.6696018   | 3d2.4s2               | e 3F  | 2    | 3d2.(3F).4s.4p.(1P*)  | q 3D*    | 1    |   5 - 3   |       |       T9770 |          L18516  |
V II      |         207.77634  |  0.00004  |         207.77635  |  0.00004  |            8500 | 5.4e+08    | B+   |     4.7353313    -     10.7006249   | 3d2.4s2               | e 3F  | 3    | 3d2.(3F).4s.4p.(1P*)  | q 3D*    | 2    |   7 - 5   |       |       T9770 |          L18516  |
V IV      |         207.9300   |  0.0010   |         207.933+   |  0.006    |              30 |            |      |    11.92680      -     17.88758     | 3p6.3d.4s             | 3D    | 1    | 3p6.3d.4p             | 1D*      | 2    |   3 - 5   |       |             |            L147  |
V II      |         208.1507   |  0.0016   |         208.151625 |  0.000026 |            550h |            |      |     1.81706382   -      7.7716039   | 3d4                   | a 3G  | 5    | 3d2.(3F).4s.4p.(3P*)  | 5G*      | 4    |  11 - 9   |       |             |      L10089c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V I       |         208.24532  |  0.00015  |         208.24529  |  0.00006  |           58000 |            |      |     0.04010046   -      5.9919626   | 3d3.4s2               | a 4F  | 7/2  | 3d2.(3F).4s2.4p       | o 4F*    | 9/2  |   8 - 10  |       |             |          L15916  |
V I       |         208.25466  |  0.00009  |         208.25461  |  0.00005  |           81000 |            |      |     0.01703332   -      5.9686293   | 3d3.4s2               | a 4F  | 5/2  | 3d2.(3F).4s2.4p       | o 4F*    | 7/2  |   6 - 8   |       |             |          L15916  |
V II      |         208.3437   |  0.0008   |         208.34247  |  0.00003  |            570* |            |      |     1.79302840   -      7.7421146   | 3d4                   | a 3G  | 3    | 3d2.(3F).4s.4p.(3P*)  | 5G*      | 3    |   7 - 7   |       |             |      L10089c179  |
V II      |         208.3437   |  0.0008   |         208.34286  |  0.00013  |            570* | 5.1e+06    | D+   |     3.7590188    -      9.708094    | 3d3.(2F).4s           | c 3F  | 4    | 3d2.(3P).4s.4p.(3P*)  | y 5P*    | 3    |   9 - 7   |       |       T9770 |      L10089c179  |
V II      |         208.4221   |  0.0008   |         208.422823 |  0.000022 |             490 | 4.0e+06    | D+   |     2.6013033    -      8.5480963   | 3d4                   | a 1D2 | 2    | 3d2.(3F).4s.4p.(3P*)  | u 3D*    | 3    |   5 - 7   |       |       T9770 |      L10089c179  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V IV      |         208.4433   |  0.0010   |         208.443+   |  0.006    |              20 | 4.0e+08    | D    |    26.91796      -     32.86417     | 3p6.3d.4d             | 3D    | 2    | 3p6.3d.4f             | 3D*      | 2    |   5 - 5   |       |       T2757 |            L147  |
V I       |         208.591    |  0.002    |         208.5958   |  0.0010   |          170000 |            |      |     1.19484055   -      7.13670     | 3d3.4s2               | a 4P  | 3/2  |                       | s 2P*?   | 3/2  |   4 - 4   |       |             |           L3353  |
V IV      |         208.6073   |  0.0010   |         208.608+   |  0.006    |              30 |            |      |    26.94797      -     32.88949     | 3p6.3d.4d             | 3D    | 3    | 3p6.3d.4f             | 3D*      | 3    |   7 - 7   |       |             |            L147  |
V I       |         208.63090  |  0.00012  |         208.63092  |  0.00005  |           43000 |            |      |     0.00000000   -      5.9408621†  | 3d3.4s2               | a 4F  | 3/2  | 3d2.(3F).4s2.4p       | o 4F*    | 5/2  |   4 - 6   |       |             |          L15916  |
V II      |         208.75292  |  0.00006  |         208.75287  |  0.00003  |            3600 | 1.9e+06    | D+   |     1.80472252   -      7.7421146   | 3d4                   | a 3G  | 4    | 3d2.(3F).4s.4p.(3P*)  | 5G*      | 3    |   9 - 7   |       |       T9770 |          L18516  |
          |                    |           |                    |           |                 |            |      |                                     |                       |       |      |                       |          |      |           |       |             |                  |
V II      |         208.79175  |  0.00006  |         208.791717 |  0.000018 |            3400 | 6.4e+06    | D+   |     2.22067038   -      8.1569579   | 3d4                   | a 1G2 | 4    | 3d3.(2F).4p           | x 1G*    | 4    |   9 - 9   |       |       T9770 |          L18516  |
V II      |         208.8457   |  0.0008   |         208.846067 |  0.000018 |             720 |            |      |     2.51443043   -      8.4491733   | 3d3.(2H).4s           | b 3H  | 5    | 3d2.(3F).4s.4p.(3P*)  | v 3F*    | 4    |  11 - 9   |       |             |      L10089c179  |
V IV      |         208.8737   |  0.0010   |         208.872+   |  0.006    |              50 |            |      |    11.95358      -     17.88758     | 3p6.3d.4s             | 3D    | 2    | 3p6.3d.4p             | 1D*      | 2    |   5 - 5   |       |             |     L147,L11926  |
V I       |         208.994    |  0.003    |         208.98891  |  0.00005  |          100000 |            |      |     0.04010046   -      5.9707873   | 3d3.4s2               | a 4F  | 7/2  | 3d3.(2F).4s.4p.(3P*)  | q 2G*    | 9/2  |   8 - 10  |       |             |           L3353  |
