------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |    Observed    |  Unc.   |      Ritz      |  Unc.   |           Rel. |    Aki     | Acc. |       Ei           Ek       |          Lower level           |           Upper level           |  gi   gk  |Type|    TP  |        Line  |
          |   Wavelength   |   (nm)  |   Wavelength   |   (nm)  |           Int. |   (s^-1)   |      |      (eV)         (eV)      |--------------------------------|---------------------------------|           |    |   Ref. |        Ref.  |
          |    Air (nm)    |         |    Air (nm)    |         |                |            |      |                             | Conf.           | Term   | J   | Conf.           | Term    | J   |           |    |        |              |
Nb I      |       527.153  |  0.010  |                |         |            270 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       527.248  |  0.010  |                |         |             25 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       527.620  |  0.010  |                |         |           130c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       527.943  |  0.010  |                |         |            29c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       528.526  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       529.634  |  0.010  |                |         |             35 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       531.555  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       531.701  |  0.010  |                |         |             17 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       531.860  |  0.010  |                |         |            250 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       531.949  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       533.487  |  0.010  |                |         |             75 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       533.681  |  0.010  |                |         |             25 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       534.080  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       534.358  |  0.010  |                |         |             25 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       534.417  |  0.010  |                |         |            460 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       535.074  |  0.010  |                |         |            340 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       535.328  |  0.010  |                |         |             40 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       535.531  |  0.010  |                |         |             25 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       535.570  |  0.010  |                |         |             40 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       535.919  |  0.010  |                |         |             29 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       536.201  |  0.010  |                |         |             17 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       537.527  |  0.010  |                |         |             40 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       538.134  |  0.010  |                |         |             40 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       538.830  |  0.010  |                |         |             17 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       539.586  |  0.010  |                |         |             21 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       539.633  |  0.010  |                |         |             29 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       541.124  |  0.010  |                |         |             29 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       541.630  |  0.010  |                |         |             21 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       542.244  |  0.010  |                |         |             65 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       543.126  |  0.010  |                |         |             21 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       543.727  |  0.010  |                |         |            110 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       544.831  |  0.010  |                |         |             19 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       545.619  |  0.010  |                |         |             19 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       545.804  |  0.010  |                |         |             40 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       546.810  |  0.010  |                |         |            19w |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       548.100  |  0.010  |                |         |             40 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       548.309  |  0.010  |                |         |             13 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       548.349  |  0.010  |                |         |             19 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       549.106  |  0.010  |                |         |             13 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       549.953  |  0.010  |                |         |             17 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       550.458  |  0.010  |                |         |             40 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       550.912  |  0.010  |                |         |             17 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       551.282  |  0.010  |                |         |            35c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       551.739  |  0.010  |                |         |             17 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       552.357  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       554.147  |  0.010  |                |         |             25 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       555.135  |  0.010  |                |         |             85 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       556.300  |  0.010  |                |         |             29 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       557.144  |  0.010  |                |         |            17c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       557.616  |  0.010  |                |         |            35c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       557.829  |  0.010  |                |         |             35 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       558.697  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       559.095  |  0.010  |                |         |            17c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       559.489  |  0.010  |                |         |             13 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       559.959  |  0.010  |                |         |            17c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       560.352  |  0.010  |                |         |             40 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       560.393  |  0.010  |                |         |             13 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       562.826  |  0.010  |                |         |             25 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       562.917  |  0.010  |                |         |             65 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       563.542  |  0.010  |                |         |            35c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       564.211  |  0.010  |                |         |            170 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       564.530  |  0.010  |                |         |             35 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       565.414  |  0.010  |                |         |             17 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       566.471  |  0.010  |                |         |            130 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       566.563  |  0.010  |                |         |            170 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       566.686  |  0.010  |                |         |             17 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       567.102  |  0.010  |                |         |          65c,w |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       567.191  |  0.010  |                |         |             85 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       567.747  |  0.010  |                |         |             25 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       569.309  |  0.010  |                |         |             25 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       569.790  |  0.010  |                |         |           35bl |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       569.803  |  0.010  |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       570.616  |  0.010  |                |         |             40 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       570.648  |  0.010  |                |         |             85 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       570.933  |  0.010  |                |         |             29 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       571.559  |  0.010  |                |         |             17 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       571.635  |  0.010  |                |         |             65 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       572.566  |  0.010  |                |         |             25 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       572.919  |  0.010  |                |         |            130 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       573.736  |  0.010  |                |         |             21 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       573.820  |  0.010  |                |         |             13 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       575.144  |  0.010  |                |         |             85 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       576.034  |  0.010  |                |         |            110 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       576.499  |  0.010  |                |         |             65 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       577.108  |  0.010  |                |         |             29 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       577.607  |  0.010  |                |         |            50c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       578.034  |  0.010  |                |         |             17 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       578.754  |  0.010  |                |         |             85 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       578.979  |  0.010  |                |         |             17 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       579.424  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       580.403  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       581.533  |  0.010  |                |         |            29w |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       581.943  |  0.010  |                |         |            110 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       582.062  |  0.010  |                |         |             35 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       583.490  |  0.010  |                |         |             75 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       583.815  |  0.010  |                |         |             25 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       583.864  |  0.010  |                |         |          130bl |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       584.247  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       584.609  |  0.010  |                |         |             17 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       586.647  |  0.010  |                |         |             65 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       587.470  |  0.010  |                |         |             35 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       587.779  |  0.010  |                |         |             17 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       589.344  |  0.010  |                |         |             40 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       590.062  |  0.010  |                |         |         190c,w |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       590.380  |  0.010  |                |         |            40c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       592.741  |  0.010  |                |         |             29 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       593.416  |  0.010  |                |         |            40c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       595.770  |  0.010  |                |         |             40 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       598.322  |  0.010  |                |         |            150 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       598.608  |  0.010  |                |         |             65 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       599.793  |  0.010  |                |         |          85c,w |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       602.975  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       603.184  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       604.550  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       604.872  |  0.010  |                |         |             25 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       605.665  |  0.010  |                |         |             29 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       610.771  |  0.010  |                |         |             29 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       614.251  |  0.010  |                |         |             40 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       614.813  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       616.432  |  0.010  |                |         |             50 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       621.306  |  0.010  |                |         |             29 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       622.196  |  0.010  |                |         |             75 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       625.176  |  0.010  |                |         |            40c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       626.077  |  0.010  |                |         |             21 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       643.046  |  0.010  |                |         |            85c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       643.322  |  0.010  |                |         |            50c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       649.784  |  0.010  |                |         |             17 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       654.461  |  0.010  |                |         |             65 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       657.473  |  0.010  |                |         |             15 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       659.100  |  0.010  |                |         |          19c,w |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       660.616  |  0.010  |                |         |             19 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       660.728  |  0.010  |                |         |             19 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       661.415  |  0.010  |                |         |             35 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       662.698  |  0.010  |                |         |             19 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       666.084  |  0.010  |                |         |         210c,w |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       667.733  |  0.010  |                |         |         150c,w |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       670.120  |  0.010  |                |         |             65 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       672.362  |  0.010  |                |         |           130c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       673.988  |  0.010  |                |         |             75 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       679.531  |  0.010  |                |         |             25 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       682.811  |  0.010  |                |         |             85 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       684.935  |  0.010  |                |         |            25c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       687.092  |  0.010  |                |         |             19 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       687.636  |  0.010  |                |         |             40 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       690.289  |  0.010  |                |         |            25c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       690.807  |  0.010  |                |         |             35 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       691.832  |  0.010  |                |         |             40 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       694.607  |  0.010  |                |         |             17 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       697.249  |  0.010  |                |         |             17 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       698.609  |  0.010  |                |         |             25 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       699.032  |  0.010  |                |         |             85 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
          |                |         |                |         |                |            |      |                             |                 |        |     |                 |         |     |           |    |        |              |
Nb I      |       699.611  |  0.010  |                |         |            17c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       702.348  |  0.010  |                |         |             21 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       703.804  |  0.010  |                |         |             17 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       704.681  |  0.010  |                |         |           190c |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
Nb I      |       706.641  |  0.010  |                |         |              8 |            |      |                             |                 |        |     |                 |         |     |           |    |        |       L3475  |
