---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed     |       Ritz       |  Rel. |     Aki     | Acc. |         Ei           Ek         |             Lower level             |             Upper level              |  gi   gk  |Type|               TP  |          Line  |
          |    Wavelength    |    Wavelength    |  Int. |   (s^-1)    |      |        (eV)         (eV)        |-------------------------------------|--------------------------------------|           |    |              Ref. |          Ref.  |
          |     Air (nm)     |     Air (nm)     |       |             |      |                                 | Conf.                | Term  | J    | Conf.                 | Term  | J    |           |    |                   |                |
O I       |        395.461   |        395.4607  |   100 | 2.32e+05    | C+   |   10.9888615   -    14.1231586  | 2s2.2p3.(4S*).3p     | 3P    | 2    | 2s2.2p3.(2P*).3s      | 3P*   | 2    |   5 - 5   |    |           T5713LS |         L3760  |
O IV      |                  |        395.677   |       | 2.98e+06    | B    |   59.38135     -    62.51394    | 2s.2p.(3P*).3p       | 4P    | 3/2  | 2s.2p.(3P*).3d        | 4P*   | 3/2  |   4 - 4   |    |           T5109LS |                |
O III     |        396.159   |        396.1573  |   200 | 1.25e+08    | B    |   38.011829    -    41.140615   | 2s2.2p.(2P*).3p      | 1D    | 2    | 2s2.2p.(2P*).3d       | 1F*   | 3    |   5 - 7   |    |       T5376,T5791 |         L3492  |
O II      |                  |        396.2963  |       | 8.73e+06    | D    |   28.509803    -    31.637492   | 2s2.2p2.(1D).3p      | 2D*   | 5/2  | 2s2.2p2.(3P).4d       | 2P    | 3/2  |   6 - 4   |    |           T5723LS |         L7243  |
O II      |                  |        396.6323  |       | 9.67e+05    | D    |   28.512452    -    31.637492   | 2s2.2p2.(1D).3p      | 2D*   | 3/2  | 2s2.2p2.(3P).4d       | 2P    | 3/2  |   4 - 4   |    |           T5723LS |         L7243  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |                  |        396.7370  |       | 1.00e+06    | C    |   25.8316245   -    28.955839   | 2s2.2p2.(3P).3p      | 4P*   | 1/2  | 2s2.2p2.(3P).3d       | 2P    | 1/2  |   2 - 2   |    |             T6172 |         L7243  |
O II      |        397.2065  |        397.2073  |     8 |             |      |   28.829685    -    31.950199   | 2s2.2p2.(1D).3p      | 2P*   | 3/2  | 2s2.2p2.(3P).5s       | 4P    | 1/2  |   4 - 2   |    |                   |        L10621  |
O II      |        397.32562 |        397.32560 |    24 | 1.02e+08    | B    |   23.4415080   -    26.5610938  | 2s2.2p2.(3P).3s      | 2P    | 3/2  | 2s2.2p2.(3P).3p       | 2P*   | 3/2  |   4 - 4   |    |       T6172,T6632 |         L6915  |
O IV      |                  |        397.458   |       | 6.62e+06    | B    |   59.38135     -    62.49990    | 2s.2p.(3P*).3p       | 4P    | 3/2  | 2s.2p.(3P*).3d        | 4P*   | 5/2  |   4 - 6   |    |           T5109LS |                |
O II      |        397.4821  |        397.4824  |     6 |             |      |   31.367182    -    34.485537   | 2s2.2p2.(1S).3p      | 2P*   | 3/2  | 2s2.2p2.(1D).5s       | 2D    | 5/2  |   4 - 6   |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        397.540   |       | 2.38e+06    | B    |   63.75520     -    66.8731     | 2s.2p.(3P*).3d       | 2P*   | 3/2  | 2s2.5s                | 2S    | 1/2  |   4 - 2   |    |           T5109LS |                |
O IV      |                  |        397.709   |       | 9.91e+06    | B    |   59.39736     -    62.51394    | 2s.2p.(3P*).3p       | 4P    | 5/2  | 2s.2p.(3P*).3d        | 4P*   | 3/2  |   6 - 4   |    |           T5109LS |                |
O II      |        398.27140 |        398.27141 |    18 | 4.16e+07    | B    |   23.4415080   -    26.5536856  | 2s2.2p2.(3P).3s      | 2P    | 3/2  | 2s2.2p2.(3P).3p       | 2P*   | 1/2  |   4 - 2   |    |       T6172,T6632 |         L6915  |
O II      |        398.5418  |        398.5410  |     7 | 6.68e+05    | C    |   25.8316245   -    28.941697   | 2s2.2p2.(3P).3p      | 4P*   | 1/2  | 2s2.2p2.(3P).3d       | 2P    | 3/2  |   2 - 4   |    |             T6172 |        L10621  |
O II      |        399.2757  |        399.2757  |     5 | 1.27e+05    | C    |   25.8373469   -    28.941697   | 2s2.2p2.(3P).3p      | 4P*   | 3/2  | 2s2.2p2.(3P).3d       | 2P    | 3/2  |   4 - 4   |    |             T6172 |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        399.508   |       | 1.52e+07    | B    |   59.39736     -    62.49990    | 2s.2p.(3P*).3p       | 4P    | 5/2  | 2s.2p.(3P*).3d        | 4P*   | 5/2  |   6 - 6   |    |           T5109LS |                |
O I       |                  |        399.7953  |       | 2.41e+06    | B    |   12.7284689   -    15.8287840  | 2s2.2p3.(2D*).3s     | 1D*   | 2    | 2s2.2p3.(2P*).3p      | 1P    | 1    |   5 - 3   |    |             T5713 |                |
O IV      |                  |        399.940   |       | 1.17e+06    | B    |   63.77391     -    66.8731     | 2s.2p.(3P*).3d       | 2P*   | 1/2  | 2s2.5s                | 2S    | 1/2  |   2 - 2   |    |           T5109LS |                |
O II      |        400.7462  |        400.7473  |     7 |             |      |   25.8487465   -    28.941697   | 2s2.2p2.(3P).3p      | 4P*   | 5/2  | 2s2.2p2.(3P).3d       | 2P    | 3/2  |   6 - 4   |    |                   |        L10621  |
O II      |        402.3858  |        402.3868  |     5 |             |      |   31.147582    -    34.227931   | 2s2.2p2.(1D).3d      | 2F    | 7/2  | 2s2.2p2.(1D).4f D     | 2[2]* | 5/2  |   8 - 6   |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        402.6312  |        402.6304  |     5 |             |      |   28.6770645   -    31.7555499  | 2s2.2p2.(3P).3d      | 4F    | 3/2  | 2s2.2p2.(3P).4f F     | 2[3]* | 5/2  |   4 - 6   |    |                   |        L10621  |
O II      |        403.2248  |        403.2241  |     7 |             |      |   28.6837549   -    31.7577075  | 2s2.2p2.(3P).3d      | 4F    | 5/2  | 2s2.2p2.(3P).4f F     | 2[4]* | 7/2  |   6 - 8   |    |                   |        L10621  |
O II      |        403.2483  |        403.24816 |     5 |             |      |   28.6770645   -    31.7508337  | 2s2.2p2.(3P).3d      | 4F    | 3/2  | 2s2.2p2.(3P).4f F     | 2[2]* | 5/2  |   4 - 6   |    |                   |        L10621  |
O II      |        403.3155  |        403.3155  |     8 |             |      |   28.6770645   -    31.7503201  | 2s2.2p2.(3P).3d      | 4F    | 3/2  | 2s2.2p2.(3P).4f F     | 2[2]* | 3/2  |   4 - 4   |    |                   |        L10621  |
O II      |        403.5068  |        403.5073  |     9 |             |      |   28.6837549   -    31.7555499  | 2s2.2p2.(3P).3d      | 4F    | 5/2  | 2s2.2p2.(3P).4f F     | 2[3]* | 5/2  |   6 - 6   |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        403.5461  |        403.54891 |   6bl |             |      |   28.6837549   -    31.7552332  | 2s2.2p2.(3P).3d      | 4F    | 5/2  | 2s2.2p2.(3P).4f F     | 2[3]* | 7/2  |   6 - 8   |    |                   |        L10621  |
O II      |        404.1289  |        404.12779 |     9 |             |      |   28.6837549   -    31.7508337  | 2s2.2p2.(3P).3d      | 4F    | 5/2  | 2s2.2p2.(3P).4f F     | 2[2]* | 5/2  |   6 - 6   |    |                   |        L10621  |
O II      |        404.1951  |        404.1955  |     7 |             |      |   28.6837549   -    31.7503201  | 2s2.2p2.(3P).3d      | 4F    | 5/2  | 2s2.2p2.(3P).4f F     | 2[2]* | 3/2  |   6 - 4   |    |                   |        L10621  |
O II      |        404.4942  |        404.4948  |     8 |             |      |   28.6934111   -    31.7577075  | 2s2.2p2.(3P).3d      | 4F    | 7/2  | 2s2.2p2.(3P).4f F     | 2[4]* | 7/2  |   8 - 8   |    |                   |        L10621  |
O II      |        404.6113  |        404.61183 |     7 |             |      |   28.6934111   -    31.7568208  | 2s2.2p2.(3P).3d      | 4F    | 7/2  | 2s2.2p2.(3P).4f F     | 2[4]* | 9/2  |   8 - 10  |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        404.7799  |        404.7798  |     6 |             |      |   28.6934111   -    31.7555499  | 2s2.2p2.(3P).3d      | 4F    | 7/2  | 2s2.2p2.(3P).4f F     | 2[3]* | 5/2  |   8 - 6   |    |                   |        L10621  |
O II      |        404.8214  |        404.82163 |    11 |             |      |   28.6934111   -    31.7552332  | 2s2.2p2.(3P).3d      | 4F    | 7/2  | 2s2.2p2.(3P).4f F     | 2[3]* | 7/2  |   8 - 8   |    |                   |        L10621  |
O II      |        405.4081  |        405.40418 |    9* |             |      |   28.6934111   -    31.7508337  | 2s2.2p2.(3P).3d      | 4F    | 7/2  | 2s2.2p2.(3P).4f F     | 2[2]* | 5/2  |   8 - 6   |    |                   |        L10621  |
O II      |        405.4081  |        405.4094  |    9* |             |      |   31.147582    -    34.204965   | 2s2.2p2.(1D).3d      | 2F    | 7/2  | 2s2.2p2.(1D).4f F     | 2[3]* | 7/2  |   8 - 8   |    |                   |        L10621  |
O II      |        405.4081  |        405.4094  |    9* |             |      |   31.147582    -    34.204965   | 2s2.2p2.(1D).3d      | 2F    | 7/2  | 2s2.2p2.(1D).4f F     | 2[3]* | 5/2  |   8 - 6   |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        405.4528  |        405.4521  |    8* |             |      |   31.147904    -    34.204965   | 2s2.2p2.(1D).3d      | 2F    | 5/2  | 2s2.2p2.(1D).4f F     | 2[3]* | 5/2  |   6 - 6   |    |                   |        L10621  |
O II      |        405.4528  |        405.4521  |    8* |             |      |   31.147904    -    34.204965   | 2s2.2p2.(1D).3d      | 2F    | 5/2  | 2s2.2p2.(1D).4f F     | 2[3]* | 7/2  |   6 - 8   |    |                   |        L10621  |
O I       |                  |        405.477   |       | 2.72e+05    | C+   |   12.3588648   -    15.41574    | 2s2.2p3.(4S*).4p     | 3P    | 1    | 2s2.2p3.(2D*<3/2>).3d | 3S*   | 1    |   3 - 3   |    |             T5803 |                |
O I       |                  |        405.479   |       | 4.56e+05    | B    |   12.3588749   -    15.41574    | 2s2.2p3.(4S*).4p     | 3P    | 2    | 2s2.2p3.(2D*<3/2>).3d | 3S*   | 1    |   5 - 3   |    |             T5803 |                |
O I       |                  |        405.483   |       | 9.05e+04    | C    |   12.3589071   -    15.41574    | 2s2.2p3.(4S*).4p     | 3P    | 0    | 2s2.2p3.(2D*<3/2>).3d | 3S*   | 1    |   1 - 3   |    |             T5803 |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        406.0599  |        406.0600  |   13* |             |      |   31.147582    -    34.200066   | 2s2.2p2.(1D).3d      | 2F    | 7/2  | 2s2.2p2.(1D).4f G     | 2[4]* | 7/2  |   8 - 8   |    |                   |        L10621  |
O II      |        406.0599  |        406.0600  |   13* |             |      |   31.147582    -    34.200066   | 2s2.2p2.(1D).3d      | 2F    | 7/2  | 2s2.2p2.(1D).4f G     | 2[4]* | 9/2  |   8 - 10  |    |                   |        L10621  |
O II      |        406.1028  |        406.1029  |    12 |             |      |   31.147904    -    34.200066   | 2s2.2p2.(1D).3d      | 2F    | 5/2  | 2s2.2p2.(1D).4f G     | 2[4]* | 7/2  |   6 - 8   |    |                   |        L10621  |
O II      |                  |        406.1756  |       |             |      |   28.7060917   -    31.7577075  | 2s2.2p2.(3P).3d      | 4F    | 9/2  | 2s2.2p2.(3P).4f F     | 2[4]* | 7/2  |  10 - 8   |    |                   |         L7243  |
O II      |        406.2936  |        406.29367 |    14 |             |      |   28.7060917   -    31.7568208  | 2s2.2p2.(3P).3d      | 4F    | 9/2  | 2s2.2p2.(3P).4f F     | 2[4]* | 9/2  |  10 - 10  |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        406.5044  |        406.50522 |     7 |             |      |   28.7060917   -    31.7552332  | 2s2.2p2.(3P).3d      | 4F    | 9/2  | 2s2.2p2.(3P).4f F     | 2[3]* | 7/2  |  10 - 8   |    |                   |        L10621  |
O I       |                  |        406.670   |       | 9.60e+04    | C    |   12.3588648   -    15.40677    | 2s2.2p3.(4S*).4p     | 3P    | 1    | 2s2.2p3.(2D*<5/2>).3d | 3D*   | 1    |   3 - 3   |    |             T5803 |                |
O I       |                  |        406.671   |       | 6.43e+03    | D    |   12.3588749   -    15.40677    | 2s2.2p3.(4S*).4p     | 3P    | 2    | 2s2.2p3.(2D*<5/2>).3d | 3D*   | 1    |   5 - 3   |    |             T5803 |                |
O I       |                  |        406.675   |       | 1.28e+05    | C    |   12.3589071   -    15.40677    | 2s2.2p3.(4S*).4p     | 3P    | 0    | 2s2.2p3.(2D*<5/2>).3d | 3D*   | 1    |   1 - 3   |    |             T5803 |                |
O I       |                  |        406.774   |       | 1.74e+05    | C+   |   12.3588648   -    15.40599    | 2s2.2p3.(4S*).4p     | 3P    | 1    | 2s2.2p3.(2D*<5/2>).3d | 3D*   | 2    |   3 - 5   |    |             T5803 |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O I       |                  |        406.775   |       | 5.84e+04    | C    |   12.3588749   -    15.40599    | 2s2.2p3.(4S*).4p     | 3P    | 2    | 2s2.2p3.(2D*<5/2>).3d | 3D*   | 2    |   5 - 5   |    |             T5803 |                |
O I       |                  |        406.951   |       | 2.35e+05    | C+   |   12.3588749   -    15.40468    | 2s2.2p3.(4S*).4p     | 3P    | 2    | 2s2.2p3.(2D*<5/2>).3d | 3D*   | 3    |   5 - 7   |    |             T5803 |                |
O II      |        406.9623  |        406.96230 |    20 | 1.42e+08    | B+   |   25.6313476   -    28.6770645  | 2s2.2p2.(3P).3p      | 4D*   | 1/2  | 2s2.2p2.(3P).3d       | 4F    | 3/2  |   2 - 4   |    |       T6172,T6632 |        L10621  |
O II      |        406.9886  |        406.98819 |    21 | 1.48e+08    | B+   |   25.6382317   -    28.6837549  | 2s2.2p2.(3P).3p      | 4D*   | 3/2  | 2s2.2p2.(3P).3d       | 4F    | 5/2  |   4 - 6   |    |       T6172,T6632 |        L10621  |
O II      |        407.1233  |        407.12389 |    14 |             |      |   28.6934111   -    31.7379192  | 2s2.2p2.(3P).3d      | 4F    | 7/2  | 2s2.2p2.(3P).4f G     | 2[5]* | 9/2  |   8 - 10  |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        407.2157  |        407.21525 |    23 | 1.79e+08    | B+   |   25.6495861   -    28.6934111  | 2s2.2p2.(3P).3p      | 4D*   | 5/2  | 2s2.2p2.(3P).3d       | 4F    | 7/2  |   6 - 8   |    |       T6172,T6632 |        L10621  |
O III     |                  |        407.2643  |       | 3.37e+07    | C+   |   43.397505    -    46.440964   | 2s.2p2.(4P).3s       | 3P    | 0    | 2s.2p2.(4P).3p        | 3D*   | 1    |   1 - 3   |    |           T5376LS |                |
O III     |                  |        407.3984  |       | 4.54e+07    | C+   |   43.409899    -    46.452356   | 2s.2p2.(4P).3s       | 3P    | 1    | 2s.2p2.(4P).3p        | 3D*   | 2    |   3 - 5   |    |           T5376LS |                |
O II      |        407.5862  |        407.58617 |    24 | 1.98e+08    | B+   |   25.6650366   -    28.7060917  | 2s2.2p2.(3P).3p      | 4D*   | 7/2  | 2s2.2p2.(3P).3d       | 4F    | 9/2  |   8 - 10  |    |       T6172,T6632 |        L10621  |
O II      |        407.7715  |        407.77174 |     6 |             |      |   28.6770645   -    31.7167358  | 2s2.2p2.(3P).3d      | 4F    | 3/2  | 2s2.2p2.(3P).4f D     | 2[2]* | 3/2  |   4 - 4   |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        407.8842  |        407.88424 |    17 | 5.21e+07    | B+   |   25.6382317   -    28.6770645  | 2s2.2p2.(3P).3p      | 4D*   | 3/2  | 2s2.2p2.(3P).3d       | 4F    | 3/2  |   4 - 4   |    |       T6172,T6632 |        L10621  |
O III     |                  |        408.1020  |       | 6.02e+07    | C+   |   43.431463    -    46.468675   | 2s.2p2.(4P).3s       | 3P    | 2    | 2s.2p2.(4P).3p        | 3D*   | 3    |   5 - 7   |    |           T5376LS |                |
O II      |        408.3895  |        408.3899  |    15 |             |      |   28.6837549   -    31.718825   | 2s2.2p2.(3P).3d      | 4F    | 5/2  | 2s2.2p2.(3P).4f G     | 2[4]* | 7/2  |   6 - 8   |    |                   |        L10621  |
O III     |                  |        408.4260  |       | 9.02e+04    | C    |   33.857770    -    36.892572   | 2s2.2p.(2P*).3s      | 1P*   | 1    | 2s2.2p.(2P*).3p       | 3S    | 1    |   3 - 3   |    |               u24 |                |
O II      |        408.4652  |        408.46474 |    13 | 7.28e+06    | C    |   25.8487465   -    28.8832607  | 2s2.2p2.(3P).3p      | 4P*   | 5/2  | 2s2.2p2.(3P).3d       | 2F    | 7/2  |   6 - 8   |    |             T6172 |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        408.51125 |        408.51124 |    19 | 4.31e+07    | B+   |   25.6495861   -    28.6837549  | 2s2.2p2.(3P).3p      | 4D*   | 5/2  | 2s2.2p2.(3P).3d       | 4F    | 5/2  |   6 - 6   |    |       T6172,T6632 |         L6915  |
O II      |                  |        408.65881 |       |             |      |   28.6837549   -    31.7168280  | 2s2.2p2.(3P).3d      | 4F    | 5/2  | 2s2.2p2.(3P).4f D     | 2[2]* | 5/2  |   6 - 6   |    |                   |         L7243  |
O II      |        408.7152  |        408.71528 |    15 |             |      |   28.6770645   -    31.7097186  | 2s2.2p2.(3P).3d      | 4F    | 3/2  | 2s2.2p2.(3P).4f G     | 2[3]* | 5/2  |   4 - 6   |    |                   |         L6915  |
O II      |        408.8268  |        408.82672 |     9 |             |      |   28.7060917   -    31.7379192  | 2s2.2p2.(3P).3d      | 4F    | 9/2  | 2s2.2p2.(3P).4f G     | 2[5]* | 9/2  |  10 - 10  |    |                   |        L10621  |
O II      |        408.9288  |        408.92878 |    19 |             |      |   28.7060917   -    31.7371625  | 2s2.2p2.(3P).3d      | 4F    | 9/2  | 2s2.2p2.(3P).4f G     | 2[5]* | 11/2 |  10 - 12  |    |                   |         L6915  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        408.9295  |       | 2.49e+07    | C+   |   43.409899    -    46.440964   | 2s.2p2.(4P).3s       | 3P    | 1    | 2s.2p2.(4P).3p        | 3D*   | 1    |   3 - 3   |    |           T5376LS |                |
O II      |        409.29289 |        409.29287 |    17 | 2.45e+07    | B+   |   25.6650366   -    28.6934111  | 2s2.2p2.(3P).3p      | 4D*   | 7/2  | 2s2.2p2.(3P).3d       | 4F    | 7/2  |   8 - 8   |    |       T6172,T6632 |         L6915  |
O II      |        409.4140  |        409.41401 |    11 | 3.85e+06    | C+   |   25.6495861   -    28.6770645  | 2s2.2p2.(3P).3p      | 4D*   | 5/2  | 2s2.2p2.(3P).3d       | 4F    | 3/2  |   6 - 4   |    |       T6172,T6632 |        L10621  |
O II      |        409.5644  |        409.56437 |    15 |             |      |   28.6837549   -    31.7101220  | 2s2.2p2.(3P).3d      | 4F    | 5/2  | 2s2.2p2.(3P).4f G     | 2[3]* | 7/2  |   6 - 8   |    |                   |         L6915  |
O II      |        409.6188  |        409.61896 |    11 |             |      |   28.6837549   -    31.7097186  | 2s2.2p2.(3P).3d      | 4F    | 5/2  | 2s2.2p2.(3P).4f G     | 2[3]* | 5/2  |   6 - 6   |    |                   |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        409.6525  |        409.65260 |    15 | 1.73e+07    | C    |   25.8373469   -    28.8630622  | 2s2.2p2.(3P).3p      | 4P*   | 3/2  | 2s2.2p2.(3P).3d       | 2F    | 5/2  |   4 - 6   |    |             T6172 |         L6915  |
O II      |        409.6929  |        409.6934  |     9 |             |      |   28.6934111   -    31.718825   | 2s2.2p2.(3P).3d      | 4F    | 7/2  | 2s2.2p2.(3P).4f G     | 2[4]* | 7/2  |   8 - 8   |    |                   |        L10621  |
O II      |        409.7258  |        409.72249 |   17* | 3.79e+07    | C+   |   25.8316245   -    28.8568237  | 2s2.2p2.(3P).3p      | 4P*   | 1/2  | 2s2.2p2.(3P).3d       | 4D    | 3/2  |   2 - 4   |    |            T6632n |         L6915  |
O II      |        409.7258  |        409.72568 |   17* |             |      |   28.6934111   -    31.7185867  | 2s2.2p2.(3P).3d      | 4F    | 7/2  | 2s2.2p2.(3P).4f G     | 2[4]* | 9/2  |   8 - 10  |    |                   |         L6915  |
O II      |        409.8243  |        409.82435 |    14 |             |      |   28.6770645   -    31.7015119  | 2s2.2p2.(3P).3d      | 4F    | 3/2  | 2s2.2p2.(3P).4f D     | 2[3]* | 5/2  |   4 - 6   |    |                   |         L6915  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        410.3001  |        410.29994 |    14 | 5.32e+07    | C+   |   25.8316245   -    28.8525662  | 2s2.2p2.(3P).3p      | 4P*   | 1/2  | 2s2.2p2.(3P).3d       | 4D    | 1/2  |   2 - 2   |    |            T6632n |         L6915  |
O III     |                  |        410.3066  |       | 1.48e+07    | C+   |   43.431463    -    46.452356   | 2s.2p2.(4P).3s       | 3P    | 2    | 2s.2p2.(4P).3p        | 3D*   | 2    |   5 - 5   |    |           T5376LS |                |
O II      |        410.47231 |        410.47235 |    16 | 3.29e+07    | C+   |   25.8373469   -    28.8570197  | 2s2.2p2.(3P).3p      | 4P*   | 3/2  | 2s2.2p2.(3P).3d       | 4D    | 5/2  |   4 - 6   |    |            T6632n |         L6915  |
O II      |        410.4993  |        410.49899 |    18 | 9.55e+07    | C+   |   25.8373469   -    28.8568237  | 2s2.2p2.(3P).3p      | 4P*   | 3/2  | 2s2.2p2.(3P).3d       | 4D    | 3/2  |   4 - 4   |    |            T6632n |         L6915  |
O II      |        410.6019  |        410.60214 |     9 | 1.51e+06    | B+   |   25.6650366   -    28.6837549  | 2s2.2p2.(3P).3p      | 4D*   | 7/2  | 2s2.2p2.(3P).3d       | 4F    | 5/2  |   8 - 6   |    |       T6172,T6632 |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        410.7091  |        410.70920 |    13 |             |      |   28.6837549   -    31.7016863  | 2s2.2p2.(3P).3d      | 4F    | 5/2  | 2s2.2p2.(3P).4f D     | 2[3]* | 7/2  |   6 - 8   |    |                   |         L6915  |
O II      |        410.7333  |        410.73294 |     6 |             |      |   28.6837549   -    31.7015119  | 2s2.2p2.(3P).3d      | 4F    | 5/2  | 2s2.2p2.(3P).4f D     | 2[3]* | 5/2  |   6 - 6   |    |                   |        L10621  |
O II      |        410.8753  |        410.87538 |     9 |             |      |   28.6934111   -    31.7101220  | 2s2.2p2.(3P).3d      | 4F    | 7/2  | 2s2.2p2.(3P).4f G     | 2[3]* | 7/2  |   8 - 8   |    |                   |        L10621  |
O II      |        410.9287  |        410.93032 |     6 |             |      |   28.6934111   -    31.7097186  | 2s2.2p2.(3P).3d      | 4F    | 7/2  | 2s2.2p2.(3P).4f G     | 2[3]* | 5/2  |   8 - 6   |    |                   |        L10621  |
O II      |        410.9839  |        410.9841  |     6 | 1.21e+06    | D    |   28.358142    -    31.374055   | 2s2.2p2.(1D).3p      | 2F*   | 5/2  | 2s2.2p2.(1D).3d       | 2D    | 5/2  |   6 - 6   |    |           T5723LS |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        411.0198  |        411.0192  |    10 | 2.54e+07    | D    |   28.358142    -    31.373797   | 2s2.2p2.(1D).3p      | 2F*   | 5/2  | 2s2.2p2.(1D).3d       | 2D    | 3/2  |   6 - 4   |    |           T5723LS |        L10621  |
O II      |        411.07858 |        411.07863 |    15 | 8.05e+07    | C+   |   25.8373469   -    28.8525662  | 2s2.2p2.(3P).3p      | 4P*   | 3/2  | 2s2.2p2.(3P).3d       | 4D    | 1/2  |   4 - 2   |    |            T6632n |         L6915  |
O II      |        411.2022  |        411.20186 |    15 | 1.81e+07    | C    |   25.8487465   -    28.8630622  | 2s2.2p2.(3P).3p      | 4P*   | 5/2  | 2s2.2p2.(3P).3d       | 2F    | 5/2  |   6 - 6   |    |             T6172 |        L10621  |
O II      |        411.3835  |        411.3834  |    12 | 2.41e+07    | D    |   28.361069    -    31.374055   | 2s2.2p2.(1D).3p      | 2F*   | 7/2  | 2s2.2p2.(1D).3d       | 2D    | 5/2  |   8 - 6   |    |           T5723LS |        L10621  |
O II      |                  |        411.4178  |       |             |      |   28.7060917   -    31.718825   | 2s2.2p2.(3P).3d      | 4F    | 9/2  | 2s2.2p2.(3P).4f G     | 2[4]* | 7/2  |  10 - 8   |    |                   |         L7243  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        411.4502  |        411.45039 |     8 |             |      |   28.7060917   -    31.7185867  | 2s2.2p2.(3P).3d      | 4F    | 9/2  | 2s2.2p2.(3P).4f G     | 2[4]* | 9/2  |  10 - 10  |    |                   |        L10621  |
O IV      |                  |        411.627   |       | 2.87e+04    | C+   |   71.3925      -    74.4037     | 2s.2p.(1P*).3d       | 2D*   | 3/2  | 2p2.(1D).3s           | 2D    | 5/2  |   4 - 6   |    |           T5109LS |                |
O III     |                  |        411.8598  |       | 1.63e+06    | C+   |   43.431463    -    46.440964   | 2s.2p2.(4P).3s       | 3P    | 2    | 2s.2p2.(4P).3p        | 3D*   | 1    |   5 - 3   |    |           T5376LS |                |
O IV      |                  |        411.864   |       | 3.87e+05    | B    |   71.3925      -    74.4019     | 2s.2p.(1P*).3d       | 2D*   | 3/2  | 2p2.(1D).3s           | 2D    | 3/2  |   4 - 4   |    |           T5109LS |                |
O II      |        411.9215  |        411.92165 |    22 | 1.39e+08    | C+   |   25.8487465   -    28.8577951  | 2s2.2p2.(3P).3p      | 4P*   | 5/2  | 2s2.2p2.(3P).3d       | 4D    | 7/2  |   6 - 8   |    |            T6632n |         L6915  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O V       |                  |        411.942   |       | 3.66e+07    | B    |   80.97161     -    83.98051    | 1s2.2p.(2P*<1/2>).3s | 3P*   | 1    | 1s2.2p.(2P*<1/2>).3p  | 3D    | 2    |   3 - 5   |    |            T3843n |                |
O II      |                  |        412.02756 |       |             |      |   28.6934111   -    31.7016863  | 2s2.2p2.(3P).3d      | 4F    | 7/2  | 2s2.2p2.(3P).4f D     | 2[3]* | 7/2  |   8 - 8   |    |                   |         L7243  |
O II      |        412.0280  |        412.02783 |    17 | 2.25e+07    | C+   |   25.8487465   -    28.8570197  | 2s2.2p2.(3P).3p      | 4P*   | 5/2  | 2s2.2p2.(3P).3d       | 4D    | 5/2  |   6 - 6   |    |            T6632n |         L6915  |
O V       |                  |        412.049   |       | 3.33e+07    | B    |   84.79811     -    87.80623    | 1s2.2p.(2P*<3/2>).3p | 3S    | 1    | 1s2.2p.(2P*<3/2>).3d  | 3P*   | 0    |   3 - 1   |    |            T3843n |                |
O II      |        412.0544  |        412.05468 |    14 | 2.95e+07    | C    |   25.8487465   -    28.8568237  | 2s2.2p2.(3P).3p      | 4P*   | 5/2  | 2s2.2p2.(3P).3d       | 4D    | 3/2  |   6 - 4   |    |            T6172n |         L6915  |
