---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed     |       Ritz       |  Rel. |     Aki     | Acc. |         Ei           Ek         |             Lower level             |             Upper level              |  gi   gk  |Type|               TP  |          Line  |
          |    Wavelength    |    Wavelength    |  Int. |   (s^-1)    |      |        (eV)         (eV)        |-------------------------------------|--------------------------------------|           |    |              Ref. |          Ref.  |
          |     Air (nm)     |     Air (nm)     |       |             |      |                                 | Conf.                | Term  | J    | Conf.                 | Term  | J    |           |    |                   |                |
O II      |                  |        217.355   |       | 4.88e+04    | E    |   28.361069    -    34.06351    | 2s2.2p2.(1D).3p      | 2F*   | 7/2  | 2s2.2p2.(1D).4d       | 2F    | 5/2  |   8 - 6   |    |           T5723LS |         L7243  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        218.054   |       | 3.60e+05    | B    |   62.17922     -    67.8634     | 2s.2p.(3P*).3d       | 2D*   | 3/2  | 2s.2p.(1P*).3p        | 2D    | 5/2  |   4 - 6   |    |           T5109LS |                |
O III     |                  |        218.1571  |       | 4.40e+05    | C    |   35.181719    -    40.863194   | 2p4                  | 3P    | 2    | 2s2.2p.(2P*).3d       | 3P*   | 1    |   5 - 3   |    |    T5376,T5791,LS |                |
O IV      |                  |        218.192   |       | 4.85e+06    | B    |   62.17922     -    67.8598     | 2s.2p.(3P*).3d       | 2D*   | 3/2  | 2s.2p.(1P*).3p        | 2D    | 3/2  |   4 - 4   |    |           T5109LS |                |
O II      |        218.2580  |        218.2569  |     4 | 1.15e+07    | C    |   26.3047205   -    31.983597   | 2s2.2p2.(3P).3p      | 4S*   | 3/2  | 2s2.2p2.(3P).5s       | 4P    | 5/2  |   4 - 6   |    |           T5723LS |        L10621  |
O IV      |                  |        218.317   |       | 5.02e+06    | B    |   62.18606     -    67.8634     | 2s.2p.(3P*).3d       | 2D*   | 5/2  | 2s.2p.(1P*).3p        | 2D    | 5/2  |   6 - 6   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        218.455   |       | 5.37e+05    | B    |   62.18606     -    67.8598     | 2s.2p.(3P*).3d       | 2D*   | 5/2  | 2s.2p.(1P*).3p        | 2D    | 3/2  |   6 - 4   |    |           T5109LS |                |
O II      |                  |        218.6338  |       | 9.17e+04    | C    |   20.579946    -    26.2490332  | 2s.2p4               | 2D    | 5/2  | 2s2.2p2.(3P).3p       | 2D*   | 5/2  |   6 - 6   |    |             T6172 |         L7243  |
O III     |                  |        218.7016  |       | 7.85e+05    | C    |   35.181719    -    40.849049   | 2p4                  | 3P    | 2    | 2s2.2p.(2P*).3d       | 3P*   | 2    |   5 - 5   |    |    T5376,T5791,LS |                |
O III     |                  |        218.9045  |       | 1.04e+06    | C    |   35.208710    -    40.870788   | 2p4                  | 3P    | 1    | 2s2.2p.(2P*).3d       | 3P*   | 0    |   3 - 1   |    |    T5376,T5791,LS |                |
O II      |        219.0481  |        219.0469  |     4 | 1.13e+07    | C    |   26.3047205   -    31.963117   | 2s2.2p2.(3P).3p      | 4S*   | 3/2  | 2s2.2p2.(3P).5s       | 4P    | 3/2  |   4 - 4   |    |           T5723LS |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        219.1985  |       | 2.60e+05    | C    |   35.208710    -    40.863194   | 2p4                  | 3P    | 1    | 2s2.2p.(2P*).3d       | 3P*   | 1    |   3 - 3   |    |    T5376,T5791,LS |                |
O II      |        219.5464  |        219.5482  |     3 | 1.13e+07    | C    |   26.3047205   -    31.950199   | 2s2.2p2.(3P).3p      | 4S*   | 3/2  | 2s2.2p2.(3P).5s       | 4P    | 1/2  |   4 - 2   |    |           T5723LS |        L10621  |
O II      |                  |        219.5880  |       | 8.36e+04    | C    |   20.580943    -    26.2253999  | 2s.2p4               | 2D    | 3/2  | 2s2.2p2.(3P).3p       | 2D*   | 3/2  |   4 - 4   |    |             T6172 |         L7243  |
O III     |                  |        219.6537  |       | 3.45e+05    | C    |   35.220427    -    40.863194   | 2p4                  | 3P    | 0    | 2s2.2p.(2P*).3d       | 3P*   | 1    |   1 - 3   |    |    T5376,T5791,LS |                |
O III     |                  |        219.7483  |       | 2.58e+05    | C    |   35.208710    -    40.849049   | 2p4                  | 3P    | 1    | 2s2.2p.(2P*).3d       | 3P*   | 2    |   3 - 5   |    |    T5376,T5791,LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        221.5701  |        221.5713  |     1 | 1.15e+06    | D    |   26.5536856   -    32.147623   | 2s2.2p2.(3P).3p      | 2P*   | 1/2  | 2s2.2p2.(1D).4s       | 2D    | 3/2  |   2 - 4   |    |           T5723LS |        L10621  |
O II      |                  |        221.8651  |       | 2.30e+05    | E    |   26.5610938   -    32.147623   | 2s2.2p2.(3P).3p      | 2P*   | 3/2  | 2s2.2p2.(1D).4s       | 2D    | 3/2  |   4 - 4   |    |           T5723LS |         L7243  |
O II      |        221.8679  |        221.8674  |     1 | 1.38e+06    | D    |   26.5610938   -    32.147566   | 2s2.2p2.(3P).3p      | 2P*   | 3/2  | 2s2.2p2.(1D).4s       | 2D    | 5/2  |   4 - 6   |    |           T5723LS |        L10621  |
O II      |                  |        222.247   |       | 3.06e+06    | D    |   28.509803    -    34.08673    | 2s2.2p2.(1D).3p      | 2D*   | 5/2  | 2s2.2p2.(1D).4d       | 2D    | 5/2  |   6 - 6   |    |           T5723LS |         L7243  |
O II      |                  |        222.307   |       | 3.27e+05    | E    |   28.509803    -    34.08524    | 2s2.2p2.(1D).3p      | 2D*   | 5/2  | 2s2.2p2.(1D).4d       | 2D    | 3/2  |   6 - 4   |    |           T5723LS |         L7243  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |                  |        222.353   |       | 2.18e+05    | E    |   28.512452    -    34.08673    | 2s2.2p2.(1D).3p      | 2D*   | 3/2  | 2s2.2p2.(1D).4d       | 2D    | 5/2  |   4 - 6   |    |           T5723LS |         L7243  |
O II      |                  |        222.412   |       | 2.94e+06    | D    |   28.512452    -    34.08524    | 2s2.2p2.(1D).3p      | 2D*   | 3/2  | 2s2.2p2.(1D).4d       | 2D    | 3/2  |   4 - 4   |    |           T5723LS |         L7243  |
O III     |                  |        222.8160  |       | 6.47e+07    | B    |   38.906585    -    44.469276   | 2s2.2p.(2P*).3p      | 1S    | 0    | 2s2.2p.(2P*).4s       | 1P*   | 1    |   1 - 3   |    |             T5376 |                |
O III     |                  |        222.892   |       | 1.75e+07    | C+   |   45.914966    -    51.476      | 2s2.2p.(2P*).4p      | 3P    | 0    | 2s2.2p.(2P*).6d       | 3D*   | 1    |   1 - 3   |    |           T5376LS |                |
O II      |                  |        222.974   |       | 6.36e+06    | D    |   28.509803    -    34.06856    | 2s2.2p2.(1D).3p      | 2D*   | 5/2  | 2s2.2p2.(1D).4d       | 2F    | 7/2  |   6 - 8   |    |           T5723LS |         L7243  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |                  |        223.177   |       | 4.23e+05    | E    |   28.509803    -    34.06351    | 2s2.2p2.(1D).3p      | 2D*   | 5/2  | 2s2.2p2.(1D).4d       | 2F    | 5/2  |   6 - 6   |    |           T5723LS |         L7243  |
O II      |                  |        223.283   |       | 5.91e+06    | D    |   28.512452    -    34.06351    | 2s2.2p2.(1D).3p      | 2D*   | 3/2  | 2s2.2p2.(1D).4d       | 2F    | 5/2  |   4 - 6   |    |           T5723LS |         L7243  |
O III     |                  |        223.336   |       | 2.35e+07    | C+   |   45.926018    -    51.476      | 2s2.2p.(2P*).4p      | 3P    | 1    | 2s2.2p.(2P*).6d       | 3D*   | 2    |   3 - 5   |    |           T5376LS |                |
O III     |                  |        223.336   |       | 1.31e+07    | C+   |   45.926018    -    51.476      | 2s2.2p.(2P*).4p      | 3P    | 1    | 2s2.2p.(2P*).6d       | 3D*   | 1    |   3 - 3   |    |           T5376LS |                |
O III     |                  |        223.877   |       | 8.66e+05    | C    |   45.939429    -    51.476      | 2s2.2p.(2P*).4p      | 3P    | 2    | 2s2.2p.(2P*).6d       | 3D*   | 1    |   5 - 3   |    |           T5376LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O III     |                  |        223.877   |       | 3.12e+07    | C+   |   45.939429    -    51.476      | 2s2.2p.(2P*).4p      | 3P    | 2    | 2s2.2p.(2P*).6d       | 3D*   | 3    |   5 - 7   |    |           T5376LS |                |
O III     |                  |        223.877   |       | 7.79e+06    | C+   |   45.939429    -    51.476      | 2s2.2p.(2P*).4p      | 3P    | 2    | 2s2.2p.(2P*).6d       | 3D*   | 2    |   5 - 5   |    |           T5376LS |                |
O IV      |                  |        224.312   |       | 1.49e+07    | B    |   76.3037      -    81.8293     | 2p2.(3P).3p          | 2D*   | 5/2  | 2p2.(1D).3d           | 2P    | 3/2  |   6 - 4   |    |           T5109LS |                |
O IV      |                  |        224.458   |       | 1.65e+07    | B    |   76.307       -    81.8293     | 2p2.(3P).3p          | 2D*   | 3/2  | 2p2.(1D).3d           | 2P    | 1/2  |   4 - 2   |    |           T5109LS |                |
O IV      |                  |        224.458   |       | 1.65e+06    | B    |   76.307       -    81.8293     | 2p2.(3P).3p          | 2D*   | 3/2  | 2p2.(1D).3d           | 2P    | 3/2  |   4 - 4   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O II      |        224.9719  |        224.9708  |     1 | 3.59e+06    | D    |   26.5536856   -    32.063101   | 2s2.2p2.(3P).3p      | 2P*   | 1/2  | 2s2.2p2.(3P).5s       | 2P    | 3/2  |   2 - 4   |    |           T5723LS |        L10621  |
O II      |        225.2746  |        225.2738  |     7 | 1.79e+07    | D    |   26.5610938   -    32.063101   | 2s2.2p2.(3P).3p      | 2P*   | 3/2  | 2s2.2p2.(3P).5s       | 2P    | 3/2  |   4 - 4   |    |           T5723LS |        L10621  |
O II      |        225.9625  |        225.9630  |     3 | 1.42e+07    | D    |   26.5536856   -    32.038913   | 2s2.2p2.(3P).3p      | 2P*   | 1/2  | 2s2.2p2.(3P).5s       | 2P    | 1/2  |   2 - 2   |    |           T5723LS |        L10621  |
O II      |        226.2685  |        226.2686  |     1 | 7.06e+06    | D    |   26.5610938   -    32.038913   | 2s2.2p2.(3P).3p      | 2P*   | 3/2  | 2s2.2p2.(3P).5s       | 2P    | 1/2  |   4 - 2   |    |           T5723LS |        L10621  |
O IV      |                  |        227.518   |       | 3.45e+05    | C+   |   73.5565      -    79.0042     | 2s.2p.(3P*).4d       | 4P*   | 5/2  | 2p2.(3P).3d           | 4P    | 3/2  |   6 - 4   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        227.886   |       | 6.36e+05    | C+   |   73.5730      -    79.0119     | 2s.2p.(3P*).4d       | 4P*   | 3/2  | 2p2.(3P).3d           | 4P    | 1/2  |   4 - 2   |    |           T5109LS |                |
O IV      |                  |        227.964   |       | 7.38e+06    | B    |   68.1733      -    73.6104     | 2s.2p.(1P*).3p       | 2P    | 3/2  | 2s.2p.(3P*).4d        | 2D*   | 5/2  |   4 - 6   |    |           T5109LS |                |
O IV      |                  |        228.032   |       | 5.33e+05    | B    |   73.5565      -    78.9919     | 2s.2p.(3P*).4d       | 4P*   | 5/2  | 2p2.(3P).3d           | 4P    | 5/2  |   6 - 6   |    |           T5109LS |                |
O IV      |                  |        228.058   |       | 6.15e+06    | B    |   68.1655      -    73.6004     | 2s.2p.(1P*).3p       | 2P    | 1/2  | 2s.2p.(3P*).4d        | 2D*   | 3/2  |   2 - 4   |    |           T5109LS |                |
O IV      |                  |        228.209   |       | 1.01e+05    | C    |   73.5730      -    79.0042     | 2s.2p.(3P*).4d       | 4P*   | 3/2  | 2p2.(3P).3d           | 4P    | 3/2  |   4 - 4   |    |           T5109LS |                |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        228.235   |       | 1.27e+05    | C    |   73.5813      -    79.0119     | 2s.2p.(3P*).4d       | 4P*   | 1/2  | 2p2.(3P).3d           | 4P    | 1/2  |   2 - 2   |    |           T5109LS |                |
O II      |        228.3447  |        228.3444  |     8 | 7.19e+06    | D    |   26.2253999   -    31.653427   | 2s2.2p2.(3P).3p      | 2D*   | 3/2  | 2s2.2p2.(3P).4d       | 2F    | 5/2  |   4 - 6   |    |           T5723LS |        L10621  |
O III     |                  |        228.377   |       | 1.62e+07    | C+   |   45.986014    -    51.4133     | 2s2.2p.(2P*).4p      | 1D    | 2    | 2s2.2p.(2P*).6d       | 1D*   | 2    |   5 - 5   |    |             T5376 |                |
O IV      |                  |        228.386   |       | 1.22e+06    | B    |   68.1733      -    73.6004     | 2s.2p.(1P*).3p       | 2P    | 3/2  | 2s.2p.(3P*).4d        | 2D*   | 3/2  |   4 - 4   |    |           T5109LS |                |
O II      |        228.4836  |        228.4833  |     9 | 7.69e+06    | D    |   26.2490332   -    31.673759   | 2s2.2p2.(3P).3p      | 2D*   | 5/2  | 2s2.2p2.(3P).4d       | 2F    | 7/2  |   6 - 8   |    |           T5723LS |        L10621  |
          |                  |                  |       |             |      |                                 |                      |       |      |                       |       |      |           |    |                   |                |
O IV      |                  |        228.558   |       | 3.15e+05    | C+   |   73.5813      -    79.0042     | 2s.2p.(3P*).4d       | 4P*   | 1/2  | 2p2.(3P).3d           | 4P    | 3/2  |   2 - 4   |    |           T5109LS |                |
O III     |                  |        228.6332  |       | 6.42e+05    | D    |   44.229664    -    49.650834   | 2s2.2p.(2P*).4s      | 3P*   | 0    | 2s.2p2.(4P).3d        | 3P    | 1    |   1 - 3   |    |           T5376LS |                |
