--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |    Observed     |      Ritz       |  Rel. |     Aki     | Acc. |        Ei           Ek        |            Lower level            |            Upper level            |  gi   gk  |Type|            TP  |   Line  |
          |   Wavelength    |   Wavelength    |  Int. |   (s^-1)    |      |       (eV)         (eV)       |-----------------------------------|-----------------------------------|           |    |           Ref. |   Ref.  |
          |    Air (nm)     |    Air (nm)     |       |             |      |                               | Conf.                | Term | J   | Conf.                | Term | J   |           |    |                |         |
N I       |                 |        611.616  |       | 4.4e-04     | D    |   10.3300943  -    12.3566900 | 2s2.2p2.(3P).3s      | 4P   | 3/2 | 2s2.2p2.(1D).3s      | 2D   | 5/2 |   4 - 6   | M1 |          T7370 |         |
N IV      |                 |        611.923  |       | 6.99e+04    | B    |   61.78260    -    63.80818   | 1s2.2p.(2P*<1/2>).3d | 1D*  | 2   | 1s2.2s.4d            | 1D   | 2   |   5 - 5   |    |          T5633 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |        613.372  |       | 2.2e-03     | D    |   10.3358955  -    12.3566900 | 2s2.2p2.(3P).3s      | 4P   | 5/2 | 2s2.2p2.(1D).3s      | 2D   | 5/2 |   6 - 6   | M1 |          T7370 |         |
N II      |                 |        613.689  |       | 1.90e+06    | C+   |   23.131853   -    25.151603  | 2s2.2p.3d            | 3F*  | 3   | 2s2.2p.4p            | 3D   | 3   |   7 - 7   |    |         T6385n |         |
N II      |                 |        615.075  |       | 2.89e+06    | C+   |   23.124489   -    25.139688  | 2s2.2p.3d            | 3F*  | 2   | 2s2.2p.4p            | 3D   | 2   |   5 - 5   |    |         T6385n |         |
N II      |        616.776  |        616.775  |   285 | 2.65e+07    | C+   |   23.141959   -    25.151603  | 2s2.2p.3d            | 3F*  | 4   | 2s2.2p.4p            | 3D   | 3   |   9 - 7   |    |         T6385n |  L3513  |
N II      |                 |        617.016  |       | 2.85e+07    | C+   |   23.124489   -    25.133347  | 2s2.2p.3d            | 3F*  | 2   | 2s2.2p.4p            | 3D   | 1   |   5 - 3   |    |         T6385n |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        617.331  |       | 2.62e+07    | C+   |   23.131853   -    25.139688  | 2s2.2p.3d            | 3F*  | 3   | 2s2.2p.4p            | 3D   | 2   |   7 - 5   |    |         T6385n |         |
N II      |                 |        617.434  |       | 1.40e+06    | B    |   25.653600   -    27.661100  | 2s2.2p.4p            | 1S   | 0   | 2s2.2p.6s            | 1P*  | 1   |   1 - 3   |    |          T5520 |         |
N I       |                 |        618.7123 |       | 9.02e+03    | D+   |   12.0001428  -    14.0034955 | 2s2.2p2.(3P).3p      | 2D*  | 3/2 | 2s2.2p2.(3P).5d      | 2D   | 5/2 |   4 - 6   |    |         u18,LS |         |
N I       |                 |        619.4313 |       | 1.21e+05    | C    |   12.0001428  -    14.0011703 | 2s2.2p2.(3P).3p      | 2D*  | 3/2 | 2s2.2p2.(3P).5d      | 2D   | 3/2 |   4 - 4   |    |         u18,LS |         |
N I       |                 |        620.198  |       | 2.80e+05    | D+   |   11.9955752  -    13.994130  | 2s2.2p2.(3P).3p      | 4S*  | 3/2 | 2s2.2p2.(3P).5d      | 4P   | 1/2 |   4 - 2   |    |        T5723LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        620.942  |       | 9.84e+04    | D    |   23.239295   -    25.235453  | 2s2.2p.3d            | 3D*  | 1   | 2s2.2p.4p            | 3S   | 1   |   3 - 3   |    |          T6385 |         |
N II      |                 |        621.036  |       | 1.66e+04    | D    |   23.196373   -    25.192229  | 2s2.2p.3d            | 1D*  | 2   | 2s2.2p.4p            | 3P   | 1   |   5 - 3   |    |          T6385 |         |
N IV      |                 |        621.239  |       | 2.63e+07    | B    |   60.45561    -    62.45082   | 1s2.2s.4s            | 3S   | 1   | 1s2.2s.4p            | 3P*  | 0   |   3 - 1   |    |        T5633LS |         |
N I       |                 |        621.441  |       | 2.78e+05    | D+   |   11.9955752  -    13.990131  | 2s2.2p2.(3P).3p      | 4S*  | 3/2 | 2s2.2p2.(3P).5d      | 4P   | 3/2 |   4 - 4   |    |        T5723LS |         |
N IV      |                 |        621.545  |       | 2.63e+07    | B    |   60.45561    -    62.44984   | 1s2.2s.4s            | 3S   | 1   | 1s2.2s.4p            | 3P*  | 1   |   3 - 3   |    |        T5633LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |        621.6505 |       | 1.25e+05    | C    |   12.0096115  -    14.0034955 | 2s2.2p2.(3P).3p      | 2D*  | 5/2 | 2s2.2p2.(3P).5d      | 2D   | 5/2 |   6 - 6   |    |         u18,LS |         |
N II      |                 |        621.869  |       | 2.83e+05    | D    |   23.242271   -    25.235453  | 2s2.2p.3d            | 3D*  | 2   | 2s2.2p.4p            | 3S   | 1   |   5 - 3   |    |          T6385 |         |
N I       |                 |        621.9654 |       | 2.77e+05    | D+   |   11.9955752  -    13.9884500 | 2s2.2p2.(3P).3p      | 4S*  | 3/2 | 2s2.2p2.(3P).5d      | 4P   | 5/2 |   4 - 6   |    |        T5723LS |         |
N IV      |                 |        621.989  |       | 2.62e+07    | B    |   60.45561    -    62.44841   | 1s2.2s.4s            | 3S   | 1   | 1s2.2s.4p            | 3P*  | 2   |   3 - 5   |    |        T5633LS |         |
N I       |                 |        622.3763 |       | 1.33e+04    | D+   |   12.0096115  -    14.0011703 | 2s2.2p2.(3P).3p      | 2D*  | 5/2 | 2s2.2p2.(3P).5d      | 2D   | 3/2 |   6 - 4   |    |         u18,LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |        623.7672 |       | 2.81e+05    | C    |   12.0096115  -    13.9967295 | 2s2.2p2.(3P).3p      | 2D*  | 5/2 | 2s2.2p2.(3P).5d      | 2F   | 7/2 |   6 - 8   |    |         u18,LS |         |
N I       |                 |        623.8587 |       | 2.62e+05    | C    |   12.0001428  -    13.9869695 | 2s2.2p2.(3P).3p      | 2D*  | 3/2 | 2s2.2p2.(3P).5d      | 2F   | 5/2 |   4 - 6   |    |         u18,LS |         |
N II      |                 |        624.241  |       | 3.03e+07    | B    |   23.474568   -    25.460177  | 2s2.2p.3d            | 1F*  | 3   | 2s2.2p.4p            | 1D   | 2   |   7 - 5   |    |    T5520,T6385 |         |
N I       |                 |        626.8461 |       | 1.85e+04    | C    |   12.0096115  -    13.9869695 | 2s2.2p2.(3P).3p      | 2D*  | 5/2 | 2s2.2p2.(3P).5d      | 2F   | 5/2 |   6 - 6   |    |         u18,LS |         |
N I       |                 |        627.5512 |       | 3.75e+05    | D+   |   11.9955752  -    13.9707116 | 2s2.2p2.(3P).3p      | 4S*  | 3/2 | 2s2.2p2.(3P).6s      | 4P   | 5/2 |   4 - 6   |    |        T5723LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        628.432  |       | 4.63e+06    | D    |   21.599539   -    23.571905  | 2s2.2p.3p            | 1D   | 2   | 2s2.2p.3d            | 1P*  | 1   |   5 - 3   |    |          T7333 |         |
N II      |                 |        628.569  |       | 1.10e+05    | A    |   21.159916   -    23.131853  | 2s2.2p.3p            | 3P   | 2   | 2s2.2p.3d            | 3F*  | 3   |   5 - 7   |    |          T7333 |         |
N II      |                 |        628.611  |       | 4.50e+04    | A    |   21.152682   -    23.124489  | 2s2.2p.3p            | 3P   | 1   | 2s2.2p.3d            | 3F*  | 2   |   3 - 5   |    |          T7333 |         |
N I       |                 |        630.3915 |       | 3.70e+05    | D+   |   11.9955752  -    13.9618124 | 2s2.2p2.(3P).3p      | 4S*  | 3/2 | 2s2.2p2.(3P).6s      | 4P   | 3/2 |   4 - 4   |    |        T5723LS |         |
N II      |                 |        630.925  |       | 1.71e+04    | A    |   21.159916   -    23.124489  | 2s2.2p.3p            | 3P   | 2   | 2s2.2p.3d            | 3F*  | 2   |   5 - 5   |    |          T7333 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        631.880  |       | 3.02e+05    | B    |   23.239295   -    25.200901  | 2s2.2p.3d            | 3D*  | 1   | 2s2.2p.4p            | 3P   | 2   |   3 - 5   |    |         T6385n |         |
N I       |                 |        632.1511 |       | 3.67e+05    | D+   |   11.9955752  -    13.9563395 | 2s2.2p2.(3P).3p      | 4S*  | 3/2 | 2s2.2p2.(3P).6s      | 4P   | 1/2 |   4 - 2   |    |        T5723LS |         |
N II      |                 |        632.840  |       | 4.28e+06    | B    |   23.242271   -    25.200901  | 2s2.2p.3d            | 3D*  | 2   | 2s2.2p.4p            | 3P   | 2   |   5 - 5   |    |         T6385n |         |
N II      |                 |        633.080  |       | 1.39e+06    | B    |   25.460177   -    27.418065  | 2s2.2p.4p            | 1D   | 2   | 2s2.2p.5d            | 1F*  | 3   |   5 - 7   |    |          T5520 |         |
N II      |                 |        634.058  |       | 2.13e+07    | B    |   23.246033   -    25.200901  | 2s2.2p.3d            | 3D*  | 3   | 2s2.2p.4p            | 3P   | 2   |   7 - 5   |    |         T6385n |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N V       |                 |        634.298  |       | 1.63e+07    | B    |  [92.53063]   -    94.4848    | 1s2.8p               | 2P*  | 3/2 | 1s2.10d              | 2D   | 5/2 |   4 - 6   |    |        T3225LS |         |
N II      |                 |        634.686  |       | 6.93e+06    | B    |   23.239295   -    25.192229  | 2s2.2p.3d            | 3D*  | 1   | 2s2.2p.4p            | 3P   | 1   |   3 - 3   |    |         T6385n |         |
N V       |                 |        635.068  |       | 1.35e+07    | B    |  [92.53015]   -    94.4819    | 1s2.8p               | 2P*  | 1/2 | 1s2.10d              | 2D   | 3/2 |   2 - 4   |    |        T3225LS |         |
N V       |                 |        635.225  |       | 2.70e+06    | B    |  [92.53063]   -    94.4819    | 1s2.8p               | 2P*  | 3/2 | 1s2.10d              | 2D   | 3/2 |   4 - 4   |    |        T3225LS |         |
N II      |                 |        635.654  |       | 1.92e+07    | B    |   23.242271   -    25.192229  | 2s2.2p.3d            | 3D*  | 2   | 2s2.2p.4p            | 3P   | 1   |   5 - 3   |    |         T6385n |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        635.758  |       | 2.68e+07    | B    |   23.239295   -    25.188937  | 2s2.2p.3d            | 3D*  | 1   | 2s2.2p.4p            | 3P   | 0   |   3 - 1   |    |         T6385n |         |
N III     |                 |        636.584  |       | 2.18e+07    | B    |   40.55002    -    42.49713   | 2s.2p.(3P*).3p       | 2S   | 1/2 | 2s.2p.(3P*).3d       | 2P*  | 1/2 |   2 - 2   |    |        T7192LS |         |
N II      |                 |        636.679  |       | 8.14e+03    | B    |   18.462312   -    20.409133  | 2s2.2p.3s            | 3P*  | 0   | 2s2.2p.3p            | 1P   | 1   |   1 - 3   |    |          T7333 |         |
N II      |        637.962  |        637.962  |   360 | 3.52e+06    | B    |   18.466227   -    20.409133  | 2s2.2p.3s            | 3P*  | 1   | 2s2.2p.3p            | 1P   | 1   |   3 - 3   |    |          T7333 |  L3513  |
N IV      |        638.077  |        638.075  |   150 | 1.42e+07    | B    |   48.21183    -    50.15439   | 1s2.2s.3s            | 1S   | 0   | 1s2.2s.3p            | 1P*  | 1   |   1 - 3   |    |          T5633 |  L4738  |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        638.432  |       | 7.86e+05    | D    |   23.124489   -    25.065963  | 2s2.2p.3d            | 3F*  | 2   | 2s2.2p.4p            | 1P   | 1   |   5 - 3   |    |          T6385 |         |
N III     |                 |        639.475  |       | 2.15e+07    | B    |   40.55002    -    42.48833   | 2s.2p.(3P*).3p       | 2S   | 1/2 | 2s.2p.(3P*).3d       | 2P*  | 3/2 |   2 - 4   |    |        T7192LS |         |
N I       |                 |        639.8402 |       | 3.95e+05    | C    |   11.7500915  -    13.6872929 | 2s2.2p2.(3P).3p      | 4D*  | 1/2 | 2s2.2p2.(3P).4d      | 4D   | 3/2 |   2 - 4   |    |         u18,LS |         |
N II      |                 |        639.915  |       | 9.48e+05    | D    |   23.196373   -    25.133347  | 2s2.2p.3d            | 1D*  | 2   | 2s2.2p.4p            | 3D   | 1   |   5 - 3   |    |          T6385 |         |
N I       |                 |        640.2364 |       | 7.89e+05    | C    |   11.7500915  -    13.6860942 | 2s2.2p2.(3P).3p      | 4D*  | 1/2 | 2s2.2p2.(3P).4d      | 4D   | 1/2 |   2 - 2   |    |         u18,LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |        640.5255 |       | 3.68e+05    | C    |   11.7528948  -    13.6880235 | 2s2.2p2.(3P).3p      | 4D*  | 3/2 | 2s2.2p2.(3P).4d      | 4D   | 5/2 |   4 - 6   |    |         u18,LS |         |
N I       |                 |        640.7675 |       | 6.30e+05    | C    |   11.7528948  -    13.6872929 | 2s2.2p2.(3P).3p      | 4D*  | 3/2 | 2s2.2p2.(3P).4d      | 4D   | 3/2 |   4 - 4   |    |         u18,LS |         |
N I       |        641.165  |        641.1648 |   185 | 7.86e+05    | C    |   11.7528948  -    13.6860942 | 2s2.2p2.(3P).3p      | 4D*  | 3/2 | 2s2.2p2.(3P).4d      | 4D   | 1/2 |   4 - 2   |    |         u18,LS |  L3513  |
N I       |                 |        641.9872 |       | 2.23e+05    | C    |   11.7575318  -    13.6882546 | 2s2.2p2.(3P).3p      | 4D*  | 5/2 | 2s2.2p2.(3P).4d      | 4D   | 7/2 |   6 - 8   |    |         u18,LS |         |
N I       |        642.064  |        642.0641 |   210 | 8.97e+05    | C    |   11.7575318  -    13.6880235 | 2s2.2p2.(3P).3p      | 4D*  | 5/2 | 2s2.2p2.(3P).4d      | 4D   | 5/2 |   6 - 6   |    |         u18,LS |  L3513  |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |        642.302  |        642.3072 |   210 | 5.47e+05    | C    |   11.7575318  -    13.6872929 | 2s2.2p2.(3P).3p      | 4D*  | 5/2 | 2s2.2p2.(3P).4d      | 4D   | 3/2 |   6 - 4   |    |         u18,LS |  L3513  |
N I       |        642.832  |                 |   210 |             |      |                               |                      |      |     |                      |      |     |           |    |                |  L3513  |
N II      |                 |        643.344  |       | 1.22e+04    | D    |   19.233263   -    21.159916  | 2s.2p3               | 3S*  | 1   | 2s2.2p.3p            | 3P   | 2   |   3 - 5   |    |          T7333 |         |
N II      |                 |        643.561  |       | 9.62e+00    | E    |   18.483133   -    20.409133  | 2s2.2p.3s            | 3P*  | 2   | 2s2.2p.3p            | 1P   | 1   |   5 - 3   |    |            u24 |         |
N I       |        643.768  |                 |   185 |             |      |                               |                      |      |     |                      |      |     |           |    |                |  L3513  |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |        644.094  |        644.0938 |   235 | 1.33e+06    | C    |   11.7638463  -    13.6882546 | 2s2.2p2.(3P).3p      | 4D*  | 7/2 | 2s2.2p2.(3P).4d      | 4D   | 7/2 |   8 - 8   |    |         u18,LS |  L3513  |
N I       |                 |        644.1711 |       | 2.94e+05    | C    |   11.7638463  -    13.6880235 | 2s2.2p2.(3P).3p      | 4D*  | 7/2 | 2s2.2p2.(3P).4d      | 4D   | 5/2 |   8 - 6   |    |         u18,LS |         |
N III     |                 |        644.534  |       | 8.89e+06    | B    |   39.33939    -    41.26249   | 2s.2p.(3P*).3p       | 4P   | 1/2 | 2s.2p.(3P*).3d       | 4D*  | 3/2 |   2 - 4   |    |        T7192LS |         |
N III     |                 |        645.079  |       | 1.77e+07    | B    |   39.33939    -    41.26086   | 2s.2p.(3P*).3p       | 4P   | 1/2 | 2s.2p.(3P*).3d       | 4D*  | 1/2 |   2 - 2   |    |        T7192LS |         |
N III     |        645.411  |        645.408  |    90 | 1.49e+07    | B    |   39.34467    -    41.26516   | 2s.2p.(3P*).3p       | 4P   | 3/2 | 2s.2p.(3P*).3d       | 4D*  | 5/2 |   4 - 6   |    |        T7192LS |  L3513  |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        645.768  |       | 1.17e+04    | D    |   19.233263   -    21.152682  | 2s.2p3               | 3S*  | 1   | 2s2.2p.3p            | 3P   | 1   |   3 - 3   |    |          T7333 |         |
N I       |        645.790  |                 |   185 |             |      |                               |                      |      |     |                      |      |     |           |    |                |  L3513  |
N III     |                 |        646.309  |       | 1.13e+07    | B    |   39.34467    -    41.26249   | 2s.2p.(3P*).3p       | 4P   | 3/2 | 2s.2p.(3P*).3d       | 4D*  | 3/2 |   4 - 4   |    |        T7192LS |         |
N III     |        646.702  |        646.702  |   120 | 2.11e+07    | B    |   39.35199    -    41.26864   | 2s.2p.(3P*).3p       | 4P   | 5/2 | 2s.2p.(3P*).3d       | 4D*  | 7/2 |   6 - 8   |    |        T7192LS |  L3513  |
N I       |        646.844  |                 |   300 |             |      |                               |                      |      |     |                      |      |     |           |    |                |  L3513  |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N III     |                 |        646.857  |       | 3.52e+06    | B    |   39.34467    -    41.26086   | 2s.2p.(3P*).3p       | 4P   | 3/2 | 2s.2p.(3P*).3d       | 4D*  | 1/2 |   4 - 2   |    |        T7192LS |         |
N II      |                 |        647.243  |       | 1.13e+04    | D    |   19.233263   -    21.148308  | 2s.2p3               | 3S*  | 1   | 2s2.2p.3p            | 3P   | 0   |   3 - 1   |    |          T7333 |         |
N III     |                 |        647.876  |       | 6.31e+06    | B    |   39.35199    -    41.26516   | 2s.2p.(3P*).3p       | 4P   | 5/2 | 2s.2p.(3P*).3d       | 4D*  | 5/2 |   6 - 6   |    |        T7192LS |         |
N I       |        648.171  |        648.1706 |   265 | 3.43e+06    | C    |   11.7500915  -    13.6623957 | 2s2.2p2.(3P).3p      | 4D*  | 1/2 | 2s2.2p2.(3P).4d      | 4F   | 3/2 |   2 - 4   |    |         u18,LS |  L3513  |
N II      |        648.205  |        648.205  |   750 | 2.58e+07    | B+   |   18.496930   -    20.409133  | 2s2.2p.3s            | 1P*  | 1   | 2s2.2p.3p            | 1P   | 1   |   3 - 3   |    |          T7333 |  L3513  |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |        648.270  |        648.2699 |   360 | 4.90e+06    | C    |   11.7638463  -    13.6758578 | 2s2.2p2.(3P).3p      | 4D*  | 7/2 | 2s2.2p2.(3P).4d      | 4F   | 9/2 |   8 - 10  |    |         u18,LS |  L3513  |
N I       |        648.375  |        648.3753 |   300 | 3.67e+06    | C    |   11.7528948  -    13.6645955 | 2s2.2p2.(3P).3p      | 4D*  | 3/2 | 2s2.2p2.(3P).4d      | 4F   | 5/2 |   4 - 6   |    |         u18,LS |  L3513  |
N I       |        648.480  |        648.4808 |   325 | 4.20e+06    | C    |   11.7575318  -    13.6689215 | 2s2.2p2.(3P).3p      | 4D*  | 5/2 | 2s2.2p2.(3P).4d      | 4F   | 7/2 |   6 - 8   |    |         u18,LS |  L3513  |
N III     |                 |        648.784  |       | 1.05e+06    | B    |   39.35199    -    41.26249   | 2s.2p.(3P*).3p       | 4P   | 5/2 | 2s.2p.(3P*).3d       | 4D*  | 3/2 |   6 - 4   |    |        T7192LS |         |
N I       |        649.122  |        649.1222 |   160 | 1.37e+06    | C    |   11.7528948  -    13.6623957 | 2s2.2p2.(3P).3p      | 4D*  | 3/2 | 2s2.2p2.(3P).4d      | 4F   | 3/2 |   4 - 4   |    |         u18,LS |  L3513  |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        649.180  |       | 5.49e+05    | B    |   23.242271   -    25.151603  | 2s2.2p.3d            | 3D*  | 2   | 2s2.2p.4p            | 3D   | 3   |   5 - 7   |    |         T6385n |         |
N I       |        649.954  |        649.9518 |   210 | 1.18e+06    | C    |   11.7575318  -    13.6645955 | 2s2.2p2.(3P).3p      | 4D*  | 5/2 | 2s2.2p2.(3P).4d      | 4F   | 5/2 |   6 - 6   |    |         u18,LS |  L3513  |
N II      |                 |        650.461  |       | 5.33e+06    | B    |   23.246033   -    25.151603  | 2s2.2p.3d            | 3D*  | 3   | 2s2.2p.4p            | 3D   | 3   |   7 - 7   |    |         T6385n |         |
N III     |                 |        650.536  |       | 6.55e+06    | B    |   38.64467    -    40.55002   | 2s2.4p               | 2P*  | 1/2 | 2s.2p.(3P*).3p       | 2S   | 1/2 |   2 - 2   |    |        T7192LS |         |
N I       |        650.631  |        650.6302 |   185 | 6.91e+05    | C    |   11.7638463  -    13.6689215 | 2s2.2p2.(3P).3p      | 4D*  | 7/2 | 2s2.2p2.(3P).4d      | 4F   | 7/2 |   8 - 8   |    |         u18,LS |  L3513  |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |        650.7024 |       | 9.70e+04    | C    |   11.7575318  -    13.6623957 | 2s2.2p2.(3P).3p      | 4D*  | 5/2 | 2s2.2p2.(3P).4d      | 4F   | 3/2 |   6 - 4   |    |         u18,LS |         |
N III     |                 |        651.591  |       | 1.30e+07    | B    |   38.64776    -    40.55002   | 2s2.4p               | 2P*  | 3/2 | 2s.2p.(3P*).3p       | 2S   | 1/2 |   4 - 2   |    |        T7192LS |         |
N I       |                 |        652.1110 |       | 4.66e+04    | C    |   11.7638463  -    13.6645955 | 2s2.2p2.(3P).3p      | 4D*  | 7/2 | 2s2.2p2.(3P).4d      | 4F   | 5/2 |   8 - 6   |    |         u18,LS |         |
N II      |                 |        652.233  |       | 7.03e+05    | B    |   23.239295   -    25.139688  | 2s2.2p.3d            | 3D*  | 1   | 2s2.2p.4p            | 3D   | 2   |   3 - 5   |    |         T6385n |         |
N II      |                 |        652.723  |       | 5.25e-07    | D    |    0.00000    -     1.89897   | 2s2.2p2              | 3P   | 0   | 2s2.2p2              | 1D   | 2   |   1 - 5   | E2 |          T7333 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        653.256  |       | 3.66e+06    | B    |   23.242271   -    25.139688  | 2s2.2p.3d            | 3D*  | 2   | 2s2.2p.4p            | 3D   | 2   |   5 - 5   |    |         T6385n |         |
N II      |                 |        654.417  |       | 3.59e+06    | B    |   23.239295   -    25.133347  | 2s2.2p.3d            | 3D*  | 1   | 2s2.2p.4p            | 3D   | 1   |   3 - 3   |    |         T6385n |         |
N II      |                 |        654.554  |       | 1.07e+06    | B    |   23.246033   -    25.139688  | 2s2.2p.3d            | 3D*  | 3   | 2s2.2p.4p            | 3D   | 2   |   7 - 5   |    |         T6385n |         |
N V       |                 |        654.707  |       | 8.67e+05    | B    |  [92.57262]   -   [94.46583]  | 1s2.8d               | 2D   | 3/2 | 1s2.10p              | 2P*  | 3/2 |   4 - 4   |    |        T3225LS |         |
N V       |                 |        654.758  |       | 7.80e+06    | B    |  [92.57276]   -   [94.46583]  | 1s2.8d               | 2D   | 5/2 | 1s2.10p              | 2P*  | 3/2 |   6 - 4   |    |        T3225LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N V       |                 |        654.792  |       | 8.67e+06    | B    |  [92.57262]   -   [94.46558]  | 1s2.8d               | 2D   | 3/2 | 1s2.10p              | 2P*  | 1/2 |   4 - 2   |    |        T3225LS |         |
N II      |                 |        654.805  |       | 9.84e-04    | D    |    0.00604    -     1.89897   | 2s2.2p2              | 3P   | 1   | 2s2.2p2              | 1D   | 2   |   3 - 5   | M1 |          T7333 |         |
N II      |                 |        654.805  |       | 9.22e-07    | D    |    0.00604    -     1.89897   | 2s2.2p2              | 3P   | 1   | 2s2.2p2              | 1D   | 2   |   3 - 5   | E2 |          T7333 |         |
N II      |                 |        655.447  |       | 1.43e+06    | B    |   23.242271   -    25.133347  | 2s2.2p.3d            | 3D*  | 2   | 2s2.2p.4p            | 3D   | 1   |   5 - 3   |    |         T6385n |         |
N II      |                 |        656.020  |       | 7.05e+06    | D    |   24.367883   -    26.257305  | 2s2.2p.4s            | 3P*  | 0   | 2s.2p2.(4P).3s       | 3P   | 1   |   1 - 3   |    |         T6385n |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        656.176  |       | 5.25e+06    | D    |   24.374310   -    26.263284  | 2s2.2p.4s            | 3P*  | 1   | 2s.2p2.(4P).3s       | 3P   | 2   |   3 - 5   |    |         T6385n |         |
N II      |                 |        656.420  |       | 4.77e+06    | D    |   23.571905   -    25.460177  | 2s2.2p.3d            | 1P*  | 1   | 2s2.2p.4p            | 1D   | 2   |   3 - 5   |    |    T5520,T6385 |         |
N II      |                 |        658.260  |       | 5.26e+06    | D    |   24.374310   -    26.257305  | 2s2.2p.4s            | 3P*  | 1   | 2s.2p2.(4P).3s       | 3P   | 1   |   3 - 3   |    |         T6385n |         |
N II      |                 |        658.345  |       | 2.91e-03    | D    |    0.01622    -     1.89897   | 2s2.2p2              | 3P   | 2   | 2s2.2p2              | 1D   | 2   |   5 - 5   | M1 |          T7333 |         |
N II      |                 |        658.345  |       | 8.65e-06    | D    |    0.01622    -     1.89897   | 2s2.2p2              | 3P   | 2   | 2s2.2p2              | 1D   | 2   |   5 - 5   | E2 |          T7333 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |        659.567  |       | 2.11e+07    | D    |   24.374310   -    26.253573  | 2s2.2p.4s            | 3P*  | 1   | 2s.2p2.(4P).3s       | 3P   | 0   |   3 - 1   |    |         T6385n |         |
N I       |                 |        659.5844 |       | 9.08e+04    | C    |   12.1219573  -    14.0011703 | 2s2.2p2.(3P).3p      | 2P*  | 1/2 | 2s2.2p2.(3P).5d      | 2D   | 3/2 |   2 - 4   |    |         u18,LS |         |
N II      |                 |        660.094  |       | 1.86e+06    | B    |   25.460177   -    27.337940  | 2s2.2p.4p            | 1D   | 2   | 2s2.2p.5d            | 1D*  | 2   |   5 - 5   |    |          T5520 |         |
N I       |                 |        660.3210 |       | 1.09e+05    | C    |   12.1263786  -    14.0034955 | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).5d      | 2D   | 5/2 |   4 - 6   |    |         u18,LS |         |
N I       |                 |        660.6176 |       | 8.87e+04    | D+   |   11.7528948  -    13.6291688 | 2s2.2p2.(3P).3p      | 4D*  | 3/2 | 2s2.2p2.(3P).5s      | 4P   | 5/2 |   4 - 6   |    |         u18,LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |        661.056  |        661.056  |   750 | 6.01e+07    | B    |   21.599539   -    23.474568  | 2s2.2p.3p            | 1D   | 2   | 2s2.2p.3d            | 1F*  | 3   |   5 - 7   |    |          T7333 |  L3513  |
N I       |                 |        661.1399 |       | 1.80e+04    | C    |   12.1263786  -    14.0011703 | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).5d      | 2D   | 3/2 |   4 - 4   |    |         u18,LS |         |
N II      |                 |        661.362  |       | 1.58e+07    | D    |   24.389122   -    26.263284  | 2s2.2p.4s            | 3P*  | 2   | 2s.2p2.(4P).3s       | 3P   | 2   |   5 - 5   |    |         T6385n |         |
N I       |        662.254  |        662.2543 |   185 | 7.93e+05    | D+   |   11.7575318  -    13.6291688 | 2s2.2p2.(3P).3p      | 4D*  | 5/2 | 2s2.2p2.(3P).5s      | 4P   | 5/2 |   6 - 6   |    |         u18,LS |  L3513  |
