--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |    Observed     |      Ritz       |  Rel. |     Aki     | Acc. |        Ei           Ek        |            Lower level            |            Upper level            |  gi   gk  |Type|            TP  |   Line  |
          |   Wavelength    |   Wavelength    |  Int. |   (s^-1)    |      |       (eV)         (eV)       |-----------------------------------|-----------------------------------|           |    |           Ref. |   Ref.  |
          |    Air (nm)     |    Air (nm)     |       |             |      |                               | Conf.                | Term | J   | Conf.                | Term | J   |           |    |                |         |
N I       |                 |       1519.1034 |       | 7.42e+04    | D+   |   13.3215592  -    14.1375032 | 2s2.2p2.(3P).4p      | 4S*  | 3/2 | 2s2.2p2.(3P).7s      | 4P   | 1/2 |   4 - 2   |    |        T5723LS |         |
N I       |                 |       1519.8468 |       | 6.23e+02    | D+   |   12.9790452  -    13.7945900 | 2s2.2p2.(3P).3d      | 4F   | 5/2 | 2s2.2p2.(3P).5p      | 4D*  | 7/2 |   6 - 8   |    |         u18,LS |         |
N II      |                 |       1521.559  |       | 1.16e+07    | B    |   24.374310   -    25.188937  | 2s2.2p.4s            | 3P*  | 1   | 2s2.2p.4p            | 3P   | 0   |   3 - 1   |    |         T6385n |         |
N V       |                 |       1523.44   |       | 1.57e+05    | A    |   59.24486    -    60.05848   | 1s2.3p               | 2P*  | 3/2 | 1s2.3d               | 2D   | 3/2 |   4 - 4   |    |        T5118LS |         |
N I       |                 |       1524.1501 |       | 8.21e+03    | D+   |   12.9754459  -    13.7886881 | 2s2.2p2.(3P).3d      | 2P   | 1/2 | 2s2.2p2.(3P).5p      | 2P*  | 3/2 |   2 - 4   |    |         u18,LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N II      |                 |       1526.897  |       | 9.39e+06    | B    |   24.389122   -    25.200901  | 2s2.2p.4s            | 3P*  | 2   | 2s2.2p.4p            | 3P   | 2   |   5 - 5   |    |         T6385n |         |
N I       |                 |       1527.5090 |       | 3.26e+04    | D+   |   12.9754459  -    13.7868999 | 2s2.2p2.(3P).3d      | 2P   | 1/2 | 2s2.2p2.(3P).5p      | 2P*  | 1/2 |   2 - 2   |    |         u18,LS |         |
N I       |                 |       1527.7179 |       | 1.21e+04    | C    |   12.9832470  -    13.7945900 | 2s2.2p2.(3P).3d      | 4F   | 7/2 | 2s2.2p2.(3P).5p      | 4D*  | 7/2 |   8 - 8   |    |         u18,LS |         |
N I       |                 |       1528.6609 |       | 1.13e+03    | C    |   12.9766982  -    13.7875407 | 2s2.2p2.(3P).3d      | 4F   | 3/2 | 2s2.2p2.(3P).5p      | 4D*  | 5/2 |   4 - 6   |    |         u18,LS |         |
N I       |                 |       1533.0985 |       | 2.04e+04    | C    |   12.9790452  -    13.7875407 | 2s2.2p2.(3P).3d      | 4F   | 5/2 | 2s2.2p2.(3P).5p      | 4D*  | 5/2 |   6 - 6   |    |         u18,LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1537.6419 |       | 4.30e+04    | D+   |   12.9966571  -    13.8027637 | 2s2.2p2.(3P).3d      | 4P   | 5/2 | 2s2.2p2.(3P).5p      | 4P*  | 5/2 |   6 - 6   |    |         u18,LS |         |
N I       |                 |       1537.7980 |       | 2.32e+04    | C    |   12.9766982  -    13.7827229 | 2s2.2p2.(3P).3d      | 4F   | 3/2 | 2s2.2p2.(3P).5p      | 4D*  | 3/2 |   4 - 4   |    |         u18,LS |         |
N I       |                 |       1539.201  |       | 1.03e+05    | C    |   12.989300   -    13.7945900 | 2s2.2p2.(3P).3d      | 4F   | 9/2 | 2s2.2p2.(3P).5p      | 4D*  | 7/2 |  10 - 8   |    |         u18,LS |         |
N I       |                 |       1541.1078 |       | 9.42e+04    | C    |   12.9832470  -    13.7875407 | 2s2.2p2.(3P).3d      | 4F   | 7/2 | 2s2.2p2.(3P).5p      | 4D*  | 5/2 |   8 - 6   |    |         u18,LS |         |
N I       |                 |       1542.2890 |       | 9.25e+04    | C    |   12.9790452  -    13.7827229 | 2s2.2p2.(3P).3d      | 4F   | 5/2 | 2s2.2p2.(3P).5p      | 4D*  | 3/2 |   6 - 4   |    |         u18,LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1542.9224 |       | 1.15e+05    | C    |   12.9766982  -    13.7800459 | 2s2.2p2.(3P).3d      | 4F   | 3/2 | 2s2.2p2.(3P).5p      | 4D*  | 1/2 |   4 - 2   |    |         u18,LS |         |
N II      |                 |       1543.386  |       | 3.07e+06    | B    |   24.389122   -    25.192229  | 2s2.2p.4s            | 3P*  | 2   | 2s2.2p.4p            | 3P   | 1   |   5 - 3   |    |         T6385n |         |
N I       |                 |       1545.873  |       | 1.81e+04    | D+   |   13.000949   -    13.8027637 | 2s2.2p2.(3P).3d      | 4P   | 3/2 | 2s2.2p2.(3P).5p      | 4P*  | 5/2 |   4 - 6   |    |         u18,LS |         |
N I       |                 |       1547.4368 |       | 2.71e+04    | D+   |   12.9966571  -    13.7976613 | 2s2.2p2.(3P).3d      | 4P   | 5/2 | 2s2.2p2.(3P).5p      | 4P*  | 3/2 |   6 - 4   |    |         u18,LS |         |
N I       |                 |       1549.6157 |       | 1.5e+06     | D+   |   12.1219573  -    12.9218351 | 2s2.2p2.(3P).3p      | 2P*  | 1/2 | 2s2.2p2.(3P).4s      | 2P   | 3/2 |   2 - 4   |    |          T7370 |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1555.774  |       | 7.91e+03    | D+   |   13.000949   -    13.7976613 | 2s2.2p2.(3P).3d      | 4P   | 3/2 | 2s2.2p2.(3P).5p      | 4P*  | 3/2 |   4 - 4   |    |         u18,LS |         |
N I       |       1558.227  |       1558.2287 |   180 | 6.5e+06     | D+   |   12.1263786  -    12.9218351 | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).4s      | 2P   | 3/2 |   4 - 4   |    |          T7370 |  L3513  |
N I       |                 |       1559.182  |       | 4.91e+04    | D+   |   13.000949   -    13.7959195 | 2s2.2p2.(3P).3d      | 4P   | 3/2 | 2s2.2p2.(3P).5p      | 4P*  | 1/2 |   4 - 2   |    |         u18,LS |         |
N I       |                 |       1562.184  |       | 2.44e+04    | D+   |   13.004219   -    13.7976613 | 2s2.2p2.(3P).3d      | 4P   | 1/2 | 2s2.2p2.(3P).5p      | 4P*  | 3/2 |   2 - 4   |    |         u18,LS |         |
N I       |                 |       1565.621  |       | 9.70e+03    | D+   |   13.004219   -    13.7959195 | 2s2.2p2.(3P).3d      | 4P   | 1/2 | 2s2.2p2.(3P).5p      | 4P*  | 1/2 |   2 - 2   |    |         u18,LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1567.8965 |       | 8.66e+04    | C    |   12.9123119  -    13.7028637 | 2s2.2p2.(3P).4s      | 2P   | 1/2 | 2s2.2p2.(1D).3p      | 2D*  | 3/2 |   2 - 4   |    |          T5714 |         |
N I       |                 |       1568.2875 |       | 4.5e+06     | D+   |   12.1219573  -    12.9123119 | 2s2.2p2.(3P).3p      | 2P*  | 1/2 | 2s2.2p2.(3P).4s      | 2P   | 1/2 |   2 - 2   |    |          T7370 |         |
N I       |                 |       1577.1100 |       | 2.1e+06     | D+   |   12.1263786  -    12.9123119 | 2s2.2p2.(3P).3p      | 2P*  | 3/2 | 2s2.2p2.(3P).4s      | 2P   | 1/2 |   4 - 2   |    |          T7370 |         |
N I       |                 |       1579.216  |       | 1.94e+03    | C    |   13.017878   -    13.8027637 | 2s2.2p2.(3P).3d      | 4D   | 3/2 | 2s2.2p2.(3P).5p      | 4P*  | 5/2 |   4 - 6   |    |         u18,LS |         |
N I       |                 |       1579.4055 |       | 1.29e+06    | D+   |   13.2015646  -    13.9863557 | 2s2.2p2.(3P).4p      | 2S*  | 1/2 | 2s2.2p2.(3P).5d      | 2P   | 1/2 |   2 - 2   |    |         u18,LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1581.0380 |       | 1.28e+06    | D+   |   13.2015646  -    13.9855453 | 2s2.2p2.(3P).4p      | 2S*  | 1/2 | 2s2.2p2.(3P).5d      | 2P   | 3/2 |   2 - 4   |    |         u18,LS |         |
N I       |                 |       1581.0408 |       | 9.17e+04    | C    |   12.9218351  -    13.7058145 | 2s2.2p2.(3P).4s      | 2P   | 3/2 | 2s2.2p2.(1D).3p      | 2D*  | 5/2 |   4 - 6   |    |          T5714 |         |
N I       |                 |       1582.285  |       | 1.73e+04    | C    |   13.019401   -    13.8027637 | 2s2.2p2.(3P).3d      | 4D   | 5/2 | 2s2.2p2.(3P).5p      | 4P*  | 5/2 |   6 - 6   |    |         u18,LS |         |
N V       |                 |       1584.28   |       | 8.23e+05    | B    |   93.6835     -   [94.46583]  | 1s2.9d               | 2D   | 3/2 | 1s2.10p              | 2P*  | 3/2 |   4 - 4   |    |        T3225LS |         |
N I       |                 |       1584.5546 |       | 7.68e+04    | C    |   13.0205228  -    13.8027637 | 2s2.2p2.(3P).3d      | 4D   | 7/2 | 2s2.2p2.(3P).5p      | 4P*  | 5/2 |   8 - 6   |    |         u18,LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N V       |                 |       1584.78   |       | 8.22e+06    | B    |   93.6835     -   [94.46558]  | 1s2.9d               | 2D   | 3/2 | 1s2.10p              | 2P*  | 1/2 |   4 - 2   |    |        T3225LS |         |
N I       |                 |       1586.547  |       | 4.78e+03    | C    |   13.016403   -    13.7976613 | 2s2.2p2.(3P).3d      | 4D   | 1/2 | 2s2.2p2.(3P).5p      | 4P*  | 3/2 |   2 - 4   |    |         u18,LS |         |
N I       |                 |       1587.0141 |       | 1.32e+04    | C    |   12.9218351  -    13.7028637 | 2s2.2p2.(3P).4s      | 2P   | 3/2 | 2s2.2p2.(1D).3p      | 2D*  | 3/2 |   4 - 4   |    |          T5714 |         |
N I       |                 |       1589.549  |       | 3.04e+04    | C    |   13.017878   -    13.7976613 | 2s2.2p2.(3P).3d      | 4D   | 3/2 | 2s2.2p2.(3P).5p      | 4P*  | 3/2 |   4 - 4   |    |         u18,LS |         |
N I       |                 |       1590.092  |       | 4.75e+04    | C    |   13.016403   -    13.7959195 | 2s2.2p2.(3P).3d      | 4D   | 1/2 | 2s2.2p2.(3P).5p      | 4P*  | 1/2 |   2 - 2   |    |         u18,LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N V       |                 |       1590.58   |       | 7.32e+06    | B    |   93.6866     -   [94.46583]  | 1s2.9d               | 2D   | 5/2 | 1s2.10p              | 2P*  | 3/2 |   6 - 4   |    |        T3225LS |         |
N I       |                 |       1592.659  |       | 5.95e+04    | C    |   13.019401   -    13.7976613 | 2s2.2p2.(3P).3d      | 4D   | 5/2 | 2s2.2p2.(3P).5p      | 4P*  | 3/2 |   6 - 4   |    |         u18,LS |         |
N I       |                 |       1593.107  |       | 4.72e+04    | C    |   13.017878   -    13.7959195 | 2s2.2p2.(3P).3d      | 4D   | 3/2 | 2s2.2p2.(3P).5p      | 4P*  | 1/2 |   4 - 2   |    |         u18,LS |         |
N II      |                 |       1619.282  |       | 6.17e+06    | B    |   24.367883   -    25.133347  | 2s2.2p.4s            | 3P*  | 0   | 2s2.2p.4p            | 3D   | 1   |   1 - 3   |    |         T6385n |         |
N II      |                 |       1619.466  |       | 8.23e+06    | B    |   24.374310   -    25.139688  | 2s2.2p.4s            | 3P*  | 1   | 2s2.2p.4p            | 3D   | 2   |   3 - 5   |    |         T6385n |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1625.4810 |       | 1.08e+05    | C    |   13.2363956  -    13.9989412 | 2s2.2p2.(3P).4p      | 4D*  | 1/2 | 2s2.2p2.(3P).5d      | 4D   | 3/2 |   2 - 4   |    |         u18,LS |         |
N II      |                 |       1625.620  |       | 1.00e+07    | B    |   24.389122   -    25.151603  | 2s2.2p.4s            | 3P*  | 2   | 2s2.2p.4p            | 3D   | 3   |   5 - 7   |    |         T6385n |         |
N I       |                 |       1626.69   |       | 2.15e+05    | C    |   13.2363956  -    13.99837   | 2s2.2p2.(3P).4p      | 4D*  | 1/2 | 2s2.2p2.(3P).5d      | 4D   | 1/2 |   2 - 2   |    |         u18,LS |         |
N I       |                 |       1630.2660 |       | 9.96e+04    | C    |   13.2388264  -    13.9991338 | 2s2.2p2.(3P).4p      | 4D*  | 3/2 | 2s2.2p2.(3P).5d      | 4D   | 5/2 |   4 - 6   |    |         u18,LS |         |
N I       |                 |       1630.6793 |       | 1.71e+05    | C    |   13.2388264  -    13.9989412 | 2s2.2p2.(3P).4p      | 4D*  | 3/2 | 2s2.2p2.(3P).5d      | 4D   | 3/2 |   4 - 4   |    |         u18,LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1631.90   |       | 2.13e+05    | C    |   13.2388264  -    13.99837   | 2s2.2p2.(3P).4p      | 4D*  | 3/2 | 2s2.2p2.(3P).5d      | 4D   | 1/2 |   4 - 2   |    |         u18,LS |         |
N II      |                 |       1632.994  |       | 3.54e+06    | B    |   24.374310   -    25.133347  | 2s2.2p.4s            | 3P*  | 1   | 2s2.2p.4p            | 3D   | 1   |   3 - 3   |    |         T6385n |         |
N I       |                 |       1635.802  |       | 7.68e+04    | D+   |   13.2363956  -    13.994130  | 2s2.2p2.(3P).4p      | 4D*  | 1/2 | 2s2.2p2.(3P).5d      | 4P   | 1/2 |   2 - 2   |    |         u18,LS |         |
N I       |                 |       1639.8052 |       | 5.98e+04    | C    |   13.2433050  -    13.9991895 | 2s2.2p2.(3P).4p      | 4D*  | 5/2 | 2s2.2p2.(3P).5d      | 4D   | 7/2 |   6 - 8   |    |         u18,LS |         |
N I       |                 |       1639.9259 |       | 2.40e+05    | C    |   13.2433050  -    13.9991338 | 2s2.2p2.(3P).4p      | 4D*  | 5/2 | 2s2.2p2.(3P).5d      | 4D   | 5/2 |   6 - 6   |    |         u18,LS |         |
          |                 |                 |       |             |      |                               |                      |      |     |                      |      |     |           |    |                |         |
N I       |                 |       1640.3441 |       | 1.47e+05    | C    |   13.2433050  -    13.9989412 | 2s2.2p2.(3P).4p      | 4D*  | 5/2 | 2s2.2p2.(3P).5d      | 4D   | 3/2 |   6 - 4   |    |         u18,LS |         |
N I       |                 |       1640.6741 |       | 1.09e+04    | C    |   13.0332040  -    13.7886881 | 2s2.2p2.(3P).3d      | 2D   | 3/2 | 2s2.2p2.(3P).5p      | 2P*  | 3/2 |   4 - 4   |    |         u18,LS |         |
