-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |       Observed        |    Unc.     |         Ritz          |    Unc.     |    Rel. |     Aki      | Acc. |             Ei           Ek             |             Lower level              |                Upper level                |  gi   gk  |Type|      TP  |          Line  |
          |      Wavelength       |     (nm)    |      Wavelength       |     (nm)    |    Int. |    (s^-1)    |      |            (eV)         (eV)            |--------------------------------------|-------------------------------------------|           |    |     Ref. |          Ref.  |
          |       Vac (nm)        |             |       Vac (nm)        |             |         |              |      |                                         | Conf.                | Term    | J   | Conf.                | Term     | J       |           |    |          |                |
Ag II     |          236.207463   |   0.000017  |          236.207464   |  0.000009   |   67000 | 2.63e+08     | B+   |     10.56354748    -      15.81089683   | 4d9.(2D<5/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).5d     | 2[5/2]   | 2       |   5 - 5   |    |    T3754 |    L11881c113  |
Ag II     |          236.388377   |   0.000017  |          236.388381   |  0.000010   |  100000 | 3.7e+08      | C    |     10.56354748    -      15.80688117   | 4d9.(2D<5/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).5d     | 2[7/2]   | 3       |   5 - 7   |    |    T9142 |    L11881c113  |
Ag II     |          236.557671   |   0.000017  |          236.557671   |  0.000009   |  100000 | 3.0e+08      | C    |     11.14562618    -      16.38520785   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<3/2>).5d     | 2[5/2]   | 2       |   3 - 5   |    |    T9142 |    L11881c113  |
Ag II     |          237.03984    |   0.00004   |          237.03981    |  0.00004    |    9800 |              |      |     11.6461985     -      16.8751237    | 4d8.5s2              | 3F      | 4   | 4d8.(3F).5s.5p.(3P*) | 5F*      | 4       |   9 - 9   |    |          |    L11881c113  |
Ag II     |          237.35695    |   0.00003   |          237.356965   |  0.000013   |   16000 | 3.7e+07      | D+   |     11.05129731    -      16.2732362    | 4d9.(2D<3/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<3/2>).5d     | 2[7/2]   | 3       |   7 - 7   |    |    T9142 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag I      |          237.502      |   0.010     |          237.5023     |  0.0017     |     50w |              |      |      3.7495671196  -       8.96831      | 4d9.5s2              | 2D      | 5/2 | 4d9.5s.(1D).5p       | 2F*      | 7/2     |   6 - 8   |    |          |         L3326  |
Ag II     |          237.960      |   0.005     |          237.963907   |  0.000009   |    2800 | 9.e+05       | E    |     10.56354748    -      15.77216857   | 4d9.(2D<5/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).5d     | 2[5/2]   | 3       |   5 - 7   |    |    T3754 |     L3328c114  |
Ag II     |          238.310087   |   0.000023  |          238.310093   |  0.000014   |   14000 | 8.e+07       | D+   |     10.36824241    -      15.5692977    | 4d9.(2D<5/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<5/2>).5d     | 2[1/2]   | 1       |   3 - 3   |    |    T9142 |    L11881c113  |
Ag II     |          238.620459   |   0.000017  |          238.620456   |  0.000009   |   32000 |              |      |     11.14562618    -      16.33991721   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<3/2>).5d     | 2[3/2]   | 2       |   3 - 5   |    |          |    L11881c113  |
Ag III    |          238.685      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          239.042949   |   0.000017  |          239.042948   |  0.000009   |  310000 | 6.8e+07      | D+   |     11.20009665    -      16.38520785   | 4d9.(2D<3/2>).5p     | 2[1/2]* | 1   | 4d9.(2D<3/2>).5d     | 2[5/2]   | 2       |   3 - 5   |    |    T9142 |    L11881c113  |
Ag II     |          239.279686   |   0.000017  |          239.279697   |  0.000008   |   11000 | 2.50e+07     | B    |     10.36824241    -      15.54822375   | 4d9.(2D<5/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<3/2>).6s     | 2[3/2]   | 2       |   3 - 5   |    |    T3754 |    L11881c113  |
Ag III    |          239.569      |   0.010     |                       |             |     300 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag II     |          240.244630   |   0.000017  |          240.244634   |  0.000010   |   31000 | 3.6e+08      | C    |     11.14562618    -      16.30480387   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<3/2>).5d     | 2[3/2]   | 1       |   3 - 3   |    |    T9142 |    L11881c113  |
Ag II     |          240.487583   |   0.000017  |          240.487569   |  0.000010   |   15000 | 1.1e+08      | D+   |     10.56354748    -      15.71751387   | 4d9.(2D<5/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).5d     | 2[3/2]   | 1       |   5 - 3   |    |    T9142 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          240.885401   |   0.000017  |          240.885395   |  0.000008   |    5900 | 1.7e+07      | C+   |     10.36824241    -      15.51369761   | 4d9.(2D<5/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<3/2>).6s     | 2[3/2]   | 1       |   3 - 3   |    |    T3754 |    L11881c113  |
Ag II     |          241.134527   |   0.000017  |          241.134524   |  0.000008   |  180000 | 9.6e+07      | B+   |      5.42340791    -      10.56354748   | 4d9.(2D<3/2>).5s     | 2[3/2]  | 1   | 4d9.(2D<5/2>).5p     | 2[5/2]*  | 2       |   3 - 5   |    | T6475c86 |    L11881c113  |
Ag II     |          241.149494   |   0.000017  |          241.149491   |  0.000010   |   91000 | 2.5e+08      | C    |     11.20009665    -      16.33991721   | 4d9.(2D<3/2>).5p     | 2[1/2]* | 1   | 4d9.(2D<3/2>).5d     | 2[3/2]   | 2       |   3 - 5   |    |    T9142 |    L11881c113  |
Ag II     |          241.318810   |   0.000017  |          241.318805   |  0.000008   |  470000 | 2.10e+08     | B+   |      5.05178168    -      10.18799633   | 4d9.(2D<5/2>).5s     | 2[5/2]  | 2   | 4d9.(2D<5/2>).5p     | 2[7/2]*  | 3       |   5 - 7   |    | T6475c86 |    L11881c113  |
Ag II     |          241.995667   |   0.000018  |          241.995662   |  0.000011   |  540000 | 4.6e+08      | C    |     11.26865627    -      16.3905061    | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<3/2>).5d     | 2[5/2]   | 3       |   5 - 7   |    |    T9142 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          242.246274   |   0.000018  |          242.246271   |  0.000009   |   41000 | 5.2e+07      | D+   |     11.26865627    -      16.38520785   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<3/2>).5d     | 2[5/2]   | 2       |   5 - 5   |    |    T9142 |    L11881c113  |
Ag II     |          242.808389   |   0.000018  |          242.808393   |  0.000011   |   30000 |              |      |     11.20009665    -      16.30480387   | 4d9.(2D<3/2>).5p     | 2[1/2]* | 1   | 4d9.(2D<3/2>).5d     | 2[3/2]   | 1       |   3 - 3   |    |          |    L11881c113  |
Ag II     |          242.951289   |   0.000018  |          242.951294   |  0.000013   |  190000 | 4.0e+08      | B+   |     10.71975452    -      15.8214594    | 4d9.(2D<5/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).5d     | 2[7/2]   | 4       |   7 - 9   |    |    T3754 |    L11881c113  |
Ag II     |          243.647567   |   0.000024  |          243.647576   |  0.000010   |   12000 |              |      |     10.71975452    -      15.80688117   | 4d9.(2D<5/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).5d     | 2[7/2]   | 3       |   7 - 7   |    |          |    L11881c113  |
Ag II     |          243.778299   |   0.000018  |          243.778303   |  0.000009   |  450000 | 2.90e+08     | B    |      4.85621528    -       9.94061414   | 4d9.(2D<5/2>).5s     | 2[5/2]  | 3   | 4d9.(2D<5/2>).5p     | 2[3/2]*  | 2       |   7 - 5   |    | T6475c86 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          244.409896   |   0.000018  |          244.409897   |  0.000010   |  140000 | 2.7e+08      | C    |     11.26865627    -      16.33991721   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<3/2>).5d     | 2[3/2]   | 2       |   5 - 5   |    |    T9142 |    L11881c113  |
Ag II     |          244.621146   |   0.000018  |          244.621139   |  0.000011   |   22000 | 3.5e+07      | D+   |     11.14562618    -      16.21250816   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<3/2>).5d     | 2[1/2]   | 1       |   3 - 3   |    |    T9142 |    L11881c113  |
Ag II     |          244.789606   |   0.000018  |          244.789600   |  0.000009   |  210000 | 9.2e+07      | B+   |      5.70935604    -      10.77275131   | 4d9.(2D<3/2>).5s     | 2[3/2]  | 2   | 4d9.(2D<3/2>).5p     | 2[5/2]*  | 2       |   5 - 5   |    | T6475c86 |    L11881c113  |
Ag II     |          245.321676   |   0.000018  |          245.321679   |  0.000009   |  110000 | 3.7e+08      | B+   |     10.71975452    -      15.77216857   | 4d9.(2D<5/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).5d     | 2[5/2]   | 3       |   7 - 7   |    |    T3754 |    L11881c113  |
Ag II     |          245.41636    |   0.00004   |          245.416376   |  0.000009   |     680 |              |      |      9.94061414    -      14.99107881   | 4d9.(2D<5/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<5/2>).6s     | 2[5/2]   | 2       |   5 - 5   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          246.016512   |   0.000018  |          246.016505   |  0.000009   |   34000 | 1.18e+08     | B+   |     10.77275131    -      15.81089683   | 4d9.(2D<3/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).5d     | 2[5/2]   | 2       |   5 - 5   |    |    T3754 |    L11881c113  |
Ag II     |          246.11412    |   0.00003   |          246.114111   |  0.000011   |    5500 | 3.4e+07      | D+   |     11.26865627    -      16.30480387   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<3/2>).5d     | 2[3/2]   | 1       |   5 - 3   |    |    T9142 |    L11881c113  |
Ag II     |          246.212773   |   0.000018  |          246.212763   |  0.000011   |   35000 | 8.e+07       | D+   |     10.77275131    -      15.80688117   | 4d9.(2D<3/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).5d     | 2[7/2]   | 3       |   5 - 7   |    |    T9142 |    L11881c113  |
Ag III    |          246.962      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
Ag II     |          247.279642   |   0.000024  |          247.279659   |  0.000012   |    9700 | 2.3e+08      | D+   |     11.20009665    -      16.21250816   | 4d9.(2D<3/2>).5p     | 2[1/2]* | 1   | 4d9.(2D<3/2>).5d     | 2[1/2]   | 1       |   3 - 3   |    |    T9142 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          247.379016   |   0.000018  |          247.379016   |  0.000009   |  140000 | 4.98e+07     | A    |      5.70935604    -      10.71975452   | 4d9.(2D<3/2>).5s     | 2[3/2]  | 2   | 4d9.(2D<5/2>).5p     | 2[5/2]*  | 3       |   5 - 7   |    | T6475c86 |    L11881c113  |
Ag II     |          247.609      |   0.005     |          247.608744   |  0.000019   |    3600 |              |      |     10.56354748    -      15.5692977    | 4d9.(2D<5/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).5d     | 2[1/2]   | 1       |   5 - 3   |    |          |     L3328c114  |
Ag II     |          247.661      |   0.005     |          247.666649   |  0.000014   |    7200 | 2.2e+07      | D+   |     11.26865627    -      16.2732362    | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<3/2>).5d     | 2[7/2]   | 3       |   5 - 7   |    |    T9142 |     L3328c114  |
Ag II     |          247.712768   |   0.000018  |          247.712763   |  0.000009   |  100000 | 1.4e+08      | C    |      9.94061414    -      14.94426250   | 4d9.(2D<5/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<5/2>).6s     | 2[5/2]   | 3       |   5 - 7   |    |    T3754 |    L11881c113  |
Ag II     |          247.92251    |   0.00004   |          247.922422   |  0.000010   |    1900 | 3.0e+06      | E    |     10.77275131    -      15.77216857   | 4d9.(2D<3/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).5d     | 2[5/2]   | 3       |   5 - 7   |    |    T3754 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          248.028243   |   0.000018  |          248.028243   |  0.000011   |   29000 | 1.6e+08      | C    |     10.71975452    -      15.71703894   | 4d9.(2D<5/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).5d     | 2[3/2]   | 2       |   7 - 5   |    |    T9142 |    L11881c113  |
Ag II     |          248.565135   |   0.000025  |          248.565135   |  0.000013   |    9300 | 2.8e+07      | D+   |     10.71975452    -      15.7062457    | 4d9.(2D<5/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).5d     | 2[9/2]   | 4       |   7 - 9   |    |    T9142 |    L11881c113  |
Ag II     |          248.655629   |   0.000019  |          248.655645   |  0.000009   |    5700 | 1.60e+07     | C+   |     10.56354748    -      15.54822375   | 4d9.(2D<5/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<3/2>).6s     | 2[3/2]   | 2       |   5 - 5   |    |    T3754 |    L11881c113  |
Ag II     |          250.390077   |   0.000019  |          250.390081   |  0.000010   |   17000 | 9.2e+07      | B    |     10.56354748    -      15.51369761   | 4d9.(2D<5/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<3/2>).6s     | 2[3/2]   | 1       |   5 - 3   |    |    T3754 |    L11881c113  |
Ag II     |          250.659265   |   0.000019  |          250.659265   |  0.000009   |   50000 | 2.13e+07     | B    |      5.42340791    -      10.36824241   | 4d9.(2D<3/2>).5s     | 2[3/2]  | 1   | 4d9.(2D<5/2>).5p     | 2[3/2]*  | 1       |   3 - 3   |    | T6475c86 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          250.66289    |   0.00003   |          250.662912   |  0.000010   |    5300 | 4.6e+07      | D+   |     10.77275131    -      15.71751387   | 4d9.(2D<3/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).5d     | 2[3/2]   | 1       |   5 - 3   |    |    T9142 |    L11881c113  |
Ag II     |          250.691      |   0.004     |          250.686992   |  0.000012   |     290 |              |      |     10.77275131    -      15.71703894   | 4d9.(2D<3/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).5d     | 2[3/2]   | 2       |   5 - 5   |    |          |        L16216  |
Ag II     |          250.70909    |   0.00003   |          250.709088   |  0.000012   |   12000 | 9.e+07       | D+   |     11.26865627    -      16.21250816   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<3/2>).5d     | 2[1/2]   | 1       |   5 - 3   |    |    T9142 |    L11881c113  |
Ag II     |          253.04869    |   0.00005   |          253.04865    |  0.00004    |    4300 |              |      |     12.1457449     -      17.0438914    | 4d8.5s2              | 3F      | 3   | 4d9.(2D<3/2>).6p     | 2[3/2]*  | 2       |   7 - 5   |    |          |    L11881c113  |
Ag II     |          253.26045    |   0.00006   |          253.26044    |  0.00006    |    6300 |              |      |     12.1457449     -      17.0397956    | 4d8.5s2              | 3F      | 3   | 4d8.(3F).5s.5p.(3P*) | 5F*      | 3       |   7 - 7   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          253.507      |   0.004     |          253.507148   |  0.000019   |     390 |              |      |     10.68000943    -      15.5692977    | 4d9.(2D<3/2>).5p     | 2[1/2]* | 0   | 4d9.(2D<5/2>).5d     | 2[1/2]   | 1       |   1 - 3   |    |          |        L16216  |
Ag II     |          253.530785   |   0.000019  |          253.530785   |  0.000009   |   19000 | 3.4e+06      | E    |      5.05178168    -       9.94061414   | 4d9.(2D<5/2>).5s     | 2[5/2]  | 2   | 4d9.(2D<5/2>).5p     | 2[3/2]*  | 2       |   5 - 5   |    | T6475c86 |    L11881c113  |
Ag II     |          255.34021    |   0.00007   |          255.340179   |  0.000009   |    2800 | 7.e+05       | E    |      5.70935604    -      10.56354748   | 4d9.(2D<3/2>).5s     | 2[3/2]  | 2   | 4d9.(2D<5/2>).5p     | 2[5/2]*  | 2       |   5 - 5   |    | T6475c86 |    L11881c113  |
Ag II     |          255.748774   |   0.000020  |          255.748780   |  0.000020   |   66000 |              |      |     11.6461985     -      16.4926351    | 4d8.5s2              | 3F      | 4   | 4d9.(2D<5/2>).6p     | 2[5/2]*  | 3       |   9 - 7   |    |          |    L11881c113  |
Ag III    |          256.287      |   0.010     |                       |             |     100 |              |      |                                         |                      |         |     |                      |          |         |           |    |          |          L650  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          256.423332   |   0.000020  |          256.423336   |  0.000012   |   12000 | 6.2e+07      | C+   |     10.68000943    -      15.51369761   | 4d9.(2D<3/2>).5p     | 2[1/2]* | 0   | 4d9.(2D<3/2>).6s     | 2[3/2]   | 1       |   1 - 3   |    |    T3754 |    L11881c113  |
Ag II     |          256.700519   |   0.000020  |          256.700514   |  0.000009   |    6400 | 2.5e+07      | C+   |     10.71975452    -      15.54822375   | 4d9.(2D<5/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<3/2>).6s     | 2[3/2]   | 2       |   7 - 5   |    |    T3754 |    L11881c113  |
Ag I      |          257.563      |   0.010     |          257.567      |  0.005      |     50w |              |      |      4.304015538   -       9.11625      | 4d9.5s2              | 2D      | 3/2 | 4d9.5s.(1D).5p       | 2D*      | 5/2     |   4 - 6   |    |          |         L3326  |
Ag II     |          258.057399   |   0.000020  |          258.057394   |  0.000010   |   80000 | 1.8e+08      | C    |     10.18799633    -      14.99107881   | 4d9.(2D<5/2>).5p     | 2[7/2]* | 3   | 4d9.(2D<5/2>).6s     | 2[5/2]   | 2       |   7 - 5   |    |    T9142 |    L11881c113  |
Ag II     |          258.40917    |   0.00010   |          258.409063   |  0.000020   |    1400 |              |      |     10.77275131    -      15.5692977    | 4d9.(2D<3/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).5d     | 2[1/2]   | 1       |   5 - 3   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          258.724      |   0.004     |          258.724477   |  0.000020   |    1100 | 2.0e+06      | E    |     11.14562618    -      15.9363254    | 4d9.(2D<3/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<5/2>).5d     | 2[1/2]   | 0       |   3 - 1   |    |    T3754 |        L16216  |
Ag II     |          259.549487   |   0.000020  |          259.549481   |  0.000010   |    8100 | 2.8e+07      | C+   |     10.77275131    -      15.54822375   | 4d9.(2D<3/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<3/2>).6s     | 2[3/2]   | 2       |   5 - 5   |    |    T3754 |    L11881c113  |
Ag II     |          259.684600   |   0.000020  |          259.684607   |  0.000020   |   24000 |              |      |     11.6461985     -      16.4191862    | 4d8.5s2              | 3F      | 4   | 4d9.(2D<5/2>).6p     | 2[7/2]*  | 4       |   9 - 9   |    |          |    L11881c113  |
Ag II     |          259.836      |   0.005     |          259.838439   |  0.000015   |    3400 | 8.0e+06      | C+   |     11.05129731    -      15.8214594    | 4d9.(2D<3/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).5d     | 2[7/2]   | 4       |   7 - 9   |    |    T3754 |     L3328c114  |
Ag II     |          260.597631   |   0.000020  |          260.597632   |  0.000010   |   24000 | 3.0e+07      | C+   |     10.18799633    -      14.94426250   | 4d9.(2D<5/2>).5p     | 2[7/2]* | 3   | 4d9.(2D<5/2>).6s     | 2[5/2]   | 3       |   7 - 7   |    |    T3754 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          261.439776   |   0.000021  |          261.439778   |  0.000010   |   21000 | 1.36e+08     | C+   |     10.77275131    -      15.51369761   | 4d9.(2D<3/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<3/2>).6s     | 2[3/2]   | 1       |   5 - 3   |    |    T3754 |    L11881c113  |
Ag II     |          261.70020    |   0.00003   |          261.700202   |  0.000021   |    3600 | 6.9e+07      | B+   |     11.20009665    -      15.9363254    | 4d9.(2D<3/2>).5p     | 2[1/2]* | 1   | 4d9.(2D<5/2>).5d     | 2[1/2]   | 0       |   3 - 1   |    |    T3754 |    L11881c113  |
Ag II     |          262.4947     |   0.0006    |          262.49459    |  0.00010    |      20 |              |      |     11.6461985     -      16.3680948    | 4d8.5s2              | 3F      | 4   | 4d9.(2D<5/2>).6p     | 2[7/2]*  | 3       |   9 - 7   |    |          |    L17886c114  |
Ag II     |          262.551589   |   0.000021  |          262.551592   |  0.000011   |    8200 | 3.00e+07     | B+   |     11.05129731    -      15.77216857   | 4d9.(2D<3/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).5d     | 2[5/2]   | 3       |   7 - 7   |    |    T3754 |    L11881c113  |
Ag II     |          265.65404    |   0.00004   |          265.654043   |  0.000014   |    2500 | 1.3e+07      | D+   |     11.05129731    -      15.71703894   | 4d9.(2D<3/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<5/2>).5d     | 2[3/2]   | 2       |   7 - 5   |    |    T9142 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          265.680859   |   0.000021  |          265.680863   |  0.000012   |    6200 | 2.90e+07     | B+   |     11.14562618    -      15.81089683   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<5/2>).5d     | 2[5/2]   | 2       |   3 - 5   |    |    T3754 |    L11881c113  |
Ag II     |          265.74137    |   0.00003   |          265.74137    |  0.00003    |    7000 |              |      |     12.3495739     -      17.0137823    | 4d8.5s2              | 3F      | 2   | 4d9.(2D<3/2>).6p     | 2[3/2]*  | 1       |   5 - 3   |    |          |    L11881c113  |
Ag II     |          266.044956   |   0.000021  |          266.044959   |  0.000009   |   26000 | 1.51e+07     | C+   |      5.70935604    -      10.36824241   | 4d9.(2D<3/2>).5s     | 2[3/2]  | 2   | 4d9.(2D<5/2>).5p     | 2[3/2]*  | 1       |   5 - 3   |    | T6475c86 |    L11881c113  |
Ag II     |          266.317552   |   0.000021  |          266.317552   |  0.000021   |   39000 |              |      |     11.6461985     -      16.3003165    | 4d8.5s2              | 3F      | 4   | 4d8.(3F).5s.5p.(3P*) | 5G*      | 5       |   9 - 11  |    |          |    L11881c113  |
Ag II     |          266.91994    |   0.00005   |          266.91992    |  0.00004    |    2100 |              |      |     12.1457449     -      16.7893603    | 4d8.5s2              | 3F      | 3   | 4d8.(3F).5s.5p.(3P*) | 5G*      | 2       |   7 - 5   |    |          |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          268.119774   |   0.000022  |          268.119759   |  0.000010   |   24000 | 6.0e+07      | D+   |     10.36824241    -      14.99107881   | 4d9.(2D<5/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<5/2>).6s     | 2[5/2]   | 2       |   3 - 5   |    |    T9142 |    L11881c113  |
Ag II     |          268.81976    |   0.00006   |          268.819709   |  0.000013   |    2300 | 1.40e+07     | B+   |     11.20009665    -      15.81089683   | 4d9.(2D<3/2>).5p     | 2[1/2]* | 1   | 4d9.(2D<5/2>).5d     | 2[5/2]   | 2       |   3 - 5   |    |    T3754 |    L11881c113  |
Ag II     |          271.107823   |   0.000022  |          271.107830   |  0.000012   |    8900 | 4.8e+07      | D+   |     11.14562618    -      15.71751387   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 1   | 4d9.(2D<5/2>).5d     | 2[3/2]   | 1       |   3 - 3   |    |    T9142 |    L11881c113  |
Ag II     |          271.187305   |   0.000022  |          271.187292   |  0.000013   |   91000 | 2.0e+08      | C+   |     10.37371438    -      14.94426250   | 4d9.(2D<5/2>).5p     | 2[7/2]* | 4   | 4d9.(2D<5/2>).6s     | 2[5/2]   | 3       |   9 - 7   |    |    T3754 |    L11881c113  |
Ag I      |          272.177      |   0.010     |          272.1764     |  0.0007     |      50 |              |      |      3.7495671196  -       8.303507     | 4d9.5s2              | 2D      | 5/2 | 4d9.5s.(3D).5p       | 2D*      | 5/2     |   6 - 6   |    |          |         L3326  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          272.873      |   0.004     |          272.877443   |  0.000013   |     590 | 1.0e+06      | E    |     11.26865627    -      15.81089683   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<5/2>).5d     | 2[5/2]   | 2       |   5 - 5   |    |    T3754 |        L16216  |
Ag II     |          274.37697    |   0.00005   |          274.376993   |  0.000014   |    5000 | 1.0e+08      | D+   |     11.20009665    -      15.71751387   | 4d9.(2D<3/2>).5p     | 2[1/2]* | 1   | 4d9.(2D<5/2>).5d     | 2[3/2]   | 1       |   3 - 3   |    |    T9142 |    L11881c113  |
Ag II     |          274.38981    |   0.00003   |          274.389810   |  0.000011   |    1290 | 1.1e+06      | D+   |      5.42340791    -       9.94061414   | 4d9.(2D<3/2>).5s     | 2[3/2]  | 1   | 4d9.(2D<5/2>).5p     | 2[3/2]*  | 2       |   3 - 5   |    | T6475c86 |    L11881c113  |
Ag II     |          275.219      |   0.005     |          275.224198   |  0.000012   |     690 | 1.0e+06      | E    |     11.26865627    -      15.77216857   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<5/2>).5d     | 2[5/2]   | 3       |   5 - 7   |    |    T3754 |        L16216  |
Ag II     |          275.627305   |   0.000023  |          275.627291   |  0.000011   |   35000 | 2.0e+08      | C+   |     11.05129731    -      15.54822375   | 4d9.(2D<3/2>).5p     | 2[5/2]* | 3   | 4d9.(2D<3/2>).6s     | 2[3/2]   | 2       |   7 - 5   |    |    T3754 |    L11881c113  |
          |                       |             |                       |             |         |              |      |                                         |                      |         |     |                      |          |         |           |    |          |                |
Ag II     |          276.752713   |   0.000023  |          276.752728   |  0.000011   |   30000 | 1.01e+07     | B    |      5.70935604    -      10.18799633   | 4d9.(2D<3/2>).5s     | 2[3/2]  | 2   | 4d9.(2D<5/2>).5p     | 2[7/2]*  | 3       |   5 - 7   |    | T6475c86 |    L11881c113  |
Ag II     |          278.631      |   0.005     |          278.635281   |  0.000015   |    1500 |              |      |     11.26865627    -      15.71703894   | 4d9.(2D<3/2>).5p     | 2[3/2]* | 2   | 4d9.(2D<5/2>).5d     | 2[3/2]   | 2       |   5 - 5   |    |          |     L3328c114  |
Ag II     |          279.17477    |   0.00008   |          279.17480    |  0.00005    |     900 |              |      |     12.3495739     -      16.7893603    | 4d8.5s2              | 3F      | 2   | 4d8.(3F).5s.5p.(3P*) | 5G*      | 2       |   5 - 5   |    |          |    L11881c113  |
Ag II     |          279.947584   |   0.000024  |          279.947573   |  0.000011   |   20000 | 1.0e+08      | D+   |     10.56354748    -      14.99107881   | 4d9.(2D<5/2>).5p     | 2[5/2]* | 2   | 4d9.(2D<5/2>).6s     | 2[5/2]   | 2       |   5 - 5   |    |    T9142 |    L11881c113  |
