---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |        Ritz        |    Rel. |     Aki     | Acc. |        Ei           Ek        |             Lower level             |               Upper level                |  gi   gk  |Type|    TP  |       Line  |
          |     Wavelength     |     Wavelength     |    Int. |   (s^-1)    |      |       (eV)         (eV)       |-------------------------------------|------------------------------------------|           |    |   Ref. |       Ref.  |
          |      Air (nm)      |      Air (nm)      |         |             |      |                               | Conf.            | Term      | J    | Conf.                | Term       | J    |           |    |        |             |
W II      |         336.45681  |         336.45643  |       2 |             |      |   3.0985624   -    6.7825041  |                  |           | 3/2  |                      |            | 5/2  |   4 - 6   |    |        |     L11762  |
W I       |         336.4792   |         336.4787   |       4 |             |      |   3.452935    -    7.136633   | 5d5.(2I).6s      | 3I        | 5    |                      | *          | 5    |  11 - 11  |    |        |       L153  |
W I       |         336.4898   |         336.4906   |       6 |             |      |   1.507891    -    5.191459   | 5d4.6s2          | 3H        | 4    |                      | *          | 4    |   9 - 9   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         336.5936   |         336.5938   |      40 |             |      |   1.708218    -    5.390657   | 5d4.6s2          | 3F2       | 2    |                      | *          | 3    |   5 - 7   |    |        |       L153  |
W II      |         336.63364  |         336.63339  |       2 |             |      |   4.2267288   -    7.9087340  | 5d5              | 4F        | 9/2  |                      |            | 7/2  |  10 - 8   |    |        |     L11762  |
W II      |         336.67168  |         336.67169  |       7 |             |      |   3.07537991  -    6.7569662  |                  |           | 7/2  |                      |            | 7/2  |   8 - 8   |    |        |     L11762  |
W I       |         336.7214   |         336.7218   |      15 |             |      |   2.458319    -    6.139358   | 5d5.(4P).6s      | 5P        | 3    |                      | *          | 2    |   7 - 5   |    |        |       L153  |
W I       |         336.7550   |         336.7549   |      15 |             |      |   2.458319    -    6.138996   | 5d5.(4P).6s      | 5P        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         336.7656   |         336.7654   |       8 |             |      |   3.500500    -    7.181062   | 5d5.(4F).6s      | 5F        | 5    |                      | *          | 6    |  11 - 13  |    |        |       L153  |
W I       |         336.9680   |         336.9688   |      20 |             |      |   3.652696    -    7.331037   | 5d5.(2I).6s      | 3I        | 7    |                      | *          | 6    |  15 - 13  |    |        |       L153  |
W II      |         336.97785  |         336.97788  |       3 |             |      |   2.88074530  -    6.5589865  |                  |           | 9/2  |                      |            | 7/2  |  10 - 8   |    |        |     L11762  |
W I       |         337.0157   |         337.0153   |      10 |             |      |   2.108785    -    5.786618   | 5d4.6s2          | 3H        | 6    |                      | *          | 6    |  13 - 13  |    |        |       L153  |
W II      |         337.02221  |         337.02220  |       6 |             |      |   2.90748125  -    6.5852388  | 5d4.(3D).6s      | 4D        | 5/2  |                      |            | 5/2  |   6 - 6   |    |        |     L11762  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W II      |         337.04574  |         337.04573  |       6 |             |      |   5.1557574   -    8.8332581  |                  |           | 9/2  |                      |            | 9/2  |  10 - 10  |    |        |     L11762  |
W I       |         337.0508   |         337.0512   |      30 |             |      |   2.194667    -    5.872107   | 5d4.6s2          | 3F2       | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
W I       |         337.0691   |         337.0688   |     12* |             |      |   2.194667    -    5.871915   | 5d4.6s2          | 3F2       | 3    |                      | *          | 4    |   7 - 9   |    |        |       L153  |
W I       |         337.0691   |         337.0702   |     12* |             |      |   3.051360    -    6.728594   | 5d4.6s2          | 1F        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
W I       |         337.094    |         337.0944   |       6 |             |      |   1.916797    -    5.593767   | 5d4.6s2          | 3D        | 3    |                      | *          | 4    |   7 - 9   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         337.1044   |         337.1047   |      40 | 1.0e+06     | B    |   0.598844    -    4.275702   | 5d4.6s2          | 5D        | 3    |                      | *          | 2    |   7 - 5   |    |  T4976 |       L153  |
W I       |         337.112    |         337.1128   |     20? |             |      |   1.181329    -    4.858098   | 5d4.6s2          | 3P2       | 0    |                      | *          | 1    |   1 - 3   |    |        |       L153  |
W I       |         337.1352   |         337.1350   |      50 | 6.7e+05     | B    |   0.207090    -    3.883617   | 5d4.6s2          | 5D        | 1    |                      | *          | 1    |   3 - 3   |    |  T4976 |       L153  |
W II      |         337.21906  |         337.21906  |      21 |             |      |   3.79799887  -    7.4736095  |                  |           | 9/2  |                      |            | 9/2  |  10 - 10  |    |        |     L11762  |
W II      |         337.23301  |         337.23290  |       3 |             |      |   4.0278157   -    7.7032754  |                  |           | 3/2  |                      |            | 1/2  |   4 - 2   |    |        |     L11762  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         337.3231   |         337.3225   |     20* |             |      |   2.037223    -    5.711706   | 5d4.6s2          | 3G        | 4    |                      | *          | 3    |   9 - 7   |    |        |       L153  |
W I       |         337.3231   |         337.3236   |     20* |             |      |   2.194667    -    5.869138   | 5d4.6s2          | 3F2       | 3    |                      | *          | 2    |   7 - 5   |    |        |       L153  |
W I       |         337.3752   |         337.3755   |     300 |             |      |   0.412313    -    4.086219   | 5d4.6s2          | 5D        | 2    |                      | *          | 3    |   5 - 7   |    |        |       L153  |
W II      |         337.41194  |         337.41195  |       2 |             |      |   4.4419377   -    8.1154471  |                  |           | 9/2  |                      |            | 7/2  |  10 - 8   |    |        |     L11762  |
W I       |         337.4574   |         337.4570   |       3 |             |      |   3.765921    -    7.438940   | 5d4.6s2          | 3F1       | 2    |                      | *          | 2    |   5 - 5   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W II      |         337.48649  |         337.486489 |      22 |             |      |   2.05232121  -    5.72501929 | 5d4.(3H).6s      | 4H        | 9/2  |                      |            | 7/2  |  10 - 8   |    |        |     L11762  |
W I       |         337.5112   |         337.5116   |      40 |             |      |   1.856810    -    5.529234   | 5d4.6s2          | 3D        | 2    |                      | *          | 2    |   5 - 5   |    |        |       L153  |
W I       |         337.5361   |         337.5373   |       4 |             |      |   3.374084    -    7.046229   | 5d5.(2F1).6s     | 3F        | 4    |                      | *          | 4    |   9 - 9   |    |        |       L153  |
W II      |         337.61403  |         337.61357  |  156bl* |             |      |   3.4862913   -    7.1576070  | 5d4.(3P1).6s     | 4P        | 5/2  |                      |            | 7/2  |   6 - 8   |    |        |     L11762  |
W II      |         337.61403  |         337.614029 |  156bl* | 6.03e+06    | B    |   1.87798579  -    5.54929649 | 5d4.(3H).6s      | 4H        | 7/2  |                      |            | 9/2  |   8 - 10  |    |  T7162 |     L11762  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W II      |         337.61956  |         337.61959  |      15 |             |      |   4.0853363   -    7.7565865  |                  |           | 7/2  |                      |            | 7/2  |   8 - 8   |    |        |     L11762  |
W I       |         337.6898   |         337.6905   |      20 |             |      |   2.786753    -    6.457232   | 5d5.(4D).6s      | 5D        | 4    |                      | *          | 5    |   9 - 11  |    |        |       L153  |
W II      |         337.72676  |         337.72681  |       5 |             |      |   3.38151438  -    7.0515991  |                  |           | 7/2  |                      |            | 5/2  |   8 - 6   |    |        |     L11762  |
W I       |         337.8515   |         337.8525   |      40 |             |      |   2.458319    -    6.127039   | 5d5.(4P).6s      | 5P        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
W I       |         337.8728   |         337.8714   |       5 |             |      |   3.583014    -    7.251528   | 5d4.6s2          | 3P1       | 2    |                      | *          | 3    |   5 - 7   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W II      |         337.90305  |         337.903042 |      36 |             |      |   2.05684861  -    5.72501929 |                  |           | 7/2  |                      |            | 7/2  |   8 - 8   |    |        |     L11762  |
W I       |         337.9096   |         337.9105   |       8 |             |      |   3.073526    -    6.741616   | 5d4.6s2          | 1D2       | 2    |                      | *          | 1    |   5 - 3   |    |        |       L153  |
W I       |         337.9264   |         337.9276   |       6 |             |      |   2.833386    -    6.501290   | 5d4.6s2          | 1G2       | 4    |                      | *          | 4    |   9 - 9   |    |        |       L153  |
W II      |         337.96074  |         337.96075  |       2 |             |      |   4.3785745   -    8.0461188  |                  |           | 7/2  |                      |            | 7/2  |   8 - 8   |    |        |     L11762  |
W I       |         338.0032   |                    |       4 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         338.0406   |                    |       3 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W II      |         338.06926  |         338.06925  |       9 |             |      |   3.07537991  -    6.7417472  |                  |           | 7/2  |                      |            | 5/2  |   8 - 6   |    |        |     L11762  |
W I       |         338.1725   |         338.1729   |      40 |             |      |   1.655010    -    5.320254   | 5d4.6s2          | 3G        | 3    |                      | *          | 4    |   7 - 9   |    |        |       L153  |
W I       |         338.2086   |         338.2092   |      30 |             |      |   1.916797    -    5.581647   | 5d4.6s2          | 3D        | 3    |                      | *          | 2    |   7 - 5   |    |        |       L153  |
W II      |         338.22505  |         338.22516  |       2 |             |      |   3.2888928   -    6.9535701  | 5d5              | 4P        | 1/2  |                      |            | 3/2  |   2 - 4   |    |        |     L11762  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         338.2598   |         338.2605   |      50 |             |      |   1.916797    -    5.581092   | 5d4.6s2          | 3D        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
W II      |         338.26341  |         338.26345  |      11 |             |      |   2.38997283  -    6.05423527 |                  |           | 5/2  |                      |            | 7/2  |   6 - 8   |    |        |     L11762  |
W II      |         338.30877  |         338.30872  |      13 |             |      |   3.6378732   -    7.30164536 |                  |           | 9/2  |                      |            | 11/2 |  10 - 12  |    |        |     L11762  |
W I       |         338.4332   |         338.4331   |     80* |             |      |   2.266491    -    5.928917   | 5d5.(6S).6s      | 5S        | 2    |                      | *          | 1    |   5 - 3   |    |        |       L153  |
W I       |         338.4332   |         338.4340   |     80* |             |      |   2.436108    -    6.098525   | 5d5.(4G).6s      | 5G        | 6    |                      | *          | 5    |  13 - 11  |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W II      |         338.48791  |         338.48751  |       2 |             |      |   3.1206670   -    6.7825041  |                  |           | 3/2  |                      |            | 5/2  |   4 - 6   |    |        |     L11762  |
W I       |         338.4888   |         338.4899   |      25 |             |      |   2.387137    -    6.048948   | 5d4.6s2          | 3P2       | 2    |                      | *          | 1    |   5 - 3   |    |        |       L153  |
W II      |         338.49120  |         338.49135  |       6 |             |      |   2.95128289  -    6.61307842 |                  |           | 7/2  |                      |            | 7/2  |   8 - 8   |    |        |     L11762  |
W I       |         338.5818   |         338.5819   |      30 |             |      |   3.520246    -    7.181062   | 5d5.(2I).6s      | 3I        | 6    |                      | *          | 6    |  13 - 13  |    |        |       L153  |
W I       |         338.6090   |         338.6094   |      80 | 2.64e+05    | B    |   0.598844    -    4.259363   | 5d4.6s2          | 5D        | 3    |                      | *          | 3    |   7 - 7   |    |  T4976 |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W II      |         338.64980  |         338.64983  |       6 |             |      |   2.85742958  -    6.5175115  |                  |           | 7/2  |                      |            | 9/2  |   8 - 10  |    |        |     L11762  |
W I       |         338.6778   |         338.6786   |       8 |             |      |   2.120999    -    5.780769   | 5d4.6s2          | 3F2       | 4    |                      | *          | 4    |   9 - 9   |    |        |       L153  |
W II      |         338.69332  |         338.69322  |       2 |             |      |   3.5324238   -    7.1920369  |                  |           | 3/2  |                      |            | 3/2  |   4 - 4   |    |        |     L11762  |
W I       |         338.7492   |         338.7505   |       1 |             |      |   3.507746    -    7.166740   | 5d5.(2F1).6s     | 3F        | 3    |                      | *          | 4    |   7 - 9   |    |        |       L153  |
W II      |         338.76371  |         338.76363  |       6 |             |      |   3.33877144  -    6.99762384 | 5d4.(1I).6s      | 2I        | 11/2 | 5d4.(3H).6p          | 4H*        | 13/2 |  12 - 14  |    |        |     L11762  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         338.793    |         338.7950   |       3 |             |      |   3.051360    -    6.709874   | 5d4.6s2          | 1F        | 3    |                      | *          | 4    |   7 - 9   |    |        |       L153  |
W I       |         338.8116   |         338.8113   |       6 |             |      |   3.051360    -    6.709697   | 5d4.6s2          | 1F        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
W I       |         338.8822   |         338.8822   |     150 |             |      |   2.659307    -    6.316880   | 5d4.6s.(6D).6p   | 7F*       | 2    |                      |            | 1    |   5 - 3   |    |        |       L153  |
W II      |         338.88688  |         338.88689  |       8 |             |      |   4.4419377   -    8.0994594  |                  |           | 9/2  |                      |            | 11/2 |  10 - 12  |    |        |     L11762  |
W I       |         338.910    |         338.9102   |       5 |             |      |   2.108785    -    5.766055   | 5d4.6s2          | 3H        | 6    |                      | *          | 5    |  13 - 11  |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W II      |         338.95347  |         338.95344  |       2 |             |      |   3.0985624   -    6.7553659  |                  |           | 3/2  |                      |            | 1/2  |   4 - 2   |    |        |     L11762  |
W I       |         338.982    |                    |       3 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W II      |         338.99718  |         338.99734  |       2 |             |      |   3.1829346   -    6.8392647  |                  |           | 5/2  |                      |            | 5/2  |   6 - 6   |    |        |     L11762  |
W II      |         339.03290  |         339.03289  |       2 |             |      |   2.43471600  -    6.09066270 |                  |           | 5/2  |                      |            | 7/2  |   6 - 8   |    |        |     L11762  |
W I       |         339.1090   |         339.1092   |      80 |             |      |   1.916797    -    5.571921   | 5d4.6s2          | 3D        | 3    |                      | *          | 4    |   7 - 9   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         339.1520   |         339.1522   |      80 |             |      |   1.868433    -    5.523094   | 5d4.6s2          | 3H        | 5    |                      | *          | 5    |  11 - 11  |    |        |       L153  |
W I       |         339.2204   |         339.2211   |       6 |             |      |   1.856810    -    5.510728   | 5d4.6s2          | 3D        | 2    |                      | *          | 3    |   5 - 7   |    |        |       L153  |
W I       |         339.225    |         339.2266   |       1 |             |      |   3.330419    -    6.984278   | 5d5.(2F1).6s     | 3F        | 2    |                      | *          | 3    |   5 - 7   |    |        |       L153  |
W I       |         339.2462   |         339.2439   |       2 |             |      |   3.500500    -    7.154173   | 5d5.(4F).6s      | 5F        | 5    |                      | *          | 6    |  11 - 13  |    |        |       L153  |
W I       |         339.2820   |         339.2831   |      12 |             |      |   3.452935    -    7.106185   | 5d5.(2I).6s      | 3I        | 5    |                      | *          | 4    |  11 - 9   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         339.3427   |         339.3420   |       2 |             |      |   2.966952    -    6.619568   | 5d5.(4D).6s      | 5D        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
W I       |         339.3748   |         339.3754   |      10 |             |      |   2.659307    -    6.311564   | 5d4.6s.(6D).6p   | 7F*       | 2    |                      |            | 1    |   5 - 3   |    |        |       L153  |
W II      |         339.44516  |         339.44528  |       7 |             |      |   2.90748125  -    6.5589865  | 5d4.(3D).6s      | 4D        | 5/2  |                      |            | 7/2  |   6 - 8   |    |        |     L11762  |
W I       |         339.4613   |         339.4617   |       8 |             |      |   1.708218    -    5.359547   | 5d4.6s2          | 3F2       | 2    |                      | *          | 2    |   5 - 5   |    |        |       L153  |
W II      |         339.48937  |         339.48926  |       3 |             |      |   3.33877144  -    6.9898037  | 5d4.(1I).6s      | 2I        | 11/2 |                      |            | 11/2 |  12 - 12  |    |        |     L11762  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         339.5472   |         339.5478   |      12 |             |      |   2.458319    -    6.108721   | 5d5.(4P).6s      | 5P        | 3    |                      | *          | 2    |   7 - 5   |    |        |       L153  |
W II      |         339.57110  |         339.57111  |       4 |             |      |   3.1052137   -    6.7553659  | 5d4.(3D).6s      | 4D        | 1/2  |                      |            | 1/2  |   2 - 2   |    |        |     L11762  |
W I       |         339.5806   |         339.5808   |      40 |             |      |   1.708218    -    5.358266   | 5d4.6s2          | 3F2       | 2    |                      | *          | 1    |   5 - 3   |    |        |       L153  |
W I       |         339.6395   |                    |       3 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         339.6850   |         339.6863   |       6 |             |      |   2.908052    -    6.556966   | 5d5.(4D).6s      | 5D        | 1    |                      | *          | 2    |   3 - 5   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         339.7455   |         339.7456   |       8 |             |      |   2.436108    -    6.084386   | 5d5.(4G).6s      | 5G        | 6    |                      | *          | 5    |  13 - 11  |    |        |       L153  |
W I       |         339.8089   |         339.8092   |      50 |             |      |   2.387469    -    6.035065   | 5d5.(4G).6s      | 5G        | 4    |                      | *          | 4    |   9 - 9   |    |        |       L153  |
W I       |         339.8585   |         339.8600   |      12 |             |      |   2.966952    -    6.614001   | 5d5.(4D).6s      | 5D        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
W II      |         339.89230  |         339.892303 |      48 |             |      |   2.23179329  -    5.87849623 |                  |           | 7/2  |                      |            | 5/2  |   8 - 6   |    |        |     L11762  |
W I       |         340.0453   |         340.0459   |       5 |             |      |   2.120999    -    5.766055   | 5d4.6s2          | 3F2       | 4    |                      | *          | 5    |   9 - 11  |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         340.0548   |         340.0547   |      12 |             |      |   0.598844    -    4.243805   | 5d4.6s2          | 5D        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
W I       |         340.0859   |         340.0882   |       6 |             |      |   4.127657    -    7.772259   | 5d5.(2I).6s      | 1I        | 6    |                      | *          | 6    |  13 - 13  |    |        |       L153  |
W I       |         340.1388   |         340.1389   |      30 |             |      |   1.856810    -    5.500869   | 5d4.6s2          | 3D        | 2    |                      | *          | 2    |   5 - 5   |    |        |       L153  |
W II      |         340.18847  |         340.188450 |      86 | 7.03e+06    | B    |   1.85576385  -    5.49929229 |                  |           | 5/2  |                      |            | 5/2  |   6 - 6   |    |  T7162 |     L11762  |
W II      |         340.22045  |         340.22053  |       4 |             |      |   3.0985624   -    6.7417472  |                  |           | 3/2  |                      |            | 5/2  |   4 - 6   |    |        |     L11762  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         340.2758   |         340.2767   |      12 |             |      |   2.786753    -    6.429337   | 5d5.(4D).6s      | 5D        | 4    |                      | *          | 4    |   9 - 9   |    |        |       L153  |
W I       |         340.2895   |         340.2906   |       4 |             |      |   2.194667    -    5.837102   | 5d4.6s2          | 3F2       | 3    |                      | *          | 2    |   7 - 5   |    |        |       L153  |
W I       |         340.3010   |         340.3015   |       1 |             |      |   1.856810    -    5.499128   | 5d4.6s2          | 3D        | 2    |                      | *          | 1    |   5 - 3   |    |        |       L153  |
W I       |         340.3370   |                    |       5 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         340.3785   |         340.3784   |       8 |             |      |   2.532729    -    6.174225   | 5d5.(4P).6s      | 5P        | 1    |                      | *          | 0    |   3 - 1   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         340.4216   |         340.4224   |      30 |             |      |   2.246202    -    5.887226   | 5d5.(4G).6s      | 5G        | 2    |                      | *          | 3    |   5 - 7   |    |        |       L153  |
W I       |         340.4704   |         340.4702   |       2 |             |      |   2.973488    -    6.614001   | 5d5.(4D).6s      | 5D        | 2    |                      | *          | 3    |   5 - 7   |    |        |       L153  |
W I       |         340.4792   |         340.4800   |      25 |             |      |   2.458116    -    6.098525   | 5d4.6s2          | 3G        | 5    |                      | *          | 5    |  11 - 11  |    |        |       L153  |
W I       |         340.5052   |         340.5052   |       4 |             |      |   2.241985    -    5.882124   | 5d4.6s2          | 3D        | 1    |                      | *          | 2    |   3 - 5   |    |        |       L153  |
W I       |         340.5266   |         340.5269   |      25 |             |      |   2.037223    -    5.677130   | 5d4.6s2          | 3G        | 4    |                      | *          | 5    |   9 - 11  |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W II      |         340.58764  |         340.58767  |       2 |             |      |   2.90748125  -    6.5467391  | 5d4.(3D).6s      | 4D        | 5/2  |                      |            | 3/2  |   6 - 4   |    |        |     L11762  |
W I       |         340.5952   |         340.5957   |      25 |             |      |   2.352539    -    5.991711   | 5d5.(4G).6s      | 5G        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
W II      |         340.60809  |         340.60811  |       8 |             |      |   3.1829346   -    6.8219741  |                  |           | 5/2  |                      |            | 7/2  |   6 - 8   |    |        |     L11762  |
W II      |         340.65795  |         340.65795  |      17 |             |      |   3.6378732   -    7.2763802  |                  |           | 9/2  |                      |            | 9/2  |  10 - 10  |    |        |     L11762  |
W I       |         340.6824   |         340.6836   |      30 |             |      |   2.352539    -    5.990773   | 5d5.(4G).6s      | 5G        | 3    |                      | *          | 2    |   7 - 5   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W II      |         340.683277 |         340.683277 |     116 |             |      |   1.31330075  -    4.95153730 |                  |           | 3/2  | 5d3.(4F).6s.(5F).6p  | 6G*        | 5/2  |   4 - 6   |    |        |     L11762  |
W I       |         340.7244   |         340.7262   |       2 |             |      |   3.984349    -    7.622127   | 5d5.(4G).6s      | 3G        | 4    |                      | *          | 5    |   9 - 11  |    |        |       L153  |
W II      |         340.74452  |         340.74452  |      18 |             |      |   3.38151438  -    7.0190970  |                  |           | 7/2  |                      |            | 7/2  |   8 - 8   |    |        |     L11762  |
W I       |         340.7628   |         340.7633   |      40 |             |      |   1.507891    -    5.145274   | 5d4.6s2          | 3H        | 4    |                      | *          | 3    |   9 - 7   |    |        |       L153  |
W II      |         340.82101  |         340.82102  |       5 |             |      |   2.88074530  -    6.5175115  |                  |           | 9/2  |                      |            | 9/2  |  10 - 10  |    |        |     L11762  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         340.8379   |         340.8395   |     150 |             |      |   2.857502    -    6.494072   | 5d4.6s.(6D).6p   | 7F*       | 3    |                      |            | 4    |   7 - 9   |    |        |       L153  |
W I       |         340.8770   |         340.8768   |       5 |             |      |   3.073526    -    6.709697   | 5d4.6s2          | 1D2       | 2    |                      | *          | 3    |   5 - 7   |    |        |       L153  |
W I       |         340.9003   |         340.9001   |      12 |             |      |   2.246202    -    5.882124   | 5d5.(4G).6s      | 5G        | 2    |                      | *          | 2    |   5 - 5   |    |        |       L153  |
W I       |         340.9164   |         340.9168   |       5 |             |      |   2.458319    -    6.094064   | 5d5.(4P).6s      | 5P        | 3    |                      | *          | 2    |   7 - 5   |    |        |       L153  |
W I       |         340.9432   |         340.9441   |      20 |             |      |   2.458116    -    6.093569   | 5d4.6s2          | 3G        | 5    |                      | *          | 4    |  11 - 9   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         340.9608   |         340.9606   |      12 |             |      |   1.868433    -    5.503711   | 5d4.6s2          | 3H        | 5    |                      | *          | 6    |  11 - 13  |    |        |       L153  |
W II      |         340.98385  |         340.98396  |       3 |             |      |   5.1557574   -    8.7907858  |                  |           | 9/2  |                      |            | 9/2  |  10 - 10  |    |        |     L11762  |
W II      |         341.01602  |         341.01487  |      8* |             |      |   3.1206670   -    6.7553659  |                  |           | 3/2  |                      |            | 1/2  |   4 - 2   |    |        |     L11762  |
W II      |         341.01602  |         341.01693  |      8* |             |      |   3.7961537   -    7.4308307  |                  |           | 5/2  |                      |            | 7/2  |   6 - 8   |    |        |     L11762  |
W I       |         341.0483   |         341.0482   |      15 |             |      |   2.266491    -    5.900834   | 5d5.(6S).6s      | 5S        | 2    |                      | *          | 3    |   5 - 7   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         341.0872   |         341.0873   |      40 |             |      |   3.520246    -    7.154173   | 5d5.(2I).6s      | 3I        | 6    |                      | *          | 6    |  13 - 13  |    |        |       L153  |
W I       |         341.1008   |         341.1021   |      12 |             |      |   2.966952    -    6.600722   | 5d5.(4D).6s      | 5D        | 3    |                      | *          | 4    |   7 - 9   |    |        |       L153  |
W I       |         341.1780   |         341.1796   |       2 |             |      |   3.051360    -    6.684304   | 5d4.6s2          | 1F        | 3    |                      | *          | 2    |   7 - 5   |    |        |       L153  |
W I       |         341.1997   |         341.1993   |       5 |             |      |   3.652696    -    7.285430   | 5d5.(2I).6s      | 3I        | 7    |                      | *          | 6    |  15 - 13  |    |        |       L153  |
W I       |         341.2078   |         341.2086   |      12 |             |      |   3.452935    -    7.085570   | 5d5.(2I).6s      | 3I        | 5    |                      | *          | 6    |  11 - 13  |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         341.2736   |         341.2727   |       3 |             |      |   3.452935    -    7.084889   | 5d5.(2I).6s      | 3I        | 5    |                      | *          | 5    |  11 - 11  |    |        |       L153  |
W II      |         341.27398  |         341.27396  |      10 |             |      |   2.3545751   -    5.98651473 |                  |           | 3/2  |                      |            | 5/2  |   4 - 6   |    |        |     L11762  |
W I       |         341.2956   |         341.2960   |      80 | 9.7e+05     | B    |   0.598844    -    4.230549   | 5d4.6s2          | 5D        | 3    |                      | *          | 4    |   7 - 9   |    |  T4976 |       L153  |
W I       |         341.3410   |         341.3419   |       4 |             |      |   0.771099    -    4.402316   | 5d4.6s2          | 5D        | 4    |                      | *          | 5    |   9 - 11  |    |        |       L153  |
W I       |         341.3528   |         341.3537   |      80 |             |      |   0.365913    -    3.997005   | 5d5.(6S).6s      | 7S        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         341.4336   |         341.4342   |       5 | 1.76e+04    | D    |   0.771099    -    4.401334   | 5d4.6s2          | 5D        | 4    |                      | *          | 3    |   9 - 7   |    |  T4976 |       L153  |
W I       |         341.5016   |                    |       3 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W I       |         341.5288   |         341.5282   |      5* |             |      |   3.514654    -    7.143890   | 5d5.(4F).6s      | 5F        | 3    |                      | *          | 3    |   7 - 7   |    |        |       L153  |
W I       |         341.5288   |         341.5287   |      5* |             |      |   2.532729    -    6.161960   | 5d5.(4P).6s      | 5P        | 1    |                      | *          | 2    |   3 - 5   |    |        |       L153  |
W II      |         341.54019  |         341.53996  |       3 |             |      |   3.38151438  -    7.0106254  |                  |           | 7/2  | 5d3.(4P).6s.(5P).6p  | 6P*        | 5/2  |   8 - 6   |    |        |     L11762  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         341.5406   |         341.5428   |       4 |             |      |   3.374084    -    7.003164   | 5d5.(2F1).6s     | 3F        | 4    |                      | *          | 3    |   9 - 7   |    |        |       L153  |
