---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |        Ritz        |    Rel. |     Aki     | Acc. |        Ei           Ek        |             Lower level             |               Upper level                |  gi   gk  |Type|    TP  |       Line  |
          |     Wavelength     |     Wavelength     |    Int. |   (s^-1)    |      |       (eV)         (eV)       |-------------------------------------|------------------------------------------|           |    |   Ref. |       Ref.  |
          |      Air (nm)      |      Air (nm)      |         |             |      |                               | Conf.            | Term      | J    | Conf.                | Term       | J    |           |    |        |             |
W II      |         203.21740  |         203.217335 |       2 |             |      |   0.91999510  -    7.0190970  | 5d5              | 6S        | 5/2  |                      |            | 7/2  |   6 - 8   |    |        |     L11762  |
W II      |         203.29016  |         203.290132 |       5 |             |      |   1.09511869  -    7.1920369  |                  |           | 1/2  |                      |            | 3/2  |   2 - 4   |    |        |     L11762  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W II      |         203.29536  |         203.295316 |       3 |             |      |   1.40114839  -    7.4979111  | 5d3.6s2          | 4F        | 5/2  |                      |            | 5/2  |   6 - 6   |    |        |     L11762  |
W II      |         203.2967   |         203.29854  |      15 |             |      |   2.23179329  -    8.3284593  |                  |           | 7/2  |                      |            | 5/2  |   8 - 6   |    |        |      L6520  |
W II      |         203.32405  |         203.32387  |       5 |             |      |   2.88074530  -    8.9766519  |                  |           | 9/2  |                      |            | 9/2  |  10 - 10  |    |        |     L11762  |
W II      |         203.33905  |         203.33903  |      12 |             |      |   1.87798579  -    7.9734379  | 5d4.(3H).6s      | 4H        | 7/2  |                      |            | 5/2  |   8 - 6   |    |        |     L11762  |
W II      |         203.37483  |         203.374835 |       8 |             |      |   0.00000000  -    6.0943792  | 5d4.(5D).6s      | 6D        | 1/2  |                      |            | 1/2  |   2 - 2   |    |        |     L11762  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W II      |         203.39698  |         203.396906 |       5 |             |      |   1.66286849  -    7.7565865  | 5d3.6s2          | 4F        | 7/2  |                      |            | 7/2  |   8 - 8   |    |        |     L11762  |
W I       |         203.477    |         203.4792   |       4 |             |      |   0.598844    -    6.690098   | 5d4.6s2          | 5D        | 3    |                      | *          | 2    |   7 - 5   |    |        |       L153  |
W II      |         203.48857  |         203.488546 |       3 |             |      |   1.66561239  -    7.7565865  |                  |           | 5/2  |                      |            | 7/2  |   6 - 8   |    |        |     L11762  |
W II      |         203.50006  |         203.50003  |       3 |             |      |   0.91999510  -    7.0106254  | 5d5              | 6S        | 5/2  | 5d3.(4P).6s.(5P).6p  | 6P*        | 5/2  |   6 - 6   |    |        |     L11762  |
W II      |         203.50430  |         203.504318 |      21 |             |      |   1.40114839  -    7.4916505  | 5d3.6s2          | 4F        | 5/2  |                      |            | 7/2  |   6 - 8   |    |        |     L11762  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W I       |         203.546    |         203.5475   |       2 |             |      |   0.365913    -    6.455123   | 5d5.(6S).6s      | 7S        | 3    |                      | *          | 2    |   7 - 5   |    |        |       L153  |
W III     |         203.5648   |         203.5646   |      10 |             |      |   4.875216    -   10.963915   | 5d3.(2D2).6s     | 3D        | 3    |                      |            | 3    |   7 - 7   |    |        |     L10405  |
W II      |         203.588856 |         203.588856 |      93 |             |      |   0.39333652  -    6.4813100  | 5d4.(5D).6s      | 6D        | 5/2  |                      |            | 7/2  |   6 - 8   |    |        |     L11762  |
W II      |         203.6209   |         203.61923  |       5 |             |      |   2.4057883   -    8.4928538  |                  |           | 1/2  |                      |            | 3/2  |   2 - 4   |    |        |      L6520  |
W III     |         203.6403   |         203.6401   |      20 |             |      |   3.782419    -    9.868861   | 5d3.(2G).6s      | 3G        | 4    | 5d3.(4F).6p          | 3F*        | 4    |   9 - 9   |    |        |     L10405  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W II      |         203.6404   |         203.63837  |    25bl |             |      |   2.05232121  -    8.1388147  | 5d4.(3H).6s      | 4H        | 9/2  |                      |            | 7/2  |  10 - 8   |    |        |      L6520  |
W III     |         203.6627   |         203.6628   |      40 |             |      |   4.878151    -   10.963915   |                  |           | 2    |                      |            | 3    |   5 - 7   |    |        |     L10405  |
W I       |         203.692    |                    |       3 |             |      |                               |                  |           |      |                      |            |      |           |    |        |       L153  |
W III     |         203.7614   |         203.7613   |    900* |             |      |   1.540763    -    7.623585   | 5d3.(4F).6s      | 5F        | 2    | 5d3.(4F).6p          | 5G*        | 3    |   5 - 7   |    |        |     L10405  |
W III     |         203.7614   |         203.7615   |    900* |             |      |   4.575559    -   10.658376   | 5d3.(2H).6s      | 3H        | 5    |                      |            | 6    |  11 - 13  |    |        |     L10405  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W III     |         203.7731   |         203.7725   |      80 |             |      |   4.687711    -   10.770197   |                  |           | 1    |                      |            | 2    |   3 - 5   |    |        |     L10405  |
W III     |         203.7829   |         203.7827   |      1d |             |      |   4.687711    -   10.769894   |                  |           | 1    |                      |            | 1    |   3 - 3   |    |        |     L10405  |
W II      |         203.78996  |         203.78998  |      11 |             |      |   2.05684861  -    8.1388147  |                  |           | 7/2  |                      |            | 7/2  |   8 - 8   |    |        |     L11762  |
W II      |         203.79314  |         203.793151 |       8 |             |      |   2.54591519  -    8.6277865  |                  |           | 11/2 |                      |            | 11/2 |  12 - 12  |    |        |     L11762  |
W III     |         203.8554   |         203.8551   |      40 |             |      |   2.987665    -    9.067687   | 5d4              | 3D        | 1    | 5d3.(4F).6p          | 3F*        | 2    |   3 - 5   |    |        |     L10405  |
          |                    |                    |         |             |      |                               |                  |           |      |                      |            |      |           |    |        |             |
W II      |         203.89948  |         203.89947  |       3 |             |      |   2.23179329  -    8.3104939  |                  |           | 7/2  |                      |            | 9/2  |   8 - 10  |    |        |     L11762  |
