-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |    Observed     |      Ritz       |  Rel. |    Aki     | Acc. |         Ei           Ek         |                 Lower level                  |                  Upper level                  |  gi   gk  |   Type|                                      TP  |   Line  |
          |   Wavelength    |   Wavelength    |  Int. |   (s^-1)   |      |        (eV)         (eV)        |----------------------------------------------|-----------------------------------------------|           |       |                                     Ref. |   Ref.  |
          |    Vac (nm)     |    Vac (nm)     |       |            |      |                                 | Conf.                     | Term       | J   | Conf.                     | Term       | J    |           |       |                                          |         |
Si III    |                 |        197.4208 |       | 5.70e+04   | E    |    24.693201   -     30.973400  | 3p.3d                     | 3F*        | 4   | 3s.7g                     | 3G         | 3    |   9 - 7   |       |                               T6298c4,LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |        197.7598 |       | 2.79e+07   | B    |     0.0000000  -      6.2694342 | 3s2.3p2                   | 3P         | 0   | 3s2.3p.3d                 | 3P*        | 1    |   1 - 3   |       |                                    T5814 |         |
Si I      |                 |        197.9205 |       | 8.69e+07   | B    |     0.0095610  -      6.273903  | 3s2.3p2                   | 3P         | 1   | 3s2.3p.3d                 | 3P*        | 0    |   3 - 1   |       |                                    T5814 |         |
Si III    |                 |        197.9233 |       | 4.48e+07   | D+   |    25.333789   -     31.598045  | 3s.4d                     | 1D         | 2   | 3s.8f                     | 1F*        | 3    |   5 - 7   |       |                                  T6298c4 |         |
Si XI     |                 |        197.98   |       | 9.66e+07   | B+   |   313.980      -    320.243     | 1s2.2p.3p                 | 1D         | 2   | 1s2.2p.3d                 | 1F*        | 3    |   5 - 7   |       |                                  T5633c4 |         |
Si I      |                 |        198.0618 |       | 2.07e+07   | B    |     0.0095610  -      6.2694342 | 3s2.3p2                   | 3P         | 1   | 3s2.3p.3d                 | 3P*        | 1    |   3 - 3   |       |                                    T5814 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si VI     |                 |        198.30   |       | 2.01e+06   | D    |   142.6168     -    148.869     | 2s2.2p4.(1D).3p           | 2P*        | 1/2 | 2s2.2p4.(3P).3d           | 2P         | 1/2  |   2 - 2   |       |                                      c44 |         |
Si I      |                 |        198.3233 |       | 2.18e+07   | B    |     0.0095610  -      6.2611819 | 3s2.3p2                   | 3P         | 1   | 3s2.3p.3d                 | 3P*        | 2    |   3 - 5   |       |                                    T5814 |         |
Si I      |        198.443  |                 |    30 |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |  L3521  |
Si IX     |                 |        198.488  |       | 1.50e-03   | C+   |     0.31554    -      6.56198   | 2s2.2p2                   | 3P         | 1   | 2s2.2p2                   | 1D         | 2    |   3 - 5   | E2    |                            T7333c7,T6645 |         |
Si IX     |                 |        198.488  |       | 7.65e+00   | B+   |     0.31554    -      6.56198   | 2s2.2p2                   | 3P         | 1   | 2s2.2p2                   | 1D         | 2    |   3 - 5   | M1    |                            T7333c7,T6645 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |        198.6364 |       | 3.65e+07   | B    |     0.0276679  -      6.2694342 | 3s2.3p2                   | 3P         | 2   | 3s2.3p.3d                 | 3P*        | 1    |   5 - 3   |       |                                    T5814 |         |
Si I      |                 |        198.8994 |       | 6.58e+07   | B    |     0.0276679  -      6.2611819 | 3s2.3p2                   | 3P         | 2   | 3s2.3p.3d                 | 3P*        | 2    |   5 - 5   |       |                                    T5814 |         |
Si I      |        199.185  |                 |    50 |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |  L3521  |
Si III    |                 |        199.2112 |       | 4.73e+04   | E    |    24.663327   -     30.887085  | 3p.3d                     | 3F*        | 2   | 3s.7d                     | 3D         | 3    |   5 - 7   |       |                               T6298c4,LS |         |
Si III    |                 |        199.2796 |       | 2.35e+06   | E    |    24.663327   -     30.884947  | 3p.3d                     | 3F*        | 2   | 3s.7d                     | 3D         | 2    |   5 - 5   |       |                               T6298c4,LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si III    |                 |        199.321  |       | 2.10e+07   | D    |    24.663327   -     30.88366   | 3p.3d                     | 3F*        | 2   | 3s.7d                     | 3D         | 1    |   5 - 3   |       |                               T6298c4,LS |         |
Si III    |                 |        199.6221 |       | 1.67e+06   | E    |    24.676140   -     30.887085  | 3p.3d                     | 3F*        | 3   | 3s.7d                     | 3D         | 3    |   7 - 7   |       |                               T6298c4,LS |         |
Si III    |                 |        199.6908 |       | 1.86e+07   | D    |    24.676140   -     30.884947  | 3p.3d                     | 3F*        | 3   | 3s.7d                     | 3D         | 2    |   7 - 5   |       |                               T6298c4,LS |         |          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si III    |                 |        200.1072 |       | 1.91e+07   | D    |    24.693201   -     30.887085  | 3p.3d                     | 3F*        | 4   | 3s.7d                     | 3D         | 3    |   9 - 7   |       |                               T6298c4,LS |         |
Si II     |                 |        200.416  |       | 4.76e+06   | D    |     9.505292   -     15.68963   | 3s.3p2                    | 2S         | 1/2 | 3s2.10p                   | 2P*        | 1/2  |   2 - 2   |       |                                    T6868 |         |
Si II     |                 |        200.495  |       | 4.75e+06   | D    |     9.505292   -     15.68720   | 3s.3p2                    | 2S         | 1/2 | 3s2.10p                   | 2P*        | 3/2  |   2 - 4   |       |                                    T6868 |         |
Si III    |                 |        200.914  |       | 3.60e+07   | D+   |    25.395443   -     31.56447   | 3s.4f                     | 1F*        | 3   | 3s.8g                     | 1G         | 4    |   7 - 9   |       |                                  T6298c4 |         |
Si III    |                 |        200.9899 |       | 2.61e+07   | D    |    25.420367   -     31.587051  | 3p.3d                     | 1D*        | 2   | 3s.8d                     | 1D         | 2    |   5 - 5   |       |                                  T6298c4 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |        201.097  |                 |    30 |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |  L3521  |
Si II     |                 |        201.492  |       | 3.31e+07   | D+   |     9.505292   -     15.65660   | 3s.3p2                    | 2S         | 1/2 | 3s.3p.(3P*).3d            | 2P*        | 1/2  |   2 - 2   |       |                                    T6868 |         |
Si II     |                 |        201.666  |       | 3.39e+07   | C    |     9.505292   -     15.65132   | 3s.3p2                    | 2S         | 1/2 | 3s.3p.(3P*).3d            | 2P*        | 3/2  |   2 - 4   |       |                                    T6868 |         |
Si VI     |                 |        204.80   |       | 2.13e+04   | D    |   140.6081     -    146.6602    | 2s2.2p4.(1D).3p           | 2D*        | 3/2 | 2s2.2p4.(3P).3d           | 4D         | 1/2  |   4 - 2   |       |                                      c44 |         |
Si III    |                 |        204.9903 |       | 2.49e+07   | D+   |    20.552241   -     26.598599  | 3s.3d                     | 1D         | 2   | 3s.5p                     | 1P*        | 1    |   5 - 3   |       |                                  T6298c4 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si X      |                 |        205.15   |       | 1.10e+06   | C    |   261.080?     -    267.121     | 2s.2p.(3P*).3p            | 2D         | 3/2 | 2s.2p.(3P*).3d            | 2D*        | 5/2  |   4 - 6   |       |                               T7192c4,LS |         |
Si XI     |                 |        205.24   |       | 1.66e-03   | C    |    55.3582     -     61.3971    | 1s2.2p2                   | 3P         | 1   | 1s2.2p2                   | 1D         | 2    |   3 - 5   | E2    |                                    T4586 |         |
Si XI     |                 |        205.24   |       | 1.02e+01   | B+   |    55.3582     -     61.3971    | 1s2.2p2                   | 3P         | 1   | 1s2.2p2                   | 1D         | 2    |   3 - 5   | M1    |                                    T4492 |         |
Si I      |        205.483  |                 |    50 |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |  L3521  |
Si I      |                 |        205.8133 |       | 7.08e+07   | C    |     0.7809579  -      6.8031408 | 3s2.3p2                   | 1D         | 2   | 3s2.3p.5s                 | 1P*        | 1    |   5 - 3   |       |                                    T5071 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si II     |        205.865  |                 |    50 |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |  L3541  |
Si II     |        205.901  |                 |    50 |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |  L3541  |
Si I      |        206.119  |                 |    40 |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |  L3521  |
Si II     |                 |        206.2207 |       | 4.60e+06   | D    |     8.121023   -     14.131312  | 3s2.4s                    | 2S         | 1/2 | 3s2.6p                    | 2P*        | 3/2  |   2 - 4   |       |                                    T6868 |         |
Si II     |                 |        206.2830 |       | 4.59e+06   | D    |     8.121023   -     14.129497  | 3s2.4s                    | 2S         | 1/2 | 3s2.6p                    | 2P*        | 1/2  |   2 - 2   |       |                                    T6868 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |        206.552  |                 |    30 |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |  L3521  |
Si II     |        207.202  |        207.2015 |   200 | 9.6e+07    | D    |     6.857485   -     12.839327  | 3s.3p2                    | 2D         | 3/2 | 3s2.4f                    | 2F*        | 5/2  |   4 - 6   |       |                               T6527c4,LS |  L3541  |
Si II     |                 |        207.2695 |       | 6.8e+06    | E    |     6.859448   -     12.839327  | 3s.3p2                    | 2D         | 5/2 | 3s2.4f                    | 2F*        | 5/2  |   6 - 6   |       |                               T6527c4,LS |         |
Si II     |        207.270  |        207.2700 |   200 | 1.0e+08    | D    |     6.859448   -     12.839311  | 3s.3p2                    | 2D         | 5/2 | 3s2.4f                    | 2F*        | 7/2  |   6 - 8   |       |                               T6527c4,LS |  L3541  |
Si VI     |                 |        207.27   |       | 1.42e+04   | D    |   140.6081     -    146.5879    | 2s2.2p4.(1D).3p           | 2D*        | 3/2 | 2s2.2p4.(3P).3d           | 4D         | 3/2  |   4 - 4   |       |                                      c44 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |        207.2764 |       | 4.59e+05   | E    |     0.7809579  -      6.7606376 | 3s2.3p2                   | 1D         | 2   | 3s2.3p.5s                 | 3P*        | 2    |   5 - 5   |       |                                    T5071 |         |
Si III    |                 |        207.5028 |       | 5.95e+07   | D+   |    24.994933   -     30.968089  | 3s.4d                     | 3D         | 1   | 3s.7f                     | 3F*        | 2    |   3 - 5   |       |                               T6298c4,LS |         |
Si III    |                 |        207.5042 |       | 6.30e+07   | C    |    24.995001   -     30.968116  | 3s.4d                     | 3D         | 2   | 3s.7f                     | 3F*        | 3    |   5 - 7   |       |                               T6298c4,LS |         |
Si III    |                 |        207.5052 |       | 1.11e+07   | D    |    24.995001   -     30.968089  | 3s.4d                     | 3D         | 2   | 3s.7f                     | 3F*        | 2    |   5 - 5   |       |                               T6298c4,LS |         |
Si III    |                 |        207.5082 |       | 7.09e+07   | C    |    24.995150   -     30.968151  | 3s.4d                     | 3D         | 3   | 3s.7f                     | 3F*        | 4    |   7 - 9   |       |                               T6298c4,LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si III    |                 |        207.5094 |       | 7.90e+06   | D    |    24.995150   -     30.968116  | 3s.4d                     | 3D         | 3   | 3s.7f                     | 3F*        | 3    |   7 - 7   |       |                               T6298c4,LS |         |
Si III    |                 |        207.5104 |       | 3.12e+05   | E    |    24.995150   -     30.968089  | 3s.4d                     | 3D         | 3   | 3s.7f                     | 3F*        | 2    |   7 - 5   |       |                               T6298c4,LS |         |
Si VI     |                 |        207.70   |       | 7.30e+06   | B    |   129.1191     -    135.0866    | 2s2.2p4.(1D).3s           | 2D         | 5/2 | 2s2.2p4.(3P).3p           | 2D*        | 3/2  |   6 - 4   |       |                                      c44 |         |
Si XI     |                 |        207.83   |       | 5.73e+06   | C    |   311.216      -    317.180     | 1s2.2p.3p                 | 3P         | 1   | 1s2.2p.3d                 | 3P*        | 1    |   3 - 3   |       |                               T5633c4,LS |         |
Si VI     |                 |        207.94   |       | 2.63e+06   | B    |   129.1261     -    135.0866    | 2s2.2p4.(1D).3s           | 2D         | 3/2 | 2s2.2p4.(3P).3p           | 2D*        | 3/2  |   4 - 4   |       |                                      c44 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |        208.2021 |       | 6.45e+06   | D    |     0.7809579  -      6.7340552 | 3s2.3p2                   | 1D         | 2   | 3s2.3p.5s                 | 3P*        | 1    |   5 - 3   |       |                                    T5071 |         |
Si I      |                 |        208.4462 |       | 2.73e+06   | D+   |     0.7809579  -      6.7270828 | 3s2.3p2                   | 1D         | 2   | 3s2.3p.3d                 | 3D*        | 3    |   5 - 7   |       |                           T8363c22,T5071 |         |
Si X      |                 |        208.48   |       | 1.41e+07   | B    |   261.080?     -    267.02      | 2s.2p.(3P*).3p            | 2D         | 3/2 | 2s.2p.(3P*).3d            | 2D*        | 3/2  |   4 - 4   |       |                               T7192c4,LS |         |
Si I      |                 |        208.6747 |       | 3.26e+04   | E    |     0.7809579  -      6.7205746 | 3s2.3p2                   | 1D         | 2   | 3s2.3p.3d                 | 3D*        | 2    |   5 - 5   |       |                           T8363c22,T5071 |         |
Si I      |                 |        208.7611 |       | 5.46e+05   | E    |     0.7809579  -      6.7181165 | 3s2.3p2                   | 1D         | 2   | 3s2.3p.3d                 | 3D*        | 1    |   5 - 3   |       |                           T8363c22,T5071 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si VI     |                 |        209.07   |       | 1.58e+04   | D    |   140.6596     -    146.5879    | 2s2.2p4.(1D).3p           | 2D*        | 5/2 | 2s2.2p4.(3P).3d           | 4D         | 3/2  |   6 - 4   |       |                                      c44 |         |
Si VI     |                 |        210.16   |       | 1.56e+01   | E    |   140.6081     -    146.5058    | 2s2.2p4.(1D).3p           | 2D*        | 3/2 | 2s2.2p4.(3P).3d           | 4D         | 5/2  |   4 - 6   |       |                                      c44 |         |
Si I      |        210.321  |                 |   30w |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |  L3521  |
Si I      |        211.463  |                 |    30 |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |  L3521  |
Si VI     |                 |        212.01   |       | 1.99e+04   | D    |   140.6596     -    146.5058    | 2s2.2p4.(1D).3p           | 2D*        | 5/2 | 2s2.2p4.(3P).3d           | 4D         | 5/2  |   6 - 6   |       |                                      c44 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si IV     |        212.018  |        212.0171 |     3 | 3.06e+08   | A+   |    27.061642   -     32.907632  | 2p6.4p                    | 2P*        | 1/2 | 2p6.5s                    | 2S         | 1/2  |   2 - 2   |       |                                      c33 |  L6098  |
Si I      |                 |        212.2990 |       | 3.57e+07   | B    |     0.7809579  -      6.6191858 | 3s2.3p2                   | 1D         | 2   | 3s2.3p.3d                 | 1P*        | 1    |   5 - 3   |       |                                    T5814 |         |
Si I      |        212.412  |        212.4122 |   100 | 2.97e+08   | B    |     0.7809579  -      6.616075  | 3s2.3p2                   | 1D         | 2   | 3s2.3p.3d                 | 1F*        | 3    |   5 - 7   |       |                                    T5814 |  L3521  |
Si XI     |                 |        212.65   |       | 3.54e+06   | B    |   283.309      -    289.137     | 1s2.2s.3p                 | 1P*        | 1   | 1s2.2s.3d                 | 3D         | 2    |   3 - 5   |       |                                  T7333c7 |         |
Si IV     |        212.747  |        212.7473 |     4 | 6.14e+08   | A+   |    27.081704   -     32.907632  | 2p6.4p                    | 2P*        | 3/2 | 2p6.5s                    | 2S         | 1/2  |   4 - 2   |       |                                      c33 |  L6098  |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si II     |        213.399  |                 |   10w |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |  L3541  |
Si II     |        213.640  |                 |   30w |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |  L3541  |
Si II     |        213.656  |                 |   50w |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |  L3541  |
Si VI     |                 |        214.20   |       | 7.96e+02   | E    |   140.6596     -    146.4460    | 2s2.2p4.(1D).3p           | 2D*        | 5/2 | 2s2.2p4.(3P).3d           | 4D         | 7/2  |   6 - 8   |       |                                      c44 |         |
Si XI     |                 |        214.34   |       | 5.21e+06   | C    |   311.216      -    316.999     | 1s2.2p.3p                 | 3P         | 1   | 1s2.2p.3d                 | 3P*        | 2    |   3 - 5   |       |                               T5633c4,LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si VII    |                 |        214.664  |       | 7.70e-03   | B    |     0.00000    -      5.77392   | 2s2.2p4                   | 3P         | 2   | 2s2.2p4                   | 1D         | 2    |   5 - 5   | E2    |                           T7370c12,T6146 |         |
Si VII    |                 |        214.664  |       | 1.24e+01   | B    |     0.00000    -      5.77392   | 2s2.2p4                   | 3P         | 2   | 2s2.2p4                   | 1D         | 2    |   5 - 5   | M1    |                           T7370c12,T6146 |         |
Si I      |        214.791  |                 |   50w |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |  L3521  |
Si IX     |                 |        214.93   |       | 7.51e-03   | B    |     0.7952     -      6.56198   | 2s2.2p2                   | 3P         | 2   | 2s2.2p2                   | 1D         | 2    |   5 - 5   | E2    |                            T7333c7,T6645 |         |
Si IX     |                 |        214.93   |       | 1.80e+01   | B+   |     0.7952     -      6.56198   | 2s2.2p2                   | 3P         | 2   | 2s2.2p2                   | 1D         | 2    |   5 - 5   | M1    |                            T7333c7,T6645 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si VI     |                 |        215.33   |       | 7.49e+04   | D+   |   142.3216     -    148.0777    | 2s2.2p4.(1D).3p           | 2P*        | 3/2 | 2s2.2p4.(3P).3d           | 4F         | 3/2  |   4 - 4   |       |                                      c44 |         |
Si III    |                 |        216.5537 |       | 4.47e+05   | D    |    24.663327   -     30.386863  | 3p.3d                     | 3F*        | 2   | 3p.4p                     | 3D         | 3    |   5 - 7   |       |                               T6298c4,LS |         |
Si III    |                 |        217.0396 |       | 1.57e+07   | C    |    24.676140   -     30.386863  | 3p.3d                     | 3F*        | 3   | 3p.4p                     | 3D         | 3    |   7 - 7   |       |                               T6298c4,LS |         |
Si III    |                 |        217.1559 |       | 7.01e+07   | C    |    25.333789   -     31.041455  | 3s.4d                     | 1D         | 2   | 3s.7f                     | 1F*        | 3    |   5 - 7   |       |                                  T6298c4 |         |
Si III    |                 |        217.5933 |       | 2.18e+07   | C    |    24.663327   -     30.359521  | 3p.3d                     | 3F*        | 2   | 3p.4p                     | 3D         | 2    |   5 - 5   |       |                               T6298c4,LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si III    |        217.689  |        217.6901 |     5 | 1.80e+08   | B    |    24.693201   -     30.386863  | 3p.3d                     | 3F*        | 4   | 3p.4p                     | 3D         | 3    |   9 - 7   |       |                               T6298c4,LS |  L4833  |
Si XI     |                 |        218.03   |       | 8.25e+06   | C    |   311.495      -    317.180     | 1s2.2p.3p                 | 3P         | 2   | 1s2.2p.3d                 | 3P*        | 1    |   5 - 3   |       |                               T5633c4,LS |         |
Si III    |                 |        218.0839 |       | 1.73e+08   | B    |    24.676140   -     30.359521  | 3p.3d                     | 3F*        | 3   | 3p.4p                     | 3D         | 2    |   7 - 5   |       |                               T6298c4,LS |         |
Si III    |                 |        218.2066 |       | 1.95e+08   | C+   |    24.663327   -     30.343512  | 3p.3d                     | 3F*        | 2   | 3p.4p                     | 3D         | 1    |   5 - 3   |       |                               T6298c4,LS |         |
Si IX     |                 |        218.21   |       | 9.78e-06   | D+   |    55.4137     -     61.0938    | 2s.2p3                    | 3S*        | 1   | 2s.2p3                    | 1P*        | 1    |   3 - 3   | E2    |                                  T7333c7 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si IX     |                 |        218.21   |       | 3.11e+01   | B    |    55.4137     -     61.0938    | 2s.2p3                    | 3S*        | 1   | 2s.2p3                    | 1P*        | 1    |   3 - 3   | M1    |                                  T7333c7 |         |
Si III    |                 |        219.1939 |       | 1.30e+07   | D    |    25.420367   -     31.074972  | 3p.3d                     | 1D*        | 2   | 3s.7d                     | 1D         | 2    |   5 - 5   |       |                                  T6298c4 |         |
Si VI     |                 |        220.29   |       | 2.49e+05   | B    |   129.1191     -    134.7455    | 2s2.2p4.(1D).3s           | 2D         | 5/2 | 2s2.2p4.(3P).3p           | 2D*        | 5/2  |   6 - 6   |       |                                      c44 |         |
Si VI     |                 |        220.56   |       | 6.85e+03   | C+   |   129.1261     -    134.7455    | 2s2.2p4.(1D).3s           | 2D         | 3/2 | 2s2.2p4.(3P).3p           | 2D*        | 5/2  |   4 - 6   |       |                                      c44 |         |
Si VI     |                 |        220.57   |       | 2.71e+05   | C    |   142.3216     -    147.9408    | 2s2.2p4.(1D).3p           | 2P*        | 3/2 | 2s2.2p4.(3P).3d           | 4F         | 5/2  |   4 - 6   |       |                                      c44 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |                 |        220.7128 |       | 4.68e-03   | D    |     0.0000000  -      5.6156943 | 3s2.3p2                   | 3P         | 0   | 3s.3p3                    | 3D*        | 2    |   1 - 5   | M2    |                                      c22 |         |
Si I      |        220.798  |        220.7978 |   110 | 2.62e+07   | B    |     0.0000000  -      5.6135319 | 3s2.3p2                   | 3P         | 0   | 3s.3p3                    | 3D*        | 1    |   1 - 3   |       |                                    T5814 |  L3521  |
Si III    |                 |        220.8710 |       | 2.08e+03   | B+   |    19.722118   -     25.333789  | 3s.4s                     | 1S         | 0   | 3s.4d                     | 1D         | 2    |   1 - 5   | E2    |                                      c44 |         |
Si I      |                 |        220.9513 |       | 4.58e-03   | D    |     0.0095610  -      5.6191930 | 3s2.3p2                   | 3P         | 1   | 3s.3p3                    | 3D*        | 3    |   3 - 7   | M2    |                                      c22 |         |
Si I      |        221.089  |        221.0892 |   115 | 3.46e+07   | B    |     0.0095610  -      5.6156943 | 3s2.3p2                   | 3P         | 1   | 3s.3p3                    | 3D*        | 2    |   3 - 5   |       |                                    T5814 |  L3521  |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |        221.174  |        221.1745 |   110 | 1.81e+07   | B    |     0.0095610  -      5.6135319 | 3s2.3p2                   | 3P         | 1   | 3s.3p3                    | 3D*        | 1    |   3 - 3   |       |                                    T5814 |  L3521  |
Si IV     |                 |        221.5669 |       | 6.88e+07   | B+   |    36.141084   -     41.735133  | 2p6.5d                    | 2D         | 3/2 | 2p6.8f                    | 2F*        | 5/2  |   4 - 6   |       |                                      c33 |         |
Si IV     |                 |        221.5673 |       | 7.37e+07   | B+   |    36.141096   -     41.735133  | 2p6.5d                    | 2D         | 5/2 | 2p6.8f                    | 2F*        | 7/2  |   6 - 8   |       |                                      c33 |         |
Si IV     |                 |        221.5673 |       | 4.91e+06   | B    |    36.141096   -     41.735133  | 2p6.5d                    | 2D         | 5/2 | 2p6.8f                    | 2F*        | 5/2  |   6 - 6   |       |                                      c33 |         |
Si I      |        221.667  |        221.6669 |   120 | 4.54e+07   | B    |     0.0276679  -      5.6191930 | 3s2.3p2                   | 3P         | 2   | 3s.3p3                    | 3D*        | 3    |   5 - 7   |       |                                    T5814 |  L3521  |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si I      |        221.806  |        221.8057 |   120 | 1.09e+07   | B    |     0.0276679  -      5.6156943 | 3s2.3p2                   | 3P         | 2   | 3s.3p3                    | 3D*        | 2    |   5 - 5   |       |                                    T5814 |  L3521  |
Si III    |                 |        221.890  |       | 4.22e+06   | E    |    25.978583   -     31.56449   | 3s.4f                     | 3F*        | 2   | 3s.8g                     | 3G         | 3    |   5 - 7   |       |                               T6298c4,LS |         |
Si I      |        221.891  |        221.8916 |    50 | 1.05e+06   | C+   |     0.0276679  -      5.6135319 | 3s2.3p2                   | 3P         | 2   | 3s.3p3                    | 3D*        | 1    |   5 - 3   |       |                                    T5814 |  L3521  |
Si III    |                 |        222.027  |       | 3.68e+05   | E    |    25.982046   -     31.56449   | 3s.4f                     | 3F*        | 3   | 3s.8g                     | 3G         | 3    |   7 - 7   |       |                               T6298c4,LS |         |
Si III    |                 |        222.027  |       | 4.29e+06   | E    |    25.982046   -     31.56449   | 3s.4f                     | 3F*        | 3   | 3s.8g                     | 3G         | 4    |   7 - 9   |       |                               T6298c4,LS |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si III    |                 |        222.2031 |       | 6.50e+07   | C    |    25.395443   -     30.973477  | 3s.4f                     | 1F*        | 3   | 3s.7g                     | 1G         | 4    |   7 - 9   |       |                                  T6298c4 |         |
Si III    |                 |        222.2220 |       | 4.57e+06   | D    |    25.987051   -     31.564610  | 3s.4f                     | 3F*        | 4   | 3s.8g                     | 3G         | 5    |   9 - 11  |       |                               T6298c4,LS |         |
Si III    |                 |        222.227  |       | 2.86e+05   | E    |    25.987051   -     31.56449   | 3s.4f                     | 3F*        | 4   | 3s.8g                     | 3G         | 4    |   9 - 9   |       |                               T6298c4,LS |         |
Si III    |                 |        222.227  |       | 5.59e+03   | E    |    25.987051   -     31.56449   | 3s.4f                     | 3F*        | 4   | 3s.8g                     | 3G         | 3    |   9 - 7   |       |                               T6298c4,LS |         |
Si II     |                 |        222.5248 |       | 2.44e+07   | C    |     9.505292   -     15.075262  | 3s.3p2                    | 2S         | 1/2 | 3s.3p.(3P*).4s            | 2P*        | 3/2  |   2 - 4   |       |                                    T6868 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si XIII   |                 |        222.63   |       | 3.39e+08   | A    | [2409.0014]    -  [2414.5688]   | 1s.9s                     | 3S         | 1   | 1s.10p                    | 3P*        | 2    |   3 - 5   |       |                               T5231c4,LS |         |
Si XIII   |                 |        222.91   |       | 3.38e+08   | A    | [2409.0014]    -  [2414.5618]   | 1s.9s                     | 3S         | 1   | 1s.10p                    | 3P*        | 1    |   3 - 3   |       |                               T5231c4,LS |         |
Si XIII   |                 |        222.99   |       | 3.37e+08   | A    | [2409.0014]    -  [2414.5599]   | 1s.9s                     | 3S         | 1   | 1s.10p                    | 3P*        | 0    |   3 - 1   |       |                               T5231c4,LS |         |
Si II     |                 |        223.2507 |       | 2.41e+07   | D+   |     9.505292   -     15.057152  | 3s.3p2                    | 2S         | 1/2 | 3s.3p.(3P*).4s            | 2P*        | 1/2  |   2 - 2   |       |                                    T6868 |         |
Si III    |                 |        224.9199 |       | 8.70e+07   | C    |    26.598599   -     32.109262  | 3s.5p                     | 1P*        | 1   | 3p.4p                     | 1S         | 0    |   3 - 1   |       |                                  T6298c4 |         |
          |                 |                 |       |            |      |                                 |                           |            |     |                           |            |      |           |       |                                          |         |
Si XI     |                 |        225.21   |       | 1.35e+07   | C+   |   311.495      -    316.999     | 1s2.2p.3p                 | 3P         | 2   | 1s2.2p.3d                 | 3P*        | 2    |   5 - 5   |       |                               T5633c4,LS |         |
Si XIII   |                 |        225.29   |       | 3.43e+08   | A    | [2409.1387]    -  [2414.6402]   | 1s.9s                     | 1S         | 0   | 1s.10p                    | 1P*        | 1    |   1 - 3   |       |                                  T5231c4 |         |
