---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |          Observed          |   Unc.   |            Ritz            |     Unc.     |  Rel. |     Aki      | Acc. |         Ei           Ek         |      Lower level      |      Upper level      |  gi   gk  |Type|      TP  |       Line  |
          |         Wavelength         |   (nm)   |         Wavelength         |     (nm)     |  Int. |    (s^-1)    |      |        (eV)         (eV)        |-----------------------|-----------------------|           |    |     Ref. |       Ref.  |
          |          Vac (nm)          |          |          Vac (nm)          |              |       |              |      |                                 | Conf.  | Term | J     | Conf.  | Term | J     |           |    |          |             |
He I      |                            |          |             7468.5611847   |  0.0000008   |       | 4.4569e+03   | AAA  | [24.04315513]  -  [24.20916328] | 1s.5f  | 3F*  | 2     | 1s.6d  | 3D   | 2     |   5 - 5   |    | T8636c73 |             |
He I      |                            |          |             7468.5632958   |  0.0000008   |       | 9.0965e+01   | AAA  | [24.04315513]  -  [24.20916323] | 1s.5f  | 3F*  | 2     | 1s.6d  | 3D   | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |             7468.5897886   |  0.0000008   |       | 1.046e+04    | AA   | [24.04315577]  -  [24.20916328] | 1s.5f  | 1F*  | 3     | 1s.6d  | 3D   | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |             7468.5918997   |  0.0000008   |       | 9.628e+02    | AA   | [24.04315577]  -  [24.20916323] | 1s.5f  | 1F*  | 3     | 1s.6d  | 3D   | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |             7484.9697994   |  0.0000007   |       | 4.520e+03    | AA   | [24.20916323]  -  [24.37480745] | 1s.6d  | 3D   | 3     | 1s.8f  | 1F*  | 3     |   7 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7484.9719198   |  0.0000007   |       | 3.486e+04    | AA   | [24.20916328]  -  [24.37480745] | 1s.6d  | 3D   | 2     | 1s.8f  | 1F*  | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |             7484.9790464   |  0.0000007   |       | 7.6687e+02   | AAA  | [24.20916323]  -  [24.37480724] | 1s.6d  | 3D   | 3     | 1s.8f  | 3F*  | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |             7484.9811667   |  0.0000007   |       | 2.6838e+04   | AAA  | [24.20916328]  -  [24.37480724] | 1s.6d  | 3D   | 2     | 1s.8f  | 3F*  | 2     |   5 - 5   |    | T8636c73 |             |
He I      |                            |          |             7484.9850751   |  0.0000007   |       | 1.7255e+05   | AAA  | [24.20916323]  -  [24.37480711] | 1s.6d  | 3D   | 3     | 1s.8f  | 3F*  | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |             7484.9884696   |  0.0000007   |       | 1.4651e+04   | AAA  | [24.20916323]  -  [24.37480704] | 1s.6d  | 3D   | 3     | 1s.8f  | 3F*  | 3     |   7 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7484.9905899   |  0.0000007   |       | 1.1852e+05   | AAA  | [24.20916328]  -  [24.37480704] | 1s.6d  | 3D   | 2     | 1s.8f  | 3F*  | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |             7485.0117928   |  0.0000007   |       | 1.4494e+05   | AAA  | [24.20916395]  -  [24.37480724] | 1s.6d  | 3D   | 1     | 1s.8f  | 3F*  | 2     |   3 - 5   |    | T8636c73 |             |
He I      |                            |          |             7488.8888226   |  0.0000006   |       | 1.3321e+05   | AAA  | [24.20924991]  -  [24.37480745] | 1s.6d  | 1D   | 2     | 1s.8f  | 1F*  | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |             7488.8980792   |  0.0000006   |       | 2.433e+00    | AA   | [24.20924991]  -  [24.37480724] | 1s.6d  | 1D   | 2     | 1s.8f  | 3F*  | 2     |   5 - 5   |    | T8636c73 |             |
He I      |                            |          |             7488.9075123   |  0.0000006   |       | 3.939e+04    | AA   | [24.20924991]  -  [24.37480704] | 1s.6d  | 1D   | 2     | 1s.8f  | 3F*  | 3     |   5 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7497.44817852  |  0.00000011  |       | 9.076e+03    | AA   | [24.20945495]  -  [24.37482348] | 1s.6f  | 3F*  | 3     | 1s.8g  | 1G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |             7497.45051385  |  0.00000011  |       | 1.3311e+04   | AAA  | [24.20945495]  -  [24.37482342] | 1s.6f  | 3F*  | 3     | 1s.8g  | 3G   | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |             7497.45719851  |  0.00000011  |       | 6.793e+03    | AA   | [24.20945515]  -  [24.37482348] | 1s.6f  | 3F*  | 4     | 1s.8g  | 1G   | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |             7497.45776402  |  0.00000011  |       | 2.0700e+05   | AAA  | [24.20945495]  -  [24.37482326] | 1s.6f  | 3F*  | 3     | 1s.8g  | 3G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |             7497.45953384  |  0.00000011  |       | 2.8881e+02   | AAA  | [24.20945515]  -  [24.37482342] | 1s.6f  | 3F*  | 4     | 1s.8g  | 3G   | 3     |   9 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7497.46298994  |  0.00000011  |       | 2.2643e+05   | AAA  | [24.20945515]  -  [24.37482335] | 1s.6f  | 3F*  | 4     | 1s.8g  | 3G   | 5     |   9 - 11  |    | T8636c73 |             |
He I      |                            |          |             7497.46678403  |  0.00000011  |       | 7.3585e+03   | AAA  | [24.20945515]  -  [24.37482326] | 1s.6f  | 3F*  | 4     | 1s.8g  | 3G   | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |             7497.47387648  |  0.00000011  |       | 2.0794e+05   | AAA  | [24.20945546]  -  [24.37482342] | 1s.6f  | 3F*  | 2     | 1s.8g  | 3G   | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |             7497.49071711  |  0.00000011  |       | 2.1056e+05   | AAA  | [24.20945589]  -  [24.37482348] | 1s.6f  | 1F*  | 3     | 1s.8g  | 1G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |             7497.49305247  |  0.00000011  |       | 4.884e+03    | AA   | [24.20945589]  -  [24.37482342] | 1s.6f  | 1F*  | 3     | 1s.8g  | 3G   | 3     |   7 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7497.50030272  |  0.00000011  |       | 1.207e+04    | AA   | [24.20945589]  -  [24.37482326] | 1s.6f  | 1F*  | 3     | 1s.8g  | 3G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |             7498.955080729 |  0.000000017 |       | 9.028e+00    | AA   | [24.20949200]  -  [24.37482730] | 1s.6g  | 3G   | 4     | 1s.8h  | 1H*  | 5     |   9 - 11  |    | T8636c73 |             |
He I      |                            |          |             7498.956758531 |  0.000000017 |       | 6.5517e+03   | AAA  | [24.20949200]  -  [24.37482726] | 1s.6g  | 3G   | 4     | 1s.8h  | 3H*  | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |             7498.961484098 |  0.000000017 |       | 2.5260e+05   | AAA  | [24.20949200]  -  [24.37482716] | 1s.6g  | 3G   | 4     | 1s.8h  | 3H*  | 5     |   9 - 11  |    | T8636c73 |             |
He I      |                            |          |             7498.964088658 |  0.000000017 |       | 5.002e+03    | AA   | [24.20949220]  -  [24.37482730] | 1s.6g  | 3G   | 5     | 1s.8h  | 1H*  | 5     |  11 - 11  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7498.965766464 |  0.000000017 |       | 1.2739e+02   | AAA  | [24.20949220]  -  [24.37482726] | 1s.6g  | 3G   | 5     | 1s.8h  | 3H*  | 4     |  11 - 9   |    | T8636c73 |             |
He I      |                            |          |             7498.968014837 |  0.000000017 |       | 2.5797e+05   | AAA  | [24.20949220]  -  [24.37482721] | 1s.6g  | 3G   | 5     | 1s.8h  | 3H*  | 6     |  11 - 13  |    | T8636c73 |             |
He I      |                            |          |             7498.970492042 |  0.000000017 |       | 5.3169e+03   | AAA  | [24.20949220]  -  [24.37482716] | 1s.6g  | 3G   | 5     | 1s.8h  | 3H*  | 5     |  11 - 11  |    | T8636c73 |             |
He I      |                            |          |             7498.973962885 |  0.000000017 |       | 2.4523e+05   | AAA  | [24.20949238]  -  [24.37482726] | 1s.6g  | 3G   | 3     | 1s.8h  | 3H*  | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |             7498.977810521 |  0.000000017 |       | 2.5296e+05   | AAA  | [24.20949250]  -  [24.37482730] | 1s.6g  | 1G   | 4     | 1s.8h  | 1H*  | 5     |   9 - 11  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7498.979488334 |  0.000000017 |       | 6.060e+03    | AA   | [24.20949250]  -  [24.37482726] | 1s.6g  | 1G   | 4     | 1s.8h  | 3H*  | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |             7498.984213929 |  0.000000017 |       | 5.258e+01    | AA   | [24.20949250]  -  [24.37482716] | 1s.6g  | 1G   | 4     | 1s.8h  | 3H*  | 5     |   9 - 11  |    | T8636c73 |             |
He I      |                            |          |             7499.294230527 |  0.000000010 |       | 4.699e+00    | AA   | [24.20950068]  -  [24.37482850] | 1s.6h  | 3H*  | 5     | 1s.8i  | 1I   | 6     |  11 - 13  |    | T8636c73 |             |
He I      |                            |          |             7499.295488463 |  0.000000010 |       | 3.6823e+03   | AAA  | [24.20950068]  -  [24.37482847] | 1s.6h  | 3H*  | 5     | 1s.8i  | 3I   | 5     |  11 - 11  |    | T8636c73 |             |
He I      |                            |          |             7499.298809447 |  0.000000010 |       | 2.1458e+05   | AAA  | [24.20950068]  -  [24.37482840] | 1s.6h  | 3H*  | 5     | 1s.8i  | 3I   | 6     |  11 - 13  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7499.300102905 |  0.000000010 |       | 2.946e+03    | AA   | [24.20950081]  -  [24.37482850] | 1s.6h  | 3H*  | 6     | 1s.8i  | 1I   | 6     |  13 - 13  |    | T8636c73 |             |
He I      |                            |          |             7499.301360843 |  0.000000010 |       | 4.9976e+01   | AAA  | [24.20950081]  -  [24.37482847] | 1s.6h  | 3H*  | 6     | 1s.8i  | 3I   | 5     |  13 - 11  |    | T8636c73 |             |
He I      |                            |          |             7499.302944182 |  0.000000010 |       | 2.1770e+05   | AAA  | [24.20950081]  -  [24.37482844] | 1s.6h  | 3H*  | 6     | 1s.8i  | 3I   | 7     |  13 - 15  |    | T8636c73 |             |
He I      |                            |          |             7499.304681833 |  0.000000010 |       | 3.1015e+03   | AAA  | [24.20950081]  -  [24.37482840] | 1s.6h  | 3H*  | 6     | 1s.8i  | 3I   | 6     |  13 - 13  |    | T8636c73 |             |
He I      |                            |          |             7499.306691014 |  0.000000010 |       | 2.1050e+05   | AAA  | [24.20950092]  -  [24.37482847] | 1s.6h  | 3H*  | 4     | 1s.8i  | 3I   | 5     |   9 - 11  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7499.309410324 |  0.000000010 |       | 2.1475e+05   | AAA  | [24.20950101]  -  [24.37482850] | 1s.6h  | 1H*  | 5     | 1s.8i  | 1I   | 6     |  11 - 13  |    | T8636c73 |             |
He I      |                            |          |             7499.310668264 |  0.000000010 |       | 3.464e+03    | AA   | [24.20950101]  -  [24.37482847] | 1s.6h  | 1H*  | 5     | 1s.8i  | 3I   | 5     |  11 - 11  |    | T8636c73 |             |
He I      |                            |          |             7499.313989263 |  0.000000010 |       | 1.897e+01    | AA   | [24.20950101]  -  [24.37482840] | 1s.6h  | 1H*  | 5     | 1s.8i  | 3I   | 6     |  11 - 13  |    | T8636c73 |             |
He I      |                            |          |             7499.527827107 |  0.000000017 |       | 2.2052e+01   | AAA  | [24.20950068]  -  [24.37482335] | 1s.6h  | 3H*  | 5     | 1s.8g  | 3G   | 5     |  11 - 11  |    | T8636c73 |             |
He I      |                            |          |             7499.531623281 |  0.000000017 |       | 1.2805e+03   | AAA  | [24.20950068]  -  [24.37482326] | 1s.6h  | 3H*  | 5     | 1s.8g  | 3G   | 4     |  11 - 9   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7499.533235711 |  0.000000017 |       | 2.511e+01    | AA   | [24.20950092]  -  [24.37482348] | 1s.6h  | 3H*  | 4     | 1s.8g  | 1G   | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |             7499.533699851 |  0.000000017 |       | 1.2645e+03   | AAA  | [24.20950081]  -  [24.37482335] | 1s.6h  | 3H*  | 6     | 1s.8g  | 3G   | 5     |  13 - 11  |    | T8636c73 |             |
He I      |                            |          |             7499.535572338 |  0.000000017 |       | 1.3077e+03   | AAA  | [24.20950092]  -  [24.37482342] | 1s.6h  | 3H*  | 4     | 1s.8g  | 3G   | 3     |   9 - 7   |    | T8636c73 |             |
He I      |                            |          |             7499.537213201 |  0.000000017 |       | 1.2823e+03   | AAA  | [24.20950101]  -  [24.37482348] | 1s.6h  | 1H*  | 5     | 1s.8g  | 1G   | 4     |  11 - 9   |    | T8636c73 |             |
He I      |                            |          |             7499.542826538 |  0.000000017 |       | 2.7200e+01   | AAA  | [24.20950092]  -  [24.37482326] | 1s.6h  | 3H*  | 4     | 1s.8g  | 3G   | 4     |   9 - 9   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7499.543007849 |  0.000000017 |       | 2.075e+01    | AA   | [24.20950101]  -  [24.37482335] | 1s.6h  | 1H*  | 5     | 1s.8g  | 3G   | 5     |  11 - 11  |    | T8636c73 |             |
He I      |                            |          |             7499.85557027  |  0.00000006  |       | 3.752e+02    | AA   | [24.20949200]  -  [24.37480745] | 1s.6g  | 3G   | 4     | 1s.8f  | 1F*  | 3     |   9 - 7   |    | T8636c73 |             |
He I      |                            |          |             7499.87090677  |  0.00000006  |       | 1.3280e+02   | AAA  | [24.20949200]  -  [24.37480711] | 1s.6g  | 3G   | 4     | 1s.8f  | 3F*  | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |             7499.87277874  |  0.00000006  |       | 7.750e+01    | AA   | [24.20949238]  -  [24.37480745] | 1s.6g  | 3G   | 3     | 1s.8f  | 1F*  | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |             7499.87431479  |  0.00000006  |       | 4.7129e+03   | AAA  | [24.20949200]  -  [24.37480704] | 1s.6g  | 3G   | 4     | 1s.8f  | 3F*  | 3     |   9 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7499.87830552  |  0.00000006  |       | 4.8061e+03   | AAA  | [24.20949250]  -  [24.37480745] | 1s.6g  | 1G   | 4     | 1s.8f  | 1F*  | 3     |   9 - 7   |    | T8636c73 |             |
He I      |                            |          |             7499.87991690  |  0.00000006  |       | 4.9993e+03   | AAA  | [24.20949220]  -  [24.37480711] | 1s.6g  | 3G   | 5     | 1s.8f  | 3F*  | 4     |  11 - 9   |    | T8636c73 |             |
He I      |                            |          |             7499.88206255  |  0.00000006  |       | 5.2590e+03   | AAA  | [24.20949238]  -  [24.37480724] | 1s.6g  | 3G   | 3     | 1s.8f  | 3F*  | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |             7499.88811532  |  0.00000006  |       | 4.0578e+00   | AAA  | [24.20949238]  -  [24.37480711] | 1s.6g  | 3G   | 3     | 1s.8f  | 3F*  | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |             7499.89152335  |  0.00000006  |       | 2.5119e+02   | AAA  | [24.20949238]  -  [24.37480704] | 1s.6g  | 3G   | 3     | 1s.8f  | 3F*  | 3     |   7 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7499.89364211  |  0.00000006  |       | 1.228e+02    | AA   | [24.20949250]  -  [24.37480711] | 1s.6g  | 1G   | 4     | 1s.8f  | 3F*  | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |             7499.89705015  |  0.00000006  |       | 2.948e+02    | AA   | [24.20949250]  -  [24.37480704] | 1s.6g  | 1G   | 4     | 1s.8f  | 3F*  | 3     |   9 - 7   |    | T8636c73 |             |
He I      |                            |          |             7502.15779575  |  0.00000023  |       | 3.614e+03    | AA   | [24.20945495]  -  [24.37471966] | 1s.6f  | 3F*  | 3     | 1s.8d  | 1D   | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |             7502.20038780  |  0.00000023  |       | 1.0240e+04   | AAA  | [24.20945589]  -  [24.37471966] | 1s.6f  | 1F*  | 3     | 1s.8d  | 1D   | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |             7503.9124562   |  0.0000004   |       | 9.1781e+03   | AAA  | [24.20945495]  -  [24.37468102] | 1s.6f  | 3F*  | 3     | 1s.8d  | 3D   | 2     |   7 - 5   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7503.9133717   |  0.0000004   |       | 8.1017e+02   | AAA  | [24.20945495]  -  [24.37468100] | 1s.6f  | 3F*  | 3     | 1s.8d  | 3D   | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |             7503.9224072   |  0.0000004   |       | 1.2814e+04   | AAA  | [24.20945515]  -  [24.37468100] | 1s.6f  | 3F*  | 4     | 1s.8d  | 3D   | 3     |   9 - 7   |    | T8636c73 |             |
He I      |                            |          |             7503.9228907   |  0.0000004   |       | 1.3953e+04   | AAA  | [24.20945546]  -  [24.37468130] | 1s.6f  | 3F*  | 2     | 1s.8d  | 3D   | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |             7503.9358591   |  0.0000004   |       | 1.5502e+03   | AAA  | [24.20945546]  -  [24.37468102] | 1s.6f  | 3F*  | 2     | 1s.8d  | 3D   | 2     |   5 - 5   |    | T8636c73 |             |
He I      |                            |          |             7503.9367746   |  0.0000004   |       | 3.1640e+01   | AAA  | [24.20945546]  -  [24.37468100] | 1s.6f  | 3F*  | 2     | 1s.8d  | 3D   | 3     |   5 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7503.9550682   |  0.0000004   |       | 3.225e+03    | AA   | [24.20945589]  -  [24.37468102] | 1s.6f  | 1F*  | 3     | 1s.8d  | 3D   | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |             7503.9559837   |  0.0000004   |       | 2.972e+02    | AA   | [24.20945589]  -  [24.37468100] | 1s.6f  | 1F*  | 3     | 1s.8d  | 3D   | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |             7504.993605    |  0.000023    |       | 1.1287e-01   | AAA  | [24.04580053]  -  [24.21100280] | 1s.5p  | 1P*  | 1     | 1s.6p  | 1P*  | 1     |   3 - 3   | E2 |    T7378 |             |
He I      |                            |          |             7518.214717    |  0.000017    |       | 4.7278e+03   | AAA  | [24.28456616]  -  [24.44947791] | 1s.7s  | 3S   | 1     | 1s.10p | 3P*  | 0     |   3 - 1   |    | T8636c73 |             |
He I      |                            |          |             7518.252664    |  0.000017    |       | 4.7278e+03   | AAA  | [24.28456616]  -  [24.44947708] | 1s.7s  | 3S   | 1     | 1s.10p | 3P*  | 1     |   3 - 3   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7518.255750    |  0.000017    |       | 4.7278e+03   | AAA  | [24.28456616]  -  [24.44947701] | 1s.7s  | 3S   | 1     | 1s.10p | 3P*  | 2     |   3 - 5   |    | T8636c73 |             |
He I      |                            |          |             7573.086420    |  0.000013    |       | 1.2094e+05   | AAA  | [24.21100280]  -  [24.37471966] | 1s.6p  | 1P*  | 1     | 1s.8d  | 1D   | 2     |   3 - 5   |    | T8636c73 |             |
He I      |                            |          |             7574.874420    |  0.000013    |       | 9.426e+00    | AA   | [24.21100280]  -  [24.37468102] | 1s.6p  | 1P*  | 1     | 1s.8d  | 3D   | 2     |   3 - 5   |    | T8636c73 |             |
He I      |                            |          |             7585.479551    |  0.000017    |       | 4.6603e+05   | AAA  | [24.04580053]  -  [24.20924991] | 1s.5p  | 1P*  | 1     | 1s.6d  | 1D   | 2     |   3 - 5   |    | T8636c73 |             |
He I      |                            |          |             7589.502380    |  0.000017    |       | 4.082e+01    | AA   | [24.04580053]  -  [24.20916328] | 1s.5p  | 1P*  | 1     | 1s.6d  | 3D   | 2     |   3 - 5   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7653.165275    |  0.000006    |       | 4.7666e+04   | AAA  | [24.20916395]  -  [24.37116777] | 1s.6d  | 3D   | 1     | 1s.8p  | 3P*  | 0     |   3 - 1   |    | T8636c73 |             |
He I      |                            |          |             7653.210615    |  0.000006    |       | 3.5747e+04   | AAA  | [24.20916328]  -  [24.37116613] | 1s.6d  | 3D   | 2     | 1s.8p  | 3P*  | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |             7653.214695    |  0.000006    |       | 4.0040e+04   | AAA  | [24.20916323]  -  [24.37116600] | 1s.6d  | 3D   | 3     | 1s.8p  | 3P*  | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |             7653.216912    |  0.000006    |       | 7.1493e+03   | AAA  | [24.20916328]  -  [24.37116600] | 1s.6d  | 3D   | 2     | 1s.8p  | 3P*  | 2     |   5 - 5   |    | T8636c73 |             |
He I      |                            |          |             7653.242633    |  0.000006    |       | 1.1917e+04   | AAA  | [24.20916395]  -  [24.37116613] | 1s.6d  | 3D   | 1     | 1s.8p  | 3P*  | 1     |   3 - 3   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7653.248930    |  0.000006    |       | 4.7666e+02   | AAA  | [24.20916395]  -  [24.37116600] | 1s.6d  | 3D   | 1     | 1s.8p  | 3P*  | 2     |   3 - 5   |    | T8636c73 |             |
He I      |                            |          |             7657.305624    |  0.000006    |       | 3.103e+00    | AA   | [24.20924991]  -  [24.37116613] | 1s.6d  | 1D   | 2     | 1s.8p  | 3P*  | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |             7839.350423    |  0.000014    |       | 1.5959e+05   | AAA  | [24.04266362]  -  [24.20081983] | 1s.5d  | 3D   | 1     | 1s.6p  | 3P*  | 0     |   3 - 1   |    | T8636c73 |             |
He I      |                            |          |             7839.487248    |  0.000014    |       | 1.1968e+05   | AAA  | [24.04266244]  -  [24.20081590] | 1s.5d  | 3D   | 2     | 1s.6p  | 3P*  | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |             7839.499194    |  0.000014    |       | 1.3405e+05   | AAA  | [24.04266236]  -  [24.20081557] | 1s.5d  | 3D   | 3     | 1s.6p  | 3P*  | 2     |   7 - 5   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7839.503134    |  0.000014    |       | 2.3936e+04   | AAA  | [24.04266244]  -  [24.20081557] | 1s.5d  | 3D   | 2     | 1s.6p  | 3P*  | 2     |   5 - 5   |    | T8636c73 |             |
He I      |                            |          |             7839.545379    |  0.000014    |       | 3.9897e+04   | AAA  | [24.04266362]  -  [24.20081590] | 1s.5d  | 3D   | 1     | 1s.6p  | 3P*  | 1     |   3 - 3   |    | T8636c73 |             |
He I      |                            |          |             7839.561265    |  0.000014    |       | 1.5959e+05   | AAA  | [24.04266362]  -  [24.20081557] | 1s.5d  | 3D   | 1     | 1s.6p  | 3P*  | 2     |   3 - 5   |    | T8636c73 |             |
He I      |                            |          |             7846.487195    |  0.000014    |       | 1.176e+01    | AA   | [24.04280353]  -  [24.20081590] | 1s.5d  | 1D   | 2     | 1s.6p  | 3P*  | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |             7846.503109    |  0.000014    |       | 2.442e+00    | AA   | [24.04280353]  -  [24.20081557] | 1s.5d  | 1D   | 2     | 1s.6p  | 3P*  | 2     |   5 - 5   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             7882.588303    |  0.000019    |       | 1.0513e+05   | AAA  | [24.20081557]  -  [24.35810426] | 1s.6p  | 3P*  | 2     | 1s.8s  | 3S   | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |             7882.604364    |  0.000019    |       | 6.3079e+04   | AAA  | [24.20081590]  -  [24.35810426] | 1s.6p  | 3P*  | 1     | 1s.8s  | 3S   | 1     |   3 - 3   |    | T8636c73 |             |
He I      |                            |          |             7882.801477    |  0.000019    |       | 2.1026e+04   | AAA  | [24.20081983]  -  [24.35810426] | 1s.6p  | 3P*  | 0     | 1s.8s  | 3S   | 1     |   1 - 3   |    | T8636c73 |             |
He I      |                            |          |             7938.677295    |  0.000019    |       | 1.5694e+05   | AAA  | [24.21100280]  -  [24.36718020] | 1s.6p  | 1P*  | 1     | 1s.8s  | 1S   | 0     |   3 - 1   |    | T8636c73 |             |
He I      |                            |          |             8063.62283     |  0.00020     |       | 1.2492e-03   | AAA  | [22.92031749]  -  [23.07407493] | 1s.3s  | 1S   | 0     | 1s.3d  | 1D   | 2     |   1 - 5   | E2 |    T7378 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             8082.804261    |  0.000020    |       | 1.0590e+04   | AAA  | [24.29828603]  -  [24.45167858] | 1s.7s  | 1S   | 0     | 1s.10p | 1P*  | 1     |   1 - 3   |    | T8636c73 |             |
He I      |                            |          |             8357.15960     |  0.00005     |       | 1.2012e-01   | AAA  | [24.04280353]  -  [24.19116040] | 1s.5d  | 1D   | 2     | 1s.6s  | 1S   | 0     |   5 - 1   | E2 |    T7378 |             |
He I      |                            |          |             8434.029392    |  0.000009    |       | 1.844e+00    | AA   | [24.30428952]  -  [24.45129422] | 1s.7p  | 3P*  | 1     | 1s.10d | 1D   | 2     |   3 - 5   |    | T8636c73 |             |
He I      |                            |          |             8435.173313    |  0.000009    |       | 9.5485e+02   | AAA  | [24.30428932]  -  [24.45127409] | 1s.7p  | 3P*  | 2     | 1s.10d | 3D   | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |             8435.181698    |  0.000009    |       | 8.5930e+03   | AAA  | [24.30428932]  -  [24.45127394] | 1s.7p  | 3P*  | 2     | 1s.10d | 3D   | 2     |   5 - 5   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             8435.182295    |  0.000009    |       | 3.4375e+04   | AAA  | [24.30428932]  -  [24.45127393] | 1s.7p  | 3P*  | 2     | 1s.10d | 3D   | 3     |   5 - 7   |    | T8636c73 |             |
