-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed       |   Unc.    |        Ritz         |   Unc.    |      Rel. |     Aki     | Acc. |           Ei           Ek           |              Lower level              |                Upper level                |  gi   gk  |Type|         TP  |                       Line  |
          |     Wavelength      |    (nm)   |     Wavelength      |    (nm)   |      Int. |   (s^-1)    |      |          (eV)         (eV)          |---------------------------------------|-------------------------------------------|           |    |        Ref. |                       Ref.  |
          |      Air (nm)       |           |      Air (nm)       |           |           |             |      |                                     | Conf.                | Term     | J   | Conf.                | Term     | J       |           |    |             |                             |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu I      |          382.5047   |  0.0021   |          382.50471  |  0.00025  |      100h |             |      |      3.7858976   -       7.0263552  | 3d10.4p              | 2P*      | 1/2 | 3d10.7s              | 2S       | 1/2     |   2 - 2   |    |             |                       L772  |
Cu II     |          382.69209  |  0.00010  |          382.69216  |  0.00006  |      3000 |             |      |     14.88955769  -      18.1284280  | 3d9.(2D<5/2>).5p     | 2[3/2]*  | 2   | 3d9.(2D<5/2>).6d     | 2[1/2]   | 1       |   5 - 3   |    |             |                   L869c171  |
Cu I      |          383.574    |  0.006    |          383.5662   |  0.0074   |        0h |             |      |      6.1227048   -       9.354195   | 3d10.5p              | 2P*      | 3/2 | 3d9.4s.(1D).4d       | 2D       | 5/2     |   4 - 6   |    |             |                       L772  |
Cu II     |          383.61646  |  0.00011  |          383.61655  |  0.00003  |      1800 |             |      |     14.98671559  -      18.2177815  | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<3/2>).7s     | 2[3/2]   | 2       |   5 - 5   |    |             |                   L869c171  |
Cu I      |          383.670    |  0.006    |          383.6617   |  0.0088   |       0h* |             |      |      6.1227048   -       9.353390   | 3d10.5p              | 2P*      | 3/2 | 3d9.4s.(1D).4d       | 2D       | 3/2     |   4 - 4   |    |             |                       L772  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu I      |          383.670    |  0.006    |          383.6664   |  0.0044   |       0h* |             |      |      6.1227444   -       9.353390   | 3d10.5p              | 2P*      | 1/2 | 3d9.4s.(1D).4d       | 2D       | 3/2     |   2 - 4   |    |             |                       L772  |
Cu I      |          383.7976   |  0.0017   |          383.7983   |  0.0009   |         5 |             |      |      5.688311    -       8.917846   | 3d9.(2D).4s.4p.(3P*) | 2P*      | 3/2 | 3d9.4s.(3D).4d       | 4P       | 3/2     |   4 - 4   |    |             |                       L772  |
Cu II     |          384.14818  |  0.00011  |          384.14819  |  0.00004  |       590 |             |      |     13.43190338  -      16.6584978  | 3d9.(2D<5/2>).5s     | 2[5/2]   | 2   | 3d8.(3P).4s.4p.(3P*) | 3D*      | 1       |   5 - 3   |    |             |                   L869c171  |
Cu II     |          384.25889  |  0.00012  |          384.25882  |  0.00003  |      2000 |             |      |     14.99211602  -      18.2177815  | 3d9.(2D<5/2>).5p     | 2[3/2]*  | 1   | 3d9.(2D<3/2>).7s     | 2[3/2]   | 2       |   3 - 5   |    |             |                   L869c171  |
Cu II     |          384.35628  |  0.00013  |          384.35624  |  0.00003  |       150 |             |      |     14.98671559  -      18.2115635  | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<3/2>).7s     | 2[3/2]   | 1       |   5 - 3   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu I      |          384.451    |  0.006    |          384.4531   |  0.0021   |        4h |             |      |      5.688311    -       8.912346   | 3d9.(2D).4s.4p.(3P*) | 2P*      | 3/2 | 3d9.4s.(3D).4d       | 4P       | 1/2     |   4 - 2   |    |             |                       L772  |
Cu I      |          384.8256   |  0.0021   |          384.8275   |  0.0021   |        0h |             |      |      5.724709    -       8.945607   | 3d9.(2D).4s.4p.(3P*) | *        | 3/2 | 3d9.4s.(3D).4d       | 2F       | 5/2     |   4 - 6   |    |             |                       L772  |
Cu II     |          384.95824  |  0.00013  |          384.95810  |  0.00004  |      1700 |             |      |     13.39213290  -      16.6119390  | 3d9.(2D<5/2>).5s     | 2[5/2]   | 3   | 3d8.(3P).4s.4p.(3P*) | 3D*      | 3       |   7 - 7   |    |             |                   L869c171  |
Cu II     |          385.00092  |  0.00015  |          385.00099  |  0.00003  |      1600 |             |      |     14.99211602  -      18.2115635  | 3d9.(2D<5/2>).5p     | 2[3/2]*  | 1   | 3d9.(2D<3/2>).7s     | 2[3/2]   | 1       |   3 - 3   |    |             |                   L869c171  |
Cu II     |          385.11050  |  0.00011  |          385.11020  |  0.00004  |       890 |             |      |     11.8486266   -      15.06716110 | 3d8.4s2              | 1G       | 4   | 3d8.(3F).4s.4p.(3P*) | 1F*      | 3       |   9 - 7   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          385.941    |  0.006    |          385.94330  |  0.00007  |       180 |             |      |     14.33738425  -      17.5489714  | 3d9.(2D<5/2>).4d     | 2[3/2]   | 2   | 3d9.(2D<3/2>).6p     | 2[3/2]*  | 2       |   5 - 5   |    |             |                 L14468c171  |
Cu I      |          386.0472   |  0.0009   |          386.0470   |  0.0007   |       600 |             |      |      5.574734    -       8.785458   | 3d9.(2D).4s.4p.(3P*) | 2F*      | 7/2 | 3d9.4s.(3D).4d       | 2G       | 9/2     |   8 - 10  |    |             |                       L772  |
Cu I      |          386.0808   |  0.0017   |          386.0790   |  0.0019   |         5 |             |      |      5.724709    -       8.935167   | 3d9.(2D).4s.4p.(3P*) | *        | 3/2 | 3d9.4s.(3D).4d       | 4D       | 5/2     |   4 - 6   |    |             |                   L772c156  |
Cu II     |          386.13421  |  0.00011  |          386.13424  |  0.00004  |      1300 |             |      |     14.96299725  -      18.1729963  | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 3   | 3d9.(2D<5/2>).6d     | 2[5/2]   | 2       |   7 - 5   |    |             |                   L869c171  |
Cu I      |          386.1747   |  0.0009   |          386.17464  |  0.00024  |       250 |             |      |      3.8166920   -       7.0263552  | 3d10.4p              | 2P*      | 3/2 | 3d10.7s              | 2S       | 1/2     |   4 - 2   |    |             |                       L772  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          386.21245  |  0.00011  |          386.21243  |  0.00004  |      1200 |             |      |     15.21855798  -      18.4279071  | 3d9.(2D<3/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<3/2>).6d     | 2[5/2]   | 3       |   5 - 7   |    |             |                   L869c171  |
Cu I      |          386.2781   |  0.0021   |          386.2810   |  0.0030   |        5h |             |      |      6.1227048   -       9.331485   | 3d10.5p              | 2P*      | 3/2 | 3d9.4s.(1D).4d       | 2P       | 3/2     |   4 - 4   |    |             |                       L772  |
Cu II     |          386.36403  |  0.00011  |          386.36404  |  0.00004  |      1200 |             |      |     14.96299725  -      18.1710871  | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 3   | 3d9.(2D<5/2>).6d     | 2[7/2]   | 4       |   7 - 9   |    |             |                   L869c171  |
Cu II     |          386.41370  |  0.00011  |          386.41365  |  0.00004  |      3200 |             |      |     14.96299725  -      18.1706753  | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 3   | 3d9.(2D<5/2>).6d     | 2[7/2]   | 3       |   7 - 7   |    |             |                   L869c171  |
Cu II     |          386.63047  |  0.00011  |          386.63035  |  0.00003  |      1200 |             |      |     15.01190125  -      18.2177815  | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 3   | 3d9.(2D<3/2>).7s     | 2[3/2]   | 2       |   7 - 5   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          386.83711  |  0.00011  |          386.83707  |  0.00003  |      1100 |             |      |     14.7590337   -      17.96320072 | 3d8.(3F).4s.4p.(3P*) | 3F*      | 2   | 3d9.(2D<5/2>).7s     | 2[5/2]   | 2       |   5 - 5   |    |             |                   L869c171  |
Cu II     |          387.1334   |  0.0003   |          387.13321  |  0.00010  |       210 |             |      |     14.7530445   -      17.95476061 | 3d8.(3F).4s.4p.(3P*) | 1G*      | 4   | 3d9.(2D<5/2>).7s     | 2[5/2]   | 3       |   9 - 7   |    |             |                   L869c171  |
Cu II     |          387.27645  |  0.00015  |          387.27678  |  0.00005  |       550 |             |      |     15.21855798  -      18.4190872  | 3d9.(2D<3/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<3/2>).6d     | 2[3/2]   | 2       |   5 - 5   |    |             |                   L869c171  |
Cu II     |          387.32075  |  0.00011  |          387.32058  |  0.00006  |       940 |             |      |     13.39213290  -      16.5923001  | 3d9.(2D<5/2>).5s     | 2[5/2]   | 3   | 3d8.(3P).4s.4p.(3P*) | 3P*      | 2       |   7 - 5   |    |             |                   L869c171  |
Cu II     |          387.85873  |  0.00012  |          387.85875  |  0.00003  |       860 |             |      |     14.7590337   -      17.95476061 | 3d8.(3F).4s.4p.(3P*) | 3F*      | 2   | 3d9.(2D<5/2>).7s     | 2[5/2]   | 3       |   5 - 7   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          387.8667   |           |          387.86670  |  0.00005  |         : |             |      |     15.23365822  -      18.4293197  | 3d9.(2D<3/2>).5p     | 2[1/2]*  | 1   | 3d9.(2D<3/2>).6d     | 2[5/2]   | 2       |   3 - 5   |    |             |                             |
Cu II     |          387.93966  |  0.00011  |          387.93976  |  0.00005  |      3800 |             |      |     14.97602748  -      18.1710871  | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 4   | 3d9.(2D<5/2>).6d     | 2[7/2]   | 4       |   9 - 9   |    |             |                   L869c171  |
Cu II     |          387.98973  |  0.00021  |          387.98977  |  0.00005  |       140 |             |      |     14.97602748  -      18.1706753  | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 4   | 3d9.(2D<5/2>).6d     | 2[7/2]   | 3       |   9 - 7   |    |             |                   L869c171  |
Cu III    |          388.168    |  0.010    |                     |           |       300 |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                      L2987  |
Cu I      |          388.1714   |  0.0017   |          388.1733   |  0.0021   |         5 |             |      |      5.724709    -       8.917846   | 3d9.(2D).4s.4p.(3P*) | *        | 3/2 | 3d9.4s.(3D).4d       | 4P       | 3/2     |   4 - 4   |    |             |                       L772  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          388.41312  |  0.00009  |          388.41313  |  0.00005  |      8100 | 3.1e+07     | D+   |     14.96299725  -      18.1541631  | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 3   | 3d9.(2D<5/2>).6d     | 2[9/2]   | 4       |   7 - 9   |    |       T9697 |                 L19804c168  |
Cu II     |          388.45339  |  0.00011  |          388.45350  |  0.00005  |      3800 | 3.1e+07     | D+   |     15.21855798  -      18.4093922  | 3d9.(2D<3/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<3/2>).6d     | 2[7/2]   | 3       |   5 - 7   |    |       T9697 |                   L869c171  |
Cu II     |          388.52865  |  0.00017  |          388.52789  |  0.00005  |      85bl |             |      |     14.96299725  -      18.1532205  | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 3   | 3d9.(2D<5/2>).6d     | 2[3/2]   | 2       |   7 - 5   |    |             |              L869c171,c153  |
Cu I      |          388.592    |  0.006    |          388.5938   |  0.0015   |       3h* |             |      |      6.1227048   -       9.312387   | 3d10.5p              | 2P*      | 3/2 | 3d9.4s.(1D).4d       | 2P       | 1/2     |   4 - 2   |    |             |                       L772  |
Cu I      |          388.592    |  0.006    |          388.5986   |  0.0060   |       3h* |             |      |      6.1227444   -       9.312387   | 3d10.5p              | 2P*      | 1/2 | 3d9.4s.(1D).4d       | 2P       | 1/2     |   2 - 2   |    |             |                       L772  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu I      |          388.840    |  0.006    |          388.8431   |  0.0030   |        4h |             |      |      5.724709    -       8.912346   | 3d9.(2D).4s.4p.(3P*) | *        | 3/2 | 3d9.4s.(3D).4d       | 4P       | 1/2     |   4 - 2   |    |             |                       L772  |
Cu II     |          389.00864  |  0.00014  |          389.00865  |  0.00005  |      2200 |             |      |     14.98671559  -      18.1729963  | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<5/2>).6d     | 2[5/2]   | 2       |   5 - 5   |    |             |                   L869c171  |
Cu II     |          389.11277  |  0.00012  |          389.11267  |  0.00005  |      1500 |             |      |     15.23365822  -      18.4190872  | 3d9.(2D<3/2>).5p     | 2[1/2]*  | 1   | 3d9.(2D<3/2>).6d     | 2[3/2]   | 2       |   3 - 5   |    |             |                   L869c171  |
Cu II     |          389.29237  |  0.00011  |          389.29223  |  0.00005  |      3000 |             |      |     14.98671559  -      18.1706753  | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<5/2>).6d     | 2[7/2]   | 3       |   5 - 7   |    |             |                   L869c171  |
Cu II     |          389.46198  |  0.00021  |          389.461915 |  0.000020 |       280 |             |      |     13.68365905  -      16.86623155 | 3d9.(2D<3/2>).5s     | 2[3/2]   | 2   | 3d9.(2D<5/2>).4f     | 2[5/2]*  | 3       |   5 - 7   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          389.66915  |  0.00011  |          389.66912  |  0.00005  |      1900 |             |      |     14.99211602  -      18.1729963  | 3d9.(2D<5/2>).5p     | 2[3/2]*  | 1   | 3d9.(2D<5/2>).6d     | 2[5/2]   | 2       |   3 - 5   |    |             |                   L869c171  |
Cu II     |          389.69491  |  0.00020  |          389.69487  |  0.00005  |       280 |             |      |     15.23365822  -      18.4143283  | 3d9.(2D<3/2>).5p     | 2[1/2]*  | 1   | 3d9.(2D<3/2>).6d     | 2[3/2]   | 1       |   3 - 3   |    |             |                   L869c171  |
Cu II     |          389.77292  |  0.00020  |          389.77262  |  0.00005  |      2500 |             |      |     13.43190338  -      16.6119390  | 3d9.(2D<5/2>).5s     | 2[5/2]   | 2   | 3d8.(3P).4s.4p.(3P*) | 3D*      | 3       |   5 - 7   |    |             |                   L869c171  |
Cu I      |          389.922    |  0.006    |          389.9214   |  0.0011   |        8h |             |      |      4.837701    -       8.016523   | 3d9.(2D).4s.4p.(3P*) | 4P*      | 5/2 | 3d9.4s.(3D).5s       | 2D       | 5/2     |   6 - 6   |    |             |                       L772  |
Cu II     |          390.00557  |  0.00011  |          390.00565  |  0.00005  |      1100 |             |      |     14.97602748  -      18.1541631  | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 4   | 3d9.(2D<5/2>).6d     | 2[9/2]   | 4       |   9 - 9   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          390.12315  |  0.00012  |          390.12316  |  0.00005  |       280 |             |      |     15.25214138  -      18.4293197  | 3d9.(2D<3/2>).5p     | 2[5/2]*  | 3   | 3d9.(2D<3/2>).6d     | 2[5/2]   | 2       |   7 - 5   |    |             |                   L869c171  |
Cu II     |          390.20837  |  0.00024  |          390.20821  |  0.00005  |       140 |             |      |     14.98671559  -      18.1632014  | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<5/2>).6d     | 2[5/2]   | 3       |   5 - 7   |    |             |                   L869c171  |
Cu II     |          390.29667  |  0.00012  |          390.29668  |  0.00005  |      2500 |             |      |     15.25214138  -      18.4279071  | 3d9.(2D<3/2>).5p     | 2[5/2]*  | 3   | 3d9.(2D<3/2>).6d     | 2[5/2]   | 3       |   7 - 7   |    |             |                   L869c171  |
Cu II     |          390.31761  |  0.00007  |          390.31759  |  0.00005  |      8200 | 3.5e+07     | D+   |     14.97602748  -      18.1516231  | 3d9.(2D<5/2>).5p     | 2[7/2]*  | 4   | 3d9.(2D<5/2>).6d     | 2[9/2]   | 5       |   9 - 11  |    |       T9697 |                 L19804c168  |
Cu II     |          390.51121  |  0.00014  |          390.51133  |  0.00006  |       830 |             |      |     15.1776442   -      18.3516644  | 3d9.(2D<3/2>).4d     | 2[1/2]   | 0   | 3d9.(2D<3/2>).5f     | 2[3/2]*  | 1       |   1 - 3   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          390.72743  |  0.00024  |          390.72616  |  0.00008  |       82? |             |      |     13.68365905  -      16.8559342  | 3d9.(2D<3/2>).5s     | 2[3/2]   | 2   | 3d8.(3P).4s.4p.(3P*) | 5S*      | 2       |   5 - 5   |    |             |              L869c171,c153  |
Cu I      |          391.2335   |  0.0021   |          391.2351   |  0.0018   |        1h |             |      |      5.777459    -       8.945607   | 3d9.(2D).4s.4p.(3P*) | 2D*      | 5/2 | 3d9.4s.(3D).4d       | 2F       | 5/2     |   6 - 6   |    |             |                       L772  |
Cu II     |          391.24911  |  0.00012  |          391.24900  |  0.00005  |       690 |             |      |     14.98671559  -      18.1547516  | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 2   | 3d9.(2D<5/2>).6d     | 2[3/2]   | 1       |   5 - 3   |    |             |                   L869c171  |
Cu II     |          391.38355  |  0.00014  |          391.38369  |  0.00005  |       160 |             |      |     15.25214138  -      18.4190872  | 3d9.(2D<3/2>).5p     | 2[5/2]*  | 3   | 3d9.(2D<3/2>).6d     | 2[3/2]   | 2       |   7 - 5   |    |             |                   L869c171  |
Cu II     |          391.4311   |  0.0003   |          391.43081  |  0.00009  |     110bl |             |      |     14.34032994  -      17.5068945  | 3d9.(2D<5/2>).4d     | 2[9/2]   | 4   | 3d9.(2D<3/2>).6p     | 2[5/2]*  | 3       |   9 - 7   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          391.83817  |  0.00012  |          391.83792  |  0.00005  |       400 |             |      |     11.8486266   -      15.01190125 | 3d8.4s2              | 1G       | 4   | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 3       |   9 - 7   |    |             |                   L869c171  |
Cu II     |          391.91725  |  0.00011  |          391.91710  |  0.00005  |      1000 |             |      |     14.99211602  -      18.1547516  | 3d9.(2D<5/2>).5p     | 2[3/2]*  | 1   | 3d9.(2D<5/2>).6d     | 2[3/2]   | 1       |   3 - 3   |    |             |                   L869c171  |
Cu II     |          392.06546  |  0.00011  |          392.06561  |  0.00005  |      4000 | 3.3e+07     | D+   |     15.25214138  -      18.4135790  | 3d9.(2D<3/2>).5p     | 2[5/2]*  | 3   | 3d9.(2D<3/2>).6d     | 2[7/2]   | 4       |   7 - 9   |    |       T9697 |                   L869c171  |
Cu II     |          392.1071   |  0.0010   |          392.10693  |  0.00005  |      130* |             |      |     14.99211602  -      18.1532205  | 3d9.(2D<5/2>).5p     | 2[3/2]*  | 1   | 3d9.(2D<5/2>).6d     | 2[3/2]   | 2       |   3 - 5   |    |             |                   L869c171  |
Cu II     |          392.1071   |  0.0010   |          392.10811  |  0.00005  |      130* |             |      |     15.01190125  -      18.1729963  | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 3   | 3d9.(2D<5/2>).6d     | 2[5/2]   | 2       |   7 - 5   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu I      |          392.1267   |  0.0017   |          392.1267   |  0.0006   |         5 |             |      |      5.777459    -       8.938404   | 3d9.(2D).4s.4p.(3P*) | 2D*      | 5/2 | 3d9.4s.(3D).4d       | 4F       | 7/2     |   6 - 8   |    |             |                       L772  |
Cu II     |          392.14136  |  0.00015  |          392.14117  |  0.00006  |       450 |             |      |     15.23365822  -      18.3944867  | 3d9.(2D<3/2>).5p     | 2[1/2]*  | 1   | 3d9.(2D<3/2>).6d     | 2[1/2]   | 1       |   3 - 3   |    |             |                   L869c171  |
Cu II     |          392.34504  |  0.00011  |          392.34506  |  0.00005  |      2100 |             |      |     15.01190125  -      18.1710871  | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 3   | 3d9.(2D<5/2>).6d     | 2[7/2]   | 4       |   7 - 9   |    |             |                   L869c171  |
Cu II     |          392.39630  |  0.00012  |          392.39622  |  0.00005  |       400 |             |      |     15.01190125  -      18.1706753  | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 3   | 3d9.(2D<5/2>).6d     | 2[7/2]   | 3       |   7 - 7   |    |             |                   L869c171  |
Cu I      |          392.5274   |  0.0017   |          392.5287   |  0.0015   |         8 |             |      |      5.777459    -       8.935167   | 3d9.(2D).4s.4p.(3P*) | 2D*      | 5/2 | 3d9.4s.(3D).4d       | 4D       | 5/2     |   6 - 6   |    |             |                       L772  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          392.58560  |  0.00011  |          392.58554  |  0.00005  |       390 |             |      |     15.25214138  -      18.4093922  | 3d9.(2D<3/2>).5p     | 2[5/2]*  | 3   | 3d9.(2D<3/2>).6d     | 2[7/2]   | 3       |   7 - 7   |    |             |                   L869c171  |
Cu I      |          393.3027   |  0.0017   |          393.3034   |  0.0009   |         5 |             |      |      5.777459    -       8.928948   | 3d9.(2D).4s.4p.(3P*) | 2D*      | 5/2 | 3d9.4s.(3D).4d       | 2G       | 7/2     |   6 - 8   |    |             |                       L772  |
Cu II     |          393.32684  |  0.00011  |          393.32688  |  0.00005  |      2000 |             |      |     15.01190125  -      18.1632014  | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 3   | 3d9.(2D<5/2>).6d     | 2[5/2]   | 3       |   7 - 7   |    |             |                   L869c171  |
Cu II     |          393.41202  |  0.00011  |          393.41175  |  0.00003  |       470 |             |      |     15.06716110  -      18.2177815  | 3d8.(3F).4s.4p.(3P*) | 1F*      | 3   | 3d9.(2D<3/2>).7s     | 2[3/2]   | 2       |   7 - 5   |    |             |                   L869c171  |
Cu II     |          393.59626  |  0.00014  |          393.59560  |  0.00006  |     380bl |             |      |     13.64873556  -      16.7978843  | 3d9.(2D<3/2>).5s     | 2[3/2]   | 1   | 3d8.(3P).4s.4p.(3P*) | 3P*      | 0       |   3 - 1   |    |             |              L869c171,c153  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu XXVIII |                     |           |          393.6      |  1.0      |           |             |      | [10391.41]       -  [10394.56]      | 1s.4p                | 3P*      | 2   | 1s.4d                | 3D       | 3       |   5 - 7   |    |             |                     L11926  |
Cu II     |          394.09702  |  0.00012  |          394.09707  |  0.00005  |       300 |             |      |     13.68365905  -      16.8288007  | 3d9.(2D<3/2>).5s     | 2[3/2]   | 2   | 3d8.(3F).4s.4p.(1P*) | 3D*      | 3       |   5 - 7   |    |             |                   L869c171  |
Cu XVIII  |          394.16     |  0.10     |          394.33+    |  0.22     |           | 2.16e+02    | C    |     35.8812      -      39.0244     | 3s.3p                | 3P*      | 1   | 3s.3p                | 3P*      | 2       |   3 - 5   | M1 |       T4931 |                      L5835  |
Cu II     |          394.45822  |  0.00012  |          394.45826  |  0.00005  |       490 |             |      |     15.01190125  -      18.1541631  | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 3   | 3d9.(2D<5/2>).6d     | 2[9/2]   | 4       |   7 - 9   |    |             |                   L869c171  |
Cu II     |          394.55770  |  0.00012  |          394.55767  |  0.00005  |      2300 |             |      |     15.2878495   -      18.4293197  | 3d9.(2D<3/2>).5p     | 2[3/2]*  | 1   | 3d9.(2D<3/2>).6d     | 2[5/2]   | 2       |   3 - 5   |    |             |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          394.57664  |  0.00013  |          394.57662  |  0.00005  |      1500 |             |      |     15.01190125  -      18.1532205  | 3d9.(2D<5/2>).5p     | 2[5/2]*  | 3   | 3d9.(2D<5/2>).6d     | 2[3/2]   | 2       |   7 - 5   |    |             |                   L869c171  |
Cu I      |          394.6938   |  0.0017   |          394.6938   |  0.0006   |         3 |             |      |      5.777459    -       8.917846   | 3d9.(2D).4s.4p.(3P*) | 2D*      | 5/2 | 3d9.4s.(3D).4d       | 4P       | 3/2     |   6 - 4   |    |             |                       L772  |
Cu I      |          395.1616   |  0.0017   |          395.1629   |  0.0014   |         2 |             |      |      5.688311    -       8.824970   | 3d9.(2D).4s.4p.(3P*) | 2P*      | 3/2 | 3d9.4s.(3D).4d       | 4P       | 5/2     |   4 - 6   |    |             |                       L772  |
Cu II     |          395.20661  |  0.00011  |          395.20660  |  0.00006  |       980 |             |      |     14.99211602  -      18.1284280  | 3d9.(2D<5/2>).5p     | 2[3/2]*  | 1   | 3d9.(2D<5/2>).6d     | 2[1/2]   | 1       |   3 - 3   |    |             |                   L869c171  |
Cu III    |          395.381    |  0.010    |                     |           |       150 |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                      L2987  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          395.84734  |  0.00013  |          395.84707  |  0.00005  |       840 |             |      |     15.2878495   -      18.4190872  | 3d9.(2D<3/2>).5p     | 2[3/2]*  | 1   | 3d9.(2D<3/2>).6d     | 2[3/2]   | 2       |   3 - 5   |    |             |                   L869c171  |
Cu I      |          396.416    |  0.006    |          396.4162   |  0.0008   |        5h |             |      |      5.688311    -       8.815053   | 3d9.(2D).4s.4p.(3P*) | 2P*      | 3/2 | 3d9.4s.(3D).4d       | 2D       | 5/2     |   4 - 6   |    |             |                       L772  |
Cu II     |          397.43504  |  0.00022  |          397.43528  |  0.00006  |        91 |             |      |     14.43024639  -      17.5489714  | 3d9.(2D<5/2>).4d     | 2[5/2]   | 2   | 3d9.(2D<3/2>).6p     | 2[3/2]*  | 2       |   5 - 5   |    |             |                   L869c171  |
Cu II     |          397.55387  |  0.00013  |          397.55380  |  0.00009  |        90 |             |      |     15.1776442   -      18.2954395  | 3d9.(2D<3/2>).4d     | 2[1/2]   | 0   | 3d9.(2D<5/2>).7p     | 2[3/2]*  | 1       |   1 - 3   |    |             |                   L869c171  |
Cu I      |          397.57     |  0.03     |          397.5664   |  0.0040   |        5h |             |      |      4.973503    -       8.091200   | 3d9.(2D).4s.4p.(3P*) | 4P*      | 3/2 | 3d9.4s.(3D).5s       | 2D       | 3/2     |   4 - 4   |    |             |                       L772  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu I      |          397.9954   |  0.0017   |          397.9956   |  0.0006   |         5 |             |      |      5.688311    -       8.802645   | 3d9.(2D).4s.4p.(3P*) | 2P*      | 3/2 | 3d9.4s.(3D).4d       | 4S       | 3/2     |   4 - 4   |    |             |                       L772  |
Cu II     |          398.52145  |  0.00011  |          398.52136  |  0.00005  |       700 |             |      |     15.31909392  -      18.4293197  | 3d9.(2D<3/2>).5p     | 2[3/2]*  | 2   | 3d9.(2D<3/2>).6d     | 2[5/2]   | 2       |   5 - 5   |    |             |                   L869c171  |
Cu II     |          398.70237  |  0.00011  |          398.70244  |  0.00005  |      2300 |             |      |     15.31909392  -      18.4279071  | 3d9.(2D<3/2>).5p     | 2[3/2]*  | 2   | 3d9.(2D<3/2>).6d     | 2[5/2]   | 3       |   5 - 7   |    |             |                   L869c171  |
