-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed       |   Unc.    |        Ritz         |   Unc.    |      Rel. |     Aki     | Acc. |           Ei           Ek           |              Lower level              |                Upper level                |  gi   gk  |Type|         TP  |                       Line  |
          |     Wavelength      |    (nm)   |     Wavelength      |    (nm)   |      Int. |   (s^-1)    |      |          (eV)         (eV)          |---------------------------------------|-------------------------------------------|           |    |        Ref. |                       Ref.  |
          |      Air (nm)       |           |      Air (nm)       |           |           |             |      |                                     | Conf.                | Term     | J   | Conf.                | Term     | J       |           |    |             |                             |
Cu I      |          213.8546   |  0.0004   |          213.85485  |  0.00032  |       20a |             |      |      1.388948    -       7.1847067  | 3d9.4s2              | 2D       | 5/2 | 3d10.7p              | 2P*      | 3/2     |   6 - 4   |    |             |                      L4958  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu I      |          214.037    |  0.006    |          214.02068  |  0.01833  |         1 |             |      |      1.388948    -       7.1802166  | 3d9.4s2              | 2D       | 5/2 | 3d10.5f              | 2F*      | 7/2     |   6 - 8   |    |             |                       L772  |
Cu I      |          214.0533   |  0.0004   |          214.05384  |  0.00055  |       10a |             |      |      1.388948    -       7.1793195  | 3d9.4s2              | 2D       | 5/2 | 3d10.5f              | 2F*      | 5/2     |   6 - 6   |    |             |                      L4958  |
Cu II     |          214.4706   |  0.0010   |          214.470358 |  0.000008 |   160000* | 1.5e+07     | C    |      8.91695539  -      14.69608321 | 3d9.4p               | 3D*      | 3   | 3d9.(2D<3/2>).4d     | 2[5/2]   | 2       |   7 - 5   |    |       T7181 |                   L869c171  |
Cu II     |          214.4706   |  0.0010   |          214.472206 |  0.000014 |   160000* |             |      |      8.8687808   -      14.6478588  | 3d8.4s2              | 3F       | 3   | 3d8.(3F).4s.4p.(3P*) | 3F*      | 3       |   7 - 7   |    |             |                   L869c171  |
Cu II     |          214.54920  |  0.00004  |          214.549206 |  0.000008 |   1200000 | 1.14e+08    | B    |      8.42057983  -      14.19758401 | 3d9.4p               | 3P*      | 1   | 3d9.(2D<5/2>).4d     | 2[1/2]   | 1       |   3 - 3   |    |       T8003 |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          214.69187  |  0.00004  |          214.691894 |  0.000008 |   1100000 | 1.04e+08    | C    |      8.91695539  -      14.69012052 | 3d9.4p               | 3D*      | 3   | 3d9.(2D<3/2>).4d     | 2[5/2]   | 3       |   7 - 7   |    |       T7181 |                 L19804c167  |
Cu II     |                     |           |          214.894587 |  0.000007 |         m | 1.12e+08    | C    |      8.66252603  -      14.43024639 | 3d9.4p               | 3F*      | 2   | 3d9.(2D<5/2>).4d     | 2[5/2]   | 2       |   5 - 5   |    |       T7181 |                 L19804c170  |
Cu II     |          214.89830  |  0.00006  |          214.898283 |  0.000008 |  59000000 | 8.8e+07     | B    |      2.71881631  -       8.48643747 | 3d9.4s               | 3D       | 3   | 3d9.4p               | 3F*      | 3       |   7 - 7   |    |      T6136n |                   L869c171  |
Cu II     |          215.18083  |  0.00004  |          215.180815 |  0.000008 |   4200000 | 2.59e+08    | B    |      8.66252603  -      14.42257518 | 3d9.4p               | 3F*      | 2   | 3d9.(2D<5/2>).4d     | 2[7/2]   | 3       |   5 - 7   |    |       T7181 |                   L869c171  |
Cu II     |          215.2910   |  0.0020   |          215.290029 |  0.000009 |     23000 |             |      |      8.86410821  -      14.62123567 | 3d9.4p               | 1D*      | 2   | 3d9.(2D<3/2>).4d     | 2[3/2]   | 1       |   5 - 3   |    |             |                 L14468c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu III    |          215.728    |  0.010    |                     |           |       150 |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                      L2987  |
Cu II     |          215.84108  |  0.00010  |          215.841130 |  0.000019 |     60000 |             |      |      9.0166041   -      14.7590337  | 3d8.4s2              | 3F       | 2   | 3d8.(3F).4s.4p.(3P*) | 3F*      | 2       |   5 - 5   |    |             |                   L869c171  |
Cu II     |          216.131978 |  0.000023 |          216.131990 |  0.000008 |   4200000 | 3.1e+08     | B    |      8.86410821  -      14.59881073 | 3d9.4p               | 1D*      | 2   | 3d9.(2D<3/2>).4d     | 2[7/2]   | 3       |   5 - 7   |    |       T7181 |                 L19804c167  |
Cu II     |          216.17998  |  0.00010  |          216.180255 |  0.000008 |     58000 |             |      |      8.91695539  -      14.65037773 | 3d9.4p               | 3D*      | 3   | 3d9.(2D<3/2>).4d     | 2[3/2]   | 2       |   7 - 5   |    |             |                   L869c171  |
Cu I      |          216.5093   |  0.0021   |          216.50934  |  0.00014  |     1300r | 5.5e+07     | C+   |      0.0000000   -       5.724709   | 3d10.4s              | 2S       | 1/2 | 3d9.(2D).4s.4p.(3P*) | *        | 3/2     |   2 - 4   |    |       T7574 |                       L772  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          216.6850   |  0.0020   |          216.68678  |  0.00003  |     21000 |             |      |      8.8687808   -      14.5888022  | 3d8.4s2              | 3F       | 3   | 3d8.(3F).4s.4p.(3P*) | 3F*      | 4       |   7 - 9   |    |             |                 L14468c171  |
Cu I      |          216.9586   |  0.0004   |          216.9587   |  0.0003   |       20a |             |      |      1.6422256   -       7.355080   | 3d9.4s2              | 2D       | 3/2 | 3d10.8p              | 2P*      | 1/2     |   4 - 2   |    |             |                      L4958  |
Cu I      |          217.1835   |  0.0004   |          217.18366  |  0.00028  |       15a |             |      |      1.6422256   -       7.349162   | 3d9.4s2              | 2D       | 3/2 | 3d10.8p              | 2P*      | 3/2     |   4 - 4   |    |             |                      L4958  |
Cu II     |          217.498119 |  0.000009 |          217.498126 |  0.000007 |   7500000 | 4.9e+08     | B    |      8.91695539  -      14.61564135 | 3d9.4p               | 3D*      | 3   | 3d9.(2D<3/2>).4d     | 2[7/2]   | 4       |   7 - 9   |    |       T8003 |                 L19804c167  |
Cu I      |          217.8944   |  0.0021   |          217.89488  |  0.00043  |     1600r | 9.1e+07     | C+   |      0.0000000   -       5.688311   | 3d10.4s              | 2S       | 1/2 | 3d9.(2D).4s.4p.(3P*) | 2P*      | 3/2     |   2 - 4   |    |       T7574 |                       L772  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          217.941026 |  0.000022 |          217.940994 |  0.000007 |  72000000 | 2.15e+08    | B    |      2.97541887  -       8.66252603 | 3d9.4s               | 3D       | 1   | 3d9.4p               | 3F*      | 2       |   3 - 5   |    |      T6136n |                 L19804c167  |
Cu II     |          218.07508  |  0.00005  |          218.07508  |  0.00005  |    680000 |             |      |      8.64228147  -      14.3258922  | 3d8.4s2              | 3F       | 4   | 3d8.(3F).4s.4p.(3P*) | 3G*      | 5       |   9 - 11  |    |             |                   L869c171  |
Cu II     |          218.14243  |  0.00004  |          218.142461 |  0.000008 |    290000 | 2.4e+07     | C    |      8.91695539  -      14.59881073 | 3d9.4p               | 3D*      | 3   | 3d9.(2D<3/2>).4d     | 2[7/2]   | 3       |   7 - 7   |    |       T7181 |                   L869c171  |
Cu I      |          218.1720   |  0.0021   |          218.17253  |  0.00076  |     1700r | 9.9e+07     | C+   |      0.0000000   -       5.681072   | 3d10.4s              | 2S       | 1/2 | 3d9.(2D).4s.4p.(3P*) | 2P*      | 1/2     |   2 - 2   |    |       T7574 |                       L772  |
Cu II     |          218.28585  |  0.00005  |          218.285780 |  0.000008 |    560000 | 8.0e+07     | C+   |      8.66252603  -      14.34065127 | 3d9.4p               | 3F*      | 2   | 3d9.(2D<5/2>).4d     | 2[3/2]   | 1       |   5 - 3   |    |       T8003 |                   L869c171  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
Cu II     |          218.93693  |  0.00010  |          218.936930 |  0.000009 |    240000 | 1.3e+07     | C    |      8.53634457  -      14.19758401 | 3d9.4p               | 3P*      | 0   | 3d9.(2D<5/2>).4d     | 2[1/2]   | 1       |   1 - 3   |    |      T8003n |                   L869c171  |
Cu II     |          218.962967 |  0.000009 |          218.962971 |  0.000007 |  47000000 | 1.04e+08    | B    |      3.25638918  -       8.91695539 | 3d9.4s               | 1D       | 2   | 3d9.4p               | 3D*      | 3       |   5 - 7   |    |      T6136n |        L19804c167,L869c171  |
Cu II     |          219.0500   |  0.0020   |          219.05192  |  0.00003  |     57000 |             |      |     11.8486266   -      17.5068945  | 3d8.4s2              | 1G       | 4   | 3d9.(2D<3/2>).6p     | 2[5/2]*  | 3       |   9 - 7   |    |             |                 L14468c171  |
Cu II     |          219.226759 |  0.000009 |          219.226753 |  0.000007 |  73000000 | 2.8e+08     | B    |      2.83268154  -       8.48643747 | 3d9.4s               | 3D       | 2   | 3d9.4p               | 3F*      | 3       |   5 - 7   |    |      T6136n |                 L19804c167  |
Cu II     |          219.568180 |  0.000017 |          219.568192 |  0.000008 |   4200000 | 4.2e+08     | B    |      8.78322242  -      14.42818740 | 3d9.4p               | 1F*      | 3   | 3d9.(2D<5/2>).4d     | 2[7/2]   | 4       |   7 - 9   |    |       T8003 |                 L19804c167  |
          |                     |           |                     |           |           |             |      |                                     |                      |          |     |                      |          |         |           |    |             |                             |
