------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |       Observed        |    Unc.    |         Ritz          |     Unc.     |      Rel. |     Aki     | Acc. |           Ei           Ek           |              Lower level               |               Upper level               |  gi   gk  |   Type|                TP  |           Line  |
          |      Wavelength       |    (nm)    |      Wavelength       |     (nm)     |      Int. |   (s^-1)    |      |          (eV)         (eV)          |----------------------------------------|-----------------------------------------|           |       |               Ref. |           Ref.  |
          |       Vac (nm)        |            |       Vac (nm)        |              |           |             |      |                                     | Conf.                 | Term    | J    | Conf.                  | Term    | J    |           |       |                    |                 |
Ar II     |          253.47087    |  0.00001   |          253.470851   |   0.000003   |       166 |             |      |    19.867157038  -     24.75714540  | 3s2.3p4.(3P).4p       | 2P*     | 3/2  | 3s2.3p4.(1D).4d        | 2D      | 5/2  |   4 - 6   |       |                    |         L11520  |
Ar II     |          253.52509    |  0.00002   |          253.525102   |   0.000003   |        29 |             |      |    19.801086565  -     24.690028614 | 3s2.3p4.(3P).4p       | 2P*     | 1/2  | 3s2.3p4.(3P).6s        | 4P      | 3/2  |   2 - 4   |       |                    |         L11520  |
Ar II     |          253.5758     |  0.0006    |          253.576694   |   0.000003   |         1 |             |      |    18.732439371  -     23.620386781 | 3s2.3p4.(3P).3d       | 2D      | 5/2  | 3s2.3p4.(3P).5p        | 2D*     | 5/2  |   6 - 6   |       |                    |         L14821  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          253.60150    |  0.00001   |          253.601491   |   0.000003   |        93 |             |      |    18.732439371  -     23.619908872 | 3s2.3p4.(3P).3d       | 2D      | 5/2  | 3s2.3p4.(3P).5p        | 2P*     | 3/2  |   6 - 4   |       |                    |         L11520  |
Ar III    |          253.8297     |  0.0020    |          253.835366   |   0.000013   |         1 |             |      |    24.38531705   -     29.26828372  | 3s2.3p3.(2D*).4s      | 3D*     | 3    | 3s2.3p3.(2D*).4p       | 1D      | 2    |   7 - 5   |       |                    |          L9366  |
Ar II     |          254.00362    |  0.00006   |          254.003627   |   0.000004   |         9 |             |      |    19.96749907   -     24.84723130  | 3s2.3p4.(3P).4p       | 4S*     | 3/2  | 3s2.3p4.(3P).5d        | 4D      | 1/2  |   4 - 2   |       |                    |         L11520  |
Ar IV     |          254.055      |  0.003     |          254.0576     |   0.0023     |         7 |             |      |    31.107903     -     35.98660     | 3s2.3p2.(3P).4s       | 4P      | 3/2  | 3s2.3p2.(3P).4p        | 2D*     | 3/2  |   4 - 4   |       |                    |         L11418  |
Ar II     |          254.159      |  0.002     |          254.15942    |   0.00013    |       0.5 |             |      |    21.36689104   -     26.2436324   | 3s2.3p4.(1D).3d       | 2D      | 5/2  | 3s2.3p4.(3P<1>).6f     | 2[3]*   | 5/2  |   6 - 6   |       |                    |         L14821  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          254.46839    |  0.00001   |          254.468375   |   0.000003   |        79 |             |      |    19.867157038  -     24.73797775  | 3s2.3p4.(3P).4p       | 2P*     | 3/2  | 3s2.3p4.(1D).4d        | 2P      | 3/2  |   4 - 4   |       |                    |         L11520  |
Ar II     |          254.56468    |  0.00008   |          254.564769   |   0.000013   |         8 |             |      |    21.36689104   -     26.23586749  | 3s2.3p4.(1D).3d       | 2D      | 5/2  | 3s2.3p4.(3P<1>).6f     | 2[4]*   | 7/2  |   6 - 8   |       |                    |         L11520  |
Ar II     |          254.7184     |  0.0006    |          254.717298   |   0.000016   |         2 |             |      |    21.42814610   -     26.29420710  | 3s2.3p4.(1D).3d       | 2D      | 3/2  | 3s2.3p4.(3P<0>).6f     | 2[3]*   | 5/2  |   4 - 6   |       |                    |         L14821  |
Ar II     |          254.9788     |  0.0006    |          254.978677   |   0.000004   |         3 |             |      |    19.867157038  -     24.72823017  | 3s2.3p4.(3P).4p       | 2P*     | 3/2  | 3s2.3p4.(1D).4d        | 2P      | 1/2  |   4 - 2   |       |                    |         L14821  |
Ar II     |          255.1571     |  0.0006    |          255.156618   |   0.000003   |         1 |             |      |    18.656521057  -     23.514204395 | 3s2.3p4.(3P).3d       | 2D      | 3/2  | 3s2.3p4.(3P).5p        | 4D*     | 5/2  |   4 - 6   |       |                    |         L14821  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          255.3400     |  0.0006    |          255.339966   |   0.000003   |         2 |             |      |    16.64385439   -     21.498049871 | 3s2.3p4.(3P).4s       | 4P      | 5/2  | 3s2.3p4.(1D).4p        | 2D*     | 5/2  |   6 - 6   |       |                    |         L14821  |
Ar II     |          255.65856    |  0.00005   |          255.658430   |   0.000003   |         9 |             |      |    19.96749907   -     24.81564826  | 3s2.3p4.(3P).4p       | 4S*     | 3/2  | 3s2.3p4.(3P).5d        | 4D      | 3/2  |   4 - 4   |       |                    |         L11520  |
Ar II     |          255.92866    |  0.00003   |          255.928610   |   0.000003   |        11 |             |      |    19.96749907   -     24.810530468 | 3s2.3p4.(3P).4p       | 4S*     | 3/2  | 3s2.3p4.(3P).6s        | 4P      | 1/2  |   4 - 2   |       |                    |         L11520  |
Ar II     |          256.0853     |  0.0006    |          256.084745   |   0.000003   |         1 |             |      |    20.272226904  -     25.11230570  | 3s2.3p4.(1D).3d       | 2F      | 7/2  | 3s2.3p4.(3P).6p        | 4D*     | 5/2  |   8 - 6   |       |                    |         L14821  |
Ar II     |          256.19525    |  0.00011   |          256.195197   |   0.000003   |         4 |             |      |    19.972538226  -     24.810530468 | 3s2.3p4.(3P).4p       | 2S*     | 1/2  | 3s2.3p4.(3P).6s        | 4P      | 1/2  |   2 - 2   |       |                    |         L11520  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          256.20873    |  0.00002   |          256.208670   |   0.000003   |        18 |             |      |    18.732439371  -     23.570177223 | 3s2.3p4.(3P).3d       | 2D      | 5/2  | 3s2.3p4.(3P).5p        | 4D*     | 3/2  |   6 - 4   |       |                    |         L11520  |
Ar IV     |          256.209      |  0.003     |          256.2106     |   0.0019     |        10 | 1.4e+08     | D    |    31.022731     -     35.860433    | 3s2.3p2.(3P).4s       | 4P      | 1/2  | 3s2.3p2.(3P).4p        | 4P*     | 3/2  |   2 - 4   |       |         T1619CA,LS |         L11418  |
Ar III    |          256.329      |  0.004     |          256.321      |   0.005      |        5* |             |      |    28.7339376    -     33.56955     | 3s2.3p3.(2D*).4p      | 3P      | 0    | 3s2.3p3.(2D*).4d       | 1P*     | 1    |   1 - 3   |       |                    |          L7491  |
Ar III    |          256.329      |  0.004     |          256.32535    |   0.00006    |        5* |             |      |    23.1110123    -     27.94654815  | 3s2.3p3.(2P*).3d      | 3F*     | 4    | 3s2.3p3.(2D*).4p       | 3D      | 3    |   9 - 7   |       |                    |          L7491  |
Ar II     |          256.44166    |  0.00002   |          256.441615   |   0.000003   |        17 |             |      |    19.96749907   -     24.800842727 | 3s2.3p4.(3P).4p       | 4S*     | 3/2  | 3s2.3p4.(3P).6s        | 2P      | 3/2  |   4 - 4   |       |                    |         L11520  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          256.5782     |  0.0006    |          256.578499   |   0.000003   |         3 |             |      |    18.656521057  -     23.48728630  | 3s2.3p4.(3P).3d       | 2D      | 3/2  | 3s2.3p4.(3P).5p        | 4P*     | 1/2  |   4 - 2   |       |                    |         L14821  |
Ar III    |          256.63789    |  0.00006   |          256.63791    |   0.00005    |         8 |             |      |    30.1463937    -     34.9760407   | 3s2.3p3.(2P*).4p      | 3P      | 1    | 3s2.3p3.(2P*).4d       | 3P*     | 2    |   3 - 5   |       |                    |         L11520  |
Ar II     |          256.7095     |  0.0006    |          256.709273   |   0.000003   |         1 |             |      |    19.972538226  -     24.800842727 | 3s2.3p4.(3P).4p       | 2S*     | 1/2  | 3s2.3p4.(3P).6s        | 2P      | 3/2  |   2 - 4   |       |                    |         L14821  |
Ar II     |          256.7727     |  0.0006    |          256.772699   |   0.000003   |         1 |             |      |    19.96749907   -     24.79461100  | 3s2.3p4.(3P).4p       | 4S*     | 3/2  | 3s2.3p4.(1D).4d        | 2D      | 3/2  |   4 - 4   |       |                    |         L14821  |
Ar IV     |          256.802      |  0.003     |          256.8053     |   0.0018     |        10 | 1.0e+08     | D    |    31.107903     -     35.934402    | 3s2.3p2.(3P).4s       | 4P      | 3/2  | 3s2.3p2.(3P).4p        | 4P*     | 5/2  |   4 - 6   |       |         T1619CA,LS |         L11418  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          256.92007    |  0.00007   |          256.920160   |   0.000003   |         6 |             |      |    19.96749907   -     24.791840619 | 3s2.3p4.(3P).4p       | 4S*     | 3/2  | 3s2.3p4.(3P).5d        | 4D      | 5/2  |   4 - 6   |       |                    |         L11520  |
Ar IV     |          256.945      |  0.003     |          256.946      |   0.003      |         9 | 5.7e+07     | E    |    31.022731     -     35.84660     | 3s2.3p2.(3P).4s       | 4P      | 1/2  | 3s2.3p2.(3P).4p        | 4P*     | 1/2  |   2 - 2   |       |         T1619CA,LS |         L11418  |
Ar II     |          256.99847    |  0.00006   |          256.998472   |   0.000003   |         9 |             |      |    19.867157038  -     24.690028614 | 3s2.3p4.(3P).4p       | 2P*     | 3/2  | 3s2.3p4.(3P).6s        | 4P      | 3/2  |   4 - 4   |       |                    |         L11520  |
Ar II     |          257.04107    |  0.00001   |          257.041048   |   0.000003   |        28 |             |      |    19.972538226  -     24.79461100  | 3s2.3p4.(3P).4p       | 2S*     | 1/2  | 3s2.3p4.(1D).4d        | 2D      | 3/2  |   2 - 4   |       |                    |         L11520  |
Ar II     |          257.3940     |  0.0006    |          257.39264    |   0.00013    |       0.5 |             |      |    21.42814610   -     26.2436324   | 3s2.3p4.(1D).3d       | 2D      | 3/2  | 3s2.3p4.(3P<1>).6f     | 2[3]*   | 5/2  |   4 - 6   |       |                    |         L14821  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar III    |          257.6388     |  0.0020    |          257.6382     |   0.0003     |         5 |             |      |    30.1463937    -     34.957291    | 3s2.3p3.(2P*).4p      | 3P      | 1    | 3s2.3p3.(2P*).4d       | 3P*     | 0    |   3 - 1   |       |                    |          L9366  |
Ar II     |          257.9428     |  0.0006    |          257.944052   |   0.000016   |         2 |             |      |    21.42814610   -     26.23333896  | 3s2.3p4.(1D).3d       | 2D      | 3/2  | 3s2.3p4.(3P<1>).6f     | 2[2]*   | 5/2  |   4 - 6   |       |                    |         L14821  |
Ar III    |          257.96398    |  0.00001   |          257.96398    |   0.00004    |        59 |             |      |    26.1685711    -     30.9733929   | 3s2.3p3.(2P*).4s      | 1P*     | 1    | 3p6                    | 1S      | 0    |   3 - 1   |       |                    |         L11520  |
Ar III    |          258.017      |  0.004     |          258.01444    |   0.00013    |         2 |             |      |    23.1426661    -     27.94654815  | 3s2.3p3.(2P*).3d      | 3F*     | 3    | 3s2.3p3.(2D*).4p       | 3D      | 3    |   7 - 7   |       |                    |          L7491  |
Ar II     |          258.0360     |  0.0006    |          258.036311   |   0.000013   |         1 |             |      |    21.42814610   -     26.23162100  | 3s2.3p4.(1D).3d       | 2D      | 3/2  | 3s2.3p4.(3P<1>).6f     | 2[2]*   | 3/2  |   4 - 4   |       |                    |         L14821  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar III    |          258.339      |  0.003     |          258.3379     |   0.0007     |         3 |             |      |    25.383085     -     30.18095237  | 3s2.3p3.(2D*).3d      | 3S*     | 1    | 3s2.3p3.(2P*).4p       | 3P      | 2    |   3 - 5   |       |                    |          L7493  |
Ar III    |          258.48766    |  0.00003   |          258.48764    |   0.00003    |        14 |             |      |    30.18095237   -     34.9760407   | 3s2.3p3.(2P*).4p      | 3P      | 2    | 3s2.3p3.(2P*).4d       | 3P*     | 2    |   5 - 5   |       |                    |         L11520  |
Ar III    |          259.14983    |  0.00007   |          259.14982    |   0.00005    |         6 |             |      |    30.18095237   -     34.9637891   | 3s2.3p3.(2P*).4p      | 3P      | 2    | 3s2.3p3.(2P*).4d       | 3P*     | 1    |   5 - 3   |       |                    |         L11520  |
Ar II     |          259.1696     |  0.0006    |          259.169961   |   0.000003   |         1 |             |      |    19.867157038  -     24.649622089 | 3s2.3p4.(3P).4p       | 2P*     | 3/2  | 3s2.3p4.(3P).6s        | 4P      | 5/2  |   4 - 6   |       |                    |         L14821  |
Ar II     |          259.2074     |  0.0006    |          259.207905   |   0.000003   |         1 |             |      |    18.732439371  -     23.514204395 | 3s2.3p4.(3P).3d       | 2D      | 5/2  | 3s2.3p4.(3P).5p        | 4D*     | 5/2  |   6 - 6   |       |                    |         L14821  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          259.2178     |  0.0006    |          259.218600   |   0.000003   |         1 |             |      |    18.656521057  -     23.438088809 | 3s2.3p4.(3P).3d       | 2D      | 3/2  | 3s2.3p4.(3P).5p        | 4P*     | 3/2  |   4 - 4   |       |                    |         L14821  |
Ar III    |          259.441      |  0.004     |          259.43977    |   0.00004    |         1 |             |      |    23.2872005    -     28.06469227  | 3s2.3p3.(2D*).3d      | 3D*     | 2    | 3s2.3p3.(2D*).4p       | 3F      | 2    |   5 - 5   |       |                    |          L7491  |
Ar III    |          259.6634     |  0.0020    |          259.66205    |   0.00013    |         1 |             |      |    23.1731458    -     27.94654815  | 3s2.3p3.(2P*).3d      | 3F*     | 2    | 3s2.3p3.(2D*).4p       | 3D      | 3    |   5 - 7   |       |                    |          L9366  |
Ar III    |          259.725      |  0.004     |          259.72323    |   0.00013    |         3 |             |      |    23.1426661    -     27.91494398  | 3s2.3p3.(2P*).3d      | 3F*     | 3    | 3s2.3p3.(2D*).4p       | 3D      | 2    |   7 - 5   |       |                    |          L7491  |
Ar IV     |          259.941      |  0.003     |          259.9420     |   0.0023     |         2 |             |      |    31.906537     -     36.67480     | 3s2.3p2.(3P).4s       | 2P      | 3/2  | 3s2.3p2.(3P).4p        | 2P*     | 3/2  |   4 - 4   |       |                    |         L11418  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          260.0956     |  0.0006    |          260.095957   |   0.000003   |         3 |             |      |    19.972538226  -     24.73797775  | 3s2.3p4.(3P).4p       | 2S*     | 1/2  | 3s2.3p4.(1D).4d        | 2P      | 3/2  |   2 - 4   |       |                    |         L14821  |
Ar III    |          260.212      |  0.003     |          260.2123     |   0.0007     |         1 |             |      |    25.383085     -     30.1463937   | 3s2.3p3.(2D*).3d      | 3S*     | 1    | 3s2.3p3.(2P*).4p       | 3P      | 1    |   3 - 3   |       |                    |          L7493  |
Ar IV     |          260.803      |  0.003     |          260.8025     |   0.0019     |         9 | 4.3e+07     | E    |    31.107903     -     35.860433    | 3s2.3p2.(3P).4s       | 4P      | 3/2  | 3s2.3p2.(3P).4p        | 4P*     | 3/2  |   4 - 4   |       |         T1619CA,LS |         L11418  |
Ar IV     |          260.844      |  0.005     |          260.837      |   0.003      |         7 |             |      |    31.906537     -     36.65843     | 3s2.3p2.(3P).4s       | 2P      | 3/2  | 3s2.3p2.(3P).4p        | 2P*     | 1/2  |   4 - 2   |       |                    |          L4489  |
Ar II     |          260.968      |  0.002     |          260.967752   |   0.000003   |         0 |             |      |    16.74852891   -     21.498049871 | 3s2.3p4.(3P).4s       | 4P      | 3/2  | 3s2.3p4.(1D).4p        | 2D*     | 5/2  |   4 - 6   |       |                    |         L14821  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar IV     |          261.124      |  0.005     |          261.1267     |   0.0024     |         3 |             |      |    31.239970     -     35.98660     | 3s2.3p2.(3P).4s       | 4P      | 5/2  | 3s2.3p2.(3P).4p        | 2D*     | 3/2  |   6 - 4   |       |                    |          L4489  |
Ar III    |          261.344      |  0.004     |          261.34235    |   0.00013    |         3 |             |      |    23.1731458    -     27.91585952  | 3s2.3p3.(2P*).3d      | 3F*     | 2    | 3s2.3p3.(2D*).4p       | 3D      | 1    |   5 - 3   |       |                    |          L7491  |
Ar III    |          261.395      |  0.004     |          261.39281    |   0.00013    |         3 |             |      |    23.1731458    -     27.91494398  | 3s2.3p3.(2P*).3d      | 3F*     | 2    | 3s2.3p3.(2D*).4p       | 3D      | 2    |   5 - 5   |       |                    |          L7491  |
Ar IV     |          261.565      |  0.003     |          261.564      |   0.003      |        10 | 2.7e+08     | D    |    31.107903     -     35.84660     | 3s2.3p2.(3P).4s       | 4P      | 3/2  | 3s2.3p2.(3P).4p        | 4P*     | 1/2  |   4 - 2   |       |         T1619CA,LS |         L11418  |
Ar II     |          261.6811     |  0.0006    |          261.681148   |   0.000004   |         3 |             |      |    16.40650186   -     21.143075448 | 3s2.3p4.(3P).3d       | 4D      | 7/2  | 3s2.3p4.(1D).4p        | 2F*     | 7/2  |   8 - 8   |       |                    |         L14821  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar III    |          261.726      |  0.003     |          261.7281     |   0.0007     |         1 |             |      |    25.383085     -     30.118809    | 3s2.3p3.(2D*).3d      | 3S*     | 1    | 3s2.3p3.(2P*).4p       | 3P      | 0    |   3 - 1   |       |                    |          L7493  |
Ar II     |          261.7596     |  0.0006    |          261.76010    |   0.00010    |         2 |             |      |    21.36689104   -     26.1020361   | 3s2.3p4.(1D).3d       | 2D      | 5/2  | 3s2.3p4.(3P<2>).6f     | 2[2]*   | 5/2  |   6 - 6   |       |                    |         L14821  |
Ar IV     |          261.990      |  0.003     |          261.988      |   0.003      |         9 |             |      |    33.19569      -     37.926717    | 3s2.3p2.(1D).4s       | 2D      | 5/2  | 3s2.3p2.(1D).4p        | 2D*     | 3/2  |   6 - 4   |       |                    |         L11418  |
Ar II     |          262.09844    |  0.00003   |          262.09843    |   0.00003    |        16 |             |      |    21.36689104   -     26.0959240   | 3s2.3p4.(1D).3d       | 2D      | 5/2  | 3s2.3p4.(3P<2>).6f     | 2[3]*   | 7/2  |   6 - 8   |       |                    |         L11520  |
Ar IV     |          262.130      |  0.003     |          262.1302     |   0.0025     |        10 |             |      |    33.19826      -     37.926717    | 3s2.3p2.(1D).4s       | 2D      | 3/2  | 3s2.3p2.(1D).4p        | 2D*     | 3/2  |   4 - 4   |       |                    |         L11418  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          262.1879     |  0.0006    |          262.18858    |   0.00003    |         1 |             |      |    21.36689104   -     26.0942982   | 3s2.3p4.(1D).3d       | 2D      | 5/2  | 3s2.3p4.(3P<2>).6f     | 2[3]*   | 5/2  |   6 - 6   |       |                    |         L14821  |
Ar II     |          262.3090     |  0.0006    |          262.309628   |   0.000015   |         1 |             |      |    21.36689104   -     26.09211674  | 3s2.3p4.(1D).3d       | 2D      | 5/2  | 3s2.3p4.(3P<2>).6f     | 2[4]*   | 7/2  |   6 - 8   |       |                    |         L14821  |
Ar II     |          262.45945    |  0.00004   |          262.459393   |   0.000004   |         7 |             |      |    19.96749907   -     24.690028614 | 3s2.3p4.(3P).4p       | 4S*     | 3/2  | 3s2.3p4.(3P).6s        | 4P      | 3/2  |   4 - 4   |       |                    |         L11520  |
Ar IV     |          262.486      |  0.003     |          262.485      |   0.003      |        10 |             |      |    33.19569      -     37.917765    | 3s2.3p2.(1D).4s       | 2D      | 5/2  | 3s2.3p2.(1D).4p        | 2D*     | 5/2  |   6 - 6   |       |                    |         L11418  |
Ar II     |          262.5711     |  0.0006    |          262.570482   |   0.000004   |         1 |             |      |    16.40650186   -     21.127033505 | 3s2.3p4.(3P).3d       | 4D      | 7/2  | 3s2.3p4.(1D).4p        | 2F*     | 5/2  |   8 - 6   |       |                    |         L14821  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar IV     |          262.632      |  0.005     |          262.6274     |   0.0025     |         2 |             |      |    33.19826      -     37.917765    | 3s2.3p2.(1D).4s       | 2D      | 3/2  | 3s2.3p2.(1D).4p        | 2D*     | 5/2  |   4 - 6   |       |                    |          L4489  |
Ar II     |          262.73984    |  0.00005   |          262.739765   |   0.000003   |         7 |             |      |    19.972538226  -     24.690028614 | 3s2.3p4.(3P).4p       | 2S*     | 1/2  | 3s2.3p4.(3P).6s        | 4P      | 3/2  |   2 - 4   |       |                    |         L11520  |
Ar VIII   |          263.15       |  0.03      |          263.15       |   0.10       |         * |             |      |   132.7102       -    137.4204      | 2p6.9g                | 2G      | 7/2  | 2p6.12h                | 2H*     | 9/2  |   8 - 10  |       |                    |         L16099  |
Ar VIII   |          263.15       |  0.03      |          263.15       |   0.10       |         * |             |      |   132.7102       -    137.4204      | 2p6.9g                | 2G      | 9/2  | 2p6.12h                | 2H*     | 11/2 |  10 - 12  |       |                    |         L16099  |
Ar III    |          263.18635    |  0.00008   |          263.18633    |   0.00006    |         6 | 3.7e+07     | E    |    23.2063731    -     27.91585952  | 3s2.3p3.(2D*).3d      | 3D*     | 1    | 3s2.3p3.(2D*).4p       | 3D      | 1    |   3 - 3   |       |         T1619CA,LS |         L11520  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar III    |          263.240      |  0.004     |          263.23751    |   0.00006    |         4 | 7.5e+06     | E    |    23.2063731    -     27.91494398  | 3s2.3p3.(2D*).3d      | 3D*     | 1    | 3s2.3p3.(2D*).4p       | 3D      | 2    |   3 - 5   |       |         T1619CA,LS |          L7491  |
Ar II     |          263.4001     |  0.0006    |          263.400944   |   0.000003   |       2qs |             |      |    18.732439371  -     23.438088809 | 3s2.3p4.(3P).3d       | 2D      | 5/2  | 3s2.3p4.(3P).5p        | 4P*     | 3/2  |   6 - 4   |       |                    |         L14821  |
Ar II     |          263.6354     |  0.0006    |          263.635826   |   0.000004   |         2 |             |      |    16.42557623   -     21.127033505 | 3s2.3p4.(3P).3d       | 4D      | 5/2  | 3s2.3p4.(1D).4p        | 2F*     | 5/2  |   6 - 6   |       |                    |         L14821  |
Ar II     |          263.69135    |  0.00008   |          263.691213   |   0.000013   |         6 |             |      |    21.351799846  -     26.05226965  | 3s2.3p4.(1D).4p       | 2P*     | 3/2  | 3s2.3p4.(3P).6d        | 2D      | 5/2  |   4 - 6   |       |                    |         L11520  |
Ar IV     |          264.028      |  0.003     |          264.0304     |   0.0019     |        12 | 2.2e+08     | D    |    31.239970     -     35.934402    | 3s2.3p2.(3P).4s       | 4P      | 5/2  | 3s2.3p2.(3P).4p        | 4P*     | 5/2  |   6 - 6   |       |         T1619CA,LS |         L11418  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar III    |          264.547      |  0.004     |          264.54648    |   0.00003    |         2 |             |      |    23.3976625    -     28.08293673  | 3s2.3p3.(2D*).3d      | 3D*     | 3    | 3s2.3p3.(2D*).4p       | 3F      | 3    |   7 - 7   |       |                    |          L7491  |
Ar II     |          264.72456    |  0.00002   |          264.724542   |   0.000004   |        29 |             |      |    19.96749907   -     24.649622089 | 3s2.3p4.(3P).4p       | 4S*     | 3/2  | 3s2.3p4.(3P).6s        | 4P      | 5/2  |   4 - 6   |       |                    |         L11520  |
Ar II     |          264.7844     |  0.0006    |          264.78494    |   0.00021    |         1 |             |      |    21.42814610   -     26.109201    | 3s2.3p4.(1D).3d       | 2D      | 3/2  | 3s2.3p4.(3P<2>).6f     | 2[1]*   | 3/2  |   4 - 4   |       |                    |         L14821  |
Ar II     |          264.96012    |  0.00008   |          264.960106   |   0.000004   |         7 |             |      |    16.74852891   -     21.42648951  | 3s2.3p4.(3P).4s       | 4P      | 3/2  | 3s2.3p4.(1D).4p        | 2P*     | 1/2  |   4 - 2   |       |                    |         L11520  |
Ar II     |          265.19095    |  0.00008   |          265.19088    |   0.00010    |         9 |             |      |    21.42814610   -     26.1020361   | 3s2.3p4.(1D).3d       | 2D      | 3/2  | 3s2.3p4.(3P<2>).6f     | 2[2]*   | 5/2  |   4 - 6   |       |                    |         L11520  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          265.2899     |  0.0006    |          265.29003    |   0.00014    |         1 |             |      |    21.42814610   -     26.1002893   | 3s2.3p4.(1D).3d       | 2D      | 3/2  | 3s2.3p4.(3P<2>).6f     | 2[2]*   | 3/2  |   4 - 4   |       |                    |         L14821  |
Ar II     |          265.321      |  0.002     |          265.321551   |   0.000003   |         0 |             |      |    18.732439371  -     23.404027598 | 3s2.3p4.(3P).3d       | 2D      | 5/2  | 3s2.3p4.(3P).5p        | 4P*     | 5/2  |   6 - 6   |       |                    |         L14821  |
Ar III    |          265.377      |  0.005     |          265.37186    |   0.00004    |         4 |             |      |    28.68277299   -     33.3534756   | 3s2.3p3.(2D*).4p      | 3P      | 2    | 3s2.3p3.(2D*).4d       | 3D*     | 2    |   5 - 5   |       |                    |          L7492  |
Ar II     |          265.4056     |  0.0006    |          265.404032   |   0.000018   |         2 |             |      |    21.62407061   -     26.29420710  | 3s2.3p4.(1D).3d       | 2P      | 3/2  | 3s2.3p4.(3P<0>).6f     | 2[3]*   | 5/2  |   4 - 6   |       |                    |         L14821  |
Ar III    |          265.45492    |  0.00003   |          265.454924   |   0.000023   |        17 |             |      |    28.68277299   -     33.3520142   | 3s2.3p3.(2D*).4p      | 3P      | 2    | 3s2.3p3.(2D*).4d       | 3D*     | 3    |   5 - 7   |       |                    |         L11520  |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar III    |          265.617      |  0.005     |          265.61350    |   0.00009    |         1 |             |      |    28.68277299   -     33.3492268   | 3s2.3p3.(2D*).4p      | 3P      | 2    | 3s2.3p3.(2D*).4d       | 3D*     | 1    |   5 - 3   |       |                    |          L7492  |
Ar II     |          265.6303     |  0.0006    |          265.63067    |   0.00003    |         2 |             |      |    21.42814610   -     26.0942982   | 3s2.3p4.(1D).3d       | 2D      | 3/2  | 3s2.3p4.(3P<2>).6f     | 2[3]*   | 5/2  |   4 - 6   |       |                    |         L14821  |
Ar II     |          265.789      |  0.002     |          265.788775   |   0.000004   |         0 |             |      |    21.143075448  -     25.80645208  | 3s2.3p4.(1D).4p       | 2F*     | 7/2  | 3s2.3p4.(3P).6d        | 4F      | 7/2  |   8 - 8   |       |                    |         L14821  |
Ar III    |          266.022      |  0.004     |          266.01862    |   0.00004    |         3 | 5.5e+06     | E    |    23.2872005    -     27.94654815  | 3s2.3p3.(2D*).3d      | 3D*     | 2    | 3s2.3p3.(2D*).4p       | 3D      | 3    |   5 - 7   |       |         T1619CA,LS |          L7491  |
Ar XVIII  |                       |            |          266.11       |   0.06       |           |             |      | (3318.3344)      -  (3322.9921)     | 2s                    | 2S      | 1/2  | 2p                     | 2P*     | 3/2  |   2 - 4   |       |                    |                 |
          |                       |            |                       |              |           |             |      |                                     |                       |         |      |                        |         |      |           |       |                    |                 |
Ar II     |          267.022      |  0.002     |          267.023609   |   0.000005   |       0.5 |             |      |    19.64258207   -     24.28439443  | 3s2.3p4.(3P).4p       | 4D*     | 1/2  | 3s2.3p4.(1D).5s        | 2D      | 3/2  |   2 - 4   |       |                    |         L14821  |
